Joint_angle	INT_1_STR_PRE_L	INT_2_STR_PRE_R	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_18_STR_PRE_R	INT_19_STR_PRE_R	INT_20_STR_PRE_R	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_CON_PRE_R	INT_2_CON_PRE_L	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_18_CON_PRE_L	INT_19_CON_PRE_L	INT_20_CON_PRE_L	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_STR_POST_L	INT_2_STR_POST_R	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_18_STR_POST_R	INT_19_STR_POST_R	INT_20_STR_POST_R	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_CON_POST_R	INT_2_CON_POST_L	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_18_CON_POST_L	INT_19_CON_POST_L	INT_20_CON_POST_L	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
-1.80411241501588e-16	0.00266277881553872	-0.0993560598783961	-0.00715242084574819	0.0176514589128873	-0.00228966421955966	-0.00566168606829969	0.0170238225740462	0.0294325586644596	0.00770321792648246	-0.00908388512073174	-0.0119706095795353	0.00572597578899731	-0.0542146941328905	-0.0144436682108843	-0.0826686137476583	0.000339911367257511	-0.00245263764755134	-0.00125559697312768	-0.000244657717641844	-0.00493246539000469	0.0113313531390994	0.0517741301851814	-0.0052906573781135	0.011315682753193	0.0101928455319896	0.00466881794787217	-0.0141326524383275	-0.0276497273911934	-0.0363587785033407	0.0107899461187279	0.0457096683349057	-0.0145549574920341	-0.0132252012853118	0.0117653321944131	0.0234552794146394	-0.00819123128234456	-0.0172929903273129	-0.0165698842717592	-0.0230815429992942	-0.000472398157130814	0.0109836818968208	-0.00302662635182681	-0.00801172045573077	0.0160138662809707	-0.00886699111698915	0.02567577404033	-0.0352546429701073	-0.0105483845210873	-0.0189931161851981	0.00778124449815773	0.0184100721045666	-3.90767596347439e-05	0.00667540794158603	-0.004856819014282	0.0136756486852892	0.00820391604099962	0.00912601693869743	-0.0197955946080579	-0.0257583772812735	-0.00496616109070144	0.00216982418047587	0.0195129632402554	0.0677029887017457	0.0168252094197301	-0.0421316362176261	-0.00455365360943267	0.00503810876445227	0.00854483236642691	-0.0263044005751892	-0.00164347876890082	-0.0158561186570053	-0.00191550453297166	-0.0162543697375617	0.03171228326144	-0.0246993601459796	-0.0460013270449395	0.00671700762390557	0.0126295894244947	0.000139984624898309	0.00690516615526016	-0.000639233382191618	-0.0125215040877207	0.00840596296779992	-0.00856525278451664	-0.0110061846651866	0.00491636853419856	-0.0219246087949978	-0.00996090185628168	0.0172876538724503	0.0219687727290752	-0.0119504828978622	0.00656585189669873	-0.000654971341177332	0.00667651960097195	-0.0105462250265331	-0.00475925267378104	-0.0130040539999781	-0.022029178135932	-0.00938474974373743	0.0186801095631641
0.5	0.412614382553688	0.334905766999114	0.379344560683215	0.742616958417768	0.205660235469064	0.121130227962433	0.40818300723795	0.274146644841737	0.300650289286961	0.174378002757554	0.2940683857811	0.105529643836291	0.178685222061911	0.161378856472343	0.112282815290923	0.195267986532106	0.0742435437330326	0.228375062660464	0.325536097411739	0.377250989287506	0.228866060539957	0.355474769642907	0.0868203958744488	0.2331580392845	0.367116486399372	0.228757685126959	0.177071823623409	0.220590010455495	0.260004182961085	0.0304242342288103	0.268845604043211	0.222149791923019	0.00278955592366756	0.324436901446776	0.303625115381722	0.291971057918576	0.0980185384413051	0.365446560494975	0.213427104855412	0.209932603693108	0.156750737323051	0.262442342217808	0.246242469836648	0.283792046838506	0.054899988530653	0.220410837564082	0.234818145997865	0.0317616689789725	0.162833217162546	0.256690452954775	0.428194459342377	0.0732764791351323	0.168285526771617	0.278755177095978	0.134913963283094	0.098802502237006	0.271466576459978	0.192959973902962	0.13849371873498	0.293481095320644	0.324675498622754	0.617583470114687	0.533859951832142	0.26898508071566	0.129747316402585	0.0945788749032334	0.0671293616659846	0.310007749646982	0.651348916769171	0.247332584598734	0.0831239597777489	0.201302125063587	0.148313790205102	0.506955001270663	0.266594225408284	0.334474619356423	0.117693603094867	0.237468331183204	0.165666877223529	0.0968142722920401	0.0917196613372011	0.305041166402921	0.16895354730081	0.119360293020402	0.129894083717282	0.298815646450319	0.239718868864322	0.438178352769907	0.253731091729681	0.25027277338186	0.141963056666611	0.24333746522425	0.141743514408289	0.218444845152622	0.184952227098239	0.144117463172171	0.226191928545873	0.0820893059209311	0.24900589773309	0.105900491719741
1	0.726352681664638	0.696662299367152	0.711090283045123	1.87431225654962	0.340516253409425	0.294446104771253	0.773848630931236	0.484804406141275	0.563681190709418	0.353314978294884	0.579391100907889	0.295096042723433	0.452661634485707	0.439479120235984	0.298163064115321	0.358206884079658	0.152025443753324	0.466673711062833	0.724354328128543	0.682007108924979	0.438533643071877	0.636795750556412	0.200321584194296	0.378079654779643	0.697673965840333	0.443726151372205	0.383833912425342	0.395956260125062	0.57935920534986	0.0627929258426081	0.529775138240895	0.329843872285176	0.057714170236382	0.570117152349334	0.549734160178626	0.520124257507109	0.242755966770529	0.715116534078565	0.432855111598402	0.465315752090684	0.31637096908315	0.548380838115942	0.465245540802796	0.522504560487475	0.181008972400087	0.301117000008057	0.651980330450793	0.11184238196448	0.31347887409505	0.556697296893618	0.684085043501493	0.0999672133677331	0.325205310412206	0.53378560069872	0.283140421083047	0.260307890858337	0.500668850889677	0.436779421972292	0.321304907051128	0.551144058347971	0.655842849535885	1.18949522058265	1.02587708007205	0.530884230069176	0.310293283402403	0.190999511412294	0.300318755774948	0.638270791814158	1.23922374274844	0.510569801402498	0.260378329975247	0.476131651517213	0.375524778244718	0.934031174803729	0.583152226077014	0.616894027571859	0.249767176828329	0.350482036231297	0.323134805539448	0.16377888955105	0.204225449590934	0.590214935442232	0.284732178606425	0.291879866743937	0.186491987787868	0.551897469696105	0.446804494315281	0.874980248534633	0.455185444177863	0.457183670776349	0.232180099035026	0.448955294484206	0.273746620712693	0.435574736753572	0.403964570011464	0.28640127097523	0.426969593622364	0.213442251215209	0.532851303821534	0.320553019507024
1.5	0.954513497646131	0.963769619212818	0.88026400648093	3.39161532652926	0.561789037240294	0.458355334611864	1.15381799467623	0.774095607941425	0.814614313221537	0.520438745214223	0.943181872874569	0.395928718454599	0.706129027699014	0.737742114645347	0.513151855114324	0.638913415974113	0.162407548628386	0.631929033279399	1.12668818863096	1.03669890684561	0.634233735978531	0.944208128653211	0.306429249605599	0.546554322215805	0.960974820808576	0.724155251373502	0.611959868692234	0.573140892285391	0.78302398447475	0.116289617418093	0.789784125541831	0.564288563111676	0.281861719661477	0.786608638318464	0.718729192332469	0.812181088350978	0.407858670456853	1.0221430441283	0.592546193533849	0.706846206646912	0.444892787242786	0.741087520661872	0.758486811988948	0.75175576797595	0.373664656350907	0.427462468689121	1.13536685217989	0.198765347682013	0.41655521383804	0.824069548487081	1.10418211443631	0.167961853309942	0.563700676087738	0.803174704174761	0.414800497569095	0.434439389449765	0.817447966085704	0.656380421713863	0.588591484303222	0.783600579336705	0.986358466374789	1.63437005365787	1.45986976901545	0.784355220609268	0.463616583258998	0.248894044557601	0.545619434828961	0.860414728908243	1.80794309012258	0.695950212842664	0.440065554470173	0.682123412737477	0.615234244401229	1.20145335747631	0.870862679132837	0.914225378451581	0.370093656467337	0.513459849844427	0.436865600854808	0.204720228701161	0.371309583314127	0.836677170741004	0.40603322067864	0.495573077524188	0.275282563735272	0.910869023255723	0.846388000045348	1.3187578971989	0.680204379727951	0.742385652439393	0.397711336939355	0.665575384831753	0.388784643576178	0.611161838605527	0.655375583107258	0.470675070572682	0.659680807397261	0.236407561392403	0.787725103210068	0.541213310964453
2	1.26935025869641	1.20404848110095	1.17595965462202	4.93167588322246	0.658925121955796	0.631868493398068	1.53848410064804	1.10281850555349	1.02326045991448	0.714862831334679	1.26699970206963	0.50649848506789	0.980350012031274	0.912029321575354	0.655019019768817	0.927990553670859	0.164301700960424	0.718817090542669	1.49983399381441	1.44632837147998	0.826723060961748	1.39008967095183	0.379621281601146	0.707434409186652	1.21380455265331	0.966530416953527	0.826342326902096	0.827450888463364	1.0403542342376	0.216197130394397	0.971764399045231	0.917963592267838	0.698798926173748	1.04043256470794	0.806963434282025	1.11285492448239	0.5687521081302	1.40350166683715	0.81512997945697	1.01386922995855	0.563281949882085	1.01344192268719	1.1467799795144	0.96999302800956	0.560052423990478	0.557875985862211	1.56628731187636	0.36707801950168	0.572757042067945	1.09035783227851	1.43066934567225	0.171502699358712	0.796461866622212	1.02792491234757	0.392783919984766	0.624824915118797	1.11098282019964	0.927759433122507	0.847098364653505	1.02113958561055	1.34870655917067	2.14914301616489	1.83827441050336	1.10495096637553	0.61058158069874	0.413271481548887	0.565330182969847	1.07631698437901	2.30637293871571	0.881798635758964	0.415259293904852	0.829244383907247	0.880217004547761	1.40687624052811	1.16362417270654	1.08318828986098	0.562542938871357	0.664252671978535	0.660384878451709	0.376362510863731	0.530728235675897	1.10866031741966	0.537373645117935	0.616230471127534	0.302958072538391	1.20603975063991	1.20297036463451	1.74350792001501	0.910988827863546	1.00511798566687	0.546177512049336	0.827485817647366	0.375460996241588	0.829561581188761	0.902430947952459	0.637013622782662	0.754708790738322	0.344824648745231	1.01237872853324	0.756192630640435
2.5	1.50426660170945	1.51220598387024	1.64947925355748	5.6652472926952	0.768682755937727	0.736259293076879	1.89766941111646	1.33767214925128	1.39500935272933	0.944204179516943	1.59971319082118	0.613745174063565	1.31047785823645	1.123641079303	1.00532534500635	1.27177155506744	0.195390569882983	0.948858670984519	1.86555355274134	1.8387358574546	0.981495409164791	1.68405341798427	0.470027205851448	0.865086498585915	1.31695573391007	1.28972812835127	1.03178220438403	0.972530243256398	1.40011995090232	0.269231408054895	1.17649610372221	1.24312144051369	0.927458028166042	1.37745003897108	1.01879120571471	1.36569973531011	0.69577808599509	1.67545679120346	0.95717295119646	1.27446618654412	0.7059114944134	1.29624368224094	1.42817300561319	1.20256343839284	0.708529160007011	0.785114127406172	1.86746474353241	0.455589504224988	0.752477795781914	1.38214672420957	1.68516045915638	0.231263698840377	1.08479510496217	1.30553802365672	0.345673574895881	0.711500035787268	1.43786237654846	1.28975716199387	1.10264296339304	1.25452387951886	1.70784761533167	2.63666950235407	2.37635184503093	1.40919327810295	0.675818946374138	0.46973866856289	0.676193560974279	1.24042707731363	2.90792585260684	1.03195878851186	0.439089565947577	1.14423483505758	1.12250881969973	1.56325899793675	1.43887790554055	1.34674293678379	0.720899759333597	0.781497617593383	0.802680789185487	0.547587045933754	0.672798783873202	1.38905089374029	0.622864073618406	0.880091898256881	0.362560300054734	1.52171215623561	1.44496410625889	2.13055830217817	1.170872233027	1.15923285989421	0.679267977359701	0.971362528379485	0.438619899729625	1.00232790911541	1.11017061381885	0.726580676481288	0.878823546221946	0.432376886648333	1.29716102002672	0.961104218434972
3	1.69579660373153	1.80688520925994	1.9742255408949	6.36212204366584	0.946323427113201	0.859843652878882	2.29099060216676	1.5597114831607	1.75427802488325	1.10504884631043	1.96818107226923	0.688441048647621	1.64905951582824	1.41605519770085	1.41235852861827	1.52086287856747	0.241229342588802	1.12257713656513	2.30510069550049	2.19948397413704	1.2023872960786	1.87557465582916	0.559462491960564	1.05256696346533	1.55229833507231	1.53780926110324	1.24185503543039	1.11282775055984	1.69637700209709	0.365152403443239	1.34356460692037	1.47492965573071	1.12189359995455	1.61295604302119	1.27167557251615	1.66854907201344	0.803285471732629	1.964094926751	1.14722397629087	1.54524519016084	0.870307220480121	1.57676189292654	1.65377087778456	1.37903660870958	0.887101146669693	1.06890753619443	2.16919008931047	0.541374994796269	0.913092888336681	1.68355573013566	2.04711402465332	0.275578924161399	1.41160427185402	1.57282431982336	0.239313969757596	0.912541146115019	1.72187035946787	1.53053629667854	1.37879064968437	1.50453839658183	2.03351700703563	3.1293664277592	2.94074064144765	1.70235916575492	0.765422289635848	0.539789206948419	0.833938951730075	1.38853387476051	3.38054494362666	1.20169092407238	0.500539377007997	1.38752784399709	1.34596929779318	1.74173149485094	1.690056795038	1.58636573541254	0.856949448088992	0.874364715109105	0.922530340966962	0.659033250538408	0.810090973908464	1.73961970157919	0.787828955760718	1.0961014561659	0.394857433520353	1.78356250900417	1.70055470237011	2.52891543392589	1.39167856713699	1.146225385297	0.824660056233092	1.20202798233308	0.515321744265286	1.2110791183279	1.28767320184132	0.781929904381739	1.07226639659068	0.517778800097195	1.48470979721844	1.12040496978867
3.5	1.93251509962949	2.12832335087212	2.23046055030214	6.8183924329045	1.14210675273511	0.994087843355927	2.68799916491515	1.81004067472703	2.05543852279181	1.34731489589071	2.29729357114144	0.852059244689079	1.96196305364379	1.69317373426962	1.58112723700581	1.76064751406385	0.227058230594896	1.26500128793636	2.69197432010835	2.58082046300303	1.39687236720076	2.02472974231185	0.576579431466656	1.21323361335878	1.76193841455193	1.82305408300241	1.45807486032787	1.26996680690586	2.11395190486572	0.415775061855474	1.5815998742861	1.59552122108328	1.23695520439608	1.9007558211129	1.49539628075533	1.9464348692672	0.929769966426927	2.27914312287241	1.37900210558528	1.77575968838227	0.991264271856052	1.80008345226518	1.84362202070037	1.58327486640968	1.12347882652663	1.32946366021922	2.48579776187595	0.641494895918399	1.10263203095186	2.04726393203279	2.37919179222644	0.312641122123552	1.7038540152078	1.80228901479755	0.353022845137235	1.03760207752138	2.01562803572383	1.76326269252786	1.6075515710182	1.72494327441076	2.34828617885961	3.97156652635159	3.46438849857265	1.97855454920481	0.986981804229552	0.630342885770698	0.992559664597159	1.62254252355753	3.82963997626765	1.37217373589524	0.737595172510579	1.70511802130458	1.54727555568759	1.86699638710764	1.99781235990987	1.87638902973217	1.05212414330352	1.01433189357107	1.11378735978414	0.735867445359986	0.945089188614216	2.06390661502616	0.919965273659686	1.24814726987166	0.433827712394813	2.06852809769519	1.96297008925259	2.95807070261082	1.56370083469684	1.22746953805718	0.916010065837247	1.4702916604109	0.55182967301089	1.33272775360232	1.47452651045286	0.898274136004433	1.35971078581673	0.598219261186416	1.62539152952621	1.28734425685735
4	2.15765741096331	2.47709187227318	2.58660062373964	7.24614855009748	1.33440277522524	1.14056822586208	3.12012429627009	2.06037738964956	2.43569308544576	1.59309154093391	2.64421360516524	0.985844984497924	2.32223148045585	1.86531127590521	1.96392440129298	1.98566122903418	0.271448162761279	1.48368472568403	3.03680542970795	2.90858976048021	1.51569219051794	2.2645770078297	0.637499288887251	1.41978296437232	2.00334505755567	2.07152962881499	1.66587367027689	1.42196643507673	2.42166345529447	0.510494109477292	1.77883039408335	1.69130503824602	1.36648412756131	2.14386239180403	1.76952072005252	2.19514446814972	1.07862955381682	2.60254215673004	1.61882693981148	2.0431674580602	1.16678349887197	2.03991844664998	2.10969258624645	1.77348061383265	1.33369943333334	1.52908626032634	2.81573900336846	0.83567414275771	1.26062220698572	2.3238345222931	2.72800158969101	0.358575458410681	1.9271733728943	2.01350901547933	0.532385892823954	1.13758475398975	2.30709646945338	1.95704856095889	1.79837664757686	1.86180678354728	2.66367125643068	4.430476583994	3.96122717390577	2.19225130704765	1.15202574671266	0.791569564898236	1.13378426665771	1.8142905762152	4.34175128204392	1.57764030118045	0.954380392137056	2.00393940044329	1.7227087903077	2.09751343856769	2.19716094916326	2.06039012943464	1.20918934601755	1.11736590877571	1.33947313254915	0.821489478331111	1.10681950936752	2.24327049114626	1.05813812565559	1.44027218654222	0.517873491502387	2.3527499870836	2.27291872435468	3.34793855832817	1.86897389370268	1.27316398368241	0.994163014367962	1.56249587221246	0.583439670605416	1.44803341951749	1.69190835036897	0.975168199322151	1.60207401792487	0.702946392017319	1.75834500751751	1.48411591813139
4.5	2.34864900425764	2.77673303399066	2.93672373755384	7.91991427588984	1.4288742630606	1.42613751882585	3.53053101405224	2.20558101619215	2.78513832833088	1.89220218351617	2.93544161657795	1.04428359869393	2.60165499526627	2.06931004232178	2.2476481884685	2.30306628832492	0.405066882697701	1.66152707570782	3.32341252684433	3.30687763009127	1.66512686757598	2.5466746862818	0.758400712774349	1.64128218094799	2.23422265293618	2.27959909876344	1.79270821530639	1.55399562768919	2.76221102140965	0.51374349784162	1.94516953105932	1.87451037886591	1.52535583413654	2.3309690731393	2.07720721256256	2.49356721887023	1.32820842247016	2.85179122394737	1.83868400725305	2.34422193260668	1.36717812262407	2.26846775579038	2.30170659215115	1.95633695829955	1.47034029565704	1.77122827469111	3.14320402868137	1.0072050878655	1.41706659854822	2.53154881595228	3.09578494138571	0.422055959272082	2.08657165002703	2.21614763211261	0.671954550124401	1.31348449331143	2.60435416763267	2.12622174153821	2.01344148264006	1.98466685974144	2.93932853652061	4.89730253810434	4.40061545394484	2.45183307177624	1.24853819302849	0.857282882831492	1.22003738577546	2.04157407609607	4.79878395931603	1.77159748472477	1.07231488250446	2.22863112156784	1.92714859492022	2.62073295272906	2.36246447891054	2.36520569966177	1.41535595939091	1.17168553042576	1.46886501487513	0.924231513448111	1.17301108752282	2.48098455489523	1.20370681625722	1.61971165901042	0.551780637222988	2.64970178136383	2.51498023207721	3.76925131745968	2.17799274648255	1.32771399634648	1.09346481033118	1.62927984182004	0.648142456176796	1.54121633571685	1.9393738782554	1.07011441239265	1.8494394668716	0.740815224988329	1.91685250424959	1.64507195124839
