Joint_angle	INT_1_STR_PRE_L	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_19_STR_PRE_R	INT_20_STR_PRE_L	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_29_STR_PRE_L	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_CON_PRE_R	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_19_CON_PRE_L	INT_20_CON_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_29_CON_PRE_R	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_STR_POST_L	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_19_STR_POST_R	INT_20_STR_POST_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_29_STR_POST_L	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_CON_POST_R	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_19_CON_POST_L	INT_20_CON_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_29_CON_POST_R	INT_30_CON_POST_R	INT_31_CON_POST_L
-7.5	75.0885120034037	55.0831194888374	72.21134073581	55.5570534914434	31.7127868299315	38.6388393349758	40.1703735774541	38.1418736842605	35.518968523016	52.9765353437599	67.8913010054788	63.3595505580578	26.0923812126744	34.796888844844	21.3681814985372	39.4479141547435	40.780437994387	37.9337423607002	55.5307978828106	76.2977127059219	43.3689763317421	43.5882511586939	49.3356685501124	58.1158716190687	67.9062018583763	30.101466093221	70.3500842842247	61.9493379251619	47.96953715999	28.5610918990006	53.6381414171112	27.7373734569366	42.648233807976	NaN	58.0722788515848	52.6941597019143	37.9226602018021	54.0421992938703	56.0520972485181	84.4066480505741	NaN	123.997198182617	96.9857478226119	104.38479477592	41.8484295418039	44.2696807309474	40.6085555355049	36.3146924700827	27.3167582922922	85.1255036288858	37.7426316086343	82.824685519404	82.9834181576461	78.3664945234216	86.781605256955	87.8261177955394	13.946499425352	NaN	35.2489243666856	20.7148703406182	14.9446381551347	NaN	38.5757172324217	69.3915234175148	33.4434959125134	41.6938126820093	13.8805787595058	58.8267951734797	64.6435102528702	67.9775977632145	68.3730280994679	50.9330707602172	70.9683331244681	38.3586507570895	63.3120314157374	61.7543609193634	55.7306871069286	57.1905379347484	61.9391597863131	66.1275774957196	53.4254094231814	64.5174133840177	60.2064272041989	61.8416058306202	68.3872962279524	43.077493517656	73.049176975987	73.1311416466214	42.3227183426342	17.7763616528601	35.7752117775815	42.1608930293354
-5	92.6307001360169	76.1042841974599	92.8553210991386	74.6325727585898	41.3450253822485	50.0527983869065	49.2960518100692	50.790901632144	54.3407335730592	76.4953110835439	85.9445869899838	82.9519764922139	37.7287893648668	44.0550145060875	29.7723351345215	49.7975760681207	64.3250973783721	59.5072802029912	78.2835804037075	97.7324060017405	58.8524208662321	59.4039260075108	65.3076654552667	73.4004737717799	87.9043830608979	50.1044028567134	89.5300270046989	78.9464701159287	66.5557131256213	44.8127143315804	72.5315513378041	45.9320915982965	64.6286029201493	29.0518047012421	80.3143144294337	74.1108749845368	61.076857916204	82.1309066339894	81.1871991911818	112.717566964187	NaN	147.730896181529	125.161056442691	131.382884326945	54.3983417853787	56.6847173720058	52.7218226851453	49.6451384644569	54.1238312555184	104.434938173396	59.0914479924125	103.919172068366	112.035062652229	104.052301180795	107.931100319965	111.448736766242	47.4907347617694	43.9802573871897	60.435162295843	65.5589615687204	40.5380920470627	28.6221844728789	64.4027601298034	95.4926752109015	48.5997511712579	57.6442710057461	20.502876913886	75.1566149059557	90.462930098646	92.047543121389	88.8102028814053	72.342791848184	88.6396311565945	61.8646372535575	86.4631884399043	84.5319506797062	72.7690913706378	74.7958209169977	75.6207252215426	79.2823941426844	70.6943000239225	82.0878339448343	73.9313187271629	79.1413906298693	91.2172700594888	66.235977347422	96.2767085106504	90.8535445757142	56.5570592331223	25.6814144161781	51.7384178163685	61.1044675676831
-2.5	104.9087656988	92.6155233781906	107.20154085033	90.8413234287549	50.0392732510321	59.520576277337	55.5500410882577	61.3898530565489	73.4557675498919	96.2403804398021	98.6715606259756	98.0459281817582	47.2166575213306	50.5711993843307	38.4493873264813	58.0073920224529	85.7345849582025	80.8027294525683	96.735468216439	114.769893408824	70.6897542463128	72.3787632737297	77.5842901193133	84.3732678932732	101.783038942753	70.3129611244046	102.336939895261	90.6833160386309	82.5366555795117	59.989937488464	87.5276882440591	66.6359542296257	87.0439398941587	48.4839319465869	98.6481098484143	92.1577514667645	84.143606346071	106.641409389146	102.195256564216	134.092777687139	131.144374368337	159.009039106122	140.651198277737	147.142415909811	63.2257295634002	65.5420890706167	62.5090567753334	61.0330286426018	76.3086597208045	115.114563791259	81.7894770381542	116.466499814053	131.878002916896	121.348805155878	120.079688546821	127.174484684275	78.7876897831772	72.2268500531106	86.7627015940466	98.5741938928266	70.3415865142329	48.8500768262494	91.3640558691449	117.052134695165	62.4304048104775	70.507947888885	30.0264628243596	86.3562323095109	112.443116958654	110.312043614019	102.322104967231	91.99131823662	102.561365640594	86.4502047958706	101.745981756729	103.440522268659	83.8282297001573	85.2407466630848	83.0707937182589	85.0114069829799	82.8216378916633	92.5159759352772	82.4054181722674	90.6201709679678	109.925882501137	87.7226848151363	111.323242870765	104.415564316815	70.6371144309589	35.7929700986529	67.3365557813863	77.2485703095812
0	112.787083828333	103.809720210619	116.444670972199	104.014011885886	56.6794165288176	66.3260711880573	59.3292383709355	69.219992310696	88.4163759225931	110.333883220787	105.184231262286	107.907297592704	53.708940553009	54.6591573229647	45.6700857998208	63.2926082954337	103.060657658007	99.5929971290773	109.058383536688	126.417987801635	79.5815371150428	81.0510308501248	85.1128704303657	90.6159819013963	110.579101712854	84.747134360648	110.009194931752	97.1365182541527	93.4406370327465	75.4835559971711	98.4314191117262	84.6561533511366	103.953450016069	70.7009639258266	110.145242854839	104.918898234348	104.210851288593	123.757329350484	117.115623124481	148.308282630207	136.858920367523	163.041612214333	148.322398080425	154.706517803948	68.0147989253273	70.9468645719567	68.9812770693948	69.5564545153239	96.7943377326146	119.657209541794	99.9454378486485	121.668136042165	141.033603032459	130.086132385324	125.192158612906	135.602140400357	110.690628126331	101.849051941162	110.789282661827	127.23816456932	101.385251032826	74.2087724691051	115.865480215573	131.789248126156	73.0895599184334	80.310245146398	41.3059654453723	92.6640917044688	124.681809277653	121.895843419175	109.226991781989	106.456676330687	112.652286284624	104.521950517799	109.19098838133	115.076101353494	91.1492106581628	90.920397471935	86.4356970046022	87.19676838318	90.0860950468143	97.6772955542703	87.5422134016896	97.1791470828645	123.081775237273	104.418436429484	120.472886678	114.20094026034	83.3764600371309	46.8207253782424	79.5044099783849	90.0078397787167
2.5	116.633741899307	109.549350655668	121.109466719456	113.799255676268	61.2186997229798	69.861748397998	60.9636706891308	73.5517225595611	96.1767301543681	116.78872561104	106.216177266522	112.314376004034	58.0138507461688	56.5055406527265	50.4051046944892	65.3844900416901	112.563795904489	112.815060196936	115.501181005426	131.552710175241	84.65756425016	85.1006435890269	88.1851416522649	92.3116269302145	114.453567498659	92.0372542742249	113.507061531975	99.4551247733583	99.2076257906707	87.8130750694115	104.707987691499	96.7209794501775	113.002614677556	90.5808305496514	114.356258187324	111.382717327495	117.320826619058	133.136017513806	125.304390203018	156.149188794523	135.5997151099	161.65340664075	150.679549537998	156.137346015462	69.5407030574725	73.0338826533064	72.4896345024674	74.3583167260106	113.961882667332	120.00258057764	109.61213659665	121.020054600056	140.635694244421	130.575219578667	125.153702513502	137.350181133457	135.549737417864	129.412651129475	127.996861007018	147.338249922841	124.92653795136	98.9049204150179	133.737266782312	138.922948177376	78.3789648819806	86.0821322023586	52.0641354885175	95.0476719321505	129.128562735014	126.134114076255	111.286863441394	113.200321764075	117.374359045409	112.744138722657	110.245594342645	117.689877129062	94.4918629842305	93.2628452545005	87.2024692047935	87.7238101747959	93.6242347880971	98.9009293031972	90.0052398335495	99.9457931204553	129.947743835471	114.507525642192	124.871126592591	119.472067865984	92.2329012763264	56.2500367661408	86.8430936133364	98.3138278137531
5	117.517425042046	110.358306981543	121.313946945024	118.752718781723	63.7142193090072	70.876232891671	61.1496030696278	74.7839520251691	98.847500426641	118.040345277779	103.841985767877	112.366989135439	60.457988936067	56.2644161951625	52.6269986750597	65.1458565643099	115.61045669981	119.535597381527	117.097441623969	131.236058922751	86.2196561579702	85.5204542162021	87.9371929338595	90.5464582711364	114.145570109649	93.5838858098447	113.650065985904	98.8150715514221	99.9112149887391	95.9927663991736	106.214815572029	102.963409479646	115.624305229939	103.346797223521	113.687051365627	112.995520075229	123.287683910378	136.681802884624	128.453951051289	158.742592703282	128.9447332082	156.055295164654	148.549600512439	152.458410516636	68.9462182961003	72.6723537706762	73.2014332445201	76.0945568888647	125.22636931142	116.980168252086	111.276398501046	116.211096566775	134.983649411231	125.86517178779	121.302392985641	133.885337849877	148.194438657798	147.159779447241	138.423129447832	157.157626329126	137.409647152099	117.328401823315	143.141749128306	140.453555709378	79.3536842660184	87.8004286856832	61.0079824116821	93.8771269494216	128.300348385832	125.529419090197	110.118995901773	112.961547827135	116.612603767398	113.298128613706	107.339377674638	113.356102754735	95.1492737200392	93.3362260340626	86.0480328296153	86.5464041674684	93.9312471540927	97.3630246314203	89.9432351863361	99.9050924450508	132.048899389982	117.487924357012	125.313140450472	120.575912366622	96.3397255720224	62.3523658403982	89.7736058118314	101.601039564757
7.5	115.84332172017	107.644816747462	117.297679803443	118.437434847823	63.9594498108463	70.382607860004	60.5478173041141	73.5989299263469	98.4660877727281	116.989790526379	100.187829735069	109.504198021331	60.8717055241608	54.320671933261	52.9846515460097	63.4860850636576	114.174289024329	121.550707934571	115.491859321866	127.766725543012	85.0139644247511	83.5973121181391	85.4718379995689	86.5558095396958	110.664243512134	92.5466086916925	111.155192742307	96.5232138407761	97.2787806724676	99.6261861905384	103.884349252622	104.749639273854	114.399112869246	108.753260656661	110.262150871072	111.367816589453	124.715716145608	136.557924668537	128.199553273896	156.908548334597	119.862313660811	147.698564627922	142.19133340398	144.713589843851	67.0688618413762	71.0423850649541	71.634067729256	75.705184821717	130.686698538817	111.342172953603	108.095455084095	108.363063084615	126.84109698626	119.429139649564	114.640747897301	126.726156702707	153.144582475684	155.56270013671	144.028103163132	158.778712561155	141.624981101073	127.920053037806	145.254932371229	138.402186788724	77.8826395911023	86.2265572611202	66.9345846522134	90.0396685605942	125.071233259553	122.26906132013	107.041532594651	107.931875325043	111.800908517036	109.457422176545	102.191877782233	105.843884567605	93.5053035488559	91.4163205429807	83.4410391689528	83.4376046290906	91.9701253314754	93.6554163994825	87.5794835799795	97.8118633745946	130.755404508338	115.559184192419	122.13863913436	118.311169588538	96.5202511966386	64.7830234277169	89.3138551967586	100.888510871325
10	112.423124465958	103.006706521614	110.332383861865	114.00365740374	62.4739959185061	68.8817569487288	59.6449123294075	70.8749090546528	96.5435534236991	115.232006019139	96.5821762318678	105.283625609928	59.6590615826843	51.3147498330725	52.1708129392702	61.0217001937032	110.527487031382	120.387264022357	112.099416999783	123.454536943227	82.2596155189159	79.960735346973	81.7591983376816	81.509312453933	105.346493761154	90.4289447069669	106.909390958732	93.3521922845983	92.8695364696352	99.6359695983608	99.4075354460343	103.647325651483	111.131922049991	109.499420322184	105.311850289387	107.782825324266	123.975820463198	133.724880716865	125.784169439671	151.854248189014	110.84163661192	138.703443318801	133.604529549909	135.200807999337	64.4290311267923	69.0369134532658	68.6002942065651	74.0511424972278	131.826564828852	104.491943146324	103.559780148761	98.0025359299144	118.111690332807	112.627167336331	106.299125702686	117.808032735862	154.777109058206	157.354814235646	146.817951540231	156.420281652894	140.645574313458	132.459402695098	142.953754042465	134.472897036077	75.6960294757179	82.8214723418155	69.9332722898968	84.8413224808028	120.31126290018	118.122471245794	102.791500141752	100.964404303347	104.797395520744	102.779959898072	95.8134320152135	98.4908957683907	90.5819530209188	88.08739283836	80.0565148081933	79.2280907443152	88.6098448656474	88.6605130227155	83.9196900145869	94.3252088635739	127.243639614088	111.984631093013	116.21129459242	114.16983685824	94.6942992227472	64.7505418361195	86.7235172324969	97.8859165374727
12.5	107.910234317209	97.4799536137759	102.390264711917	107.445880420116	60.1900673253713	66.6877626333806	58.4967793469121	67.5214771507244	93.6518810964532	112.325307596472	93.2119425459672	100.800079838878	57.5991917158409	47.8541616043985	50.7350345202803	57.9082230469801	105.873569928617	116.971787258163	107.963469797317	118.891854312587	78.7786161903148	75.3112736770514	77.4171383312787	76.0986563020839	98.8965351782675	87.668276177993	101.61940507567	89.6777506711119	88.2719476846143	97.382825805813	94.2729953738689	100.751212769344	106.646471542964	107.972486882683	99.1397388267232	102.869237510364	121.817613960128	128.246838540545	121.806041869628	145.048505748183	102.634304122927	130.010373783751	124.859726435319	126.109645496758	61.4217999270977	66.78573021192	65.1496285311181	71.6962431546862	129.968992076413	97.9950501245399	99.2389700932016	85.2206644711168	108.810796325716	106.40501785014	97.4838637639177	109.001471497907	155.115051370233	156.225883173851	147.498049280213	153.191060618122	137.26257873335	134.022105242126	138.761566001444	129.635546564557	73.1447080596523	78.8120909616374	71.0460073941982	80.125445149798	114.565649290639	113.061088992986	98.3846468470075	94.1091253966344	97.4714665108406	94.9989178700367	88.6720344321322	92.4176388006937	87.124826283605	84.02085980116	76.241740045392	75.0521913492091	84.7711245502995	83.1490493358306	79.8869335105396	89.9176368556673	122.444355758284	108.734695365573	109.22484237414	109.442453367829	92.1540759866047	63.5471306116164	83.1094480305145	93.9493669875166
15	102.724431543034	91.6293720697909	94.614394608614	100.43806268615	58.0314084868415	63.7869588665879	56.7758066476764	64.0271321366938	90.4092005648694	108.127117331754	89.4642897644297	96.3572210779491	55.2778664734209	44.2232244945479	48.9778053343919	53.9604964957882	101.096632581318	112.01918719047	103.584166372308	113.651600853487	75.172683138748	69.8757776648234	72.9539481231175	70.4483423956691	91.6097516447936	83.7318408050497	95.4075787062303	85.4531826050326	83.7903971006621	93.3291420804991	88.9300451825618	96.5555854228753	101.309066578817	105.085044998782	92.1721166649323	96.9304694517505	117.586212375525	120.240293821912	116.508254397396	137.33485754432	95.1982120021311	121.547899468053	117.03337537608	118.371237129918	58.4647194916315	63.512250059746	61.753311418382	68.8957373917297	125.178501265511	91.4437237241735	94.5442956235574	70.4530905403413	99.3800811316924	99.675557561271	89.1616415002352	101.18178531317	153.000082732604	153.77402327876	145.863567722607	149.688525723872	132.801539517856	133.725779062545	133.955693512634	124.045253333018	70.6770760777121	74.7033017202756	71.1038376107274	76.5367005308856	108.593082969563	107.300380602259	94.1093246569673	87.9477966373692	88.5424954535194	86.7427583017286	81.1485344321972	86.854088637723	83.7956521586689	79.6974932533172	72.0529076523596	71.2865656242273	80.8463106912619	77.1135949625654	75.9228418002736	84.6821303618213	117.172441622902	105.830923010006	102.249478808516	104.396920492441	88.7053744125043	61.4829673615428	79.2293251157631	89.3708171746941
