Joint_angle	INT_1_STR_PRE_L	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_19_STR_PRE_R	INT_20_STR_PRE_L	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_29_STR_PRE_L	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_CON_PRE_R	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_19_CON_PRE_L	INT_20_CON_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_29_CON_PRE_R	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_STR_POST_L	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_19_STR_POST_R	INT_20_STR_POST_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_29_STR_POST_L	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_CON_POST_R	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_19_CON_POST_L	INT_20_CON_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_29_CON_POST_R	INT_30_CON_POST_R	INT_31_CON_POST_L
-7.5	84.7611074068432	NaN	78.503026115314	62.8966403853448	41.6662968962423	36.0087225730425	42.7718204481736	35.5858031450711	46.2261823981091	43.9854486308844	79.2223102106514	74.8703346210269	29.9643543538016	33.3145010400395	18.246080124234	42.0093070993655	51.3378175555334	34.7930866649448	47.1361416057104	86.6034384977586	48.5107925499784	47.522598009815	57.7968876175736	63.0833168295524	78.5495356440908	40.4844262222527	83.018450243962	53.4906666923739	59.9736421693035	NaN	66.3123935251156	60.7375911789079	43.4485997775357	5.92752102268316	77.2714084129574	67.2009774741695	80.5919377078217	81.5408158772399	73.1012572637983	92.0736603100393	80.0419122579592	123.364671369775	102.046462871738	132.841491975896	47.4680067737285	40.8966696008889	50.5225364049975	44.4791949859852	NaN	74.3137290055102	44.1858991099441	90.8285520103594	101.957080661479	81.2804852526136	78.8276644536722	93.1458720551708	18.9594612727838	NaN	19.944792068721	0.897691557689421	24.4662897163317	13.1174361991572	NaN	52.910271073483	36.3600872850249	42.805429349641	32.2372950377608	36.5930493572013	61.4680093873632	73.6254742858091	66.1696312621029	78.8895702279882	73.7839643165016	72.3819152499387	68.0597110214288	81.282875893882	63.0661708735599	63.8529424764661	70.0731875136681	89.4313874046039	60.2637252157503	19.7499076725013	68.8912595666616	72.8425917574891	92.1211761422793	44.6212111674675	90.1836033297087	85.7236652526163	42.4018886784377	15.9886366217823	40.9486435233129	40.049254847398
-5	106.583847958216	83.2617489682967	109.618732358081	91.7918819249042	54.868552361602	48.0127950870299	58.5043607133331	50.6939045181946	70.3725273089288	69.9696663878141	101.673932728553	99.4488229187344	45.7269623067908	48.0881334844985	26.1837947949649	54.3927495301752	82.7358048780649	71.7236201503449	76.1306083205983	112.930736529123	68.7116903535889	71.9604183143716	77.8369369056684	83.7541481810052	98.0555211004921	65.3137407894412	105.771160402685	75.7067047019666	83.9600171962523	36.4487517530258	93.485928362721	89.40476532178	75.1086059001869	24.2387622596112	99.9609450143127	96.2973295184907	112.869852343	112.759826569685	103.82137653081	125.67354954165	110.586347484343	150.374315824207	135.966089105805	158.881210202604	63.8443256885298	57.8167327496483	64.4299407468465	61.5276434544711	47.7416610973334	103.791662756699	73.7118980709045	102.332984134978	132.110214936033	111.673725478632	105.396073648636	121.781971040836	56.0042456507288	25.4906549242128	53.8525919522544	42.0516955756634	55.1250233362776	38.8836420744409	24.3460720179331	92.0771600170139	52.9510719113013	64.8801609935441	52.703805644921	56.4283318091303	93.8640827394585	108.561635960881	95.3730962314827	111.57416739445	100.013797330817	107.235229550503	99.7494879023603	112.386320653126	82.7652595844787	81.8164574317558	87.3030523369451	96.2551140894037	78.2419426706719	43.0409861994531	85.322996155951	93.1936094923994	123.655412193774	74.9222175765674	115.048334957481	107.774973747664	63.8466907170364	22.8892328795305	60.5280399981851	65.3134702099999
-2.5	122.278931929405	102.542787880429	130.340835532489	115.169969220245	65.358906560055	60.8205089826582	69.6526247991666	63.2265951298177	90.2828853391892	93.4651898922089	115.575252436565	114.624692653743	57.3394537025037	59.8528668823169	35.0876225691511	63.3879598684953	107.193650737959	101.098679420162	99.42679154975	130.099776544842	83.8682727073522	91.2822372310092	90.9796121344218	96.5049225563659	110.293029859696	84.3284255000249	118.169317387656	91.9430890468409	100.016827211821	61.9023274236144	111.788925352322	108.772031151123	101.673586658925	54.4235519441388	113.288813401895	116.249535644593	136.073623211647	133.784780802122	126.925662452048	148.343158201153	128.660099623168	163.503193400288	155.94038054217	168.56003131625	75.0295579855994	69.6865403113616	73.451732916421	73.199888163781	71.9169064552584	118.883336896046	100.27793570941	104.307839977971	147.970113898174	129.95296018206	122.798739147489	138.271492623234	102.21882010252	67.1287173449004	89.541059903813	92.3145026314533	95.8622721039594	73.9234106105911	59.5836330751039	122.02012838453	68.9186864547651	82.395100049684	69.9608841784266	74.8914005676919	118.45334743757	132.845067084673	115.98578436587	134.447332222309	115.384304290026	130.401596873502	119.724495769722	130.332666778276	92.9875230057988	90.165917488163	96.0307325798977	98.0958516040206	89.4196750232178	61.3365252113516	95.3054631123229	105.279717939068	144.410920068845	102.276705261505	127.511801423425	122.905436641402	83.4011088852169	31.1913384905391	79.3839492887356	86.9931821884434
0	131.230861185857	114.405815918719	141.427586429964	129.992730775479	72.2256579706871	70.7867605792794	74.7451799363406	71.0463620836175	102.17450383802	108.675455401528	120.114245386576	121.594933621398	63.351606804348	66.1547245637251	43.3482818763233	68.0189089564849	119.684433095789	120.50528596961	112.652642456223	139.068601871735	92.3786688248077	99.5256492721268	97.0933746696137	100.948165762441	116.64324107462	93.6022101256066	123.106596056316	99.6803968507623	107.970453999175	86.7744936458684	120.332907842077	116.46861365417	116.466277204126	86.1924824900512	119.353987632221	126.040834543008	148.44910933023	145.286663122277	140.301922193806	161.046641832492	139.927787804929	167.171849661826	164.560575034195	171.155329290238	80.640220598691	75.8269779702736	78.1876262173145	80.0115630149771	95.0089807822088	124.336715695745	116.889122950947	104.731197636611	152.156176658367	135.629355224709	130.239942573151	144.897017095482	136.949846182205	113.609704298571	121.585376762021	135.297685461628	132.782116421176	106.604095035169	103.630007641455	136.519786553961	81.084193193226	93.4639993955143	80.3520562548095	88.0546952189137	131.369130474288	141.042274113955	124.505362126828	144.820365962564	121.188842730276	139.977206652022	126.29621462182	135.215341490834	97.4846095260108	93.7726678294253	98.9025235209219	98.6842424143722	95.4084818367332	73.5881715647508	100.579709507338	110.713047449402	154.041785014095	119.778628841908	135.028773008446	131.04765292669	97.9740616590795	43.5243965243257	92.910725686903	102.094311905396
2.5	134.550398217026	120.458888880786	145.444546662123	135.357273718666	75.6316161831337	76.3025413872802	75.5777966417358	74.877239328127	107.763888559991	115.267597392551	119.591985002751	123.735574387067	66.4083967216038	67.6602357340637	49.7232204732555	69.2952150460103	123.238785214378	129.250345067902	118.357096346013	142.109189027286	95.6096829977825	100.801768460645	98.7153158950273	100.110028260052	118.244315216902	96.8204602456625	123.284485724592	103.611424313489	108.795312355543	101.408942451781	121.494071026833	117.519510713884	121.277287267235	106.353393953835	120.056239263197	128.406323142095	153.566681265891	150.509404440374	147.269399319019	165.944269394168	141.688822491569	166.305634845089	162.945179753169	168.506836307405	82.1931294501127	78.0958207041684	79.1108927407638	83.0033721426508	117.812539277645	126.015141059229	122.951070286833	103.720031324943	148.909834627571	133.702287472679	131.252699749873	145.125128553008	154.454017526509	146.556365950256	142.702193786133	160.42245608903	154.093089403315	126.8573911137	137.267492962491	141.884774637773	89.3483073959298	99.1144174538682	87.3590711476216	96.4118440505283	135.202625851112	139.682249320412	125.433728548159	145.577669169651	122.381707028731	140.286938715915	125.456746556644	132.312588217015	98.4134962134312	94.944736483116	98.1372000754082	96.9278570383021	97.18331541373	79.8121768648739	101.056679121816	111.238080603432	153.577406670924	128.130277629212	138.526247115108	133.417810343326	105.529107123196	56.8769587845104	99.6148034307342	109.771909291693
5	133.627370553076	122.216088602419	144.722105469065	133.163246731932	76.1789061112763	78.2901830836078	74.1444405995739	76.5583176860754	108.632922330324	117.172657848768	118.181256821847	123.423932999553	67.0715623173986	66.7062435488757	53.7237483910209	69.3606957641959	122.88073822409	131.311726322722	120.20631444908	141.339439609933	96.0061877541807	99.4926270216066	97.9675707251339	96.2914999418664	116.841452346047	99.2383268189815	120.511504343968	105.994804308196	106.129493816288	108.394652688939	118.858752876618	115.680720713308	121.624379238495	116.354184259274	117.570934941638	126.868125426837	154.311990621395	151.674133346989	150.216329910206	165.850818009985	133.052587496683	162.268875804052	155.625254912182	159.20098373827	81.0690401249915	78.5170275634801	77.6987259705998	82.6360680889964	134.107221974327	126.798329917756	123.058909536694	99.4369847613835	141.469257236106	129.764633932793	128.569909045134	140.584967625302	164.467301170465	161.634376122882	155.333209635029	172.38396099036	161.077026519872	135.826264912215	154.200038589409	143.416902954565	93.3103767568729	100.053472692986	94.5994846832906	100.929915605706	135.229620710488	135.941795004295	122.517585123574	141.247312321332	120.401615549017	136.696339916135	121.988598863697	125.987862102513	97.3915414973274	93.8863443206975	95.2751336700068	93.2887960065372	96.5346206346412	82.8112693107402	98.6537398020509	109.191023677807	147.0493204081	131.759118299492	137.354155719712	132.341214431236	107.040427018138	67.6193869839529	101.303505547292	111.41037852774
7.5	130.011107534166	120.612041825146	140.972837503286	127.86332237098	74.4170670697198	78.6015302158145	71.6023688558464	76.2565570083134	107.254197579382	116.404437567005	115.991505211206	120.88384722666	65.4644782035814	64.018102567956	54.7881745620395	68.8487916839526	120.232167403893	130.040405642898	118.841443483485	137.978169532557	94.4139210395669	96.5016052963046	95.3059265769244	90.9254486509833	113.167832274234	99.9067350095147	115.393755369258	104.316971545183	102.496407074033	110.602017978621	114.297719693653	111.56064840924	118.560301291921	120.392317116348	113.056182449745	122.808281653042	151.854593767262	149.449977262716	149.047076153435	162.884839497081	120.35492215539	155.159070065238	146.872617001106	146.415801035753	78.2114158115313	77.3361841923506	75.4681845506692	79.2759259908922	140.181367570537	125.328804046805	119.926057406102	92.9758386023506	131.689904281095	124.22097979797	122.8708007551	132.920791725823	172.045178545746	166.418211599769	162.449631329376	177.039337247749	160.523150798244	140.306531203186	159.927413292214	141.523400026418	93.7501691879597	96.5454579829634	98.8579575843705	101.639465473707	133.096783929919	131.074024434164	117.133549798164	133.400059821634	113.631940793467	131.518511164004	116.147902787218	118.206008051762	95.1485378539037	91.3960863282574	91.1672693158099	88.9326027027077	94.7375381444702	84.0051821844603	95.4521466973878	105.275247832746	139.053403056754	131.686754493361	133.203661462341	129.104748012814	105.43452035407	74.3833856829299	99.5321517690001	109.389402800186
10	124.326080141201	116.968153458911	135.786012520556	122.124930499283	71.4860227306311	77.7800526317494	68.7004099105442	74.0734072071715	104.856129056549	113.546948007915	111.849226339402	116.250603010659	62.53585990986	59.9170129022774	53.437401413328	66.8518179283389	115.530856742106	126.416321161073	115.079158974173	133.142329402764	90.9388062824496	91.756814300987	91.1197586155825	85.2626980858438	107.613050902333	96.3457354999518	108.394223531816	97.6904584085853	97.2087969696338	107.933798006673	108.147055757188	105.86222305559	113.12743301531	120.342169267312	107.518062149889	117.290987462846	147.114618160821	143.392816846145	144.435053535535	157.99212923247	111.231489474945	145.824597163731	137.940759660333	135.010768707314	74.4611765994893	74.6201872634325	72.475815683937	75.2136925783887	140.121467201678	120.027081397107	114.938144156754	86.3909759262818	121.358266930956	116.380480419536	115.106480679863	125.396242512219	174.839447323955	168.353510463631	163.678239047303	177.594887529436	157.612934422166	141.53880766186	159.953754291809	137.335732551688	91.6913871608929	91.4023012354477	97.3568401900949	100.062924425711	128.984623912851	124.690997852038	110.829767085764	123.287088240513	102.636685678006	124.90256293179	108.463898619068	110.480644357896	92.2977064259231	88.4770384080285	86.5127946750628	83.9641960655286	91.8504567110883	82.917184667744	91.4310396510037	98.8274889545544	132.930809099248	128.03478696053	128.364928427752	123.941227307933	102.963749560692	77.4213211532033	95.6916516322732	104.872439075217
12.5	117.381861083277	111.958522664893	129.491222672951	115.006264796577	67.6647673425084	75.1416168735403	65.2759521200854	71.0509307113212	101.876547969486	109.382209545803	106.218026877227	110.015056614974	59.2772147953643	55.242523447912	51.5737235345599	62.8356180503111	108.954616193395	121.162389256386	111.044243632008	127.110133171075	86.0234485128645	85.5610377149876	85.9270293864034	79.2239288593543	100.353872610396	89.312493652906	100.244999047217	89.3679451154598	90.5134904697197	100.855638314447	101.253085429126	99.0333319367243	106.521409492987	116.171601120091	101.242489264434	110.716582988338	140.159947811933	132.59143056009	137.373533759755	150.486614002937	104.427123315202	136.281913377151	127.873050374816	125.501623842194	70.2093198267474	70.6411982795009	68.5040663641318	71.9490883059096	135.666787696481	111.767095067345	108.264095108832	78.794438249932	111.146850280634	107.428915331786	106.410727359667	118.404237652478	171.839097424671	167.467112635348	159.857317630879	175.272265132199	154.097913936125	139.605984690624	156.084662764827	132.258558851278	87.058619775365	86.5559456237915	90.9831556650979	97.3235526242475	122.693832609465	117.077573880041	105.096799407555	112.562662894366	91.8350423751372	114.814835682812	99.7431372955155	101.987776654297	88.770182347815	84.6323787817392	81.2026810575625	78.497047679739	88.0146507349554	79.5711329614606	85.5767632479138	90.4001945344816	128.051272631914	121.792564132743	122.810028943026	116.587506379007	99.2196491041676	76.3439963022139	91.1410981011555	98.9714463616804
15	109.581696196955	105.510184030599	121.460279091501	106.009928395389	63.5299997780994	70.9864620621041	61.6238408462161	68.0863456648828	97.738828478393	104.281462361614	100.331606214302	103.218240438448	56.25092943825	50.7531546392783	50.2127420762784	57.9025799618465	100.822810335018	114.81235676911	107.677554319296	120.484415332238	80.2851702017003	78.4388116131117	80.4714295234939	72.8470634841907	92.4802137505023	81.5353451710726	91.9429389702835	82.1189478923854	82.6737425963427	92.1465022553503	94.5277659457272	91.5512075692175	98.9040887379896	109.801050255842	94.552139375788	102.768666637927	131.617385464241	117.577210946013	129.038895096547	140.711886443261	97.9701687609519	126.627079717188	117.263786848082	116.116305920434	65.9449626040441	66.1180383289997	63.9304695402643	68.9412769891074	127.332478575586	100.922287094479	99.6657521470453	69.2848274703102	100.607483496401	98.3485747236328	97.5861083199702	111.244953392637	166.489828416191	160.080682085098	154.565346608339	170.366284780052	149.249213736405	136.890215616241	149.872336192533	126.666864628479	79.7731864760525	82.276872221475	82.2958149563102	92.8712510278974	114.180400482214	111.083387175338	100.360462726158	102.808295070118	83.3406733978294	101.39598533926	90.1482055067781	92.5488723410895	84.6490409794992	80.3760002173987	75.6577969409582	73.2833571854304	83.5566932224258	74.7170865790395	78.790343378169	82.2299185003703	123.436483353952	114.256238030717	115.539459776552	108.128835349152	93.7969469213419	71.5095294920769	85.9310263530477	92.146874155983
