Joint_angle	INT_1_STR_PRE_L	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_19_STR_PRE_R	INT_20_STR_PRE_L	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_29_STR_PRE_L	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_CON_PRE_R	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_19_CON_PRE_L	INT_20_CON_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_29_CON_PRE_R	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_STR_POST_L	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_19_STR_POST_R	INT_20_STR_POST_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_29_STR_POST_L	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_CON_POST_R	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_19_CON_POST_L	INT_20_CON_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_29_CON_POST_R	INT_30_CON_POST_R	INT_31_CON_POST_L
-7.5	9.54461096680565	0.735431768759305	2.77168824448442	-0.50942307814144	7.49791950049367	0.476620412572403	1.61835734636551	0.31391309386084	9.87782202826254	5.13883962261395	10.0995613665586	7.0914846388025	5.52746449467542	3.44125087162507	0.806313632833923	2.65168926693151	1.16490087637086	-0.0364780334559367	0.448563248884236	-0.0810725146997396	6.66143586472143	1.15149688131254	4.36984845743833	3.69601775710746	0.772028927698974	5.07132570788437	7.21342026971549	2.60959575200003	7.51987731548412	-2.44422642935221	0.892371618880831	NaN	-0.515736733791154	NaN	2.95672013387617	-0.023469791392035	NaN	1.67135016257508	NaN	0.105385501076357	14.485129993079	6.35907310068388	4.89052890435543	5.35298821466867	2.58174261128558	2.29615950775255	7.86833947982923	4.05206831942068	-0.487662432027358	6.332930296343	-0.571149487244231	2.97348053387453	12.7944140925754	11.2080574234194	10.8779412985814	10.2019048339912	-0.536852414394048	NaN	3.11111750198581	-1.14464433743446	-1.43442315786669	-1.94401413359542	-2.05998545825121	0.61236212180754	6.81634687811705	-0.971440442241399	4.67433862373019	0.409241098828496	11.815482752595	-0.745877003812229	7.80832600537354	5.45968183965696	11.6584465344838	8.51261603121719	9.42514333394459	8.28606135846407	3.92861124215731	0.906528943266999	6.44412123571043	1.79408023589139	8.36894151703817	-0.644791865544305	11.0362412584577	3.18148858393245	2.13054728531116	-0.0284214977356659	7.17352672994127	5.49728175543846	4.50888617774824	-1.11640027935826	3.05288768805954	-1.64029961450227
-5	12.6916499586345	4.33430279703429	5.81723472853999	2.17882848202033	9.399144429612	3.79945102830466	3.11582750759226	2.21431182497252	12.0191344383144	8.46899887764712	12.4361790819585	9.91979571318332	7.97052884131174	5.61958200509963	3.9175738853535	5.85488726978475	4.58074551820451	2.93356886595392	3.74118722337322	2.35016212242005	10.0631274779738	5.96710352824373	7.19649007243817	7.83118250946536	1.75341070174831	7.7031443327597	9.64770067653312	5.08312427447614	10.7987717389207	-1.40177164143266	4.43892463736328	-2.30946224122443	1.44129520286109	-1.41414238387554	6.55546282862741	3.33980276450471	-0.0607193212505016	4.05718660916667	0.835164872360152	3.13246890313133	19.2885252426528	11.7504619822603	11.6531041448038	12.2350200765507	4.1595279672467	4.96480745951998	9.74074961258405	5.75988680361033	3.79878012805746	9.87692933907931	2.27367281587406	6.7292815145237	14.977666990582	13.7933554823087	14.3307975597983	12.2085953052717	3.54843351317937	NaN	8.47255032325589	3.5219434682504	1.45085246857382	2.38551034770449	1.0443388155414	4.57283666359638	9.72003969814842	0.543881848930576	7.64143191181833	3.0801876363113	15.1261196654501	4.43996189271312	12.3920022851314	12.0803098986553	14.6737940160881	10.308469853389	14.4419951965612	12.5239366698895	6.32288080575987	3.20688422992602	8.80824404800255	4.24507119286616	10.8902730507013	1.38907645207186	12.6844798502474	5.95487277461275	6.22563711637198	3.69447525569894	10.7561915751948	9.28310532493286	7.00323262197059	1.89671841567947	6.912069000275	2.02030488235674
-2.5	14.8441511973719	6.55715141379841	8.06579583190507	4.80503886930005	10.6429872917621	5.13823771518237	4.01144511548473	3.93303697164033	13.8805041007395	10.9107061896684	13.885358394783	11.8389789988134	9.71859076506893	6.99369025309007	6.21309948052837	7.22684183337916	8.06785572319644	4.96488412349798	6.25981090011694	5.11348990450335	12.6127813510916	9.10826996900757	9.34097927209272	10.5271669626241	2.72816976003907	9.42524606257232	10.9833964424261	7.22513161685735	13.1162668044156	0.725723299581698	8.25531211122915	-0.816468908817757	4.1227250253822	0.784652181574476	9.116727757991	6.25907658694064	1.06597812007821	6.02763653370195	1.6377122306891	5.71776903639263	22.9522466193215	15.8888990758111	16.2110300450302	17.4845607917136	5.46653807972591	6.2576893601936	11.0844874853588	7.09636983917256	7.53405819641445	12.0816251573784	4.89830164608968	9.15621023196488	16.1211915995524	15.5605292084273	16.6796350306784	13.8605979764993	8.13548310567436	0.495901084061964	12.2476534364624	7.39889947279567	5.2662737966091	6.63334307923146	4.99963283855047	7.87490347393835	11.9431075882091	2.01419926702606	9.64550872007358	4.71934147570411	16.9739861799448	10.3969254570605	16.1947054072582	16.4144578343882	16.4807871849395	12.1991247495952	17.4316663893052	14.3836343419651	8.01974767847675	4.85273138066139	10.3230002833763	5.92819472901683	12.5625297383757	3.41777890376211	13.8005839772417	7.82010161665909	10.1706823974662	6.73708676541805	13.3023311928378	11.9541860000805	8.94544034478356	4.90949528464869	9.02025029506942	5.10320936302857
0	16.603072862448	7.90892139553847	10.2811487466661	7.07083240610953	11.7216943672753	6.56846889556174	5.09991027682611	5.3491899232909	15.4195221506965	12.702232936636	15.3140011231137	13.4679285375451	11.4643101016786	7.77823713928047	7.92220098591404	8.57974620445359	10.7812667768873	7.38660748097278	7.89072013891815	8.14588717306737	14.4583667984403	9.79064908289977	11.5120211350329	12.6906136870201	3.47764198735513	10.8302958680993	12.3391487597028	8.95956268267904	14.7667722829451	3.31492427068246	11.3262278846531	1.15221809638135	6.63129466052763	3.14952039381723	11.3553010792718	8.86795788288172	3.03011410939185	7.60463864639668	1.52397081168634	7.7109349096383	25.4822771568785	20.2792540797388	20.0455615092832	21.9097272983926	6.37741342670803	7.38372501875361	12.045668407418	7.98883742791245	10.4589873485151	14.1287569703203	7.29419198303677	11.1849084807342	17.4303436824185	17.2028742313722	17.8888707766662	15.2973337826679	11.2156774757323	-3.05300082385489	15.7216218036125	11.3636898480679	8.73875075745939	9.90429917450758	8.6787308491866	10.6040264652965	12.9424333448682	3.52632777051676	11.014773503636	5.74852786428	18.8539194176763	14.0613533679678	19.7126309225411	18.951067575154	18.3183390012239	13.6383467802764	20.6258989357938	15.98568554079	9.50461883991933	6.10187988237892	11.6066350385232	7.42823031485967	13.7585540349739	5.28274679461817	14.7312278592157	9.50150245371506	13.1045371879997	9.30956218871162	15.5711360834815	14.5031149566093	11.0855306238314	7.42171346361882	10.8579342801225	7.62634046685799
2.5	17.7942987941651	9.40958473997858	11.7463201086597	8.75186287516535	12.3672363959195	7.64295802870909	6.31451655089625	6.54045482821094	16.6861664342628	14.2742373079411	16.3057313372288	15.0204190300431	12.9044991216663	8.3815791892405	9.60350871306174	9.48364017833155	12.0582635548259	9.89665352639865	9.29234986885029	10.6131927368004	15.9712389121317	10.0140998347487	13.1295903554782	14.4958431061827	4.59872712725384	12.0652541482786	12.8538807323559	10.4294603825595	15.8089651517545	5.42320498174918	13.2939727910727	3.4222962682532	8.18915904616307	5.56200762154621	12.6906242411933	11.033442442818	5.44047595806262	8.60011289008423	0.00116287660677224	9.21247443080544	27.2055156820775	23.1813063628803	22.5459468181355	25.1002403227648	6.81237712120284	8.10000738530754	12.666383164934	8.75720410683707	12.3638910912645	15.424430801899	8.61377698925687	12.7186826162125	18.2484171737317	18.4053087451794	18.2461912917588	16.1892918280971	13.4516736787141	0.829463199778659	18.6650692574949	14.171516369374	11.2567219059951	12.4807431724604	11.5440596822713	12.6631996187292	13.9734042428616	4.69767989175123	12.2153294924072	6.72315905511989	20.5293068565046	16.5906775351138	22.3495816005541	21.8820432898445	20.1667314232028	14.616588022474	23.3597394558222	17.444415007668	10.5960179346143	7.23965056034986	12.4232322946308	8.67543891118317	14.5332079273207	6.51134357921302	15.4751347792235	10.7341659652315	15.1095982063375	11.2186386245499	17.0336721509545	16.3060943557678	12.5686946084959	8.39197606871061	12.2383465673635	9.6018965836539
5	18.5857706438394	10.758424796394	12.8425059983809	10.3792349190344	12.8155472767348	8.67327452044695	7.29848608686464	7.16065274192769	17.7603350177213	15.3113319642027	17.3663539140321	15.8126253702954	13.9381615195185	8.62702685243585	10.9134949948549	10.393086477475	13.3421467516128	11.4954306848123	10.9214415951389	12.3657493205865	16.8765809367012	11.0442101726867	14.5140565890664	15.4816192098009	5.93258763420797	12.7933658350424	12.8722018992283	11.4416285049619	16.4761673312817	7.34245195677245	15.2655497522414	5.76749647030222	9.17705216291375	7.08671988830852	13.5304954338978	12.4538860500374	7.52654151014964	9.42995732708372	1.05698178809889	10.1105514949337	28.5335489059889	24.9310677283077	24.5069965454724	27.0915583511939	6.96244896480766	8.70021924228609	13.0408824171153	9.10090853805434	13.4919953401352	16.3357997318313	9.57459021091574	14.1618337136197	18.8315045205806	19.2000833411457	18.6006975971511	17.3596013697376	15.2782279752374	6.63342800953105	20.6741567677385	16.0373878559401	13.3929820368971	14.0358782781834	13.8042146458231	14.2429869757382	15.3413244513567	5.3478913185328	12.6471060665506	7.61793799494309	22.1082879159031	18.3255368501158	24.1982947407363	24.0878243885508	21.2062118275432	15.4755668066567	24.947175235434	18.7068915346914	11.3591177784068	8.10124300627409	13.2591005485934	9.60006190116951	14.8240532512081	7.64389831725867	16.1242137670296	11.5806055622624	16.5757719664664	12.0518637701123	18.1253472267286	17.8420840010417	13.3936185421544	8.74336134195304	13.4748440801667	10.7243486268152
7.5	19.3685086259597	11.5096555803959	13.659145525272	11.9873707202077	13.3365489002727	9.30802842218075	8.71945069727076	7.98276193352446	18.8058541978608	16.3130948234673	18.2629036171543	16.3272652302995	14.8467461768112	8.6525788650993	12.2229317885244	11.126853795774	14.4789862120129	12.6788697290349	11.315578245596	13.7099295704381	17.5189744356781	11.9509685825084	16.605054408036	16.2941075468547	6.7866567789908	13.1641465743311	12.7499024466788	12.4469567406622	17.2118105143684	9.00967314564345	16.5229204163165	7.57104534797616	9.99884529159296	8.38683407311886	13.8479282027029	13.5133949406697	8.82894148785181	10.2649949472612	2.69718359853374	10.7757794739596	29.8835436549381	26.2661310712704	26.0565076586337	28.6838211008964	7.59389907454489	9.15616855440023	13.511118306006	9.43347655826722	13.8950720521027	17.0379926975183	10.4770033766219	15.5087434195643	18.6009839653344	19.8985467977904	19.1361291597715	18.8839175909025	17.0545892906865	11.8115914757294	22.3158018442529	18.5023092270699	15.0607935941259	15.4079121267193	15.8776837276945	15.4097115232061	16.130362438365	5.81029123924284	13.1111987268819	8.64974843145152	23.4586852175861	19.748839473372	25.7291983767429	25.5954804100387	21.9142835385396	16.0244435560837	25.7448716799561	19.7311005597701	11.9573963198533	8.76313340605682	13.9134858794964	10.4653058132059	15.1346345065284	8.59009441478364	16.5216290750789	12.3384593275508	16.1269497358243	13.1367889674889	18.9805333894268	19.2101848357419	13.7751275350748	9.82761025521901	14.4183358814118	11.7605256117282
10	19.9990192760878	11.8420575795767	14.2269731264015	12.8883680676855	13.794026640833	9.77472965697686	10.543594053277	8.93666033410546	18.6091867314155	16.8138935010182	19.1423456446495	16.7923098630601	15.5616377367766	8.38960245287755	13.0876834733293	11.5831132160984	15.5555825831889	14.1064066157002	11.2083130490309	14.7381042233727	17.9163008761888	12.495985663908	18.3662995522696	16.7875781811419	7.67533895958868	13.3071463890411	12.793706801278	12.9758969324706	17.4032342780808	10.3938333403215	16.7627201586584	8.78058804520564	10.832170302663	9.21261378825592	14.005592024919	14.0437943774523	9.96085406815693	10.6420179183052	4.41255209603333	10.9725895553637	30.725437980706	27.8180447224731	27.5703559397375	29.7267257585746	8.25969933269445	9.30583214908349	13.7752354575453	9.55077180207554	13.468595928461	17.5816334595502	11.2196228111964	16.6044514607974	18.3959825352091	20.5592622001701	19.6764977878465	19.8434828378922	18.9154680535931	14.4664385300291	23.9437601216861	22.3457052748155	16.2779336728968	16.0976995616144	17.5472726029835	16.1333768409176	16.1631074433241	6.09061736442385	14.1316627376427	9.62284295489961	24.4445729047403	20.6435401478037	27.2102188869415	26.4298713227833	22.1986757372141	16.515962735242	26.2390529815437	20.6844523311455	12.4989868654168	9.28522005223625	14.4065491952503	11.0118678688846	15.4785026014144	9.36857120819928	16.5886936825983	12.7277017245916	15.1071394630879	14.1639629754919	19.6081158063729	19.8093354307211	13.9790070741444	10.7245934896684	15.0146702334813	12.5809764294179
12.5	20.3933921069241	12.2872898267881	14.6700012569621	13.6092495599294	13.8162528475409	10.0365503145231	11.4888118531042	9.52106227428722	18.2505456059898	17.2240350817794	20.094812565985	17.6836754208119	16.0153197875314	7.87307384652096	13.8603148355836	11.9345801415881	16.2912006082312	14.8630710064662	11.3182313874901	15.7225935358182	18.3311943573531	12.7650835223313	18.6039387615793	17.2935002114191	8.52518604808875	13.6831763848991	13.2129349916458	13.3503690301547	17.6260396197465	11.4314891614098	16.694274731513	9.89071917251843	11.1568174234602	9.91256042686213	13.8334485842875	14.6663583699006	10.7876387396694	10.9843972216893	5.62446151813004	10.9592296258498	30.5412654683131	29.4050981317702	28.8990456342742	31.4481329859219	8.4924942800573	9.45867612353456	13.706460504119	9.71182819951383	12.7486529144945	18.0378271518754	11.7668566244769	17.3153121778671	19.2411464927342	21.0641969667842	20.0900304970264	20.4343719306288	20.847157351014	16.1759988441346	25.1501721511104	24.7554746372548	17.0184344062932	16.5644717283594	18.6012796296096	16.8795399662041	16.171449930454	6.38714363508936	14.9218287048615	10.133004270709	25.3425416828802	21.3160550066329	28.5325066529829	27.2633154457147	22.1286742533883	16.5825204457686	26.291901567169	21.2465895343924	12.8510192905419	9.58001904042643	14.6956246253217	11.573191097648	15.8073700951074	10.0852439089781	16.7782060535292	13.1105951117223	14.749301094578	15.0678593815733	19.9826839782913	20.1874389498603	14.227419002366	11.3040549165814	15.4094113158083	13.3004920806726
15	20.3239616293679	12.6917106148101	15.3670440868576	14.2614991216883	13.5726132757743	10.2441764886048	12.1133769245004	9.67469236190686	18.2795481108827	17.6920245260724	20.3213901373016	18.3429357580256	16.0704138501855	7.60602200798735	14.3882614350483	12.1749988584998	16.6198681364208	15.3126562025714	12.0439781590582	16.2129655260572	18.5636798728718	12.7789975155182	18.0085666494863	17.3620363835673	9.20982121654204	13.6870545212866	13.5819297709902	13.5154407149891	17.9515370846771	12.0792746104604	16.6796641272067	10.7286016825124	11.429464866749	10.3973689420111	13.3784781492136	15.0961295851929	11.3797999800758	10.866492217867	6.74059761347229	10.6556531539777	30.3444901745354	29.7759253191026	29.8913467159906	32.4603099621772	8.64256595449388	9.40209559656532	13.3548609784863	9.72178695910428	12.7447446540634	18.2393594541776	12.0806087799839	17.5667246697565	20.1059404435629	21.1917660381821	20.3979273949582	20.691014930742	22.2458666216705	19.1396217339531	26.0476833372697	24.3889655605815	17.3267599660822	16.4924433173238	19.2839596900941	17.1115047807194	16.8532240588404	6.98059892703049	15.2171874160109	9.94136233202731	26.1511863055194	21.7964500104917	29.0809251805628	27.6250937073753	21.8860597238371	16.2932248794085	26.1595033222886	21.1002348341475	13.1948224730318	9.94857521779776	14.9225365738826	11.9254695092662	16.0064579965889	10.4854777565788	16.9358475181613	13.340445135075	14.5526471288936	15.7782953398359	20.484969370518	20.5357557796377	14.1795804804243	11.4704621295619	15.7178833042927	13.2341060668348
