Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2
0.055261	53.791	0.2144	56.361	0.19297
0.11052	57.9	0.2047	56.36	0.19311
0.16578	57.913	0.20452	56.371	0.19293
0.22104	57.913	0.20454	56.371	0.19296
0.2763	57.931	0.20505	56.388	0.19346
0.33156	57.943	0.20541	56.397	0.19383
0.38683	58.001	0.20581	56.451	0.19424
0.44209	58.001	0.20592	56.45	0.19434
0.49735	58.012	0.20586	56.458	0.1943
0.55261	58.074	0.20562	56.517	0.19407
0.60787	58.038	0.20571	56.482	0.19417
0.66313	58.067	0.20609	56.508	0.19455
0.71839	58.082	0.20606	56.522	0.19452
0.77365	58.145	0.20587	56.58	0.19435
0.82891	58.157	0.2063	56.591	0.19478
0.88417	58.179	0.20727	56.611	0.19574
0.93943	58.191	0.20752	56.621	0.19599
0.99469	58.193	0.20822	56.622	0.19669
1.05	58.24	0.20827	56.667	0.19676
1.1052	58.245	0.20868	56.67	0.19718
1.1605	58.298	0.20854	56.72	0.19705
1.2157	58.339	0.20883	56.759	0.19736
1.271	58.34	0.20957	56.758	0.19809
1.3263	58.247	0.21011	56.667	0.19861
1.3815	58.305	0.21003	56.722	0.19856
1.4368	58.331	0.21023	56.747	0.19877
1.492	58.329	0.20985	56.743	0.1984
1.5473	58.386	0.20991	56.797	0.19847
1.6026	58.384	0.2101	56.794	0.19866
1.6578	58.399	0.20984	56.808	0.1984
1.7131	58.348	0.21029	56.758	0.19884
1.7683	58.401	0.21022	56.808	0.19878
1.8236	58.412	0.2108	56.818	0.19936
1.8789	58.379	0.21136	56.784	0.1999
1.9341	58.404	0.21122	56.808	0.19978
1.9894	58.467	0.21117	56.868	0.19975
2.0447	58.483	0.21076	56.884	0.19935
2.0999	58.492	0.21113	56.89	0.19972
2.1552	58.512	0.21111	56.908	0.1997
2.2104	58.494	0.21117	56.891	0.19975
2.2657	58.462	0.21097	56.858	0.19953
2.321	58.492	0.21035	56.887	0.19894
2.3762	58.48	0.21056	56.874	0.19914
2.4315	58.5	0.21079	56.893	0.19939
2.4867	58.499	0.21076	56.891	0.19937
2.542	58.514	0.21081	56.905	0.19943
2.5973	58.518	0.21117	56.907	0.1998
2.6525	58.555	0.21059	56.942	0.19923
2.7078	58.556	0.21165	56.941	0.20028
2.763	58.51	0.21148	56.896	0.20011
2.8183	58.542	0.21153	56.925	0.20017
2.8736	58.547	0.21113	56.929	0.19978
2.9288	58.561	0.21121	56.942	0.19987
2.9841	58.552	0.21167	56.931	0.20032
3.0393	58.574	0.21209	56.951	0.20074
3.0946	58.562	0.21231	56.939	0.20095
3.1499	58.579	0.21296	56.954	0.20159
3.2051	58.581	0.21385	56.954	0.20245
3.2604	58.627	0.21378	56.998	0.2024
3.3156	58.618	0.21442	56.988	0.20303
3.3709	58.62	0.21527	56.988	0.20387
3.4262	58.606	0.21511	56.974	0.20371
3.4814	58.622	0.21545	56.988	0.20405
3.5367	58.632	0.21607	56.997	0.20466
3.592	58.658	0.21628	57.02	0.20487
3.6472	58.679	0.21765	57.038	0.20623
3.7025	58.702	0.21839	57.058	0.20696
3.7577	58.74	0.21925	57.093	0.20782
3.813	58.733	0.21975	57.085	0.20831
3.8683	58.759	0.2208	57.109	0.20934
3.9235	58.786	0.22181	57.133	0.21035
3.9788	58.792	0.22232	57.138	0.21086
4.034	58.785	0.22312	57.13	0.21165
4.0893	58.783	0.22332	57.127	0.21185
4.1446	58.77	0.22465	57.113	0.21316
4.1998	58.786	0.22488	57.128	0.21337
4.2551	58.797	0.22614	57.138	0.21463
4.3103	58.815	0.22645	57.154	0.21494
4.3656	58.85	0.22686	57.187	0.21535
4.4209	58.897	0.2281	57.231	0.21658
4.4761	58.901	0.22811	57.233	0.21659
4.5314	58.902	0.22834	57.233	0.21682
4.5866	58.901	0.22853	57.231	0.21701
4.6419	58.939	0.22888	57.267	0.21736
4.6972	58.917	0.22976	57.244	0.21823
4.7524	58.971	0.22963	57.296	0.21812
4.8077	58.983	0.23049	57.306	0.21897
4.863	58.99	0.23102	57.313	0.21948
4.9182	58.976	0.23195	57.298	0.22041
4.9735	59.037	0.23229	57.356	0.22075
5.0287	59.017	0.23283	57.335	0.22129
5.084	59.067	0.23294	57.382	0.2214
5.1393	59.061	0.23317	57.375	0.22161
5.1945	59.071	0.23336	57.384	0.2218
5.2498	59.078	0.23412	57.389	0.22256
5.305	59.089	0.23406	57.399	0.2225
5.3603	59.202	0.23507	57.504	0.22351
5.4156	59.178	0.23656	57.48	0.22497
5.4708	59.238	0.23672	57.538	0.22514
5.5261	59.275	0.2372	57.572	0.22563
5.5813	59.362	0.23754	57.655	0.22598
5.6366	59.296	0.23872	57.591	0.22713
5.6919	59.37	0.23876	57.662	0.22719
5.7471	59.381	0.23923	57.671	0.22765
5.8024	59.396	0.23961	57.685	0.22803
5.8576	59.427	0.24028	57.712	0.2287
5.9129	59.459	0.24024	57.743	0.22867
5.9682	59.439	0.2407	57.722	0.22911
6.0234	59.48	0.24134	57.761	0.22976
6.0787	59.494	0.24143	57.773	0.22986
6.134	59.515	0.24144	57.793	0.22987
6.1892	59.518	0.24207	57.794	0.2305
6.2445	59.551	0.24225	57.825	0.23069
6.2997	59.594	0.24224	57.865	0.23069
6.355	59.609	0.24226	57.879	0.23072
6.4103	59.651	0.24248	57.918	0.23096
6.4655	59.645	0.24247	57.911	0.23094
6.5208	59.717	0.24252	57.979	0.23102
6.576	59.714	0.24271	57.975	0.23121
6.6313	59.769	0.24233	58.028	0.23084
6.6866	59.756	0.24283	58.013	0.23134
6.7418	59.796	0.24307	58.05	0.23158
6.7971	59.838	0.24339	58.091	0.2319
6.8523	59.84	0.24435	58.092	0.23285
6.9076	59.829	0.24508	58.079	0.23357
6.9629	59.865	0.245	58.113	0.2335
7.0181	59.874	0.24506	58.121	0.23355
7.0734	59.902	0.24555	58.146	0.23404
7.1286	59.979	0.24599	58.22	0.23447
7.1839	59.937	0.24716	58.177	0.23563
7.2392	59.924	0.24745	58.163	0.23593
7.2944	59.977	0.24726	58.213	0.23574
7.3497	60.006	0.24776	58.24	0.23625
7.405	60.03	0.24809	58.262	0.23657
7.4602	60.013	0.24877	58.244	0.23725
7.5155	60.07	0.24912	58.298	0.23762
7.5707	60.093	0.24922	58.32	0.23772
7.626	60.092	0.24981	58.317	0.2383
7.6813	60.089	0.25001	58.314	0.2385
7.7365	60.126	0.25036	58.348	0.23887
7.7918	60.161	0.2506	58.381	0.23911
7.847	60.179	0.25083	58.397	0.23935
7.9023	60.223	0.25072	58.439	0.23925
7.9576	60.218	0.25095	58.432	0.23948
8.0128	60.3	0.25074	58.511	0.23929
8.0681	60.271	0.251	58.482	0.23954
8.1233	60.286	0.25149	58.496	0.24004
8.1786	60.311	0.25193	58.52	0.24048
8.2339	60.346	0.25204	58.552	0.24059
8.2891	60.346	0.25222	58.551	0.24077
8.3444	60.371	0.25245	58.574	0.24101
8.3996	60.408	0.25222	58.609	0.24079
8.4549	60.391	0.2524	58.592	0.24097
8.5102	60.422	0.25223	58.622	0.2408
8.5654	60.408	0.2528	58.607	0.24137
8.6207	60.431	0.25254	58.629	0.24111
8.676	60.442	0.25262	58.639	0.24119
8.7312	60.45	0.25375	58.646	0.24231
8.7865	60.469	0.25362	58.663	0.24219
8.8417	60.465	0.25382	58.658	0.24239
8.897	60.458	0.25419	58.651	0.24275
8.9523	60.499	0.25433	58.689	0.24289
9.0075	60.534	0.25504	58.723	0.24359
9.0628	60.546	0.25564	58.733	0.2442
9.118	60.551	0.25634	58.738	0.2449
9.1733	60.597	0.25603	58.782	0.24461
9.2286	60.577	0.25635	58.761	0.24493
9.2838	60.563	0.25615	58.748	0.24474
9.3391	60.584	0.25665	58.767	0.24524
9.3943	60.634	0.25741	58.815	0.24599
9.4496	60.618	0.25736	58.798	0.24594
9.5049	60.643	0.25776	58.822	0.24635
9.5601	60.648	0.25764	58.827	0.24623
9.6154	60.717	0.25753	58.893	0.24613
9.6706	60.719	0.25735	58.894	0.24597
9.7259	60.765	0.25681	58.939	0.24546
9.7812	60.778	0.25671	58.95	0.24536
9.8364	60.704	0.25735	58.878	0.24598
9.8917	60.768	0.2576	58.938	0.24624
9.9469	60.784	0.25835	58.953	0.24699
10.002	60.828	0.25845	58.994	0.2471
10.057	60.817	0.25852	58.982	0.24718
10.113	60.894	0.25812	59.056	0.2468
10.168	60.893	0.25855	59.055	0.24722
10.223	60.944	0.25886	59.103	0.24753
10.279	60.931	0.25908	59.091	0.24775
10.334	60.938	0.25948	59.096	0.24815
10.389	60.896	0.26034	59.054	0.249
10.444	60.972	0.261	59.126	0.24966
10.5	60.978	0.26084	59.132	0.2495
10.555	60.948	0.26183	59.102	0.25047
10.61	60.977	0.26234	59.129	0.25098
10.665	61.022	0.26245	59.172	0.2511
10.721	60.994	0.26328	59.144	0.25192
10.776	61.044	0.26294	59.192	0.25159
10.831	61.055	0.26368	59.202	0.25232
10.886	61.065	0.26402	59.211	0.25266
10.942	61.083	0.26495	59.227	0.25359
10.997	61.113	0.26508	59.255	0.25373
11.052	61.127	0.26505	59.267	0.2537
11.107	61.12	0.26534	59.261	0.25398
11.163	61.113	0.26595	59.253	0.25459
11.218	61.155	0.26637	59.293	0.255
11.273	61.162	0.26652	59.298	0.25516
11.328	61.171	0.26694	59.307	0.25558
11.384	61.182	0.26713	59.317	0.25576
11.439	61.166	0.26786	59.3	0.25647
11.494	61.19	0.26768	59.323	0.25631
11.55	61.256	0.26763	59.385	0.25627
11.605	61.247	0.26797	59.376	0.2566
11.66	61.269	0.26821	59.396	0.25684
11.715	61.266	0.26935	59.393	0.25797
11.771	61.311	0.26955	59.435	0.25818
11.826	61.316	0.26935	59.44	0.25799
11.881	61.335	0.26931	59.458	0.25796
11.936	61.35	0.26921	59.473	0.25787
11.992	61.317	0.26939	59.44	0.25804
12.047	61.342	0.26952	59.465	0.25816
12.102	61.364	0.26932	59.485	0.25797
12.157	61.426	0.26888	59.546	0.25756
12.213	61.365	0.26873	59.487	0.25741
12.268	61.383	0.26815	59.505	0.25684
12.323	61.406	0.26788	59.527	0.25657
12.378	61.423	0.26805	59.545	0.25674
12.434	61.448	0.26737	59.569	0.25608
12.489	61.387	0.26764	59.51	0.25633
12.544	61.394	0.2677	59.516	0.25639
12.599	61.428	0.26744	59.55	0.25614
12.655	61.4	0.26752	59.522	0.25622
12.71	61.473	0.26662	59.594	0.25536
12.765	61.426	0.26636	59.549	0.25509
12.821	61.393	0.26639	59.517	0.25511
12.876	61.436	0.26661	59.558	0.25533
12.931	61.474	0.26583	59.595	0.25458
12.986	61.44	0.26552	59.562	0.25426
13.042	61.469	0.26514	59.591	0.25388
13.097	61.425	0.26476	59.549	0.25351
13.152	61.514	0.26393	59.635	0.2527
13.207	61.445	0.26322	59.569	0.252
13.263	61.461	0.26323	59.585	0.25201
13.318	61.414	0.26319	59.539	0.25195
13.373	61.443	0.26298	59.568	0.25175
13.428	61.405	0.26279	59.532	0.25155
13.484	61.461	0.26205	59.586	0.25084
13.539	61.325	0.26203	59.455	0.25079
13.594	61.473	0.26117	59.599	0.24997
13.649	61.397	0.26124	59.525	0.25003
13.705	61.43	0.26067	59.558	0.24947
13.76	61.385	0.26097	59.515	0.24975
13.815	61.416	0.26074	59.545	0.24953
13.87	61.41	0.26045	59.54	0.24925
13.926	61.385	0.25991	59.518	0.2487
13.981	61.437	0.25973	59.568	0.24854
14.036	61.396	0.25852	59.529	0.24734
14.092	61.366	0.25826	59.501	0.24707
14.147	61.372	0.25821	59.507	0.24702
14.202	61.311	0.25837	59.449	0.24717
14.257	61.361	0.258	59.498	0.24681
14.313	61.327	0.25778	59.466	0.24659
14.368	61.362	0.25731	59.5	0.24613
14.423	61.313	0.2568	59.452	0.24562
14.478	61.356	0.25653	59.496	0.24536
14.534	61.278	0.25682	59.421	0.24563
14.589	61.285	0.25718	59.428	0.24598
14.644	61.259	0.25699	59.404	0.24579
14.699	61.321	0.25587	59.466	0.24468
14.755	61.238	0.2555	59.386	0.24431
14.81	61.25	0.25566	59.399	0.24447
14.865	61.182	0.25555	59.333	0.24435
14.92	61.173	0.25473	59.326	0.24353
14.976	61.167	0.25472	59.32	0.24353
15.031	61.101	0.25476	59.259	0.24355
15.086	61.113	0.25432	59.272	0.24311
15.141	61.074	0.25396	59.234	0.24275
15.197	61.06	0.25351	59.222	0.2423
15.252	61.04	0.2533	59.204	0.24209
15.307	60.965	0.25318	59.133	0.24195
15.363	60.99	0.25304	59.159	0.24181
15.418	60.917	0.25314	59.089	0.24191
15.473	60.951	0.25268	59.123	0.24146
