Time	Fascicle Length R1_F1	Pennation Angle R1_F1
0.055261	70.273	0.11687
0.11052	70.184	0.11653
0.16578	70.31	0.11806
0.22104	70.381	0.11989
0.2763	70.335	0.12054
0.33156	70.49	0.11963
0.38683	70.405	0.12061
0.44209	70.429	0.12147
0.49735	70.463	0.12193
0.55261	70.552	0.12141
0.60787	70.618	0.12113
0.66313	70.621	0.12136
0.71839	70.458	0.12151
0.77365	70.604	0.12063
0.82891	70.53	0.1192
0.88417	70.486	0.11956
0.93943	70.533	0.11876
0.99469	70.423	0.11962
1.05	70.494	0.11874
1.1052	70.582	0.11822
1.1605	70.538	0.11853
1.2157	70.586	0.1184
1.271	70.599	0.11779
1.3263	70.536	0.11805
1.3815	70.521	0.11839
1.4368	70.595	0.11719
1.492	70.547	0.11517
1.5473	70.646	0.11433
1.6026	70.643	0.1139
1.6578	70.621	0.11393
1.7131	70.632	0.11356
1.7683	70.604	0.11264
1.8236	70.572	0.11175
1.8789	70.532	0.1107
1.9341	70.64	0.11044
1.9894	70.656	0.11004
2.0447	70.692	0.10963
2.0999	70.798	0.10963
2.1552	70.822	0.10891
2.2104	70.792	0.10868
2.2657	70.868	0.10935
2.321	70.835	0.10878
2.3762	70.809	0.10802
2.4315	70.856	0.10779
2.4867	70.954	0.10772
2.542	70.859	0.10765
2.5973	70.878	0.10694
2.6525	70.87	0.1066
2.7078	70.863	0.10631
2.763	70.868	0.10588
2.8183	70.813	0.10538
2.8736	70.824	0.10477
2.9288	70.913	0.10612
2.9841	71.062	0.10637
3.0393	71.035	0.10737
3.0946	71.114	0.10697
3.1499	71.115	0.10758
3.2051	71.053	0.10838
3.2604	71.174	0.10781
3.3156	71.246	0.1083
3.3709	71.162	0.10839
3.4262	71.169	0.10861
3.4814	71.257	0.10824
3.5367	71.296	0.10903
3.592	71.187	0.1093
3.6472	71.27	0.10974
3.7025	71.273	0.11033
3.7577	71.314	0.11022
3.813	71.298	0.11024
3.8683	71.341	0.10957
3.9235	71.446	0.10911
3.9788	71.482	0.10871
4.034	71.495	0.10748
4.0893	71.389	0.10719
4.1446	71.342	0.10722
4.1998	71.427	0.1069
4.2551	71.387	0.10783
4.3103	71.438	0.10811
4.3656	71.396	0.10821
4.4209	71.444	0.10757
4.4761	71.413	0.10695
4.5314	71.445	0.10702
4.5866	71.341	0.10705
4.6419	71.389	0.10614
4.6972	71.428	0.1068
4.7524	71.49	0.10621
4.8077	71.494	0.10631
4.863	71.507	0.10597
4.9182	71.524	0.10637
4.9735	71.515	0.10649
5.0287	71.52	0.10686
5.084	71.48	0.10695
5.1393	71.539	0.10621
5.1945	71.626	0.10647
5.2498	71.603	0.10649
5.305	71.667	0.10643
5.3603	71.703	0.10673
5.4156	71.696	0.10691
5.4708	71.647	0.10661
5.5261	71.709	0.10599
5.5813	71.742	0.10652
5.6366	71.737	0.10647
5.6919	71.733	0.10612
5.7471	71.799	0.10692
5.8024	71.697	0.1067
5.8576	71.622	0.10618
5.9129	71.63	0.1058
5.9682	71.573	0.10566
6.0234	71.572	0.10569
6.0787	71.574	0.10556
6.134	71.452	0.10551
6.1892	71.481	0.10516
6.2445	71.516	0.10501
6.2997	71.476	0.10546
6.355	71.433	0.10501
6.4103	71.442	0.10495
6.4655	71.452	0.10515
6.5208	71.437	0.10535
6.576	71.429	0.10503
6.6313	71.472	0.10528
6.6866	71.424	0.10486
6.7418	71.345	0.1049
6.7971	71.348	0.10492
6.8523	71.355	0.1048
6.9076	71.273	0.10542
6.9629	71.265	0.10515
7.0181	71.329	0.1049
7.0734	71.322	0.10475
7.1286	71.338	0.10514
7.1839	71.35	0.10516
7.2392	71.297	0.10506
7.2944	71.239	0.10551
7.3497	71.32	0.105
7.405	71.319	0.10496
7.4602	71.303	0.10552
7.5155	71.328	0.10564
7.5707	71.264	0.10544
7.626	71.344	0.10503
7.6813	71.307	0.10489
7.7365	71.347	0.10491
7.7918	71.327	0.10521
7.847	71.332	0.10543
7.9023	71.412	0.10559
7.9576	71.463	0.10545
8.0128	71.427	0.10481
8.0681	71.504	0.10542
8.1233	71.499	0.10563
8.1786	71.497	0.10534
8.2339	71.652	0.10509
