Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.056935	65.327	0.11986	69.241	0.086299
0.11387	65.524	0.11654	69.452	0.083207
0.1708	65.129	0.11616	69.016	0.082564
0.22774	65.296	0.11636	69.178	0.082979
0.28467	65.19	0.11697	69.068	0.083577
0.34161	65.407	0.11408	69.292	0.080875
0.39854	65.169	0.11554	69.037	0.08227
0.45548	65.258	0.11435	69.105	0.081251
0.51241	65.269	0.11175	69.116	0.078656
0.56935	65.381	0.11066	69.231	0.077657
0.62628	65.461	0.10874	69.313	0.075781
0.68322	66.372	0.10625	70.308	0.073686
0.74015	67.055	0.10232	71.043	0.070098
0.79708	66.39	0.10464	70.332	0.07214
0.85402	65.804	0.10633	69.715	0.073603
0.91095	66.052	0.10601	69.972	0.07351
0.96789	65.746	0.1064	69.648	0.073747
1.0248	66.511	0.10524	70.465	0.072879
1.0818	66.47	0.10537	70.428	0.072868
1.1387	66.802	0.10677	70.765	0.074492
1.1956	66.879	0.10686	70.854	0.074621
1.2526	67.06	0.1068	71.048	0.074626
1.3095	67.187	0.10685	71.187	0.074718
1.3664	67.213	0.10831	71.201	0.076191
1.4234	67.2	0.10954	71.187	0.077456
1.4803	67.125	0.1099	71.104	0.0778
1.5372	66.975	0.10998	70.946	0.077784
1.5942	67.302	0.10919	71.298	0.077161
1.6511	67.186	0.10972	71.166	0.077739
1.708	67.392	0.1096	71.38	0.077726
1.765	67.658	0.11045	71.658	0.0787
1.8219	67.73	0.11205	71.727	0.080343
1.8788	67.828	0.11237	71.815	0.080767
1.9358	67.724	0.11256	71.711	0.080903
1.9927	67.986	0.11183	71.97	0.080391
2.0496	67.889	0.11211	71.858	0.080675
2.1066	68.012	0.11107	71.992	0.079647
2.1635	67.952	0.11209	71.922	0.080628
2.2205	68.045	0.11164	72.023	0.080233
2.2774	67.999	0.11203	71.962	0.080613
2.3343	68.158	0.11157	72.126	0.08025
2.3913	68.111	0.11109	72.079	0.07973
2.4482	68.152	0.11049	72.121	0.079198
2.5051	68.167	0.11028	72.134	0.078999
2.5621	68.332	0.11038	72.308	0.079232
2.619	68.346	0.10998	72.328	0.078806
2.6759	68.3	0.10996	72.277	0.078771
2.7329	68.307	0.11053	72.281	0.079322
2.7898	68.289	0.11086	72.261	0.079627
2.8467	68.285	0.11013	72.256	0.078907
2.9037	68.29	0.11092	72.259	0.079698
2.9606	68.289	0.11055	72.253	0.079311
3.0175	68.461	0.10979	72.429	0.078657
3.0745	68.38	0.10952	72.344	0.078329
3.1314	68.361	0.10906	72.324	0.07786
3.1883	68.466	0.11037	72.421	0.079243
3.2453	68.516	0.10939	72.478	0.078287
3.3022	68.484	0.10998	72.437	0.078871
3.3591	68.407	0.11003	72.354	0.078845
3.4161	68.505	0.10956	72.461	0.078408
3.473	68.413	0.10923	72.357	0.07805
3.5299	68.423	0.10978	72.355	0.07865
3.5869	68.404	0.1096	72.335	0.078409
3.6438	68.578	0.10866	72.514	0.077577
3.7008	68.574	0.10816	72.504	0.077092
3.7577	68.595	0.10768	72.523	0.076613
3.8146	68.671	0.1067	72.6	0.075669
3.8716	68.716	0.10634	72.641	0.075382
3.9285	68.682	0.10526	72.598	0.074341
3.9854	68.802	0.10481	72.725	0.073929
4.0424	68.772	0.10484	72.691	0.073949
4.0993	68.847	0.10501	72.761	0.074192
4.1562	68.907	0.1054	72.821	0.074577
4.2132	68.848	0.106	72.75	0.075154
4.2701	68.879	0.10569	72.786	0.074848
4.327	68.919	0.10539	72.816	0.074607
4.384	68.883	0.1056	72.773	0.074834
4.4409	68.947	0.10512	72.834	0.074436
4.4978	68.975	0.10469	72.867	0.074002
4.5548	68.982	0.10476	72.872	0.074043
4.6117	68.837	0.10492	72.717	0.074109
4.6686	69.051	0.10392	72.936	0.073243
4.7256	68.966	0.10417	72.85	0.073443
4.7825	69.047	0.10311	72.936	0.072393
4.8394	69.017	0.10347	72.898	0.072725
4.8964	69.035	0.10319	72.916	0.072462
4.9533	69.066	0.10329	72.943	0.072612
5.0102	69.073	0.10281	72.947	0.072155
5.0672	69.098	0.1024	72.976	0.071756
5.1241	69.11	0.10221	72.985	0.07158
5.1811	69.155	0.10184	73.029	0.071203
5.238	69.152	0.10201	73.027	0.071351
5.2949	69.217	0.10174	73.095	0.071137
5.3519	69.185	0.10124	73.061	0.070601
5.4088	69.159	0.10138	73.028	0.070732
5.4657	69.064	0.1014	72.931	0.070686
5.5227	69.117	0.10137	72.978	0.070691
5.5796	69.071	0.10057	72.93	0.069842
5.6365	69.06	0.10005	72.922	0.069284
5.6935	69.034	0.09992	72.886	0.069136
5.7504	69.003	0.10006	72.854	0.069258
5.8073	68.997	0.099221	72.839	0.068419
5.8643	69.146	0.098723	72.994	0.067986
5.9212	69.09	0.098759	72.937	0.067981
5.9781	69.018	0.098924	72.865	0.068087
6.0351	68.982	0.097879	72.827	0.067009
6.092	68.958	0.097784	72.8	0.066845
6.1489	68.876	0.097161	72.714	0.066181
6.2059	68.956	0.09628	72.804	0.065331
6.2628	68.864	0.097396	72.702	0.06638
6.3197	68.872	0.097445	72.707	0.066428
6.3767	68.963	0.09669	72.802	0.065683
6.4336	68.79	0.097475	72.613	0.06639
6.4905	69.068	0.095765	72.905	0.06482
6.5475	68.885	0.095874	72.705	0.064833
6.6044	68.958	0.094616	72.775	0.063604
6.6614	68.967	0.094746	72.778	0.063731
6.7183	69.013	0.093194	72.831	0.062188
6.7752	68.898	0.092498	72.705	0.06139
6.8322	68.958	0.094413	72.76	0.063317
6.8891	69.179	0.09353	72.993	0.062605
6.946	69.26	0.093427	73.075	0.062551
7.003	69.187	0.092647	72.996	0.061746
7.0599	69.123	0.091996	72.924	0.061047
7.1168	69.15	0.092029	72.952	0.061101
7.1738	69.164	0.091116	72.966	0.060202
7.2307	69.23	0.091077	73.032	0.0602
7.2876	69.222	0.090336	73.022	0.059479
7.3446	69.2	0.090088	72.994	0.059223
7.4015	69.364	0.090016	73.165	0.059214
7.4584	69.323	0.089916	73.121	0.059085
7.5154	69.32	0.089278	73.117	0.058462
7.5723	69.272	0.088909	73.067	0.05803
7.6292	69.228	0.089042	73.015	0.058107
7.6862	69.291	0.088444	73.08	0.057515
7.7431	69.358	0.088749	73.147	0.057888
7.8	69.305	0.088914	73.083	0.058063
7.857	69.375	0.088761	73.158	0.057919
7.9139	69.389	0.088551	73.166	0.057694
7.9708	69.333	0.088401	73.108	0.057523
8.0278	69.355	0.088541	73.129	0.057642
8.0847	69.389	0.087842	73.163	0.056972
8.1417	69.327	0.087989	73.102	0.057036
8.1986	69.38	0.087462	73.152	0.056555
8.2555	69.339	0.087424	73.112	0.056491
8.3125	69.392	0.086874	73.168	0.055973
8.3694	69.265	0.087511	73.033	0.056511
8.4263	69.308	0.087935	73.076	0.056938
8.4833	69.286	0.087875	73.05	0.056846
8.5402	69.383	0.087691	73.15	0.056699
8.5971	69.416	0.087544	73.185	0.056544
8.6541	69.309	0.087869	73.067	0.056823
8.711	69.456	0.087228	73.223	0.056226
8.7679	69.421	0.087007	73.183	0.055993
8.8249	69.378	0.087462	73.137	0.056411
8.8818	69.328	0.087563	73.083	0.056475
8.9387	69.418	0.087821	73.175	0.05674
8.9957	69.422	0.08754	73.182	0.05645
9.0526	69.422	0.087464	73.181	0.05637
9.1095	69.5	0.087212	73.261	0.056148
9.1665	69.419	0.08643	73.177	0.055305
9.2234	69.41	0.085999	73.169	0.054829
9.2803	69.32	0.086654	73.075	0.055403
9.3373	69.34	0.086993	73.093	0.055747
9.3942	69.378	0.086247	73.134	0.055013
9.4512	69.23	0.086105	72.979	0.054756
9.5081	69.222	0.085825	72.97	0.054444
9.565	69.242	0.086461	72.993	0.055042
9.622	69.305	0.086337	73.061	0.054917
9.6789	69.233	0.085555	72.986	0.054077
9.7358	69.374	0.085014	73.132	0.053592
9.7928	69.215	0.086122	72.963	0.054614
9.8497	69.293	0.085458	73.043	0.054011
9.9066	69.259	0.085357	73.006	0.053879
9.9636	69.341	0.084513	73.091	0.053093
10.02	69.362	0.083593	73.119	0.052144
10.077	69.302	0.084946	73.053	0.053432
10.134	69.33	0.084488	73.075	0.052985
10.191	69.332	0.085481	73.077	0.054004
10.248	69.299	0.085	73.035	0.053522
10.305	69.473	0.084671	73.217	0.053279
10.362	69.373	0.084984	73.112	0.053532
10.419	69.405	0.084297	73.144	0.052851
10.476	69.363	0.083644	73.101	0.052136
10.533	69.551	0.083525	73.294	0.052107
10.59	69.396	0.083802	73.123	0.052334
10.647	69.53	0.082545	73.262	0.051144
10.704	69.518	0.083008	73.245	0.051588
10.761	69.55	0.083096	73.281	0.051655
10.818	69.609	0.082341	73.34	0.050951
10.875	69.481	0.083024	73.204	0.051547
10.931	69.549	0.083049	73.274	0.051569
10.988	69.52	0.083488	73.244	0.052002
11.045	69.662	0.082848	73.394	0.051406
11.102	69.558	0.083317	73.285	0.051822
11.159	69.537	0.083464	73.261	0.051945
11.216	69.657	0.082928	73.383	0.051475
11.273	69.68	0.082811	73.407	0.051377
11.33	69.603	0.083066	73.331	0.051567
11.387	69.632	0.082819	73.36	0.051347
11.444	69.704	0.082441	73.436	0.050987
11.501	69.582	0.082858	73.309	0.051355
11.558	69.676	0.082679	73.408	0.051221
11.615	69.651	0.082365	73.378	0.050905
11.672	69.732	0.082844	73.463	0.05141
11.729	69.698	0.083308	73.425	0.051826
11.785	69.671	0.083459	73.392	0.051974
11.842	69.833	0.083588	73.557	0.052143
11.899	69.787	0.084107	73.513	0.052615
11.956	69.619	0.083704	73.333	0.052131
12.013	69.751	0.083613	73.468	0.052093
12.07	69.741	0.083411	73.459	0.051875
12.127	69.711	0.083781	73.427	0.052243
12.184	69.571	0.084268	73.279	0.052692
12.241	69.762	0.083053	73.478	0.051544
12.298	69.705	0.083041	73.419	0.051482
12.355	69.816	0.08262	73.536	0.051092
12.412	69.838	0.082882	73.556	0.051316
12.469	69.799	0.082701	73.511	0.051095
12.526	69.705	0.084022	73.414	0.052363
12.583	69.785	0.083474	73.5	0.051835
12.639	69.734	0.083747	73.444	0.052075
12.696	69.623	0.083796	73.331	0.052058
12.753	69.709	0.083702	73.425	0.051948
12.81	69.757	0.083998	73.478	0.052279
12.867	69.753	0.083779	73.476	0.052074
12.924	69.594	0.083977	73.306	0.052181
12.981	69.668	0.084261	73.378	0.052504
13.038	69.811	0.083379	73.526	0.051689
13.095	69.739	0.083006	73.449	0.051286
13.152	69.776	0.08292	73.489	0.05119
13.209	69.661	0.08406	73.361	0.052313
13.266	69.878	0.083434	73.595	0.051769
13.323	69.905	0.083635	73.616	0.05202
13.38	69.744	0.0835	73.45	0.051784
13.437	69.942	0.083018	73.66	0.051374
13.494	69.92	0.083533	73.635	0.0519
13.55	69.859	0.083418	73.569	0.051766
13.607	69.971	0.083212	73.687	0.051633
13.664	69.859	0.083999	73.568	0.052359
13.721	69.998	0.084102	73.718	0.052524
13.778	69.974	0.084342	73.694	0.05273
13.835	69.848	0.085505	73.559	0.053843
13.892	69.899	0.085461	73.612	0.053827
13.949	70.005	0.085062	73.729	0.053453
14.006	69.958	0.08546	73.675	0.053818
14.063	69.929	0.08664	73.642	0.054948
14.12	69.998	0.087637	73.711	0.055972
14.177	70.017	0.088808	73.723	0.057151
14.234	69.962	0.089871	73.666	0.058185
14.291	70.077	0.089371	73.785	0.05774
14.348	69.989	0.089472	73.697	0.057751
14.404	70.092	0.089274	73.807	0.05758
14.461	70.157	0.089761	73.877	0.058067
14.518	70.033	0.089412	73.755	0.057645
14.575	70.045	0.089305	73.76	0.057554
14.632	70.03	0.08921	73.751	0.057419
14.689	70.084	0.089026	73.813	0.057195
14.746	70.079	0.090145	73.808	0.058311
14.803	70.061	0.091165	73.782	0.059342
14.86	70.025	0.091028	73.747	0.059196
14.917	70.044	0.090772	73.778	0.05889
14.974	70.126	0.089854	73.867	0.057981
15.031	69.977	0.090644	73.711	0.058659
15.088	69.996	0.091376	73.723	0.059453
15.145	70.05	0.091126	73.784	0.059185
15.202	70.081	0.091338	73.815	0.059399
15.258	70.03	0.090677	73.764	0.058729
15.315	69.96	0.092061	73.688	0.060038
15.372	69.986	0.092026	73.713	0.059987
15.429	70.005	0.092951	73.724	0.060933
15.486	69.966	0.093716	73.678	0.061726
15.543	69.967	0.093404	73.682	0.061373
15.6	70.014	0.093274	73.727	0.06127
15.657	69.888	0.093618	73.592	0.061544
15.714	69.92	0.092876	73.624	0.060828
15.771	70.027	0.093177	73.74	0.061143
15.828	69.927	0.093464	73.639	0.061343
15.885	69.836	0.09386	73.546	0.061654
15.942	69.929	0.094373	73.639	0.062227
15.999	69.906	0.095093	73.618	0.062917
16.056	69.888	0.096208	73.583	0.064081
16.113	69.887	0.096059	73.589	0.063919
16.169	70.013	0.095487	73.72	0.063408
16.226	69.912	0.095548	73.616	0.063423
16.283	70.069	0.095988	73.78	0.063899
16.34	69.963	0.095695	73.667	0.063566
16.397	70.015	0.09567	73.724	0.06355
16.454	69.887	0.095908	73.597	0.063693
16.511	70.017	0.095123	73.737	0.062972
16.568	70.113	0.095263	73.836	0.063149
16.625	70.109	0.096079	73.835	0.063981
16.682	70.094	0.095995	73.819	0.063888
16.739	70.209	0.096765	73.934	0.064728
16.796	70.123	0.098153	73.845	0.066073
16.853	70.098	0.098961	73.819	0.066876
16.91	70.138	0.099455	73.864	0.067388
16.967	70.123	0.098893	73.853	0.066811
17.023	70.086	0.098965	73.816	0.066863
17.08	70.204	0.098743	73.941	0.066715
