Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	51.033	0.39652	50.853	0.40242
0.11052	51.064	0.39649	50.886	0.40239
0.16578	51.141	0.39672	50.962	0.40262
0.22104	51.184	0.39632	51.006	0.4022
0.2763	51.17	0.39626	50.993	0.40214
0.33156	51.231	0.39777	51.054	0.40365
0.38683	51.329	0.39981	51.154	0.40568
0.44209	51.43	0.40054	51.256	0.40639
0.49735	51.587	0.40068	51.413	0.40652
0.55261	51.553	0.39917	51.38	0.405
0.60787	51.54	0.40015	51.368	0.40597
0.66313	51.621	0.40025	51.449	0.40607
0.71839	51.565	0.40174	51.395	0.40757
0.77365	51.568	0.40187	51.398	0.4077
0.82891	51.549	0.40231	51.38	0.40814
0.88417	51.529	0.40255	51.361	0.40837
0.93943	51.522	0.40222	51.354	0.40805
0.99469	51.587	0.40225	51.42	0.40806
1.05	51.64	0.40305	51.472	0.40887
1.1052	51.618	0.40315	51.451	0.40896
1.1605	51.638	0.40317	51.472	0.40898
1.2157	51.774	0.40401	51.609	0.4098
1.271	51.748	0.40354	51.583	0.40933
1.3263	51.685	0.40486	51.522	0.41066
1.3815	51.762	0.40447	51.598	0.41025
1.4368	51.747	0.40447	51.584	0.41026
1.492	51.737	0.40437	51.575	0.41016
1.5473	51.717	0.40467	51.554	0.41045
1.6026	51.714	0.40542	51.552	0.41121
1.6578	51.661	0.40535	51.5	0.41114
1.7131	51.623	0.40596	51.462	0.41175
1.7683	51.621	0.4058	51.46	0.41158
1.8236	51.536	0.40589	51.377	0.41168
1.8789	51.549	0.40678	51.39	0.41257
1.9341	51.553	0.40714	51.394	0.41293
1.9894	51.515	0.40686	51.357	0.41265
2.0447	51.485	0.40794	51.328	0.41373
2.0999	51.531	0.40799	51.374	0.41377
2.1552	51.537	0.40852	51.38	0.4143
2.2104	51.454	0.4091	51.298	0.4149
2.2657	51.42	0.40936	51.265	0.41516
2.321	51.483	0.40971	51.329	0.4155
2.3762	51.54	0.40999	51.388	0.41576
2.4315	51.606	0.40924	51.453	0.415
2.4867	51.561	0.40925	51.409	0.41501
2.542	51.369	0.41079	51.218	0.41659
2.5973	51.488	0.4086	51.337	0.41436
2.6525	51.528	0.40672	51.377	0.41248
2.7078	51.526	0.40564	51.375	0.4114
2.763	51.462	0.40676	51.31	0.41254
2.8183	51.531	0.40475	51.379	0.4105
2.8736	51.439	0.40431	51.288	0.41007
2.9288	51.541	0.40309	51.39	0.40882
2.9841	51.502	0.40409	51.353	0.40982
3.0393	51.415	0.405	51.266	0.41076
3.0946	51.433	0.40645	51.286	0.41221
3.1499	51.616	0.40563	51.469	0.41136
3.2051	51.639	0.40554	51.493	0.41125
3.2604	51.7	0.40451	51.553	0.41022
3.3156	51.646	0.40565	51.501	0.41136
3.3709	51.731	0.40449	51.586	0.41019
3.4262	51.74	0.40497	51.596	0.41066
3.4814	51.738	0.40305	51.594	0.40875
3.5367	51.705	0.4013	51.561	0.40701
3.592	51.683	0.40423	51.54	0.40997
3.6472	51.677	0.40597	51.535	0.41172
3.7025	51.7	0.40527	51.558	0.41103
3.7577	51.764	0.40468	51.622	0.41042
3.813	51.733	0.40414	51.592	0.40989
3.8683	51.815	0.40425	51.676	0.40998
3.9235	51.81	0.40457	51.671	0.41029
3.9788	51.855	0.40436	51.717	0.41006
4.034	51.807	0.40356	51.669	0.40927
4.0893	51.819	0.40469	51.681	0.4104
4.1446	51.884	0.40487	51.747	0.41055
4.1998	51.838	0.40411	51.7	0.4098
4.2551	51.82	0.4029	51.683	0.40857
4.3103	51.808	0.40431	51.672	0.40998
4.3656	51.834	0.40527	51.698	0.41094
4.4209	51.883	0.40488	51.747	0.41055
4.4761	51.891	0.4066	51.756	0.41229
4.5314	51.898	0.40628	51.763	0.41196
4.5866	51.919	0.40673	51.785	0.41241
4.6419	51.91	0.40665	51.776	0.41233
4.6972	51.917	0.40549	51.784	0.41115
4.7524	51.941	0.40534	51.808	0.411
4.8077	51.994	0.4059	51.862	0.41156
4.863	51.991	0.40489	51.859	0.41053
4.9182	51.994	0.40493	51.862	0.41057
4.9735	52.004	0.40452	51.872	0.41016
5.0287	51.983	0.40473	51.851	0.41037
5.084	51.945	0.40424	51.813	0.40988
5.1393	51.956	0.40274	51.825	0.40837
5.1945	51.919	0.40435	51.789	0.40999
5.2498	51.977	0.40444	51.847	0.41008
5.305	51.952	0.40414	51.822	0.40978
5.3603	51.91	0.40468	51.782	0.41033
5.4156	52.03	0.40413	51.902	0.40976
5.4708	52.059	0.40339	51.931	0.40903
5.5261	52.018	0.40235	51.891	0.40798
5.5813	51.919	0.40109	51.79	0.40674
5.6366	51.945	0.39956	51.817	0.40519
5.6919	51.931	0.40113	51.804	0.40677
5.7471	51.925	0.40111	51.798	0.40674
5.8024	51.924	0.40044	51.797	0.40607
5.8576	51.98	0.40048	51.854	0.4061
5.9129	52.002	0.39975	51.875	0.40535
5.9682	51.964	0.39938	51.837	0.40498
6.0234	51.956	0.40056	51.83	0.40617
6.0787	51.96	0.40147	51.836	0.40708
6.134	51.948	0.40023	51.824	0.40583
6.1892	51.949	0.40042	51.825	0.40601
6.2445	51.963	0.40103	51.84	0.40663
6.2997	51.933	0.40095	51.811	0.40655
6.355	51.969	0.4022	51.846	0.4078
6.4103	52.029	0.40236	51.907	0.40797
6.4655	52.088	0.4037	51.967	0.40931
6.5208	52.175	0.40451	52.054	0.41012
6.576	52.108	0.40484	51.986	0.41045
6.6313	52.061	0.40493	51.94	0.41054
6.6866	52.116	0.40503	51.996	0.41064
6.7418	52.131	0.4061	52.011	0.41171
6.7971	52.214	0.40593	52.093	0.41153
6.8523	52.101	0.40573	51.981	0.41135
6.9076	52.159	0.40533	52.038	0.41093
6.9629	52.132	0.40621	52.012	0.41182
7.0181	52.107	0.40462	51.986	0.41022
7.0734	52.119	0.40345	51.997	0.40904
7.1286	52.147	0.40313	52.025	0.4087
7.1839	52.153	0.40187	52.031	0.40744
7.2392	52.077	0.40259	51.955	0.40818
7.2944	52.079	0.40267	51.957	0.40825
7.3497	52.079	0.4014	51.956	0.40698
7.405	52.044	0.40276	51.922	0.40834
7.4602	51.985	0.40404	51.862	0.40962
7.5155	52.046	0.40537	51.924	0.41094
7.5707	52.095	0.40651	51.972	0.41207
7.626	52.141	0.40493	52.018	0.41049
7.6813	52.097	0.40128	51.972	0.40682
7.7365	52.071	0.40186	51.946	0.40742
7.7918	52.095	0.40212	51.97	0.40766
7.847	52.07	0.40336	51.945	0.40891
7.9023	52.071	0.40397	51.946	0.40952
7.9576	52.055	0.40541	51.931	0.41097
8.0128	52.12	0.40744	51.995	0.41299
8.0681	52.055	0.40746	51.931	0.41302
8.1233	52.02	0.40635	51.894	0.41192
8.1786	52.028	0.40532	51.901	0.4109
8.2339	51.961	0.40131	51.832	0.4069
8.2891	51.794	0.40226	51.664	0.40787
8.3444	51.808	0.40259	51.678	0.40821
8.3996	51.837	0.40232	51.707	0.40793
8.4549	51.829	0.40293	51.699	0.40854
8.5102	51.891	0.40278	51.761	0.40837
8.5654	51.866	0.40243	51.735	0.40803
8.6207	51.86	0.40323	51.73	0.40883
8.676	51.87	0.40332	51.74	0.40892
8.7312	51.847	0.40414	51.717	0.40974
8.7865	51.905	0.40333	51.774	0.40892
8.8417	51.795	0.40385	51.665	0.40946
8.897	51.798	0.40509	51.668	0.4107
8.9523	51.733	0.40544	51.602	0.41105
9.0075	51.65	0.40531	51.519	0.41094
9.0628	51.666	0.40511	51.534	0.41074
9.118	51.725	0.40429	51.592	0.4099
9.1733	51.653	0.40524	51.52	0.41087
9.2286	51.596	0.40461	51.463	0.41023
9.2838	51.611	0.40426	51.477	0.40989
9.3391	51.572	0.40499	51.438	0.41063
9.3943	51.513	0.40512	51.378	0.41077
9.4496	51.52	0.40536	51.385	0.41101
9.5049	51.497	0.40583	51.361	0.41149
9.5601	51.568	0.40603	51.432	0.41169
9.6154	51.551	0.40547	51.414	0.41112
9.6706	51.56	0.40378	51.423	0.40942
9.7259	51.557	0.40279	51.419	0.40844
9.7812	51.615	0.40337	51.477	0.40901
9.8364	51.634	0.4043	51.496	0.40995
9.8917	51.607	0.40337	51.468	0.40903
9.9469	51.61	0.40234	51.47	0.408
10.002	51.59	0.40246	51.45	0.40813
10.057	51.602	0.40287	51.461	0.40853
10.113	51.646	0.40213	51.505	0.40779
10.168	51.642	0.40215	51.501	0.4078
10.223	51.577	0.40145	51.435	0.40711
10.279	51.555	0.40152	51.413	0.40719
10.334	51.523	0.40273	51.381	0.40841
10.389	51.475	0.40291	51.332	0.40861
10.444	51.481	0.4028	51.338	0.40849
10.5	51.607	0.40233	51.464	0.40801
10.555	51.533	0.40274	51.388	0.40844
10.61	51.538	0.40268	51.393	0.40838
10.665	51.629	0.40218	51.484	0.40788
10.721	51.634	0.40292	51.49	0.40861
10.776	51.632	0.40186	51.487	0.40755
10.831	51.672	0.40231	51.527	0.408
10.886	51.612	0.40235	51.467	0.40806
10.942	51.656	0.40297	51.51	0.40868
10.997	51.714	0.40121	51.569	0.4069
11.052	51.74	0.39974	51.594	0.40543
11.107	51.649	0.40054	51.502	0.40625
11.163	51.693	0.40065	51.546	0.40635
11.218	51.588	0.40077	51.439	0.4065
11.273	51.599	0.3999	51.451	0.40562
11.328	51.557	0.40037	51.408	0.4061
11.384	51.534	0.40087	51.385	0.40661
11.439	51.564	0.40134	51.414	0.40709
11.494	51.597	0.4009	51.447	0.40665
