Time	Fascicle Length R1_F2	Pennation Angle R1_F2
0.055261	70.565	0.16854
0.11052	70.593	0.16883
0.16578	70.596	0.1687
0.22104	70.68	0.16855
0.2763	70.685	0.16872
0.33156	70.716	0.16858
0.38683	70.624	0.16879
0.44209	70.648	0.16843
0.49735	70.771	0.16812
0.55261	70.798	0.1681
0.60787	70.742	0.16832
0.66313	70.752	0.16864
0.71839	70.894	0.16908
0.77365	70.841	0.169
0.82891	70.97	0.16881
0.88417	70.991	0.16835
0.93943	71.102	0.16785
0.99469	71.06	0.16807
1.05	71.122	0.16753
1.1052	71.227	0.16733
1.1605	71.203	0.16708
1.2157	71.14	0.16671
1.271	71.173	0.16681
1.3263	71.189	0.16667
1.3815	71.219	0.16673
1.4368	71.231	0.16638
1.492	71.278	0.16647
1.5473	71.448	0.16602
1.6026	71.461	0.16579
1.6578	71.434	0.16516
1.7131	71.504	0.16491
1.7683	71.48	0.16504
1.8236	71.538	0.16479
1.8789	71.563	0.1653
1.9341	71.583	0.16516
1.9894	71.56	0.16493
2.0447	71.623	0.16462
2.0999	71.67	0.16409
2.1552	71.643	0.16414
2.2104	71.651	0.16397
2.2657	71.678	0.16409
2.321	71.676	0.16349
2.3762	71.72	0.16285
2.4315	71.775	0.16325
2.4867	71.732	0.16308
2.542	71.735	0.16273
2.5973	71.687	0.1633
2.6525	71.766	0.163
2.7078	71.865	0.16188
2.763	71.872	0.16177
2.8183	71.884	0.16189
2.8736	72.034	0.16134
2.9288	72.05	0.16158
2.9841	72.087	0.1616
3.0393	72.032	0.1614
3.0946	72.076	0.16124
3.1499	72.172	0.16107
3.2051	72.105	0.16102
3.2604	72.117	0.16119
3.3156	72.185	0.16132
3.3709	72.223	0.16105
3.4262	72.191	0.16123
3.4814	72.16	0.16138
3.5367	72.181	0.16137
3.592	72.165	0.16158
3.6472	72.185	0.16133
3.7025	72.227	0.16074
3.7577	72.194	0.15999
3.813	72.186	0.16012
3.8683	72.227	0.1599
3.9235	72.256	0.15917
3.9788	72.206	0.15967
4.034	72.294	0.15918
4.0893	72.253	0.15927
4.1446	72.269	0.15945
4.1998	72.27	0.15953
4.2551	72.284	0.15981
4.3103	72.176	0.15959
4.3656	72.227	0.15938
4.4209	72.276	0.15907
4.4761	72.235	0.1586
4.5314	72.291	0.15863
4.5866	72.335	0.15842
4.6419	72.399	0.15798
4.6972	72.426	0.15789
4.7524	72.517	0.15741
4.8077	72.516	0.1576
4.863	72.529	0.15782
4.9182	72.581	0.15774
4.9735	72.529	0.15802
5.0287	72.555	0.15831
5.084	72.592	0.15763
5.1393	72.537	0.15736
5.1945	72.614	0.15774
5.2498	72.601	0.15747
5.305	72.62	0.15769
5.3603	72.563	0.15792
5.4156	72.593	0.15811
5.4708	72.659	0.15835
5.5261	72.63	0.15837
5.5813	72.64	0.1583
5.6366	72.644	0.15866
5.6919	72.654	0.15861
5.7471	72.662	0.1588
5.8024	72.625	0.15908
5.8576	72.659	0.15857
5.9129	72.629	0.15857
5.9682	72.534	0.15898
6.0234	72.641	0.15907
6.0787	72.534	0.15977
6.134	72.583	0.16023
6.1892	72.548	0.16054
6.2445	72.616	0.16092
6.2997	72.544	0.16131
6.355	72.48	0.16159
6.4103	72.447	0.1619
6.4655	72.47	0.16189
6.5208	72.501	0.16218
6.576	72.578	0.1615
6.6313	72.529	0.16224
6.6866	72.547	0.1625
6.7418	72.518	0.16235
6.7971	72.552	0.16276
6.8523	72.548	0.16303
6.9076	72.58	0.16348
6.9629	72.56	0.16309
7.0181	72.606	0.16309
7.0734	72.648	0.16358
7.1286	72.65	0.16358
7.1839	72.658	0.16355
7.2392	72.598	0.16398
7.2944	72.611	0.16385
7.3497	72.598	0.1639
7.405	72.601	0.16364
7.4602	72.648	0.16404
7.5155	72.642	0.16418
7.5707	72.71	0.1649
7.626	72.683	0.16554
7.6813	72.728	0.16535
7.7365	72.753	0.16505
7.7918	72.595	0.16538
7.847	72.658	0.16571
7.9023	72.662	0.16557
7.9576	72.685	0.16538
8.0128	72.727	0.16569
8.0681	72.768	0.16605
8.1233	72.749	0.16589
8.1786	72.719	0.1654
8.2339	72.768	0.16559
8.2891	72.758	0.16575
8.3444	72.787	0.16589
8.3996	72.737	0.16608
8.4549	72.775	0.16679
8.5102	72.776	0.16667
8.5654	72.876	0.16656
8.6207	72.819	0.16686
8.676	72.859	0.16703
8.7312	72.832	0.16666
8.7865	72.758	0.16659
8.8417	72.856	0.1665
8.897	72.828	0.16666
8.9523	72.84	0.16621
9.0075	72.815	0.16613
9.0628	72.901	0.16597
9.118	72.954	0.16563
9.1733	72.904	0.16591
9.2286	72.934	0.16629
9.2838	72.996	0.16625
9.3391	72.965	0.16609
9.3943	72.963	0.16648
9.4496	72.986	0.16678
9.5049	73.008	0.16669
9.5601	72.989	0.16634
9.6154	72.828	0.16702
9.6706	72.881	0.1675
9.7259	72.903	0.16734
9.7812	72.897	0.16729
9.8364	72.846	0.16771
9.8917	72.821	0.16837
9.9469	72.889	0.16878
10.002	72.94	0.16908
10.057	72.819	0.16913
10.113	72.853	0.16961
10.168	72.872	0.16927
10.223	72.892	0.16912
10.279	72.943	0.168
10.334	72.878	0.16763
10.389	72.895	0.16839
10.444	72.955	0.16854
10.5	72.912	0.16827
10.555	72.932	0.16778
10.61	73.046	0.16741
10.665	72.945	0.16726
10.721	73.013	0.16703
10.776	72.899	0.16795
10.831	72.91	0.16678
10.886	72.959	0.16574
10.942	72.969	0.16547
10.997	72.912	0.16601
11.052	73.004	0.16616
11.107	72.935	0.1666
11.163	72.929	0.16739
11.218	72.959	0.16788
11.273	72.964	0.16756
11.328	72.983	0.16723
11.384	73.002	0.16769
11.439	73.042	0.1669
11.494	72.98	0.16732
11.55	73.02	0.16747
11.605	73.074	0.16715
11.66	73.072	0.16727
11.715	73.002	0.16674
11.771	72.987	0.16783
11.826	73.047	0.16741
11.881	73.036	0.1676
11.936	73.027	0.168
11.992	73.016	0.16824
12.047	73.076	0.16884
12.102	73.113	0.16898
12.157	73.11	0.16907
12.213	73.085	0.16871
12.268	73.139	0.16813
12.323	73.187	0.16673
12.378	73.17	0.16637
12.434	73.198	0.1662
12.489	73.132	0.16534
12.544	73.117	0.16508
12.599	73.108	0.16489
12.655	73.028	0.16542
12.71	73.067	0.16562
12.765	73.073	0.166
12.821	73.034	0.16649
12.876	72.89	0.16575
12.931	72.942	0.16642
12.986	72.952	0.16712
13.042	72.903	0.16635
13.097	72.89	0.16526
13.152	72.845	0.16564
13.207	72.841	0.16594
13.263	72.727	0.16614
13.318	72.843	0.16567
13.373	72.832	0.16534
13.428	72.873	0.16535
13.484	72.828	0.16675
13.539	72.784	0.16673
13.594	72.822	0.16568
13.649	72.765	0.16629
13.705	72.78	0.1672
13.76	72.75	0.16768
13.815	72.795	0.16836
13.87	72.797	0.16782
13.926	72.752	0.16803
13.981	72.836	0.16744
14.036	72.862	0.16692
14.092	72.746	0.16654
14.147	72.759	0.16627
14.202	72.736	0.16542
14.257	72.739	0.16501
14.313	72.729	0.16534
14.368	72.759	0.16601
14.423	72.829	0.16561
14.478	72.785	0.16506
14.534	72.697	0.16377
14.589	72.695	0.1632
14.644	72.668	0.16338
14.699	72.777	0.16244
14.755	72.642	0.16261
14.81	72.573	0.16253
14.865	72.681	0.16351
14.92	72.596	0.16353
14.976	72.423	0.16407
15.031	72.462	0.16493
15.086	72.37	0.16556
15.141	72.438	0.16584
15.197	72.422	0.16649
15.252	72.446	0.16623
15.307	72.475	0.166
15.363	72.444	0.16645
15.418	72.399	0.16642
15.473	72.35	0.16668
15.528	72.352	0.16685
15.584	72.352	0.16737
15.639	72.313	0.16798
15.694	72.229	0.16809
15.749	72.139	0.16944
15.805	72.205	0.16977
15.86	72.066	0.17129
15.915	72.118	0.17229
15.97	72.152	0.17277
16.026	72.091	0.17255
16.081	72.04	0.17344
16.136	72.16	0.17348
16.191	72.068	0.17248
16.247	71.888	0.17353
16.302	71.909	0.17388
16.357	71.779	0.17298
16.412	71.81	0.17283
16.468	71.887	0.17298
16.523	71.814	0.1735
16.578	71.884	0.17435
16.634	71.841	0.17535
16.689	71.911	0.17559
16.744	71.876	0.17576
16.799	71.837	0.17639
16.855	71.94	0.17678
16.91	71.927	0.1773
16.965	71.86	0.17782
17.02	71.872	0.17851
17.076	71.744	0.17806
17.131	71.695	0.17734
17.186	71.697	0.17713
17.241	71.563	0.17742
17.297	71.543	0.17684
17.352	71.611	0.17799
17.407	71.503	0.17934
17.462	71.59	0.17864
17.518	71.651	0.17987
17.573	71.661	0.17977
17.628	71.528	0.18059
17.683	71.546	0.18124
17.739	71.588	0.1808
17.794	71.589	0.1805
17.849	71.615	0.18178
17.905	71.517	0.18228
17.96	71.512	0.1817
18.015	71.512	0.18073
18.07	71.46	0.1803
18.126	71.5	0.18146
18.181	71.564	0.18136
18.236	71.55	0.18116
18.291	71.511	0.18166
18.347	71.434	0.18156
18.402	71.548	0.18178
18.457	71.458	0.18196
18.512	71.488	0.18132
18.568	71.5	0.18182
18.623	71.473	0.18235
18.678	71.386	0.18113
18.733	71.347	0.18096
18.789	71.363	0.18169
18.844	71.305	0.18103
18.899	71.25	0.18115
18.954	71.207	0.18136
19.01	71.188	0.18001
19.065	71.12	0.18046
19.12	71.086	0.18103
19.176	71.027	0.18122
19.231	70.981	0.18076
19.286	70.999	0.1804
19.341	70.925	0.18206
19.397	70.849	0.18202
19.452	70.844	0.18192
19.507	70.703	0.18204
19.562	70.748	0.18214
19.618	70.82	0.18325
19.673	70.767	0.18268
19.728	70.694	0.18337
19.783	70.678	0.18367
19.839	70.671	0.18389
19.894	70.614	0.18357
19.949	70.493	0.18435
20.004	70.427	0.18409
20.06	70.547	0.18439
20.115	70.597	0.18436
20.17	70.628	0.18509
20.225	70.55	0.18463
20.281	70.528	0.18441
20.336	70.427	0.18548
20.391	70.325	0.18571
20.447	70.177	0.18423
20.502	70.393	0.18449
20.557	70.321	0.18248
20.612	70.178	0.18377
20.668	70.148	0.18326
20.723	70.179	0.18277
20.778	70.029	0.18225
20.833	70.026	0.1833
20.889	70.051	0.18323
20.944	69.948	0.18274
20.999	69.993	0.18443
21.054	70.032	0.18602
21.11	69.926	0.18648
21.165	69.97	0.1848
21.22	70.019	0.18561
21.275	69.976	0.18579
21.331	69.964	0.18501
21.386	69.958	0.18621
21.441	70.006	0.1858
21.496	69.963	0.18587
21.552	69.954	0.18501
21.607	69.961	0.18521
21.662	69.98	0.18567
21.718	69.991	0.18509
21.773	69.999	0.1856
21.828	69.969	0.18608
21.883	69.89	0.18665
