Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	79.49	0.22415
0.11052	79.549	0.22381
0.16578	79.588	0.22368
0.22104	79.588	0.2236
0.2763	79.631	0.22395
0.33156	79.667	0.22377
0.38683	79.642	0.22366
0.44209	79.61	0.22352
0.49735	79.628	0.22391
0.55261	79.633	0.22374
0.60787	79.6	0.22299
0.66313	79.605	0.2235
0.71839	79.59	0.22277
0.77365	79.586	0.2225
0.82891	79.669	0.22226
0.88417	79.623	0.2224
0.93943	79.703	0.22284
0.99469	79.565	0.22242
1.05	79.566	0.22237
1.1052	79.599	0.22268
1.1605	79.522	0.22241
1.2157	79.567	0.22215
1.271	79.592	0.22213
1.3263	79.56	0.22217
1.3815	79.61	0.22199
1.4368	79.633	0.22177
1.492	79.672	0.22187
1.5473	79.674	0.22153
1.6026	79.743	0.22123
1.6578	79.767	0.22134
1.7131	79.802	0.22158
1.7683	79.69	0.22144
1.8236	79.803	0.22241
1.8789	79.799	0.22215
1.9341	79.882	0.22192
1.9894	79.891	0.22262
2.0447	79.86	0.22245
2.0999	79.862	0.22324
2.1552	79.796	0.22457
2.2104	79.723	0.22483
2.2657	79.764	0.22539
2.321	79.739	0.22527
2.3762	79.701	0.22546
2.4315	79.756	0.22596
2.4867	79.978	0.22558
2.542	80.113	0.22489
2.5973	80.191	0.22577
2.6525	80.242	0.22612
2.7078	80.22	0.22604
2.763	80.227	0.22628
2.8183	80.228	0.22627
2.8736	80.296	0.226
2.9288	80.384	0.22607
2.9841	80.397	0.2264
3.0393	80.418	0.22645
3.0946	80.466	0.22628
3.1499	80.398	0.22621
3.2051	80.442	0.22604
3.2604	80.556	0.22637
3.3156	80.541	0.2266
3.3709	80.574	0.22622
3.4262	80.607	0.22614
3.4814	80.637	0.22646
3.5367	80.6	0.22614
3.592	80.61	0.22734
3.6472	80.682	0.22731
3.7025	80.673	0.22723
3.7577	80.689	0.22769
3.813	80.671	0.22742
3.8683	80.678	0.22755
3.9235	80.701	0.22743
3.9788	80.676	0.22748
4.034	80.69	0.22749
4.0893	80.762	0.22699
4.1446	80.759	0.22693
4.1998	80.745	0.22702
4.2551	80.805	0.22687
4.3103	80.838	0.22696
4.3656	80.861	0.22669
4.4209	80.895	0.22644
4.4761	80.911	0.2265
4.5314	80.973	0.22643
4.5866	80.987	0.22626
4.6419	80.993	0.22636
4.6972	80.955	0.22698
4.7524	81.066	0.22648
4.8077	81.046	0.2263
4.863	81.062	0.22619
4.9182	81.084	0.2264
4.9735	81.071	0.22599
5.0287	81.135	0.22613
5.084	81.173	0.22599
5.1393	81.221	0.22566
5.1945	81.264	0.22548
5.2498	81.24	0.22582
5.305	81.294	0.22603
5.3603	81.316	0.22585
5.4156	81.345	0.22572
5.4708	81.399	0.22586
5.5261	81.339	0.22607
5.5813	81.337	0.22583
5.6366	81.385	0.22593
5.6919	81.338	0.22622
5.7471	81.264	0.22638
5.8024	81.307	0.22589
5.8576	81.418	0.226
5.9129	81.55	0.22565
5.9682	81.589	0.2255
6.0234	81.512	0.2259
6.0787	81.567	0.22568
6.134	81.626	0.22545
6.1892	81.559	0.22591
6.2445	81.58	0.22593
6.2997	81.511	0.22615
6.355	81.627	0.22659
6.4103	81.567	0.22646
6.4655	81.519	0.22599
6.5208	81.52	0.22661
6.576	81.62	0.22679
6.6313	81.725	0.22669
6.6866	81.774	0.2268
6.7418	81.802	0.22687
6.7971	81.854	0.22679
6.8523	81.801	0.22656
6.9076	81.695	0.22714
6.9629	81.652	0.22684
7.0181	81.668	0.22712
7.0734	81.794	0.22733
7.1286	81.775	0.22702
7.1839	81.801	0.22697
7.2392	81.875	0.2272
7.2944	81.88	0.22689
7.3497	81.915	0.22692
7.405	82	0.22695
7.4602	82.112	0.22703
7.5155	82.069	0.22737
7.5707	82.115	0.22745
7.626	82.08	0.2275
7.6813	82.045	0.22772
7.7365	81.852	0.22825
7.7918	81.934	0.22847
7.847	81.939	0.22829
7.9023	82.061	0.22781
7.9576	82.087	0.22757
8.0128	82.027	0.22834
8.0681	82.174	0.22819
8.1233	82.283	0.22789
8.1786	82.273	0.2283
8.2339	82.185	0.22839
8.2891	82.266	0.2284
8.3444	82.281	0.22878
8.3996	82.346	0.22852
8.4549	82.288	0.22886
8.5102	82.359	0.22829
8.5654	82.335	0.22845
8.6207	82.387	0.22873
8.676	82.325	0.229
8.7312	82.266	0.22952
8.7865	82.387	0.22932
8.8417	82.482	0.22919
8.897	82.399	0.22948
8.9523	82.41	0.22975
9.0075	82.337	0.23051
9.0628	82.316	0.23044
9.118	82.325	0.2305
9.1733	82.235	0.23047
9.2286	82.307	0.23081
9.2838	82.249	0.23084
9.3391	82.367	0.23093
9.3943	82.33	0.2311
9.4496	82.595	0.23061
9.5049	82.512	0.2305
9.5601	82.568	0.2308
9.6154	82.569	0.23047
9.6706	82.62	0.23089
9.7259	82.607	0.23091
9.7812	82.51	0.23151
9.8364	82.643	0.23144
9.8917	82.568	0.23178
9.9469	82.599	0.23158
10.002	82.649	0.23134
10.057	82.774	0.23088
10.113	82.84	0.23104
10.168	82.811	0.23116
10.223	82.887	0.23089
10.279	82.946	0.2308
10.334	82.902	0.2313
10.389	82.961	0.23109
10.444	83.105	0.23089
10.5	83.12	0.23133
10.555	83.119	0.23165
10.61	83.044	0.23235
10.665	83.075	0.23261
10.721	83.142	0.23198
10.776	83.21	0.23221
10.831	83.265	0.23216
10.886	83.252	0.23207
10.942	83.265	0.23238
10.997	83.343	0.23203
