Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	57.627	0.21099
0.11052	57.6	0.21125
0.16578	57.753	0.21036
0.22104	57.889	0.20887
0.2763	58.098	0.2078
0.33156	58.422	0.20634
0.38683	58.518	0.2052
0.44209	58.44	0.20495
0.49735	58.408	0.20496
0.55261	58.145	0.20343
0.60787	58.093	0.2031
0.66313	57.999	0.20203
0.71839	57.972	0.20172
0.77365	57.872	0.20104
0.82891	57.899	0.19998
0.88417	57.933	0.19966
0.93943	57.942	0.19915
0.99469	57.966	0.1995
1.05	57.993	0.19985
1.1052	58.017	0.20034
1.1605	58.033	0.20023
1.2157	58.029	0.20001
1.271	58.101	0.19976
1.3263	58.118	0.19938
1.3815	57.968	0.19894
1.4368	57.976	0.1989
1.492	57.949	0.19878
1.5473	57.976	0.19826
1.6026	57.947	0.19742
1.6578	57.972	0.19668
1.7131	57.973	0.19634
1.7683	58.029	0.19583
1.8236	58.087	0.1951
1.8789	58.057	0.19486
1.9341	58.08	0.19474
1.9894	58.135	0.19369
2.0447	58.162	0.19361
2.0999	58.189	0.19319
2.1552	58.176	0.19324
2.2104	58.166	0.19312
2.2657	58.149	0.19312
2.321	58.181	0.19231
2.3762	58.219	0.19179
2.4315	58.248	0.19194
2.4867	58.306	0.19141
2.542	58.341	0.19142
2.5973	58.361	0.19128
2.6525	58.384	0.19104
2.7078	58.391	0.19075
2.763	58.446	0.1902
2.8183	58.464	0.18987
2.8736	58.434	0.18994
2.9288	58.448	0.18963
2.9841	58.42	0.18952
3.0393	58.424	0.18955
3.0946	58.436	0.1893
3.1499	58.46	0.18875
3.2051	58.516	0.18865
3.2604	58.534	0.18874
3.3156	58.525	0.18879
3.3709	58.575	0.18832
3.4262	58.603	0.18811
3.4814	58.641	0.18815
3.5367	58.738	0.18756
3.592	58.726	0.18763
3.6472	58.755	0.18743
3.7025	58.791	0.18683
3.7577	58.797	0.18725
3.813	58.795	0.18724
3.8683	58.828	0.18712
3.9235	58.887	0.18699
3.9788	58.933	0.18639
4.034	58.941	0.18598
4.0893	58.998	0.18586
4.1446	58.959	0.18584
4.1998	59.017	0.18555
4.2551	59.004	0.18584
4.3103	59.06	0.18575
4.3656	59.061	0.18557
4.4209	59.126	0.18554
4.4761	59.119	0.18575
4.5314	59.178	0.18542
4.5866	59.23	0.18558
4.6419	59.248	0.18537
4.6972	59.268	0.18546
4.7524	59.319	0.18551
4.8077	59.363	0.18503
4.863	59.399	0.18483
4.9182	59.422	0.18503
4.9735	59.429	0.18486
5.0287	59.455	0.1849
5.084	59.409	0.18508
5.1393	59.476	0.1846
5.1945	59.55	0.18442
5.2498	59.523	0.18428
5.305	59.599	0.18405
5.3603	59.588	0.18405
5.4156	59.597	0.18382
5.4708	59.587	0.18385
5.5261	59.608	0.18389
5.5813	59.67	0.18338
5.6366	59.734	0.1831
5.6919	59.74	0.18308
5.7471	59.762	0.18279
5.8024	59.793	0.18267
5.8576	59.791	0.1827
5.9129	59.777	0.1829
5.9682	59.774	0.18264
6.0234	59.777	0.18275
6.0787	59.751	0.18216
6.134	59.777	0.18154
6.1892	59.734	0.18128
6.2445	59.761	0.18087
6.2997	59.773	0.18086
6.355	59.825	0.18081
6.4103	59.886	0.18071
6.4655	59.899	0.18055
6.5208	59.878	0.18058
6.576	59.947	0.18031
6.6313	59.947	0.18018
6.6866	59.967	0.17988
6.7418	60.011	0.17956
6.7971	59.949	0.1795
6.8523	60.002	0.17932
6.9076	60.022	0.17928
6.9629	60.06	0.17918
7.0181	60.077	0.17882
7.0734	60.112	0.17891
7.1286	60.132	0.179
7.1839	60.159	0.17921
7.2392	60.207	0.17863
7.2944	60.213	0.17859
7.3497	60.209	0.17885
7.405	60.232	0.17882
7.4602	60.242	0.17859
7.5155	60.256	0.17911
7.5707	60.329	0.17848
7.626	60.326	0.17911
7.6813	60.307	0.17918
7.7365	60.314	0.17917
7.7918	60.262	0.17923
7.847	60.204	0.17882
7.9023	60.2	0.17901
7.9576	60.158	0.1792
8.0128	60.18	0.1792
