Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	54.214	0.33162
0.11052	54.186	0.33328
0.16578	54.058	0.33084
0.22104	54.159	0.33111
0.2763	54.264	0.329
0.33156	54.423	0.32688
0.38683	54.339	0.32703
0.44209	54.309	0.32833
0.49735	54.336	0.32844
0.55261	54.256	0.32837
0.60787	54.092	0.32966
0.66313	54.402	0.32658
0.71839	54.447	0.32612
0.77365	54.226	0.32711
0.82891	54.292	0.32511
0.88417	54.645	0.32795
0.93943	54.738	0.32738
0.99469	54.87	0.32569
1.05	54.933	0.32472
1.1052	54.894	0.32658
1.1605	54.896	0.32578
1.2157	54.86	0.32588
1.271	54.764	0.32602
1.3263	54.501	0.32442
1.3815	54.405	0.32408
1.4368	54.602	0.32361
1.492	54.638	0.32633
1.5473	54.802	0.32535
1.6026	54.882	0.32315
1.6578	54.922	0.32272
1.7131	54.845	0.32539
1.7683	54.947	0.32321
1.8236	54.692	0.3226
1.8789	54.718	0.32336
1.9341	54.731	0.32331
1.9894	54.688	0.32278
2.0447	54.703	0.32332
2.0999	54.708	0.32489
2.1552	54.726	0.32446
2.2104	54.708	0.32672
2.2657	54.742	0.3278
2.321	54.715	0.32873
2.3762	54.851	0.32905
2.4315	54.793	0.33083
2.4867	54.581	0.33404
2.542	54.529	0.33563
2.5973	54.567	0.33666
2.6525	54.558	0.33752
2.7078	54.394	0.33824
2.763	54.465	0.33902
2.8183	54.457	0.33915
2.8736	54.418	0.33824
2.9288	54.364	0.33963
2.9841	54.29	0.34071
3.0393	54.355	0.34025
3.0946	54.375	0.34141
3.1499	54.35	0.34103
3.2051	54.211	0.34161
3.2604	54.004	0.34589
3.3156	54.073	0.34718
3.3709	54.104	0.34792
3.4262	54.133	0.34938
3.4814	53.963	0.3504
3.5367	53.868	0.35138
3.592	53.797	0.35182
3.6472	53.796	0.35165
3.7025	53.753	0.35228
3.7577	53.724	0.35276
3.813	53.609	0.35398
3.8683	53.663	0.35405
3.9235	53.641	0.35499
3.9788	53.619	0.35724
4.034	53.583	0.35726
4.0893	53.72	0.35602
4.1446	53.662	0.35597
4.1998	53.721	0.35555
4.2551	53.699	0.35411
4.3103	53.874	0.35334
4.3656	54.022	0.35681
4.4209	53.982	0.35847
4.4761	53.947	0.35947
4.5314	53.895	0.36064
4.5866	53.849	0.36087
4.6419	53.882	0.36009
4.6972	53.876	0.36086
4.7524	53.904	0.36191
4.8077	53.844	0.36438
4.863	54.017	0.36245
4.9182	54.104	0.36117
4.9735	54.131	0.36248
5.0287	54.014	0.36237
5.084	54.05	0.36388
5.1393	54.075	0.36375
5.1945	54.019	0.36251
5.2498	54.011	0.36172
5.305	53.997	0.36218
5.3603	53.962	0.36146
5.4156	53.991	0.36164
5.4708	53.857	0.36242
5.5261	53.898	0.36315
5.5813	53.92	0.36483
5.6366	53.964	0.36454
5.6919	54.049	0.36655
5.7471	54.041	0.36754
5.8024	54.133	0.36668
5.8576	54.172	0.36794
5.9129	54.216	0.36783
5.9682	54.284	0.36604
6.0234	54.15	0.36612
6.0787	54.285	0.36713
6.134	54.246	0.36611
6.1892	54.01	0.36636
6.2445	53.977	0.36752
6.2997	54.159	0.36688
6.355	54.134	0.36746
6.4103	54.214	0.36867
6.4655	54.176	0.36969
6.5208	54.181	0.37077
6.576	54.12	0.37233
6.6313	54.151	0.37212
6.6866	54.008	0.37266
6.7418	54.051	0.37188
6.7971	54.09	0.37244
6.8523	53.951	0.37379
6.9076	53.957	0.37273
6.9629	53.959	0.37325
7.0181	53.769	0.37443
7.0734	53.764	0.37577
7.1286	53.812	0.37662
7.1839	53.829	0.37865
7.2392	53.913	0.3789
7.2944	53.9	0.37985
7.3497	53.863	0.38104
7.405	53.737	0.3845
7.4602	53.737	0.38755
7.5155	53.596	0.38593
7.5707	53.786	0.38613
7.626	53.868	0.38373
7.6813	53.968	0.38481
7.7365	54.065	0.38637
7.7918	54.128	0.38594
7.847	54.169	0.38585
7.9023	54.163	0.38545
7.9576	54.077	0.38635
8.0128	54.007	0.38634
8.0681	54.028	0.38658
8.1233	54.086	0.38658
8.1786	53.993	0.3875
8.2339	54.111	0.38681
8.2891	54.025	0.38907
8.3444	54.048	0.3897
8.3996	54.137	0.38993
8.4549	54.108	0.38924
8.5102	54.219	0.38984
8.5654	54.22	0.38976
8.6207	54.175	0.39044
8.676	54.246	0.38841
8.7312	54.31	0.38914
8.7865	54.254	0.38888
8.8417	54.219	0.38903
8.897	54.275	0.38805
8.9523	54.408	0.3861
9.0075	54.438	0.38695
9.0628	54.43	0.38592
9.118	54.392	0.3861
9.1733	54.478	0.38532
9.2286	54.354	0.38652
9.2838	54.428	0.3874
9.3391	54.457	0.38525
9.3943	54.544	0.38593
9.4496	54.352	0.38646
9.5049	54.377	0.38317
9.5601	54.17	0.38558
9.6154	54.325	0.38435
9.6706	54.343	0.38391
9.7259	54.387	0.38278
9.7812	54.385	0.38189
9.8364	54.498	0.38028
9.8917	54.606	0.37957
9.9469	54.667	0.37752
10.002	54.471	0.37726
10.057	54.606	0.37686
10.113	54.539	0.37923
10.168	54.637	0.37917
10.223	54.572	0.38144
10.279	54.623	0.38143
10.334	54.845	0.38046
10.389	54.758	0.37891
10.444	54.657	0.37823
10.5	54.731	0.37646
10.555	54.726	0.37617
10.61	54.716	0.37487
10.665	54.7	0.37444
10.721	54.751	0.37408
10.776	54.756	0.37326
10.831	54.762	0.37333
10.886	54.705	0.37624
10.942	54.804	0.37711
10.997	54.832	0.37794
11.052	54.928	0.37682
11.107	54.95	0.37781
11.163	54.949	0.37697
11.218	54.93	0.37901
11.273	54.809	0.37913
11.328	54.716	0.37768
11.384	54.731	0.37822
11.439	54.588	0.37812
11.494	54.638	0.37763
11.55	54.592	0.37769
11.605	54.639	0.37856
11.66	54.67	0.37801
11.715	54.857	0.37839
11.771	54.97	0.38036
11.826	54.925	0.38246
11.881	54.843	0.38241
11.936	54.856	0.38502
11.992	54.768	0.38925
12.047	54.764	0.39269
12.102	54.894	0.39137
12.157	54.744	0.39239
12.213	54.776	0.39089
12.268	54.77	0.39146
12.323	54.829	0.39216
12.378	54.861	0.39216
12.434	54.898	0.39244
12.489	54.84	0.39371
12.544	54.918	0.39361
12.599	54.812	0.39277
12.655	54.811	0.39229
12.71	54.783	0.39174
12.765	54.771	0.39273
12.821	54.791	0.39267
12.876	54.748	0.39091
12.931	54.774	0.39019
12.986	54.792	0.3898
13.042	54.819	0.39089
13.097	54.882	0.39058
13.152	54.929	0.3916
13.207	55.038	0.39104
13.263	55.052	0.39157
13.318	55.017	0.39103
13.373	54.921	0.39103
13.428	54.959	0.39145
13.484	54.962	0.39245
13.539	54.876	0.39178
13.594	54.785	0.39062
13.649	54.842	0.38858
13.705	54.95	0.38666
13.76	55.063	0.38451
13.815	54.976	0.38429
13.87	54.911	0.38544
13.926	54.883	0.38483
13.981	54.791	0.38413
14.036	54.73	0.38663
14.092	54.65	0.38745
14.147	54.757	0.38657
14.202	54.727	0.38562
14.257	54.665	0.38709
14.313	54.728	0.38683
14.368	54.612	0.38788
14.423	54.656	0.38683
14.478	54.652	0.38684
14.534	54.696	0.38696
14.589	54.602	0.38746
14.644	54.601	0.38867
14.699	54.533	0.38825
14.755	54.56	0.38809
14.81	54.456	0.38787
14.865	54.463	0.38723
14.92	54.354	0.3871
14.976	54.448	0.38688
15.031	54.326	0.38652
15.086	54.286	0.38698
15.141	54.297	0.3881
15.197	54.341	0.38879
15.252	54.327	0.38932
15.307	54.376	0.38821
15.363	54.239	0.39002
15.418	54.248	0.38984
15.473	54.174	0.39025
15.528	54.234	0.38965
15.584	54.092	0.39008
15.639	54.254	0.38902
15.694	54.13	0.38856
15.749	54.211	0.39066
15.805	54.23	0.38903
15.86	54.296	0.38922
15.915	54.058	0.39093
15.97	53.989	0.39149
16.026	53.963	0.39194
16.081	53.955	0.39172
16.136	53.877	0.39237
16.191	53.81	0.39348
16.247	53.752	0.39482
16.302	53.782	0.39286
16.357	53.764	0.38986
16.412	53.856	0.38964
16.468	53.786	0.39082
16.523	53.792	0.39315
16.578	53.753	0.39459
16.634	53.73	0.39316
16.689	53.69	0.39424
16.744	53.663	0.39327
16.799	53.638	0.39282
16.855	53.592	0.39185
16.91	53.529	0.39193
16.965	53.48	0.3905
17.02	53.426	0.38943
17.076	53.303	0.391
17.131	53.254	0.39105
17.186	53.148	0.39115
17.241	53.162	0.39015
17.297	53.11	0.39084
17.352	53.158	0.39028
17.407	53.072	0.39076
17.462	53.096	0.39056
17.518	53.011	0.39178
17.573	52.956	0.39189
17.628	52.907	0.39243
17.683	52.822	0.39323
17.739	52.891	0.39152
17.794	52.849	0.39208
17.849	52.783	0.39218
17.905	52.753	0.39284
17.96	52.758	0.3932
18.015	52.82	0.39223
18.07	52.781	0.3944
18.126	52.73	0.39518
18.181	52.58	0.39584
18.236	52.664	0.39424
18.291	52.633	0.39392
18.347	52.641	0.39353
18.402	52.661	0.39328
18.457	52.718	0.39299
18.512	52.619	0.39391
18.568	52.67	0.39231
18.623	52.678	0.39186
18.678	52.593	0.39262
18.733	52.645	0.39239
18.789	52.519	0.39266
18.844	52.606	0.39152
18.899	52.482	0.39208
18.954	52.577	0.39093
19.01	52.595	0.39123
19.065	52.564	0.39185
19.12	52.534	0.39147
19.176	52.552	0.39068
19.231	52.543	0.39112
19.286	52.429	0.38998
19.341	52.39	0.39062
19.397	52.399	0.38964
19.452	52.387	0.3893
19.507	52.283	0.39035
19.562	52.295	0.38906
19.618	52.286	0.39019
19.673	52.221	0.38916
19.728	52.319	0.38777
19.783	52.178	0.38974
19.839	52.161	0.39089
19.894	52.182	0.39113
19.949	52.127	0.39091
20.004	52.152	0.39096
20.06	52.12	0.39403
20.115	52.126	0.39413
20.17	52.009	0.39405
20.225	52.016	0.39344
20.281	51.938	0.39307
20.336	51.889	0.39352
20.391	51.869	0.39414
20.447	51.799	0.39427
20.502	51.764	0.39495
20.557	51.832	0.39403
20.612	51.778	0.39511
20.668	51.775	0.39477
20.723	51.877	0.39318
20.778	51.889	0.39178
20.833	51.665	0.39219
20.889	51.621	0.39258
20.944	51.6	0.39308
20.999	51.496	0.39404
21.054	51.425	0.39433
21.11	51.366	0.39505
21.165	51.502	0.39381
21.22	51.589	0.39231
21.275	51.484	0.39382
21.331	51.551	0.39252
21.386	51.489	0.39374
21.441	51.396	0.39541
21.496	51.386	0.39556
21.552	51.386	0.39476
21.607	51.319	0.39614
21.662	51.346	0.39613
21.718	51.272	0.39688
21.773	51.318	0.39737
