Time	Fascicle Length R1_F1	Pennation Angle R1_F1	
0.055261	51.793	0.35144
0.11052	51.767	0.35325
0.16578	51.652	0.35067
0.22104	51.753	0.35077
0.2763	51.846	0.3487
0.33156	51.975	0.34663
0.38683	51.914	0.34668
0.44209	51.9	0.34798
0.49735	51.921	0.34814
0.55261	51.867	0.34821
0.60787	51.709	0.34963
0.66313	51.968	0.34664
0.71839	51.998	0.34622
0.77365	51.773	0.34745
0.82891	51.826	0.34554
0.88417	52.096	0.34864
0.93943	52.177	0.34794
0.99469	52.28	0.34669
1.05	52.344	0.34538
1.1052	52.307	0.34737
1.1605	52.322	0.34684
1.2157	52.306	0.34703
1.271	52.205	0.34695
1.3263	51.983	0.34503
1.3815	51.904	0.3447
1.4368	52.061	0.34423
1.492	52.098	0.34709
1.5473	52.21	0.34628
1.6026	52.251	0.34457
1.6578	52.312	0.34379
1.7131	52.262	0.34622
1.7683	52.352	0.3442
1.8236	52.131	0.34354
1.8789	52.165	0.34446
1.9341	52.174	0.34459
1.9894	52.125	0.34413
2.0447	52.15	0.34467
2.0999	52.14	0.34616
2.1552	52.16	0.34573
2.2104	52.155	0.34785
2.2657	52.169	0.34915
2.321	52.165	0.34985
2.3762	52.287	0.35019
2.4315	52.24	0.35178
2.4867	52.061	0.3548
2.542	52.009	0.35625
2.5973	52.053	0.35703
2.6525	52.047	0.35784
2.7078	51.9	0.35831
2.763	51.981	0.35882
2.8183	51.967	0.35914
2.8736	51.937	0.35822
2.9288	51.903	0.35929
2.9841	51.837	0.36038
3.0393	51.922	0.35962
3.0946	51.94	0.36068
3.1499	51.936	0.36003
3.2051	51.815	0.36066
3.2604	51.664	0.36456
3.3156	51.718	0.36584
3.3709	51.722	0.3666
3.4262	51.754	0.36794
3.4814	51.595	0.36894
3.5367	51.507	0.37023
3.592	51.447	0.37078
3.6472	51.433	0.3705
3.7025	51.417	0.37132
3.7577	51.389	0.37184
3.813	51.322	0.37274
3.8683	51.391	0.37269
3.9235	51.397	0.37319
3.9788	51.385	0.37525
4.034	51.372	0.37507
4.0893	51.469	0.37427
4.1446	51.389	0.37415
4.1998	51.459	0.3735
4.2551	51.458	0.37245
4.3103	51.558	0.37151
4.3656	51.723	0.37443
4.4209	51.662	0.37633
4.4761	51.573	0.37752
4.5314	51.547	0.37855
4.5866	51.513	0.37909
4.6419	51.547	0.37804
4.6972	51.552	0.37853
4.7524	51.571	0.3797
4.8077	51.502	0.38188
4.863	51.658	0.38017
4.9182	51.717	0.37939
4.9735	51.742	0.38047
5.0287	51.635	0.38034
5.084	51.683	0.38182
5.1393	51.704	0.38158
5.1945	51.642	0.38046
5.2498	51.633	0.37963
5.305	51.623	0.38006
5.3603	51.6	0.3792
5.4156	51.631	0.37937
5.4708	51.504	0.3802
5.5261	51.552	0.38089
5.5813	51.586	0.38238
5.6366	51.631	0.38218
5.6919	51.715	0.38397
5.7471	51.716	0.38493
5.8024	51.795	0.38391
5.8576	51.848	0.38512
5.9129	51.879	0.38506
5.9682	51.922	0.38325
6.0234	51.796	0.38335
6.0787	51.922	0.38419
6.134	51.898	0.3832
6.1892	51.679	0.38358
6.2445	51.665	0.38439
6.2997	51.818	0.38359
6.355	51.808	0.38416
6.4103	51.909	0.385
6.4655	51.878	0.38595
6.5208	51.901	0.38688
6.576	51.854	0.3885
6.6313	51.895	0.38809
6.6866	51.792	0.38839
6.7418	51.846	0.38753
6.7971	51.9	0.38796
6.8523	51.784	0.38903
6.9076	51.777	0.38817
6.9629	51.782	0.3886
7.0181	51.624	0.38954
7.0734	51.614	0.39048
7.1286	51.654	0.39121
7.1839	51.668	0.39314
7.2392	51.745	0.39317
7.2944	51.739	0.39385
7.3497	51.732	0.39479
7.405	51.624	0.39831
7.4602	51.636	0.40123
7.5155	51.512	0.39976
7.5707	51.688	0.39985
7.626	51.762	0.39754
7.6813	51.858	0.3984
7.7365	51.924	0.39974
7.7918	51.981	0.39915
7.847	52.011	0.39906
7.9023	52.017	0.39868
7.9576	51.926	0.39962
8.0128	51.913	0.39946
8.0681	51.929	0.39962
8.1233	51.998	0.39956
8.1786	51.923	0.40045
8.2339	52.031	0.39973
8.2891	51.967	0.40174
8.3444	51.994	0.40213
8.3996	52.082	0.40196
8.4549	52.051	0.4016
8.5102	52.17	0.4019
8.5654	52.175	0.40179
8.6207	52.136	0.40235
8.676	52.203	0.4005
8.7312	52.248	0.40093
8.7865	52.188	0.4006
8.8417	52.14	0.40093
8.897	52.184	0.39999
8.9523	52.3	0.39809
9.0075	52.326	0.39881
9.0628	52.299	0.3979
9.118	52.272	0.39801
9.1733	52.342	0.39715
9.2286	52.201	0.39856
9.2838	52.28	0.39909
9.3391	52.317	0.39725
9.3943	52.372	0.39818
9.4496	52.201	0.39891
9.5049	52.211	0.39573
9.5601	52.052	0.39804
9.6154	52.217	0.39677
9.6706	52.2	0.39642
9.7259	52.222	0.39538
9.7812	52.212	0.39452
9.8364	52.295	0.39284
9.8917	52.408	0.39189
9.9469	52.47	0.38983
10.002	52.29	0.38968
10.057	52.407	0.38928
10.113	52.348	0.39177
10.168	52.435	0.39148
10.223	52.386	0.39377
10.279	52.458	0.39356
10.334	52.658	0.39253
10.389	52.562	0.39114
10.444	52.476	0.39067
10.5	52.501	0.38903
10.555	52.521	0.38872
10.61	52.582	0.38712
10.665	52.55	0.38681
10.721	52.571	0.38658
10.776	52.604	0.38568
10.831	52.6	0.38592
10.886	52.53	0.3887
10.942	52.633	0.38953
10.997	52.683	0.39022
11.052	52.757	0.38919
11.107	52.767	0.3902
11.163	52.791	0.38927
11.218	52.787	0.39098
11.273	52.693	0.39114
11.328	52.615	0.38983
11.384	52.617	0.39045
11.439	52.474	0.39055
11.494	52.548	0.39001
11.55	52.505	0.38995
11.605	52.547	0.39089
11.66	52.598	0.39016
11.715	52.763	0.3907
11.771	52.885	0.3925
11.826	52.845	0.3946
11.881	52.79	0.39446
11.936	52.802	0.39701
11.992	52.717	0.40121
12.047	52.721	0.40446
12.102	52.837	0.40322
12.157	52.713	0.40417
12.213	52.767	0.40274
12.268	52.765	0.40313
12.323	52.824	0.40381
12.378	52.862	0.40378
12.434	52.885	0.40428
12.489	52.837	0.40536
12.544	52.906	0.40533
12.599	52.8	0.4046
12.655	52.801	0.40415
12.71	52.795	0.40362
12.765	52.794	0.40442
12.821	52.833	0.4043
12.876	52.808	0.40267
12.931	52.841	0.40213
12.986	52.871	0.40171
13.042	52.906	0.40258
13.097	52.965	0.40212
13.152	53.016	0.4029
13.207	53.098	0.40241
13.263	53.115	0.4028
13.318	53.082	0.40231
13.373	52.991	0.4024
13.428	53.04	0.40268
13.484	53.04	0.40364
13.539	52.967	0.40289
13.594	52.919	0.40164
13.649	52.98	0.39969
13.705	53.075	0.39784
13.76	53.193	0.39553
13.815	53.122	0.39521
13.87	53.053	0.39639
13.926	53.028	0.39573
13.981	52.952	0.3949
14.036	52.892	0.3972
14.092	52.819	0.3979
14.147	52.916	0.39701
14.202	52.894	0.39598
14.257	52.847	0.3975
14.313	52.913	0.39717
14.368	52.783	0.39857
14.423	52.821	0.39756
14.478	52.822	0.39741
14.534	52.863	0.39741
14.589	52.759	0.39808
14.644	52.758	0.3993
14.699	52.702	0.39876
14.755	52.734	0.39865
14.81	52.638	0.39848
14.865	52.627	0.39781
14.92	52.525	0.39776
14.976	52.61	0.39742
15.031	52.501	0.39723
15.086	52.464	0.39758
15.141	52.474	0.39872
15.197	52.516	0.39935
15.252	52.507	0.39991
15.307	52.563	0.3989
15.363	52.431	0.40061
15.418	52.439	0.40046
15.473	52.379	0.40073
15.528	52.436	0.40012
15.584	52.288	0.40071
15.639	52.448	0.39953
15.694	52.319	0.39913
15.749	52.398	0.40095
15.805	52.408	0.39954
15.86	52.481	0.39955
15.915	52.232	0.40141
15.97	52.165	0.40179
16.026	52.134	0.4021
16.081	52.137	0.40182
16.136	52.057	0.40256
16.191	51.989	0.40382
16.247	51.927	0.405
16.302	51.957	0.40313
16.357	51.947	0.40055
16.412	52.035	0.40054
16.468	51.95	0.40182
16.523	51.946	0.40389
16.578	51.918	0.4053
16.634	51.886	0.40401
16.689	51.848	0.40506
16.744	51.819	0.40409
16.799	51.801	0.40385
16.855	51.747	0.40319
16.91	51.688	0.40335
16.965	51.639	0.40212
17.02	51.584	0.40112
17.076	51.466	0.40267
17.131	51.411	0.40277
17.186	51.301	0.40308
17.241	51.308	0.40207
17.297	51.267	0.40283
17.352	51.293	0.40227
17.407	51.206	0.40289
17.462	51.222	0.40281
17.518	51.147	0.40393
17.573	51.092	0.40418
17.628	51.048	0.40461
17.683	50.963	0.40539
17.739	51.034	0.40377
17.794	50.998	0.40443
17.849	50.934	0.40449
17.905	50.9	0.40517
17.96	50.901	0.40557
18.015	50.969	0.40457
18.07	50.933	0.40635
18.126	50.894	0.40716
18.181	50.743	0.40786
18.236	50.825	0.40655
18.291	50.792	0.40639
18.347	50.776	0.40601
18.402	50.799	0.40588
18.457	50.858	0.40565
18.512	50.76	0.40658
18.568	50.796	0.40498
18.623	50.816	0.40466
18.678	50.741	0.40536
18.733	50.779	0.40516
18.789	50.659	0.4054
18.844	50.72	0.40468
18.899	50.611	0.40508
18.954	50.685	0.40412
19.01	50.677	0.40456
19.065	50.64	0.40518
19.12	50.611	0.40495
19.176	50.62	0.40447
19.231	50.61	0.40489
19.286	50.503	0.40376
19.341	50.468	0.40443
19.397	50.48	0.40331
19.452	50.469	0.40304
19.507	50.374	0.404
19.562	50.376	0.40286
19.618	50.358	0.40393
19.673	50.295	0.40304
19.728	50.378	0.40175
19.783	50.248	0.40371
19.839	50.226	0.40483
19.894	50.249	0.40511
19.949	50.194	0.40504
20.004	50.211	0.40506
20.06	50.18	0.40814
20.115	50.191	0.40818
20.17	50.083	0.40809
20.225	50.09	0.40763
20.281	50.011	0.40747
20.336	49.96	0.40798
20.391	49.949	0.40862
20.447	49.878	0.40869
20.502	49.839	0.40949
20.557	49.894	0.40862
20.612	49.854	0.40962
20.668	49.818	0.40954
20.723	49.908	0.408
20.778	49.914	0.40679
20.833	49.706	0.40742
20.889	49.667	0.40778
20.944	49.648	0.40827
20.999	49.541	0.40925
21.054	49.478	0.4097
21.11	49.406	0.41048
21.165	49.535	0.40898
21.22	49.605	0.40771
21.275	49.512	0.40912
21.331	49.575	0.40796
21.386	49.514	0.40923
21.441	49.42	0.41098
21.496	49.414	0.41109
21.552	49.413	0.41044
21.607	49.341	0.41196
21.662	49.367	0.41183
21.718	49.296	0.41273
21.773	49.342	0.41297
