Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	55.567	0.33848	48.697	0.35077
0.11052	55.53	0.34045	48.666	0.35275
0.16578	55.402	0.33776	48.553	0.35009
0.22104	55.507	0.33791	48.645	0.35025
0.2763	55.6	0.33584	48.725	0.34816
0.33156	55.751	0.3338	48.86	0.34605
0.38683	55.697	0.33374	48.813	0.346
0.44209	55.663	0.33515	48.786	0.34742
0.49735	55.672	0.33543	48.795	0.3477
0.55261	55.61	0.33557	48.74	0.34788
0.60787	55.417	0.33704	48.574	0.34936
0.66313	55.735	0.33391	48.855	0.34615
0.71839	55.755	0.33362	48.872	0.34587
0.77365	55.528	0.3347	48.678	0.34697
0.82891	55.569	0.33303	48.713	0.34529
0.88417	55.863	0.3363	48.976	0.34847
0.93943	55.946	0.33564	49.05	0.34776
0.99469	56.058	0.33424	49.15	0.34629
1.05	56.128	0.33281	49.211	0.34484
1.1052	56.085	0.3348	49.175	0.34685
1.1605	56.101	0.33431	49.189	0.34634
1.2157	56.078	0.33448	49.169	0.34652
1.271	55.979	0.33428	49.084	0.34629
1.3263	55.728	0.33226	48.86	0.34429
1.3815	55.633	0.33183	48.775	0.34389
1.4368	55.81	0.33126	48.932	0.34332
1.492	55.852	0.33433	48.971	0.3464
1.5473	55.979	0.33347	49.086	0.34547
1.6026	56.045	0.33146	49.146	0.34343
1.6578	56.099	0.33073	49.195	0.3427
1.7131	56.039	0.33328	49.142	0.34529
1.7683	56.131	0.33112	49.223	0.34308
1.8236	55.887	0.33044	49.006	0.34244
1.8789	55.925	0.33117	49.041	0.34315
1.9341	55.931	0.33128	49.046	0.34324
1.9894	55.888	0.33072	49.011	0.34267
2.0447	55.904	0.33115	49.024	0.34312
2.0999	55.87	0.33294	48.996	0.34494
2.1552	55.889	0.33249	49.013	0.34448
2.2104	55.869	0.33468	48.997	0.34669
2.2657	55.863	0.33616	48.993	0.34813
2.321	55.86	0.33672	48.993	0.34867
2.3762	55.991	0.33723	49.108	0.34916
2.4315	55.945	0.33878	49.071	0.35072
2.4867	55.742	0.34168	48.895	0.35364
2.542	55.69	0.34315	48.853	0.35511
2.5973	55.735	0.344	48.893	0.35594
2.6525	55.735	0.34482	48.894	0.35675
2.7078	55.561	0.34501	48.742	0.35695
2.763	55.65	0.34555	48.82	0.35747
2.8183	55.639	0.3457	48.813	0.35759
2.8736	55.61	0.34479	48.787	0.35667
2.9288	55.559	0.34609	48.743	0.35797
2.9841	55.48	0.34722	48.674	0.35913
3.0393	55.582	0.34634	48.766	0.3582
3.0946	55.598	0.34739	48.782	0.35926
3.1499	55.582	0.34696	48.768	0.35885
3.2051	55.44	0.34759	48.643	0.35953
3.2604	55.279	0.35154	48.508	0.3635
3.3156	55.343	0.35264	48.567	0.36457
3.3709	55.358	0.35339	48.583	0.3653
3.4262	55.388	0.35472	48.61	0.36664
3.4814	55.209	0.35578	48.456	0.36773
3.5367	55.118	0.35683	48.378	0.36879
3.592	55.047	0.35742	48.318	0.36937
3.6472	55.033	0.35728	48.307	0.36923
3.7025	55.013	0.35793	48.292	0.36988
3.7577	54.98	0.35839	48.263	0.37034
3.813	54.887	0.35935	48.183	0.37134
3.8683	54.949	0.35931	48.238	0.37131
3.9235	54.942	0.36	48.233	0.37201
3.9788	54.922	0.36216	48.218	0.37416
4.034	54.9	0.36204	48.2	0.374
4.0893	55.022	0.36115	48.306	0.37305
4.1446	54.944	0.36096	48.237	0.37286
4.1998	55.016	0.36035	48.3	0.37223
4.2551	55	0.35925	48.286	0.3711
4.3103	55.136	0.35838	48.406	0.37021
4.3656	55.303	0.36147	48.552	0.37325
4.4209	55.248	0.36334	48.507	0.3751
4.4761	55.186	0.36464	48.456	0.37638
4.5314	55.149	0.3657	48.425	0.37746
4.5866	55.116	0.36612	48.399	0.37787
4.6419	55.149	0.36509	48.428	0.37684
4.6972	55.141	0.36559	48.423	0.37737
4.7524	55.171	0.36676	48.452	0.37853
4.8077	55.1	0.36888	48.393	0.38066
4.863	55.267	0.36705	48.539	0.37876
4.9182	55.331	0.36628	48.595	0.37794
4.9735	55.365	0.36751	48.625	0.37907
5.0287	55.249	0.36737	48.522	0.37894
