Time	Fascicle Length R1_F2	Pennation Angle R1_F2	Fascicle Length R1_F3	Pennation Angle R1_F3
0.055261	85.721	0.21679	81.115	0.25353
0.11052	85.722	0.21668	81.118	0.25344
0.16578	85.734	0.21713	81.133	0.25385
0.22104	85.702	0.21757	81.106	0.25426
0.2763	85.711	0.21678	81.111	0.25346
0.33156	85.772	0.21721	81.17	0.25383
0.38683	85.735	0.21667	81.134	0.25331
0.44209	85.78	0.21714	81.181	0.25379
0.49735	85.845	0.21713	81.244	0.25381
0.55261	85.853	0.21739	81.256	0.25419
0.60787	85.851	0.21698	81.254	0.25381
0.66313	85.809	0.21697	81.215	0.25389
0.71839	85.866	0.21748	81.278	0.25434
0.77365	85.874	0.21781	81.286	0.2547
0.82891	85.848	0.21844	81.266	0.2554
0.88417	85.949	0.21981	81.37	0.25664
0.93943	85.841	0.21834	81.259	0.25516
0.99469	85.921	0.22004	81.347	0.25692
1.05	85.957	0.22175	81.388	0.25855
1.1052	85.909	0.22165	81.343	0.25846
1.1605	85.828	0.22227	81.267	0.25909
1.2157	85.815	0.22329	81.258	0.26019
1.271	85.88	0.22436	81.322	0.26126
1.3263	85.771	0.22281	81.199	0.25978
1.3815	85.451	0.21913	80.853	0.25647
1.4368	85.255	0.22175	80.653	0.25943
1.492	85.158	0.2219	80.547	0.25972
1.5473	85.045	0.2214	80.426	0.2594
1.6026	84.846	0.22112	80.221	0.25919
1.6578	84.847	0.21931	80.218	0.25733
1.7131	84.926	0.21962	80.3	0.25763
1.7683	84.979	0.21909	80.356	0.25714
1.8236	84.971	0.22089	80.353	0.25902
1.8789	85.044	0.22067	80.423	0.25875
1.9341	85.057	0.22119	80.44	0.25929
1.9894	85.002	0.22185	80.392	0.26012
2.0447	85.034	0.22222	80.422	0.26052
2.0999	85.072	0.2222	80.46	0.26045
2.1552	84.996	0.22207	80.386	0.26041
2.2104	84.914	0.22167	80.301	0.26007
2.2657	84.681	0.22092	80.059	0.25953
2.321	84.587	0.22229	79.961	0.26108
2.3762	84.538	0.2236	79.917	0.26244
2.4315	84.523	0.2234	79.901	0.26218
2.4867	84.561	0.22145	79.935	0.26017
2.542	84.526	0.2221	79.905	0.2609
2.5973	84.481	0.22391	79.869	0.26276
2.6525	84.453	0.22288	79.842	0.26171
2.7078	84.415	0.22275	79.806	0.2616
2.763	84.483	0.22346	79.878	0.26227
2.8183	84.551	0.22431	79.947	0.26313
2.8736	84.58	0.2241	79.976	0.26293
2.9288	84.508	0.22412	79.909	0.26297
2.9841	84.521	0.22434	79.925	0.26319
3.0393	84.568	0.22383	79.969	0.2627
3.0946	84.605	0.22397	80.004	0.26287
3.1499	84.63	0.22374	80.031	0.26265
3.2051	84.502	0.22439	79.9	0.26339
3.2604	84.477	0.22375	79.869	0.26285
3.3156	84.477	0.22359	79.868	0.26274
3.3709	84.53	0.22375	79.918	0.26291
3.4262	84.567	0.22391	79.958	0.26309
3.4814	84.545	0.22384	79.939	0.26306
3.5367	84.463	0.2233	79.858	0.26256
3.592	84.492	0.22273	79.887	0.26198
3.6472	84.476	0.22367	79.875	0.26298
3.7025	84.462	0.22364	79.861	0.2629
3.7577	84.53	0.22298	79.924	0.26218
3.813	84.453	0.22206	79.851	0.26127
