Time	Fascicle Length R1_F1	Pennation Angle R1_F1
0.055261	59.611	0.27853
0.11052	59.565	0.278
0.16578	59.555	0.27798
0.22104	59.599	0.27779
0.2763	59.614	0.27706
0.33156	59.624	0.27733
0.38683	59.645	0.27683
0.44209	59.648	0.27691
0.49735	59.685	0.27655
0.55261	59.696	0.27638
0.60787	59.662	0.27556
0.66313	59.701	0.27546
0.71839	59.719	0.27522
0.77365	59.764	0.27495
0.82891	59.795	0.27442
0.88417	59.843	0.27405
0.93943	59.871	0.27364
0.99469	59.905	0.27326
1.05	59.933	0.27288
1.1052	59.942	0.27301
1.1605	59.978	0.27272
1.2157	59.976	0.27234
1.271	59.988	0.27238
1.3263	59.982	0.27238
1.3815	60.012	0.2721
1.4368	60.028	0.27179
1.492	60.074	0.27184
1.5473	60.094	0.27152
1.6026	60.088	0.27126
1.6578	60.163	0.27117
1.7131	60.19	0.27099
1.7683	60.175	0.27096
1.8236	60.154	0.27135
1.8789	60.222	0.27065
1.9341	60.213	0.2701
1.9894	60.183	0.2696
2.0447	60.263	0.26946
2.0999	60.278	0.26922
2.1552	60.306	0.26884
2.2104	60.364	0.26847
2.2657	60.333	0.26846
2.321	60.356	0.26859
2.3762	60.41	0.26856
2.4315	60.423	0.26886
2.4867	60.42	0.26832
2.542	60.417	0.26828
2.5973	60.455	0.26825
2.6525	60.458	0.26818
2.7078	60.511	0.2682
2.763	60.525	0.26802
2.8183	60.548	0.26829
2.8736	60.589	0.26845
2.9288	60.594	0.26839
2.9841	60.517	0.26847
3.0393	60.558	0.26783
3.0946	60.578	0.26829
3.1499	60.513	0.26809
3.2051	60.514	0.26759
3.2604	60.517	0.26757
3.3156	60.48	0.26745
3.3709	60.451	0.26675
3.4262	60.473	0.26673
3.4814	60.479	0.26666
3.5367	60.407	0.26649
3.592	60.412	0.26625
3.6472	60.442	0.26588
3.7025	60.453	0.26552
3.7577	60.425	0.26556
3.813	60.476	0.26534
3.8683	60.407	0.26616
3.9235	60.413	0.26547
3.9788	60.39	0.26579
4.034	60.401	0.26567
4.0893	60.372	0.26579
4.1446	60.358	0.26594
4.1998	60.393	0.26572
4.2551	60.348	0.26637
4.3103	60.384	0.26631
4.3656	60.377	0.26645
4.4209	60.334	0.26631
4.4761	60.332	0.26598
4.5314	60.348	0.26538
4.5866	60.415	0.26495
4.6419	60.387	0.26468
4.6972	60.439	0.26462
4.7524	60.46	0.26471
4.8077	60.414	0.2643
4.863	60.399	0.26418
4.9182	60.385	0.26452
4.9735	60.406	0.26444
5.0287	60.465	0.2643
5.084	60.453	0.26432
5.1393	60.466	0.26435
5.1945	60.476	0.26412
5.2498	60.508	0.26385
5.305	60.539	0.2633
5.3603	60.547	0.26355
5.4156	60.513	0.26389
5.4708	60.571	0.26408
5.5261	60.538	0.26396
5.5813	60.595	0.26417
5.6366	60.594	0.26439
5.6919	60.589	0.26396
5.7471	60.561	0.26393
5.8024	60.605	0.26353
5.8576	60.62	0.26348
5.9129	60.62	0.26319
5.9682	60.69	0.2624
6.0234	60.69	0.26255
6.0787	60.683	0.26252
6.134	60.675	0.26276
6.1892	60.709	0.26292
6.2445	60.729	0.2628
6.2997	60.716	0.26315
6.355	60.749	0.26254
6.4103	60.788	0.26272
6.4655	60.758	0.2626
6.5208	60.78	0.26265
6.576	60.849	0.26275
6.6313	60.851	0.26223
6.6866	60.86	0.26192
6.7418	60.909	0.26193
6.7971	60.897	0.2618
6.8523	60.918	0.26197
6.9076	60.972	0.26198
6.9629	60.947	0.26187
7.0181	61.003	0.26158
7.0734	60.946	0.26143
7.1286	60.937	0.26173
7.1839	60.976	0.26166
7.2392	60.996	0.26166
7.2944	61.026	0.26149
7.3497	60.966	0.26165
7.405	60.989	0.26152
7.4602	60.966	0.26202
7.5155	60.988	0.26208
7.5707	61.035	0.26186
7.626	61.041	0.26215
7.6813	61.048	0.26184
7.7365	61.083	0.26231
7.7918	61.096	0.26265
7.847	61.079	0.26281
7.9023	61.093	0.26252
7.9576	61.147	0.26245
8.0128	61.068	0.26332
8.0681	61.038	0.26376
8.1233	61.096	0.26344
8.1786	61.11	0.26353
8.2339	61.092	0.26392
8.2891	61.083	0.26448
8.3444	61.109	0.26415
8.3996	61.078	0.26385
8.4549	61.126	0.26329
8.5102	61.129	0.26337
8.5654	61.149	0.26292
8.6207	61.19	0.26249
8.676	61.184	0.26257
8.7312	61.179	0.26252
8.7865	61.211	0.26227
8.8417	61.245	0.262
8.897	61.22	0.26142
8.9523	61.214	0.26197
9.0075	61.24	0.26212
9.0628	61.218	0.26235
9.118	61.298	0.26194
9.1733	61.292	0.2618
9.2286	61.29	0.26214
9.2838	61.266	0.26219
9.3391	61.247	0.26285
9.3943	61.213	0.263
9.4496	61.24	0.26319
9.5049	61.236	0.26315
9.5601	61.264	0.26313
9.6154	61.322	0.26268
9.6706	61.317	0.26292
9.7259	61.289	0.26267
9.7812	61.315	0.2628
9.8364	61.275	0.26302
9.8917	61.281	0.26346
9.9469	61.298	0.26317
10.002	61.302	0.26367
10.057	61.281	0.26317
10.113	61.275	0.26323
10.168	61.348	0.26317
10.223	61.27	0.26372
10.279	61.322	0.26319
10.334	61.278	0.26384
10.389	61.316	0.26343
10.444	61.289	0.26399
10.5	61.319	0.2636
10.555	61.307	0.26397
10.61	61.295	0.26385
10.665	61.31	0.26415
10.721	61.323	0.26371
10.776	61.36	0.26316
10.831	61.416	0.2628
10.886	61.385	0.26339
10.942	61.347	0.26361
10.997	61.329	0.26353
11.052	61.4	0.2636
11.107	61.394	0.26369
11.163	61.503	0.26339
11.218	61.496	0.26356
11.273	61.522	0.26365
11.328	61.512	0.26375
11.384	61.505	0.2638
11.439	61.496	0.26406
11.494	61.506	0.26446
11.55	61.51	0.26495
11.605	61.562	0.26448
11.66	61.608	0.26459
