Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2
0.055261	65.144	0.23242	62.325	0.23718
0.11052	65.086	0.2326	62.269	0.23737
0.16578	65.161	0.23219	62.342	0.23695
0.22104	65.136	0.23237	62.319	0.23713
0.2763	65.123	0.23197	62.307	0.23673
0.33156	65.124	0.23221	62.308	0.23697
0.38683	65.084	0.23231	62.271	0.23707
0.44209	65.149	0.23209	62.333	0.23684
0.49735	65.004	0.23241	62.195	0.23717
0.55261	65.09	0.23183	62.279	0.23657
0.60787	65.088	0.23155	62.277	0.23629
0.66313	65.077	0.23194	62.267	0.23669
0.71839	65.088	0.23184	62.279	0.23658
0.77365	65.121	0.2316	62.311	0.23634
0.82891	65.097	0.23147	62.288	0.23621
0.88417	65.117	0.2314	62.307	0.23614
0.93943	65.051	0.2317	62.245	0.23644
0.99469	65.165	0.23129	62.355	0.23602
1.05	65.054	0.23141	62.249	0.23615
1.1052	65.096	0.23159	62.29	0.23632
1.1605	65.056	0.23127	62.252	0.236
1.2157	65.129	0.23115	62.323	0.23588
1.271	65.191	0.2308	62.383	0.23551
1.3263	65.159	0.23105	62.352	0.23576
1.3815	65.234	0.23068	62.425	0.23539
1.4368	65.207	0.23051	62.4	0.23522
1.492	65.182	0.23059	62.377	0.2353
1.5473	65.162	0.23083	62.357	0.23554
1.6026	65.163	0.23052	62.359	0.23523
1.6578	65.173	0.23071	62.369	0.23541
1.7131	65.217	0.23017	62.411	0.23486
1.7683	65.199	0.23008	62.394	0.23478
1.8236	65.146	0.23016	62.345	0.23487
1.8789	65.108	0.23016	62.308	0.23486
1.9341	65.159	0.22986	62.358	0.23455
1.9894	65.117	0.22975	62.318	0.23445
2.0447	65.14	0.22963	62.34	0.23432
2.0999	65.214	0.22921	62.412	0.23389
2.1552	65.161	0.22933	62.362	0.23402
2.2104	65.18	0.22928	62.381	0.23396
2.2657	65.223	0.22962	62.423	0.23429
2.321	65.225	0.22986	62.426	0.23453
2.3762	65.258	0.22969	62.458	0.23436
2.4315	65.235	0.22931	62.435	0.23398
2.4867	65.296	0.22909	62.496	0.23375
2.542	65.368	0.22849	62.565	0.23314
2.5973	65.416	0.22839	62.612	0.23304
2.6525	65.448	0.22842	62.643	0.23305
2.7078	65.423	0.22815	62.62	0.23278
2.763	65.494	0.22781	62.689	0.23244
2.8183	65.526	0.22793	62.72	0.23255
2.8736	65.57	0.22741	62.763	0.23202
2.9288	65.559	0.22754	62.753	0.23215
2.9841	65.499	0.22732	62.696	0.23194
3.0393	65.454	0.2274	62.653	0.23201
3.0946	65.495	0.22709	62.693	0.2317
3.1499	65.496	0.22743	62.694	0.23204
3.2051	65.471	0.22745	62.671	0.23206
3.2604	65.47	0.22746	62.671	0.23207
3.3156	65.519	0.2271	62.718	0.2317
3.3709	65.471	0.22685	62.673	0.23146
3.4262	65.485	0.227	62.687	0.23161
3.4814	65.508	0.22666	62.71	0.23126
3.5367	65.52	0.22632	62.721	0.23091
3.592	65.482	0.22641	62.686	0.23101
3.6472	65.58	0.22593	62.78	0.23051
3.7025	65.555	0.22583	62.756	0.23041
3.7577	65.641	0.22546	62.839	0.23003
3.813	65.572	0.22578	62.773	0.23035
3.8683	65.513	0.22568	62.717	0.23026
3.9235	65.548	0.22522	62.752	0.22979
