MTJend_BEST			mass_A		
t	x	y	t	x	y
0.00000000000000	7.04997804800000	1.96782697100000	0.00000000000000	4.99147111600000	9.17677891800000
0.05961251863000	7.08202984100000	1.96583586100000	0.05961251863000	4.99115398200000	9.17619925700000
0.11922503730000	7.19042374500000	1.95726845600000	0.11922503730000	4.98991173700000	9.17603938400000
0.17883755590000	7.23216496900000	1.95492756300000	0.17883755590000	4.98733305400000	9.17566747600000
0.23845007450000	7.31221057300000	1.94750030200000	0.23845007450000	4.98570887500000	9.17549465900000
0.29806259310000	7.37530737500000	1.94348035900000	0.29806259310000	4.98687804900000	9.17503129700000
0.35767511180000	7.37807311500000	1.94273947700000	0.35767511180000	4.98108605100000	9.17540691800000
0.41728763040000	7.37470401400000	1.94226737900000	0.41728763040000	4.98332699100000	9.17600464100000
0.47690014900000	7.42561357200000	1.93865915600000	0.47690014900000	4.98208239400000	9.17691035200000
0.53651266770000	7.44852823500000	1.93830125500000	0.53651266770000	4.98669164400000	9.17743784200000
0.59612518630000	7.44026496300000	1.93929197400000	0.59612518630000	4.98853563300000	9.17762056600000
0.65573770490000	7.49778111000000	1.93452512000000	0.65573770490000	4.98960116900000	9.17811756700000
0.71535022350000	7.56991021900000	1.92942536500000	0.71535022350000	4.99773579100000	9.17802984200000
0.77496274220000	7.59720769900000	1.92726824800000	0.77496274220000	5.00403505700000	9.17805970400000
0.83457526080000	7.59708298000000	1.92876795500000	0.83457526080000	5.00447012800000	9.17793032500000
0.89418777940000	7.63496605600000	1.92747373700000	0.89418777940000	5.02391380200000	9.17809238200000
0.95380029810000	7.70619987200000	1.92529130200000	0.95380029810000	5.04360141100000	9.17556407200000
1.01341281700000	7.75514943500000	1.92182339900000	1.01341281700000	5.08663379300000	9.17283078900000
1.07302533500000	7.79207332400000	1.92004027900000	1.07302533500000	5.10377958400000	9.17034750200000
1.13263785400000	7.80726718800000	1.91955522200000	1.13263785400000	5.12639400600000	9.16886248300000
1.19225037300000	7.83939807000000	1.91560478100000	1.19225037300000	5.15090076200000	9.16786610400000
1.25186289100000	7.87816741200000	1.91160285700000	1.25186289100000	5.17222247300000	9.16562381700000
1.31147541000000	7.89244939000000	1.90914250600000	1.31147541000000	5.19926203800000	9.16648905800000
1.37108792800000	7.91351039500000	1.90756957300000	1.37108792800000	5.19070830000000	9.16712207400000
1.43070044700000	7.98319810300000	1.90218307500000	1.43070044700000	5.19947755300000	9.16560648300000
1.49031296600000	8.02423436700000	1.89947973100000	1.49031296600000	5.20013233800000	9.16546900200000
1.54992548400000	8.06094892600000	1.89630671900000	1.54992548400000	5.20525260800000	9.16464045900000
1.60953800300000	8.12137330100000	1.89220497400000	1.60953800300000	5.20666130700000	9.16332958100000
1.66915052200000	8.16270647000000	1.88987242700000	1.66915052200000	5.20819793700000	9.16323714600000
1.72876304000000	8.17923178800000	1.88892114500000	1.72876304000000	5.20606295200000	9.16328107200000
