FASC_sup			mass_A		
t	x	y	t	x	y
0.00000000000000	7.92441575300000	19.39653288000000	0.00000000000000	9.47756111200000	25.45316138000000
0.05526083112000	7.95412406400000	19.40089237000000	0.05526083112000	9.48054634800000	25.45367368000000
0.11052166220000	8.01108095000000	19.40034102000000	0.11052166220000	9.48339775500000	25.45377547000000
0.16578249340000	8.03651853300000	19.39999738000000	0.16578249340000	9.48575193700000	25.45374662000000
0.22104332450000	8.05099616500000	19.39965518000000	0.22104332450000	9.48842655900000	25.45408639000000
0.27630415560000	8.05792163400000	19.39957834000000	0.27630415560000	9.49640424200000	25.45383872000000
0.33156498670000	8.13369001300000	19.39640182000000	0.33156498670000	9.50508833900000	25.45239557000000
0.38682581790000	8.15650855700000	19.39738824000000	0.38682581790000	9.49889274500000	25.45315929000000
0.44208664900000	8.18301156800000	19.39825608000000	0.44208664900000	9.51275727000000	25.45318498000000
0.49734748010000	8.19243697800000	19.40105547000000	0.49734748010000	9.54228968200000	25.45156469000000
0.55260831120000	8.15173035900000	19.39788122000000	0.55260831120000	9.59591607700000	25.44991459000000
0.60786914240000	8.12650440100000	19.39789542000000	0.60786914240000	9.61351953400000	25.44860043000000
0.66312997350000	8.13849590600000	19.39671800000000	0.66312997350000	9.61326541100000	25.44958344000000
0.71839080460000	8.15906206900000	19.39716700000000	0.71839080460000	9.60863588600000	25.45002037000000
0.77365163570000	8.26484926200000	19.39350052000000	0.77365163570000	9.60939587200000	25.45083113000000
0.82891246680000	8.40942101900000	19.39747139000000	0.82891246680000	9.60560788900000	25.45166117000000
0.88417329800000	8.40220464000000	19.39421186000000	0.88417329800000	9.60465671700000	25.45226862000000
0.93943412910000	8.40352903300000	19.39403845000000	0.93943412910000	9.61456229600000	25.45156875000000
0.99469496020000	8.38147846000000	19.39228435000000	0.99469496020000	9.60903928200000	25.45171300000000
1.04995579100000	8.39426048600000	19.39123416000000	1.04995579100000	9.60451651900000	25.45145112000000
1.10521662200000	8.38312222900000	19.39021207000000	1.10521662200000	9.60302070200000	25.45130178000000
1.16047745400000	8.38296273900000	19.39009360000000	1.16047745400000	9.59950754500000	25.45110711000000
1.21573828500000	8.38217660800000	19.39038364000000	1.21573828500000	9.59677742300000	25.45128707000000
1.27099911600000	8.36777485000000	19.38939278000000	1.27099911600000	9.59608981500000	25.45105410000000
1.32625994700000	8.37077301700000	19.39048171000000	1.32625994700000	9.59618829000000	25.45133891000000
1.38152077800000	8.35683317000000	19.38800710000000	1.38152077800000	9.59373286900000	25.45097924000000
1.43678160900000	8.35086904900000	19.38768943000000	1.43678160900000	9.59367718300000	25.45100631000000
1.49204244000000	8.35876516800000	19.38800533000000	1.49204244000000	9.59378921000000	25.45112585000000
1.54730327100000	8.35613261700000	19.38714888000000	1.54730327100000	9.59278884200000	25.45111188000000
1.60256410300000	8.34444197800000	19.38447664000000	1.60256410300000	9.59490164300000	25.45064517000000
