FASC_Dist_BEST			mass_A		
2.14605067100000	17.63130467000000	1.12032263300000	2.02682563300000	3.39653286300000	8.45477282500000
2.20566318900000	17.67164383000000	1.11827529200000	2.08643815200000	3.39773088200000	8.45473368200000
2.26527570800000	17.74838218000000	1.11286402100000	2.14605067100000	3.39909612000000	8.45480444200000
2.32488822700000	17.83860923000000	1.10703513700000	2.20566318900000	3.39629602000000	8.45505343800000
2.38450074500000	17.89085207000000	1.10247603200000	2.26527570800000	3.39658236700000	8.45510713800000
2.44411326400000	17.97171538000000	1.09294823600000	2.32488822700000	3.39705433300000	8.45516731900000
2.50372578200000	18.01884194000000	1.08847152500000	2.38450074500000	3.39589389700000	8.45581756000000
2.56333830100000	18.10767824000000	1.08232996700000	2.44411326400000	3.39691866400000	8.45578859100000
2.62295082000000	18.15344230000000	1.07947946400000	2.50372578200000	3.39531078200000	8.45629972600000
2.68256333800000	18.25001365000000	1.06964222700000	2.56333830100000	3.39672720200000	8.45603331600000
2.74217585700000	18.28434108000000	1.06655530300000	2.62295082000000	3.39453091900000	8.45846490000000
2.80178837600000	18.39217922000000	1.05629928800000	2.68256333800000	3.39467535000000	8.45874647800000
2.86140089400000	18.43697027000000	1.05391017800000	2.74217585700000	3.39424847300000	8.46066290900000
2.92101341300000	18.52746275000000	1.04498607000000	2.80178837600000	3.39483988600000	8.45952288100000
2.98062593100000	18.58290619000000	1.04191453400000	2.86140089400000	3.39356353600000	8.46019460400000
3.04023845000000	18.66744528000000	1.03344846500000	2.92101341300000	3.39432925100000	8.45997740000000
3.09985096900000	18.72443179000000	1.02892795300000	2.98062593100000	3.39547945500000	8.45931251200000
3.15946348700000	18.80136801000000	1.02240952700000	3.04023845000000	3.39468305500000	8.45836886700000
3.21907600600000	18.83167724000000	1.02025857200000	3.09985096900000	3.39811203100000	8.45732619700000
3.27868852500000	18.85880056000000	1.02090755400000	3.15946348700000	3.39782361300000	8.45658307600000
3.33830104300000	18.90962291000000	1.01846515700000	3.21907600600000	3.39722278300000	8.45723335800000
3.39791356200000	18.94550354000000	1.01696049900000	3.27868852500000	3.39325559500000	8.45667336700000
3.45752608000000	18.97763290000000	1.01389956800000	3.33830104300000	3.39582354600000	8.45576011000000
3.51713859900000	19.02081095000000	1.01067476100000	3.39791356200000	3.39240852100000	8.45645626600000
3.57675111800000	19.04104648000000	1.00884125600000	3.45752608000000	3.39517655200000	8.45568589600000
3.63636363600000	19.11892321000000	0.99956496920000	3.51713859900000	3.39536323300000	8.45504029000000
3.69597615500000	19.18146318000000	0.99141407660000	3.57675111800000	3.39668289000000	8.45507505500000
3.75558867400000	19.25229370000000	0.98478098790000	3.63636363600000	3.39673745000000	8.45482799300000
3.81520119200000	19.31328892000000	0.98060424170000	3.69597615500000	3.39912293400000	8.45451036500000
3.87481371100000	19.35597474000000	0.97505844380000	3.75558867400000	3.39839114300000	8.45528880300000
3.93442623000000	19.40261573000000	0.97211448890000	3.81520119200000	3.40591916100000	8.45403287700000
3.99403874800000	19.48925477000000	0.96646338490000	3.87481371100000	3.40547035100000	8.45409489000000
4.05365126700000	19.56854753000000	0.95959153580000	3.93442623000000	3.40700603500000	8.45409996200000
4.11326378500000	19.61629296000000	0.95756150750000	3.99403874800000	3.40981169000000	8.45410850300000
4.17287630400000	19.67559920000000	0.95222175920000	4.05365126700000	3.40679534800000	8.45473719700000
4.23248882300000	19.74983505000000	0.94473857300000	4.11326378500000	3.40676833000000	8.45571894600000
4.29210134100000	19.78017458000000	0.94155689990000	4.17287630400000	3.40516573100000	8.45618286600000
4.35171386000000	19.82890248000000	0.93606290050000	4.23248882300000	3.40208548400000	8.45652769600000
4.41132637900000	19.87992512000000	0.93094095730000	4.29210134100000	3.40064775600000	8.45781740100000
4.47093889700000	19.92285525000000	0.92667606210000	4.35171386000000	3.40124638600000	8.45848340800000
4.53055141600000	19.96851510000000	0.92378254180000	4.41132637900000	3.39708658100000	8.45883016000000
4.59016393400000	20.02311666000000	0.91708634410000	4.47093889700000	3.39599046900000	8.45882822200000
4.64977645300000	20.07479428000000	0.90854758480000	4.53055141600000	3.39720051200000	8.45900407800000
4.70938897200000	20.11805284000000	0.90318120670000	4.59016393400000	3.39501065500000	8.45789877500000
4.76900149000000	20.13085985000000	0.90093329990000	4.64977645300000	3.39736108500000	8.45583632900000
4.82861400900000	20.24323593000000	0.89073489210000	4.70938897200000	3.39433201400000	8.45672490900000
4.88822652800000	20.33567953000000	0.88376590200000	4.76900149000000	3.39460488000000	8.45693586500000
4.94783904600000	20.42067714000000	0.87354073120000	4.82861400900000	3.39570896700000	8.45646031400000
5.00745156500000	20.42842416000000	0.87302895750000	4.88822652800000	3.39708295100000	8.45518859400000
5.06706408300000	20.44240375000000	0.87469958070000	4.94783904600000	3.40117270400000	8.45401320900000
5.12667660200000	20.47109543000000	0.87556111900000	5.00745156500000	3.40126870700000	8.45474080600000
5.18628912100000	20.56234894000000	0.86951961900000	5.06706408300000	3.40169786000000	8.45543959300000
5.24590163900000	20.61273095000000	0.86597495680000	5.12667660200000	3.40537508500000	8.45397406600000
5.30551415800000	20.67814771000000	0.85946684320000	5.18628912100000	3.40799996800000	8.45362394600000
5.36512667700000	20.69652093000000	0.85896858870000	5.24590163900000	3.40700974300000	8.45550279000000
5.42473919500000	20.72852265000000	0.85612144150000	5.30551415800000	3.40316965400000	8.45505761300000
5.48435171400000	20.80454042000000	0.84926321870000	5.36512667700000	3.40086479200000	8.45573329100000
5.54396423200000	20.85969972000000	0.84578876880000	5.42473919500000	3.40051110700000	8.45484442100000
5.60357675100000	20.94151772000000	0.83981009000000	5.48435171400000	3.40497258800000	8.45431955200000
5.66318927000000	21.00675199000000	0.83249749480000	5.54396423200000	3.40330525400000	8.45512687500000
5.72280178800000	21.06744871000000	0.82678553030000	5.60357675100000	3.40416944100000	8.45590604800000
5.78241430700000	21.09620298000000	0.82354794600000	5.66318927000000	3.40619768800000	8.45552023200000
5.84202682600000	21.17218341000000	0.81604121490000	5.72280178800000	3.40506727200000	8.45612578300000
5.90163934400000	21.22765133000000	0.81185965710000	5.78241430700000	3.40442381600000	8.45531666200000
5.96125186300000	21.29922877000000	0.80421697190000	5.84202682600000	3.40378713400000	8.45500277300000
6.02086438200000	21.34286225000000	0.80159141210000	5.90163934400000	3.40321408900000	8.45481187900000
6.08047690000000	21.45551472000000	0.79054914580000	5.96125186300000	3.40262229500000	8.45458936800000
6.14008941900000	21.53877857000000	0.78486251540000	6.02086438200000	3.40367549700000	8.45514893200000
6.19970193700000	21.60022999000000	0.78000115290000	6.08047690000000	3.40290808200000	8.45538310500000
6.25931445600000	21.64185786000000	0.77868253730000	6.14008941900000	3.40366085200000	8.45455192700000
6.31892697500000	21.65708241000000	0.77635905300000	6.19970193700000	3.39960251100000	8.45523444600000
6.37853949300000	21.71120425000000	0.77141961120000	6.25931445600000	3.40204717100000	8.45504643900000
6.43815201200000	21.74123345000000	0.76772299710000	6.31892697500000	3.40136052300000	8.45498537600000
6.49776453100000	21.82151834000000	0.75910642780000	6.37853949300000	3.40555547000000	8.45564008300000
6.55737704900000	21.93472600000000	0.74654895830000	6.43815201200000	3.40530773600000	8.45659712300000
6.61698956800000	22.06111634000000	0.73234565220000	6.49776453100000	3.41017020900000	8.45673360700000
6.67660208600000	22.05973960000000	0.73630462860000	6.55737704900000	3.41990336400000	8.44702410300000
6.73621460500000	22.05875890000000	0.73914465460000	6.61698956800000	3.41957308700000	8.44412896900000
6.79582712400000	22.15176127000000	0.73067803120000	6.67660208600000	3.40867917200000	8.44756963700000
6.85543964200000	22.21997569000000	0.72629742280000	6.73621460500000	3.40909872100000	8.44948181800000
6.91505216100000	22.31573649000000	0.71796014980000	6.79582712400000	3.40943174300000	8.45208817400000
6.97466468000000	22.36631628000000	0.71436302710000	6.85543964200000	3.41319800400000	8.45281291000000
7.03427719800000	22.44697276000000	0.70564138080000	6.91505216100000	3.41130996000000	8.45365179500000
7.09388971700000	22.49810140000000	0.70051580780000	6.97466468000000	3.40509634500000	8.45440110800000
7.15350223500000	22.55070716000000	0.69624540220000	7.03427719800000	3.40447254300000	8.45489800600000
7.21311475400000	22.59692817000000	0.69148357840000	7.09388971700000	3.40480682500000	8.45501535200000
7.27272727300000	22.62003045000000	0.69012477560000	7.15350223500000	3.40488550200000	8.45518624300000
7.33233979100000	22.65825374000000	0.68740146820000	7.21311475400000	3.40372587100000	8.45513777100000
7.39195231000000	22.69321256000000	0.68447017150000	7.27272727300000	3.40032926000000	8.45511176400000
7.45156482900000	22.76334928000000	0.67842836080000	7.33233979100000	3.39920805500000	8.45516610300000
7.51117734700000	22.81716339000000	0.67240000440000	7.39195231000000	3.39784988100000	8.45522700000000
7.57078986600000	22.88614959000000	0.66607150530000	7.45156482900000	3.39798569400000	8.45521545500000
7.63040238500000	22.91790732000000	0.66017865000000	7.51117734700000	3.39648601300000	8.45595330900000
7.69001490300000	22.97885549000000	0.65251660510000	7.57078986600000	3.39599954400000	8.45580165200000
7.74962742200000	23.10453039000000	0.63507606820000	7.63040238500000	3.39500421700000	8.45642098500000
7.80923994000000	23.16406472000000	0.62924903840000	7.69001490300000	3.39546472000000	8.45688460600000
7.86885245900000	23.18870905000000	0.63507206060000	7.74962742200000	3.39248510800000	8.45946041200000
7.92846497800000	23.23332138000000	0.63692803890000	7.80923994000000	3.39420415200000	8.45864958300000
7.98807749600000	23.26984518000000	0.63559464550000	7.86885245900000	3.39763110400000	8.45668828300000
8.04769001500000	23.32920753000000	0.63111393760000	7.92846497800000	3.40207258100000	8.45759782800000
8.10730253400000	23.37491701000000	0.62951589780000	7.98807749600000	3.40417135700000	8.45655802900000
8.16691505200000	23.40310687000000	0.62694992880000	8.04769001500000	3.40424215000000	8.45634465900000
8.22652757100000	23.46000482000000	0.62259337240000	8.10730253400000	3.40180404300000	8.45599299900000
8.28614008900000	23.50014697000000	0.61736834950000	8.16691505200000	3.40225209600000	8.45589776800000
8.34575260800000	23.57836676000000	0.61163083050000	8.22652757100000	3.40673041200000	8.45510195500000
8.40536512700000	23.60783698000000	0.60820697000000	8.28614008900000	3.41182554800000	8.45382928800000
8.46497764500000	23.66029413000000	0.60290042460000	8.34575260800000	3.40695674900000	8.45473367700000
8.52459016400000	23.74851896000000	0.59399745610000	8.40536512700000	3.40673424600000	8.45453267300000
8.58420268300000	23.79000077000000	0.59022451430000	8.46497764500000	3.40535592000000	8.45456850800000
8.64381520100000	23.82272440000000	0.58616479770000	8.52459016400000	3.40666554300000	8.45484413600000
8.70342772000000	23.86170937000000	0.58192939570000	8.58420268300000	3.40328253500000	8.45523799800000
8.76304023800000	23.89397345000000	0.57939366570000	8.64381520100000	3.40224128400000	8.45520896900000
8.82265275700000	23.92498238000000	0.57765919900000	8.70342772000000	3.40159269000000	8.45512443200000
8.88226527600000	23.98686204000000	0.57366963730000	8.76304023800000	3.40137227300000	8.45460188200000
8.94187779400000	24.03147101000000	0.56894358550000	8.82265275700000	3.40030405600000	8.45448533200000
9.00149031300000	24.07640946000000	0.56382780180000	8.88226527600000	3.39954921400000	8.45500448500000
9.06110283200000	24.10761727000000	0.56254885430000	8.94187779400000	3.40039773800000	8.45469018300000
9.12071535000000	24.13898752000000	0.56004699230000	9.00149031300000	3.40096471200000	8.45494484000000
9.18032786900000	24.18721467000000	0.55592524110000	9.06110283200000	3.40010764300000	8.45492087500000
9.23994038700000	24.18083806000000	0.55549346830000	9.12071535000000	3.39768978900000	8.45507059300000
9.29955290600000	24.18090779000000	0.55591483310000	9.18032786900000	3.39846512000000	8.45493794600000
9.35916542500000	24.22704464000000	0.55331653920000	9.23994038700000	3.39819959100000	8.45481124000000
9.41877794300000	24.27953508000000	0.54908402130000	9.29955290600000	3.39706251000000	8.45508169000000
9.47839046200000	24.31683461000000	0.54513833570000	9.35916542500000	3.39761808500000	8.45496194700000
9.53800298100000	24.33546587000000	0.54323779680000	9.41877794300000	3.39894504000000	8.45492703500000
9.59761549900000	24.34798908000000	0.53949087420000	9.47839046200000	3.39792340600000	8.45498461000000
9.65722801800000	24.38182534000000	0.53757192300000	9.53800298100000	3.39779650300000	8.45484038100000
9.71684053700000	24.42011452000000	0.53262768370000	9.59761549900000	3.39782315000000	8.45493124100000
9.77645305500000	24.45342166000000	0.53154476340000	9.65722801800000	3.39734015100000	8.45506774500000
9.83606557400000	24.48333831000000	0.52793436950000	9.71684053700000	3.39826126100000	8.45492420800000
9.89567809200000	24.50914173000000	0.52823669870000	9.77645305500000	3.39815568200000	8.45513179600000
9.95529061100000	24.53469295000000	0.52586783340000	9.83606557400000	3.39945536900000	8.45490105100000
10.01490313000000	24.56687701000000	0.52381927180000	9.89567809200000	3.39864843100000	8.45493496800000
10.07451565000000	24.59051975000000	0.52078389200000	9.95529061100000	3.39849439300000	8.45476067200000
10.13412817000000	24.62111591000000	0.51794932160000	10.01490313000000	3.40029309500000	8.45483656800000
10.19374069000000	24.64022526000000	0.51392964890000	10.07451565000000	3.39950336900000	8.45458977100000
10.25335320000000	24.65026788000000	0.51289845160000	10.13412817000000	3.39964594900000	8.45450445400000
10.31296572000000	24.69029168000000	0.50874491150000	10.19374069000000	3.39904264700000	8.45461404400000
10.37257824000000	24.70558255000000	0.50767491350000	10.25335320000000	3.39894740700000	8.45472009200000
10.43219076000000	24.70584824000000	0.50618256450000	10.31296572000000	3.39905962000000	8.45456258000000
10.49180328000000	24.70006030000000	0.50675840010000	10.37257824000000	3.39957200200000	8.45458659700000
10.55141580000000	24.71039429000000	0.51211754910000	10.43219076000000	3.39873212200000	8.45436781400000
10.61102832000000	24.73499912000000	0.51986830330000	10.49180328000000	3.40065603700000	8.45393044600000
10.67064083000000	24.81203746000000	0.51406131580000	10.55141580000000	3.40429814400000	8.45330887000000
10.73025335000000	24.95078237000000	0.50145002940000	10.61102832000000	3.40753358200000	8.45418886200000
10.78986587000000	24.99213620000000	0.50077737970000	10.67064083000000	3.40923187200000	8.45453091400000
10.84947839000000	25.04103572000000	0.50593488220000	10.73025335000000	3.42057389500000	8.45266277200000
10.90909091000000	25.11537123000000	0.48580829640000	10.78986587000000	3.42298652200000	8.45359608600000
10.96870343000000	25.15665093000000	0.47635664180000	10.84947839000000	3.41826294300000	8.45665234400000
11.02831595000000	25.20925771000000	0.46910613170000	10.90909091000000	3.41680052000000	8.45952344400000
11.08792846000000	25.24030500000000	0.46684452260000	10.96870343000000	3.41642825600000	8.46118931700000
11.14754098000000	25.31632733000000	0.46480415370000	11.02831595000000	3.41455419100000	8.45985589300000
11.20715350000000	25.31267830000000	0.47415916730000	11.08792846000000	3.41012108600000	8.45899016500000
11.26676602000000	25.33701895000000	0.46616606920000	11.14754098000000	3.40419526900000	8.45807093000000
11.32637854000000	25.34857219000000	0.45867380680000	11.20715350000000	3.40222052600000	8.45658946500000
11.38599106000000	25.34719828000000	0.44049741070000	11.26676602000000	3.40105703700000	8.45620261000000
11.44560358000000	25.35629903000000	0.43735661300000	11.32637854000000	3.40243618800000	8.45577573600000
11.50521610000000	25.36051364000000	0.44556869590000	11.38599106000000	3.39959339800000	8.45577401700000
11.56482861000000	25.36233032000000	0.45029398990000	11.44560358000000	3.39980070300000	8.45573433700000
11.62444113000000	25.37430240000000	0.45146187030000	11.50521610000000	3.39953174100000	8.45546815000000
11.68405365000000	25.40409626000000	0.44719985530000	11.56482861000000	3.39922007200000	8.45542792900000
11.74366617000000	25.42486965000000	0.44646891750000	11.62444113000000	3.39863070800000	8.45531689200000
11.80327869000000	25.43727189000000	0.44422209010000	11.68405365000000	3.39764521300000	8.45560814600000
11.86289121000000	25.43499125000000	0.44641225020000	11.74366617000000	3.39793166600000	8.45565915500000
11.92250373000000	25.43192976000000	0.44528408690000	11.80327869000000	3.39815160700000	8.45573152500000
11.98211624000000	25.43174581000000	0.44495260610000	11.86289121000000	3.39746044900000	8.45566860800000
12.04172876000000	25.42900962000000	0.44421810090000	11.92250373000000	3.39639014400000	8.45570590300000
12.10134128000000	25.44236822000000	0.44362400670000	11.98211624000000	3.39846941600000	8.45540641100000
12.16095380000000	25.48248055000000	0.43774889040000	12.04172876000000	3.39772947100000	8.45527405000000
12.22056632000000	25.51529913000000	0.43502852250000	12.10134128000000	3.39800883100000	8.45523508600000
12.28017884000000	25.51416990000000	0.43638483740000	12.16095380000000	3.39868131200000	8.45496288100000
12.33979136000000	25.52906373000000	0.43484188490000	12.22056632000000	3.39875519900000	8.45487349000000
12.39940387000000	25.57425119000000	0.43130207700000	12.28017884000000	3.39888674800000	8.45489536500000
12.45901639000000	25.58457217000000	0.42936414790000	12.33979136000000	3.39977733400000	8.45516885700000
12.51862891000000	25.59622987000000	0.42711306530000	12.39940387000000	3.40031260000000	8.45517491500000
12.57824143000000	25.63650758000000	0.42580369930000	12.45901639000000	3.40012740300000	8.45509818300000
12.63785395000000	25.63785210000000	0.42685435750000	12.51862891000000	3.40043048100000	8.45512386200000
12.69746647000000	25.63853070000000	0.42715372170000	12.57824143000000	3.39999222400000	8.45531821500000
12.75707899000000	25.65930298000000	0.42586349560000	12.63785395000000	3.39961877400000	8.45514126700000
12.81669151000000	25.66538058000000	0.42597947780000	12.69746647000000	3.39928130400000	8.45514113600000
12.87630402000000	25.65867435000000	0.42499527560000	12.75707899000000	3.39944486900000	8.45513698400000
12.93591654000000	25.65754228000000	0.42554746980000	12.81669151000000	3.39849157000000	8.45527076200000
12.99552906000000	25.68019513000000	0.42463997970000	12.87630402000000	3.39888841900000	8.45521053500000
13.05514158000000	25.70661936000000	0.42205485170000	12.93591654000000	3.39967790900000	8.45495716900000
13.11475410000000	25.72142347000000	0.42020981030000	12.99552906000000	3.40050822100000	8.45480320200000
13.17436662000000	25.74654552000000	0.41692626140000	13.05514158000000	3.39909069400000	8.45481195300000
13.23397914000000	25.77869241000000	0.41482715560000	13.11475410000000	3.39868125900000	8.45534368300000
13.29359165000000	25.78267492000000	0.41470430530000	13.17436662000000	3.39861456200000	8.45537029700000
13.35320417000000	25.78993153000000	0.41440480880000	13.23397914000000	3.39925082300000	8.45527350400000
13.41281669000000	25.79393327000000	0.41278626870000	13.29359165000000	3.39890868500000	8.45526579200000
13.47242921000000	25.80653390000000	0.41217437550000	13.35320417000000	3.40021118500000	8.45474376100000
13.53204173000000	25.80714699000000	0.41249262090000	13.41281669000000	3.40020891000000	8.45499876300000
13.59165425000000	25.80385674000000	0.41255018160000	13.47242921000000	3.39961034100000	8.45509962300000
13.65126677000000	25.79605053000000	0.41384317660000	13.53204173000000	3.39951154100000	8.45532881000000
13.71087928000000	25.79257045000000	0.41685635110000	13.59165425000000	3.39876033300000	8.45529699300000
13.77049180000000	25.80101870000000	0.41530000100000	13.65126677000000	3.39892630400000	8.45494234600000
13.83010432000000	25.79188207000000	0.41515422430000	13.71087928000000	3.40005577900000	8.45513899100000
13.88971684000000	25.78642438000000	0.41540756720000	13.77049180000000	3.39847555400000	8.45537611100000
13.94932936000000	25.78269369000000	0.41790026830000	13.83010432000000	3.39683226500000	8.45571266200000
14.00894188000000	25.78325798000000	0.41754777910000	13.88971684000000	3.39770177600000	8.45560800600000
14.06855440000000	25.78578537000000	0.41677194890000	13.94932936000000	3.39691364800000	8.45555203300000
14.12816692000000	25.78328083000000	0.41590597710000	14.00894188000000	3.39786535500000	8.45557025400000
14.18777943000000	25.78283757000000	0.41535312520000	14.06855440000000	3.39801689200000	8.45527685200000
14.24739195000000	25.78121047000000	0.41516725300000	14.12816692000000	3.39734646900000	8.45531028700000
14.30700447000000	25.78674884000000	0.41519907370000	14.18777943000000	3.39810283000000	8.45553909800000
14.36661699000000	25.78794549000000	0.41539186320000	14.24739195000000	3.39766672900000	8.45536787300000
14.42622951000000	25.78237144000000	0.41494037650000	14.30700447000000	3.39703773500000	8.45532850300000
14.48584203000000	25.77729323000000	0.41545884650000	14.36661699000000	3.39765939800000	8.45530696100000
14.54545455000000	25.76259597000000	0.41805603090000	14.42622951000000	3.39715513700000	8.45544708000000
14.60506706000000	25.78854179000000	0.41584976040000	14.48584203000000	3.39555407600000	8.45562944200000
14.66467958000000	25.78759787000000	0.41507891880000	14.54545455000000	3.39634481600000	8.45566917800000
14.72429210000000	25.77907122000000	0.41491883800000	14.60506706000000	3.39656166600000	8.45630433300000
14.78390462000000	25.77961838000000	0.41497710090000	14.66467958000000	3.39550628400000	8.45602000900000
14.84351714000000	25.78396804000000	0.41511750950000	14.72429210000000	3.39621341500000	8.45553593600000
14.90312966000000	25.79114941000000	0.41492663150000	14.78390462000000	3.39640311300000	8.45546491800000
14.96274218000000	25.78523777000000	0.41735565000000	14.84351714000000	3.39588803700000	8.45538423500000
15.02235469000000	25.78667034000000	0.41665543890000	14.90312966000000	3.39680971500000	8.45563306200000
15.08196721000000	25.79425888000000	0.41433397890000	14.96274218000000	3.39697403200000	8.45542439200000
15.14157973000000	25.82142350000000	0.41151797560000	15.02235469000000	3.39714086400000	8.45614095500000
15.20119225000000	25.87525481000000	0.40419423390000	15.08196721000000	3.39546069100000	8.45663804300000
15.26080477000000	25.89431872000000	0.40624025610000	15.14157973000000	3.39621593600000	8.45776863800000
15.32041729000000	25.95282216000000	0.40752802760000	15.20119225000000	3.39211729300000	8.45880827600000
15.38002981000000	26.04443307000000	0.40669553350000	15.26080477000000	3.39581980400000	8.45980023500000
15.43964232000000	26.06492091000000	0.39858224620000	15.32041729000000	3.39736539500000	8.45946554400000
15.49925484000000	26.05800882000000	0.39676286450000	15.38002981000000	3.40097941800000	8.45916704900000
15.55886736000000	26.06983488000000	0.39360961530000	15.43964232000000	3.40150040700000	8.45796550300000
15.61847988000000	26.07672731000000	0.39120351930000	15.49925484000000	3.40063996000000	8.45627853000000
15.67809240000000	26.07762937000000	0.39023957490000	15.55886736000000	3.40242449700000	8.45621590200000
15.73770492000000	26.08104968000000	0.39013507480000	15.61847988000000	3.40200477600000	8.45527983700000
15.79731744000000	26.08724261000000	0.38953992790000	15.67809240000000	3.40353198900000	8.45469651000000
15.85692996000000	26.09232988000000	0.38800520330000	15.73770492000000	3.40136714000000	8.45452609500000
15.91654247000000	26.11300809000000	0.38661730630000	15.79731744000000	3.40045258900000	8.45437528400000
15.97615499000000	26.15004279000000	0.38361883070000	15.85692996000000	3.40139288100000	8.45440003000000
16.03576751000000	26.12666018000000	0.38697293980000	15.91654247000000	3.40478874400000	8.45379679700000
16.09538003000000	26.12763131000000	0.38665915850000	15.97615499000000	3.40334893800000	8.45437254700000
16.15499255000000	26.12969529000000	0.38683001510000	16.03576751000000	3.39988528200000	8.45477788800000
16.21460507000000	26.12965871000000	0.38774684150000	16.09538003000000	3.39822489400000	8.45449067800000
16.27421759000000	26.12354288000000	0.39081768860000	16.15499255000000	3.39653369300000	8.45473391500000
16.33383010000000	26.13227282000000	0.38783469030000	16.21460507000000	3.39593518400000	8.45459342400000
16.39344262000000	26.13095682000000	0.38942481640000	16.27421759000000	3.39580674900000	8.45455635800000
16.45305514000000	26.12428278000000	0.39008886860000	16.33383010000000	3.39567065700000	8.45477981000000
16.51266766000000	26.12842547000000	0.38945325540000	16.39344262000000	3.39604183900000	8.45485366600000
16.57228018000000	26.13602780000000	0.38729119100000	16.45305514000000	3.39411763600000	8.45522275200000
16.63189270000000	26.14304018000000	0.38287065700000	16.51266766000000	3.39451581300000	8.45548690700000
16.69150522000000	26.14819433000000	0.38142710050000	16.57228018000000	3.39429694800000	8.45561644700000
16.75111773000000	26.15253545000000	0.37994616220000	16.63189270000000	3.39515579800000	8.45563278500000
16.81073025000000	26.14763646000000	0.38047667430000	16.69150522000000	3.39639061100000	8.45561468000000
16.87034277000000	26.14615370000000	0.38076751230000	16.75111773000000	3.39693925100000	8.45566828100000
16.92995529000000	26.16762311000000	0.37853679230000	16.81073025000000	3.39657257600000	8.45501930200000
16.98956781000000	26.16030672000000	0.37912119300000	16.87034277000000	3.39762161900000	8.45493080300000
17.04918033000000	26.13828116000000	0.38391108800000	16.92995529000000	3.39945154600000	8.45502493700000
17.10879285000000	26.14033584000000	0.38293224220000	16.98956781000000	3.39591504000000	8.45508784800000
17.16840537000000	26.15002826000000	0.38006393370000	17.04918033000000	3.39656292400000	8.45545841200000
17.22801788000000	26.15173506000000	0.37890630500000	17.10879285000000	3.39610467800000	8.45529858200000
17.28763040000000	26.15007363000000	0.37920917760000	17.16840537000000	3.39647725500000	8.45535120500000
17.34724292000000	26.14329365000000	0.38060178660000	17.22801788000000	3.39524591400000	8.45523307400000
