1	31.21128833	32.43808626	39.64602167	39.9256775	31.21128833	5.630367659	27.45	25.75	35.75	35.6	25.75	4.65
2	31.58361596	21.24316133	40.01954476	29.47261005	21.24316133	5.630367659	26.9	18.2	31.35	26.85	18.2	4.65
3	20.70883242	38.21303808	29.98004725	29.49065651	20.70883242	5.630367659	9.5	25.95	26.95	24.55	9.5	4.65
4	39.57747633	38.74770525	39.67618378	39.71040712	38.74770525	5.630367659	15.3	31.25	30.25	31.35	15.3	4.65
5	17.47014271	18.67716319	29.67821184	28.73249413	17.47014271	5.630367659	16.95	11.8	27.85	24.7	11.8	4.65
6	19.22520051	15.02814311	25.04531401	14.28683384	14.28683384	5.630367659	16.25	13.1	21.3	12.1	12.1	4.65
7	22.79565301	25.31466702	32.24600731	37.67427581	22.79565301	5.630367659	16.4	14.85	25.15	27.9	14.85	4.65
8	10.96753303	16.5060047	28.80963594	14.90453336	10.96753303	5.630367659	7.25	14.05	22.8	12.55	7.25	4.65
9	30.36403825	31.38554948	39.50896573	30.29936211	30.29936211	5.630367659	19.45	20.5	31.75	22.6	19.45	4.65
10	14.42353977	19.79233732	34.26310658	28.2044773	14.42353977	5.630367659	10.95	18.65	29.1	23.25	10.95	4.65
11	19.95457132	24.6801657	35.42590382	28.16068814	19.95457132	5.630367659	14.3	23.35	34.9	26.55	14.3	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
13	13.10360386	17.22939914	17.53087089	20.59952408	13.10360386	5.630367659	6.8	13.15	15.85	16.3	6.8	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
15	13.47768943	21.2548014	22.87724686	19.04356112	13.47768943	5.630367659	11.95	16.15	19.75	16.95	11.95	4.65
16	20.31920523	10.61342864	15.1212367	22.55048854	10.61342864	5.630367659	15.35	6.85	13.25	23.8	6.85	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
18	21.37843209	17.81519854	29.59406666	17.32192185	17.32192185	5.630367659	12.85	10.6	21.65	15.05	10.6	4.65
19	15.21373737	13.0371293	14.79829693	11.33462599	11.33462599	5.630367659	11.45	11.9	12.8	9.8	9.8	4.65
20	17.10934871	23.91007869	18.03867339	15.3099812	15.3099812	5.630367659	7.3	17.05	16.35	13.85	7.3	4.65
21	10.140122	14.64324125	9.731148593	12.64545566	9.731148593	5.630367659	7.1	10	7.95	10.45	7.1	4.65
22	11.51212037	10.21639297	25.99258682	24.95575506	10.21639297	5.630367659	6.8	8.6	25.5	24.5	6.8	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
24	12.66038994	10.72365037	11.89404328	15.88411975	10.72365037	5.630367659	8.3	5.8	9.2	12.6	5.8	4.65
25	8.607481514	18.08882454	26.52781788	16.56629881	8.607481514	5.630367659	5.3	15.05	23.6	14.25	5.3	4.65
26	17.52054885	27.32843385	29.61767634	34.21117038	17.52054885	5.630367659	11.55	24.15	25.45	30.5	11.55	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
28	13.23952977	24.18319568	36.56777357	18.56285669	13.23952977	5.630367659	8.8	16.45	27.1	15.35	8.8	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
30	11.99396843	9.044295272	22.89066359	20.75088406	9.044295272	5.630367659	9.1	7.65	22.85	20	7.65	4.65
31	6.623970386	5.630367659	14.06405712	13.75983533	5.630367659	5.630367659	5.1	4.65	11.15	13.15	4.65	4.65
