Gfsup			Ext		
t	x	y	t	x	y
0	27.24054533	0.948542865	0	25.49258592	22.46388965
0.055260831	27.27161413	0.945878996	0.055260831	25.49123892	22.46416802
0.110521662	27.38957466	0.933124742	0.110521662	25.49042406	22.46434371
0.165782493	27.48174751	0.927043064	0.165782493	25.49119031	22.46408803
0.221043324	27.59547252	0.914224465	0.221043324	25.48908186	22.46454011
0.276304156	27.67601259	0.903183043	0.276304156	25.4893079	22.46461458
0.331564987	27.7672696	0.893516685	0.331564987	25.49125871	22.46431041
0.386825818	27.82988248	0.888825767	0.386825818	25.49029004	22.46455524
0.442086649	27.89147397	0.879059807	0.442086649	25.48977138	22.4648471
0.49734748	27.9324686	0.87112755	0.49734748	25.48940035	22.46509082
0.552608311	28.07791806	0.856103945	0.552608311	25.48727965	22.46522008
0.607869142	28.12662898	0.851168417	0.607869142	25.48821414	22.46532589
0.663129973	28.17323383	0.844533472	0.663129973	25.48912038	22.46488304
0.718390805	28.25277789	0.8394278	0.718390805	25.48906486	22.46473944
0.773651636	28.31940463	0.829057596	0.773651636	25.48928882	22.46488226
0.828912467	28.37206648	0.821735566	0.828912467	25.48813643	22.46492559
0.884173298	28.46427497	0.815226041	0.884173298	25.48683285	22.46528538
0.939434129	28.56448685	0.803858915	0.939434129	25.48435234	22.46546574
0.99469496	28.66667257	0.793680052	0.99469496	25.48525774	22.46525353
1.049955791	28.73267399	0.783404336	1.049955791	25.48926211	22.46453522
1.105216622	28.81776387	0.771791889	1.105216622	25.48900686	22.46478772
1.160477454	28.86938912	0.767898387	1.160477454	25.49010212	22.46446048
1.215738285	28.96107466	0.756686218	1.215738285	25.48965707	22.46446412
1.270999116	29.00425695	0.752519512	1.270999116	25.49065748	22.46424014
1.326259947	29.09278078	0.741678626	1.326259947	25.49096935	22.46437596
1.381520778	29.18356096	0.732759951	1.381520778	25.48975618	22.46445101
1.436781609	29.25121434	0.727420946	1.436781609	25.48846063	22.46464719
1.49204244	29.33404572	0.715974852	1.49204244	25.49138544	22.46408216
1.547303271	29.42508268	0.704042943	1.547303271	25.49020445	22.46430462
1.602564103	29.46025588	0.701529742	1.602564103	25.49062485	22.46421497
1.657824934	29.53072422	0.692740514	1.657824934	25.49051038	22.46441553
1.713085765	29.64631774	0.681473389	1.713085765	25.4905552	22.46425389
1.768346596	29.75617111	0.671501561	1.768346596	25.49095562	22.46436128
1.823607427	29.88794451	0.659188324	1.823607427	25.49063249	22.46455746
1.878868258	29.97692387	0.649611242	1.878868258	25.49130627	22.46440737
1.934129089	30.09681572	0.636327929	1.934129089	25.49245887	22.46409095
1.98938992	30.1570754	0.623240182	1.98938992	25.49220146	22.46422396
2.044650752	30.25871586	0.610699003	2.044650752	25.49207619	22.46436234
2.099911583	30.33861389	0.60829565	2.099911583	25.49206142	22.46423945
2.155172414	30.39796458	0.597355973	2.155172414	25.49213178	22.46431663
2.210433245	30.53373125	0.582315221	2.210433245	25.49221078	22.46426427
2.265694076	30.59133906	0.573219746	2.265694076	25.49276094	22.46410134
2.320954907	30.57785104	0.572316306	2.320954907	25.49140722	22.46441782
2.376215738	30.59916027	0.573392574	2.376215738	25.49169168	22.46425772
2.431476569	30.71038586	0.556618379	2.431476569	25.49103993	22.4645957
2.486737401	30.74921116	0.554384618	2.486737401	25.49000115	22.46439143
2.541998232	30.81677272	0.54892774	2.541998232	25.49139819	22.46434569
2.597259063	30.86114422	0.542917044	2.597259063	25.49200556	22.46453778
2.652519894	30.97826935	0.528864032	2.652519894	25.49201611	22.46431035
2.707780725	31.03003364	0.521364118	2.707780725	25.4916912	22.46434631
2.763041556	31.10618018	0.515707564	2.763041556	25.49158078	22.46431537
2.818302387	31.20805707	0.503204727	2.818302387	25.49128344	22.46432908
2.873563218	31.26777686	0.494406811	2.873563218	25.49082305	22.46454877
2.92882405	31.34094519	0.487152159	2.92882405	25.48911426	22.46497247
2.984084881	31.38836878	0.480716008	2.984084881	25.49079534	22.46468139
3.039345712	31.46665763	0.470812933	3.039345712	25.49017983	22.46474579
3.094606543	31.57986119	0.459359967	3.094606543	25.48955548	22.46470301
3.149867374	31.63647718	0.454062365	3.149867374	25.48952944	22.4646962
3.205128205	31.65962416	0.449926544	3.205128205	25.48755477	22.46489931
3.260389036	31.6710559	0.443413449	3.260389036	25.48764357	22.46502134
3.315649867	31.63999341	0.431466057	3.315649867	25.48903829	22.46486512
3.370910698	31.66728417	0.431442135	3.370910698	25.48900096	22.46483816
3.42617153	31.72147811	0.430258809	3.42617153	25.49019068	22.46470697
3.481432361	31.87775461	0.421276625	3.481432361	25.49086464	22.46491043
3.536693192	32.00915379	0.40820964	3.536693192	25.49151393	22.46467188
3.591954023	32.12983728	0.399742973	3.591954023	25.49140155	22.46443281
3.647214854	32.23071035	0.394550024	3.647214854	25.49022404	22.4646618
3.702475685	32.31641937	0.384462212	3.702475685	25.48930697	22.46461213
3.757736516	32.38723106	0.374042345	3.757736516	25.48995801	22.46479632
3.812997347	32.49436795	0.360285095	3.812997347	25.49093247	22.46452038
3.868258179	32.5855128	0.349474778	3.868258179	25.48944542	22.46515252
3.92351901	32.67255323	0.338232857	3.92351901	25.49095909	22.46514504
3.978779841	32.7207537	0.330003535	3.978779841	25.49350127	22.46472463
4.034040672	32.71205721	0.327009318	4.034040672	25.49333606	22.46442991
4.089301503	32.78033535	0.321841299	4.089301503	25.49173977	22.46467218
4.144562334	32.80651066	0.31796792	4.144562334	25.49165183	22.46463731
4.199823165	32.94348477	0.302357809	4.199823165	25.49062075	22.46457886
4.255083996	32.98552498	0.2979137	4.255083996	25.49017296	22.46483888
4.310344828	33.07269492	0.290208878	4.310344828	25.49113061	22.46452849
4.365605659	33.17749742	0.280311648	4.365605659	25.49161855	22.46477415
4.42086649	33.2603249	0.272127659	4.42086649	25.49046894	22.46512655
4.476127321	33.3924725	0.260563119	4.476127321	25.49096572	22.46530574
4.531388152	33.44998532	0.252696214	4.531388152	25.48919223	22.46591895
4.586648983	33.45843423	0.250667229	4.586648983	25.49142318	22.46539583
4.641909814	33.58521786	0.243271956	4.641909814	25.49143516	22.46513749
4.697170645	33.64002059	0.23888895	4.697170645	25.49259129	22.46505497
4.752431477	33.67869778	0.236137893	4.752431477	25.49112568	22.46475685
4.807692308	33.68682852	0.231414465	4.807692308	25.48953954	22.46521238
4.862953139	33.71405987	0.228042286	4.862953139	25.48831297	22.46482277
