GM fasc Prox			Ext		
3.868258179	31.21024752	1.380225259	3.868258179	25.02128145	25.79462762
3.92351901	31.29397932	1.368300541	3.92351901	25.02175864	25.79461279
3.978779841	31.32058439	1.364210339	3.978779841	25.02133854	25.795208
4.034040672	31.2998769	1.358520988	4.034040672	25.02195466	25.79469756
4.089301503	31.36622842	1.347721572	4.089301503	25.02027395	25.79481612
4.144562334	31.43059036	1.331442339	4.144562334	25.01882857	25.79541145
4.199823165	31.54352858	1.314278845	4.199823165	25.0183373	25.79516634
4.255083996	31.58848643	1.310659336	4.255083996	25.01655334	25.79548677
4.310344828	31.69048222	1.29608882	4.310344828	25.0165345	25.79569502
4.365605659	31.77637437	1.28865998	4.365605659	25.01722324	25.79539253
4.42086649	31.87627343	1.27668182	4.42086649	25.01796199	25.7954785
4.476127321	31.99825562	1.26417437	4.476127321	25.01833278	25.79558813
4.531388152	32.05359598	1.256186198	4.531388152	25.01768128	25.7956707
4.586648983	32.07564413	1.253395127	4.586648983	25.01645619	25.79565284
4.641909814	32.19013599	1.244742983	4.641909814	25.01735867	25.79584544
4.697170645	32.25341624	1.234906376	4.697170645	25.01619	25.79603424
4.752431477	32.30623329	1.228459423	4.752431477	25.01678805	25.79583905
4.807692308	32.35418431	1.218918698	4.807692308	25.01432482	25.7963318
4.862953139	32.37584841	1.216569317	4.862953139	25.01397037	25.79610316
4.91821397	32.44480828	1.211343768	4.91821397	25.01465707	25.79609725
4.973474801	32.49854396	1.201011222	4.973474801	25.01445938	25.79588013
5.028735632	32.51235591	1.197424703	5.028735632	25.01512151	25.79616415
5.083996463	32.6039573	1.185812689	5.083996463	25.01426233	25.79615528
5.139257294	32.60882423	1.1782809	5.139257294	25.01537663	25.79618014
5.194518126	32.6681852	1.171608076	5.194518126	25.01472259	25.79554325
5.249778957	32.72116088	1.165853213	5.249778957	25.01402231	25.79580998
5.305039788	32.85312668	1.152239263	5.305039788	25.01436547	25.79589691
5.360300619	32.9166033	1.142069538	5.360300619	25.01403443	25.79562498
5.41556145	33.06944909	1.126274255	5.41556145	25.01503172	25.79582096
5.470822281	33.13889687	1.120310484	5.470822281	25.01495064	25.79573466
5.526083112	33.23905429	1.106399433	5.526083112	25.015846	25.79580939
5.581343943	33.25077473	1.103044271	5.581343943	25.0153169	25.79595305
5.636604775	33.32790121	1.092112754	5.636604775	25.01560247	25.79568609
5.691865606	33.40278752	1.081310356	5.691865606	25.01562558	25.79553065
5.747126437	33.54479081	1.068650412	5.747126437	25.01659446	25.79551837
5.802387268	33.61630312	1.059048299	5.802387268	25.01549879	25.79592855
5.857648099	33.64495399	1.051583886	5.857648099	25.01565878	25.79569932
5.91290893	33.77179469	1.035944809	5.91290893	25.0155878	25.79589274
5.968169761	33.81141863	1.030297234	5.968169761	25.01566524	25.79552762
6.023430592	33.83867692	1.026325874	6.023430592	25.01454071	25.79577661
6.078691424	33.8291891	1.027459327	6.078691424	25.01366138	25.79576579
6.133952255	33.91740134	1.015198544	6.133952255	25.01443253	25.79561362
6.189213086	34.02207911	1.002695077	6.189213086	25.01434416	25.79560104
6.244473917	34.07032951	0.998430245	6.244473917	25.0147695	25.79576502
6.299734748	34.09980019	0.993798029	6.299734748	25.01450523	25.79543596
6.354995579	34.14076514	0.986074912	6.354995579	25.01390384	25.79581904
6.41025641	34.20853046	0.977909873	6.41025641	25.01389511	25.79566091
6.465517241	34.26478019	0.970074255	6.465517241	25.01389061	25.79580229
6.520778073	34.31023151	0.965531973	6.520778073	25.01391945	25.79568234
6.576038904	34.40033458	0.955539714	6.576038904	25.01466644	25.79575433
6.631299735	34.53156506	0.943743732	6.631299735	25.01569123	25.79564089
6.686560566	34.58668975	0.9375223	6.686560566	25.01607482	25.79548713
6.741821397	34.60025143	0.935706083	6.741821397	25.01535193	25.79556248
6.797082228	34.60641446	0.931553627	6.797082228	25.01429997	25.79587371
6.852343059	34.69247597	0.921107439	6.852343059	25.01497374	25.79583589
6.90760389	34.75904759	0.91281341	6.90760389	25.01404752	25.79595935
6.962864721	34.85071927	0.903501633	6.962864721	25.01551828	25.79564472
7.018125553	35.03816471	0.889973111	7.018125553	25.01589459	25.79552881
7.073386384	35.17377918	0.878478888	7.073386384	25.01661945	25.79547705
7.128647215	35.26631488	0.86112412	7.128647215	25.01748116	25.79537303
7.183908046	35.29707287	0.851550891	7.183908046	25.01706994	25.79523
7.239168877	35.36264734	0.839047737	7.239168877	25.01643671	25.795549
7.294429708	35.43217605	0.832123186	7.294429708	25.01673709	25.79567609
7.349690539	35.48583435	0.824005557	7.349690539	25.01625153	25.79572073
7.40495137	35.53451573	0.818687821	7.40495137	25.01571375	25.79539086
7.460212202	35.56253238	0.816869493	7.460212202	25.01686027	25.79540259
7.515473033	35.59295568	0.820906366	7.515473033	25.01487537	25.79579349
7.570733864	35.62296181	0.812115336	7.570733864	25.01577293	25.79481971
7.625994695	35.64869282	0.804329032	7.625994695	25.01290008	25.79554404
7.681255526	35.60700635	0.801541326	7.681255526	25.01262788	25.79564075
7.736516357	35.59126151	0.799014752	7.736516357	25.00824862	25.79647763
7.791777188	35.57642131	0.798954047	7.791777188	25.00886819	25.79633461
7.847038019	35.59889422	0.796377085	7.847038019	25.01012561	25.79648352
7.902298851	35.64304024	0.799129538	7.902298851	25.01294984	25.79599805
7.957559682	35.80539952	0.781240992	7.957559682	25.01459317	25.79572589
8.012820513	35.82794252	0.783975864	8.012820513	25.01529855	25.79576543
8.068081344	35.90836826	0.768969919	8.068081344	25.01771386	25.79546268
8.123342175	35.93054119	0.767734571	8.123342175	25.01594443	25.79585807
8.178603006	35.97973949	0.756692574	8.178603006	25.01589555	25.79581497
8.233863837	35.9971114	0.756665815	8.233863837	25.01388284	25.79612049
8.289124668	36.04040507	0.750380877	8.289124668	25.01428864	25.79607662
8.3443855	36.11228318	0.748282906	8.3443855	25.01655461	25.79556752
8.399646331	36.17595895	0.742502545	8.399646331	25.01774752	25.79538003
8.454907162	36.26119451	0.732872625	8.454907162	25.01577428	25.7956177
8.510167993	36.32284002	0.716508861	8.510167993	25.01504833	25.79569991
8.565428824	36.40544571	0.712796625	8.565428824	25.0167769	25.79519387
8.620689655	36.43954229	0.704436416	8.620689655	25.01412943	25.7958627
8.675950486	36.50847493	0.695584414	8.675950486	25.0159704	25.79522159
8.731211317	36.58237913	0.687352157	8.731211317	25.01743968	25.79530881
8.786472149	36.69584428	0.672728598	8.786472149	25.01678469	25.79513193
8.84173298	36.74486958	0.665653454	8.84173298	25.0173387	25.79489666
8.896993811	36.81110486	0.656874035	8.896993811	25.01703154	25.79478659
8.952254642	36.84760774	0.651336408	8.952254642	25.01767234	25.79508686
9.007515473	36.92051344	0.641897794	9.007515473	25.01649253	25.79541208
9.062776304	36.96299856	0.640954574	9.062776304	25.01673682	25.79532187
9.118037135	36.98503876	0.63999393	9.118037135	25.01795802	25.7949263
9.173297966	37.08929727	0.628521997	9.173297966	25.0170971	25.79492168
9.228558798	37.16223269	0.618497801	9.228558798	25.01787048	25.79452744
9.283819629	37.21291908	0.607645008	9.283819629	25.01941102	25.7945737
9.33908046	37.27775279	0.600967318	9.33908046	25.01776872	25.79484115
9.394341291	37.37103928	0.587782217	9.394341291	25.01840697	25.79480213
9.449602122	37.43056421	0.582192273	9.449602122	25.01815637	25.79495885
9.504862953	37.49494548	0.57191474	9.504862953	25.0175851	25.79517487
9.560123784	37.57293044	0.564823457	9.560123784	25.01812501	25.79498789
9.615384615	37.66645946	0.554766294	9.615384615	25.01843254	25.7950047
9.670645447	37.73618554	0.548498734	9.670645447	25.01862177	25.79498531
9.725906278	37.80613423	0.540662666	9.725906278	25.01846421	25.79528399
9.781167109	37.89237768	0.529295348	9.781167109	25.018453	25.79516093
9.83642794	37.94632635	0.519103064	9.83642794	25.0160206	25.79574429
9.891688771	38.00552707	0.51123856	9.891688771	25.01821204	25.795038
9.946949602	38.07761728	0.498037937	9.946949602	25.01715003	25.79559326
10.00221043	38.1247348	0.494095427	10.00221043	25.02067813	25.79501336
10.05747126	38.26275444	0.476788257	10.05747126	25.0212606	25.79491991
10.1127321	38.29638469	0.473979606	10.1127321	25.0197502	25.79547572
10.16799293	38.32662593	0.467106155	10.16799293	25.02145471	25.79504939
10.22325376	38.32307277	0.466011961	10.22325376	25.01895188	25.79561051
10.27851459	38.30625715	0.464763309	10.27851459	25.01721586	25.79600508
10.33377542	38.28211735	0.465223003	10.33377542	25.0150159	25.79628428
10.38903625	38.28694363	0.464603823	10.38903625	25.01354185	25.79621586
10.44429708	38.29528194	0.466106507	10.44429708	25.01292292	25.79621352
10.49955791	38.30534162	0.465090818	10.49955791	25.01379674	25.79611136
10.55481874	38.3059131	0.462381035	10.55481874	25.01381251	25.79619055
10.61007958	38.30517824	0.461707253	10.61007958	25.01224381	25.79639361
10.66534041	38.30899991	0.456475527	10.66534041	25.01296691	25.79637181
10.72060124	38.2991722	0.456349987	10.72060124	25.01154805	25.79650839
10.77586207	38.28385889	0.445863556	10.77586207	25.01174099	25.79644856
10.8311229	38.30048418	0.447012132	10.8311229	25.01171439	25.79618759
10.88638373	38.31498559	0.447952329	10.88638373	25.01341075	25.79588156
10.94164456	38.30361126	0.444969643	10.94164456	25.01205125	25.79618522
10.99690539	38.30509322	0.444307792	10.99690539	25.01233886	25.79600134
11.05216622	38.29215006	0.450588022	11.05216622	25.01210888	25.79613184
11.10742706	38.29927517	0.446405606	11.10742706	25.01170143	25.79620666
11.16268789	38.29204854	0.448930475	11.16268789	25.01305337	25.79588545
11.21794872	38.30926496	0.449721025	11.21794872	25.01295526	25.79606454
11.27320955	38.34187646	0.44726354	11.27320955	25.01379222	25.79609645
11.32847038	38.41681339	0.445144716	11.32847038	25.01341354	25.7959457
11.38373121	38.42778421	0.440001623	11.38373121	25.01361512	25.79605445
11.43899204	38.43185846	0.439191607	11.43899204	25.01360605	25.79600047
11.49425287	38.42402891	0.438192717	11.49425287	25.01203267	25.79622279
11.5495137	38.42608713	0.435448669	11.5495137	25.01269603	25.79609375
11.60477454	38.43258543	0.431774313	11.60477454	25.01177883	25.79648597
11.66003537	38.46660289	0.420970216	11.66003537	25.01117612	25.79670625
11.7152962	38.47037825	0.426080458	11.7152962	25.01163005	25.7965194
11.77055703	38.55767986	0.418002555	11.77055703	25.01282393	25.79647326
11.82581786	38.55907309	0.419434092	11.82581786	25.01214391	25.79636698
11.88107869	38.57112739	0.415884248	11.88107869	25.01373203	25.79618946
11.93633952	38.6144299	0.417630847	11.93633952	25.01392782	25.79612614
11.99160035	38.65538381	0.413954231	11.99160035	25.01352987	25.7963345
12.04686118	38.70882465	0.410949034	12.04686118	25.01509065	25.79596324
12.10212202	38.77136463	0.407152713	12.10212202	25.01541898	25.79598239
12.15738285	38.77880674	0.402801743	12.15738285	25.01523709	25.79618708
12.21264368	38.77904222	0.396634834	12.21264368	25.01455861	25.79617889
12.26790451	38.77037244	0.385373125	12.26790451	25.01573746	25.79598217
12.32316534	38.73342314	0.386197559	12.32316534	25.01507663	25.79588403
12.37842617	38.77693691	0.383783539	12.37842617	25.0143581	25.7961274
12.433687	38.72608338	0.401300138	12.433687	25.01145074	25.79668992
12.48894783	38.75253319	0.4053896	12.48894783	25.01390315	25.79636963
12.54420866	38.78362822	0.419622264	12.54420866	25.01239943	25.79710567
12.5994695	38.76622252	0.425762178	12.5994695	25.01179874	25.79754447
12.65473033	38.74404302	0.41893796	12.65473033	25.01022892	25.7981256
12.70999116	38.78673712	0.419110066	12.70999116	25.00698769	25.79852386
12.76525199	38.77417018	0.409237909	12.76525199	25.00521038	25.79821936
12.82051282	38.74764383	0.411036166	12.82051282	24.99839633	25.79948747
12.87577365	38.76540969	0.411258296	12.87577365	25.00002382	25.79829073
12.93103448	38.79467561	0.413159319	12.93103448	25.00288989	25.79778984
12.98629531	38.81417871	0.410300309	12.98629531	25.00325814	25.79770784
13.04155615	38.8033686	0.412115801	13.04155615	25.00521796	25.79773029
13.09681698	38.80061474	0.411050294	13.09681698	25.00510094	25.79759269
13.15207781	38.79271928	0.410940756	13.15207781	25.0068757	25.79747226
13.20733864	38.79259342	0.408578838	13.20733864	25.00661807	25.79721579
13.26259947	38.78247104	0.406428729	13.26259947	25.00493956	25.79767669
13.3178603	38.79350802	0.408081711	13.3178603	25.00532401	25.79770022
13.37312113	38.8105281	0.407511993	13.37312113	25.00630131	25.7971491
13.42838196	38.8056114	0.406353836	13.42838196	25.00669415	25.79778679
13.48364279	38.78798143	0.407223818	13.48364279	25.00625873	25.79763166
13.53890363	38.79394168	0.405948684	13.53890363	25.0051433	25.79791371
13.59416446	38.78873384	0.406488776	13.59416446	25.00408325	25.79779348
13.64942529	38.79740889	0.407670973	13.64942529	25.00537566	25.79776407
13.70468612	38.79722913	0.40507832	13.70468612	25.00958021	25.79729993
13.75994695	38.88376998	0.392419552	13.75994695	25.0118527	25.79678144
13.81520778	38.94873721	0.385831048	13.81520778	25.01319222	25.79658966
13.87046861	38.98975267	0.380409011	13.87046861	25.01418569	25.79630755
13.92572944	39.00086953	0.380020548	13.92572944	25.01446915	25.7962894
13.98099027	39.01246862	0.377851741	13.98099027	25.01384464	25.79659487
14.03625111	39.02003525	0.383799024	14.03625111	25.01386675	25.79651962
14.09151194	39.03460339	0.382073631	14.09151194	25.01406134	25.79658571
14.14677277	39.04889164	0.380844955	14.14677277	25.01426009	25.79618245
14.2020336	39.14210871	0.369007357	14.2020336	25.01661497	25.79606594
14.25729443	39.17360112	0.363792582	14.25729443	25.01701786	25.79582904
14.31255526	39.251708	0.352881863	14.31255526	25.0167777	25.79588405
14.36781609	39.26127063	0.353042194	14.36781609	25.01684849	25.79601282
14.42307692	39.34221011	0.338568089	14.42307692	25.01739033	25.79596187
14.47833775	39.35834907	0.336411379	14.47833775	25.01691569	25.79593883
14.53359859	39.39704788	0.333764977	14.53359859	25.01755858	25.79579571
14.58885942	39.44204581	0.332011043	14.58885942	25.01838796	25.79588785
14.64412025	39.53851121	0.320302637	14.64412025	25.01819322	25.79578055
14.69938108	39.53158648	0.322543004	14.69938108	25.0183424	25.79595332
14.75464191	39.54495171	0.320108244	14.75464191	25.01710317	25.79603859
14.80990274	39.5322945	0.3160079	14.80990274	25.01784049	25.79591907
14.86516357	39.52425035	0.310400676	14.86516357	25.01671212	25.7960092
14.9204244	39.51758306	0.310258601	14.9204244	25.01653205	25.79614088
14.97568523	39.56027865	0.309955725	14.97568523	25.01866771	25.79576164
15.03094607	39.66518511	0.300978771	15.03094607	25.0193683	25.79581127
15.0862069	39.66648334	0.299157979	15.0862069	25.01798092	25.79586936
15.14146773	39.62233932	0.299299843	15.14146773	25.0167882	25.79615436
15.19672856	39.62397602	0.298470827	15.19672856	25.01557224	25.79619761
15.25198939	39.61730821	0.297904931	15.25198939	25.01592195	25.79624663
15.30725022	39.60134666	0.299005962	15.30725022	25.01456877	25.79660499
15.36251105	39.61359953	0.295784828	15.36251105	25.01586655	25.79641681
15.41777188	39.61363962	0.294073905	15.41777188	25.01481691	25.79666215
15.47303271	39.62140992	0.288188739	15.47303271	25.0147932	25.79661038
15.52829355	39.61727304	0.288788733	15.52829355	25.01434643	25.79648393
15.58355438	39.62296571	0.289799078	15.58355438	25.01586937	25.79638447
15.63881521	39.62284561	0.293202728	15.63881521	25.01489988	25.7962633
15.69407604	39.6117431	0.291735148	15.69407604	25.01431531	25.79660472
15.74933687	39.59698764	0.293455536	15.74933687	25.01452304	25.79640748
15.8045977	39.60422547	0.298135222	15.8045977	25.01287229	25.79676034
15.85985853	39.60881941	0.298752736	15.85985853	25.01439069	25.796416
15.91511936	39.58493681	0.294534073	15.91511936	25.01271947	25.79674964
15.97038019	39.5870403	0.29173625	15.97038019	25.01255296	25.79683193
16.02564103	39.58242605	0.289594652	16.02564103	25.01106345	25.79702351
16.08090186	39.59301556	0.293578361	16.08090186	25.01159185	25.79719127
16.13616269	39.60502433	0.29181429	16.13616269	25.01284068	25.79663292
16.19142352	39.60481422	0.297862223	16.19142352	25.01328813	25.79676789
16.24668435	39.611231	0.291887388	16.24668435	25.01381075	25.79674417
16.30194518	39.6092427	0.295101508	16.30194518	25.01438723	25.79676198
16.35720601	39.61585423	0.29109595	16.35720601	25.01593015	25.79648545
16.41246684	39.6025765	0.29292982	16.41246684	25.01447556	25.79657371
16.46772767	39.59134592	0.274707176	16.46772767	25.01470596	25.79633714
16.52298851	39.56023836	0.277484755	16.52298851	25.01275316	25.79682758
16.57824934	39.57765416	0.242649375	16.57824934	25.01229563	25.79672567
16.63351017	39.59371059	0.224115697	16.63351017	25.01333311	25.79674963
16.688771	39.64357667	0.205642718	16.688771	25.0159665	25.79617696
16.74403183	39.63884684	0.199378355	16.74403183	25.01532166	25.79627975
16.79929266	39.64850159	0.192247982	16.79929266	25.01592319	25.79634956
16.85455349	39.63539112	0.188032367	16.85455349	25.01646275	25.79621115
16.90981432	39.60763025	0.185980174	16.90981432	25.01503518	25.79646931
16.96507515	39.57767562	0.17711383	16.96507515	25.01534209	25.79624537
17.02033599	39.57881899	0.183134813	17.02033599	25.01418781	25.79643077
17.07559682	39.60025237	0.185851522	17.07559682	25.01608292	25.79622426
17.13085765	39.62587007	0.184023597	17.13085765	25.0162662	25.79598129
17.18611848	39.6308263	0.181967908	17.18611848	25.01652401	25.79613455
17.24137931	39.62272558	0.175664638	17.24137931	25.01553575	25.79614174
17.29664014	39.60365099	0.163364551	17.29664014	25.0151426	25.79653079
17.35190097	39.61133824	0.168381153	17.35190097	25.01623177	25.79630511
17.4071618	39.60932529	0.172323862	17.4071618	25.0152331	25.79634726
17.46242263	39.64109717	0.174662966	17.46242263	25.01726634	25.79631521
17.51768347	39.6292045	0.177453437	17.51768347	25.01615714	25.79621388
17.5729443	39.60843142	0.176506038	17.5729443	25.01522487	25.79654544
17.62820513	39.6062997	0.172305807	17.62820513	25.0147726	25.79660534
17.68346596	39.57132793	0.171984627	17.68346596	25.01278033	25.79681575
17.73872679	39.56890351	0.166309599	17.73872679	25.01357564	25.79697027
17.79398762	39.55764645	0.176957932	17.79398762	25.01302059	25.79709826
17.84924845	39.58974284	0.175756532	17.84924845	25.01340659	25.79708206
17.90450928	39.56101276	0.167850174	17.90450928	25.01149766	25.79763076
17.95977011	39.38196297	0.126628964	17.95977011	25.00883837	25.79829704
18.01503095	39.39050251	0.105959957	18.01503095	25.01181043	25.79740922
18.07029178	39.36004641	0.10041022	18.07029178	25.00996615	25.7975571
18.12555261	39.36877633	0.095569255	18.12555261	25.01148902	25.7973292
18.18081344	39.35904614	0.094666995	18.18081344	25.01221281	25.79733562
18.23607427	39.37171052	0.090095141	18.23607427	25.01178397	25.79708689
18.2913351	39.33148185	0.097043557	18.2913351	25.01005896	25.79710881
18.34659593	39.31691138	0.098118799	18.34659593	25.00784453	25.79793321
18.40185676	39.3133563	0.099807625	18.40185676	25.00699069	25.79821223
18.4571176	39.31655004	0.092741227	18.4571176	25.00741735	25.79812129
18.51237843	39.31392305	0.091805757	18.51237843	25.00773754	25.7982959
18.56763926	39.29264313	0.07781896	18.56763926	25.00834009	25.79829992
18.62290009	39.32466379	0.091357085	18.62290009	25.00979127	25.7975912
18.67816092	39.35644644	0.081740078	18.67816092	25.01293415	25.79678914
18.73342175	39.35761487	0.087524007	18.73342175	25.0122682	25.79707578
18.78868258	39.36860028	0.084017117	18.78868258	25.01301438	25.79688872
18.84394341	39.34233475	0.075318107	18.84394341	25.01358298	25.79706414
18.89920424	39.34433088	0.083140301	18.89920424	25.01266658	25.7973098
18.95446508	39.32821399	0.07714891	18.95446508	25.01297435	25.79734491
19.00972591	39.3395205	0.083186826	19.00972591	25.01410844	25.79734014
19.06498674	39.35178725	0.081174658	19.06498674	25.01518302	25.79675487
19.12024757	39.38672633	0.081844861	19.12024757	25.0165195	25.79660111
19.1755084	39.44633381	0.068793142	19.1755084	25.01589588	25.79638838
19.23076923	39.40826999	0.067787495	19.23076923	25.01666036	25.79683685
19.28603006	39.44223284	0.062430104	19.28603006	25.0189633	25.79668791
19.34129089	39.44638351	0.062199484	19.34129089	25.0162804	25.79745623
19.39655172	39.43093235	0.056219937	19.39655172	25.01723586	25.79766106
19.45181256	39.39240949	0.051379893	19.45181256	25.01704233	25.79772764
19.50707339	39.34600303	0.053140836	19.50707339	25.01577476	25.7985133
19.56233422	39.34695141	0.051226647	19.56233422	25.01638768	25.79856601
19.61759505	39.30425443	0.048371745	19.61759505	25.01658486	25.79903817
19.67285588	39.29153837	0.054888658	19.67285588	25.01656861	25.79879086
19.72811671	39.29116649	0.059871987	19.72811671	25.01633834	25.79867721
19.78337754	39.37929977	0.016174436	19.78337754	25.01479579	25.79904295
19.83863837	39.35316421	-0.002612518	19.83863837	25.01441335	25.79863846
19.8938992	39.3823835	-0.007180151	19.8938992	25.01382936	25.79874016
19.94916004	39.33610821	-0.024848723	19.94916004	25.01187404	25.7990148
20.00442087	39.29995107	-0.042475077	20.00442087	25.00709376	25.79991209
20.0596817	39.26582727	-0.052774997	20.0596817	25.00092422	25.80193426
20.11494253	39.15583208	-0.054065314	20.11494253	25.00102622	25.80211214
20.17020336	39.05365315	-0.024700445	20.17020336	25.00095421	25.80282821
20.22546419	39.07794365	-0.013245054	20.22546419	25.00251278	25.80146946
20.28072502	39.10062009	-0.004297526	20.28072502	25.00510276	25.80074303
20.33598585	39.08188978	-0.00795682	20.33598585	25.00973002	25.79957246
20.39124668	39.0517319	-0.011125586	20.39124668	25.00682207	25.80034395
20.44650752	39.05410459	-0.012428454	20.44650752	25.0096941	25.7992236
20.50176835	39.06698761	-0.009979057	20.50176835	25.0113078	25.79840015
20.55702918	39.05306937	-0.0137996	20.55702918	25.01289106	25.79799202
20.61229001	39.04942036	-0.014059033	20.61229001	25.01332558	25.79788691
20.66755084	39.07097576	-0.00853721	20.66755084	25.01424016	25.79764627
20.72281167	39.08083142	-0.008370811	20.72281167	25.01372213	25.79755978
20.7780725	39.07777808	-0.008278176	20.7780725	25.01515486	25.79730927
20.83333333	39.07556892	-0.005739984	20.83333333	25.01471496	25.7979035
20.88859416	39.06987937	-0.007345308	20.88859416	25.01595596	25.79792643
20.943855	39.03262567	-0.017698835	20.943855	25.01251281	25.79895443
20.99911583	39.03277461	-0.023737822	20.99911583	25.01297944	25.79849528
21.05437666	39.05999584	-0.019658664	21.05437666	25.01315006	25.79836587
21.10963749	39.0621549	-0.018381033	21.10963749	25.01430671	25.79786488
21.16489832	39.06636651	-0.012791636	21.16489832	25.01462213	25.79799996
21.22015915	39.0800293	-0.010111937	21.22015915	25.01469001	25.79780259
21.27541998	39.06796996	-0.008204276	21.27541998	25.01387169	25.79767386
21.33068081	39.07671953	-0.004656584	21.33068081	25.01446146	25.79771164
