Gfsup			Ext		
2.210433245	-8.457832453	23.38313643	2.210433245	-2.529111406	17.69910227
2.265694076	-8.457746568	23.3832658	2.265694076	-2.548950238	17.69645624
2.320954907	-8.456284073	23.38327002	2.320954907	-2.568481086	17.69266953
2.376215738	-8.456533334	23.3832593	2.376215738	-2.54754515	17.69571129
2.431476569	-8.457890824	23.38284629	2.431476569	-2.582857592	17.69174461
2.486737401	-8.45954531	23.38284785	2.486737401	-2.575340433	17.69433093
2.541998232	-8.46143898	23.38305627	2.541998232	-2.559665986	17.69657884
2.597259063	-8.463751335	23.3833712	2.597259063	-2.53634997	17.69995706
2.652519894	-8.466335665	23.38320816	2.652519894	-2.53659921	17.70076217
2.707780725	-8.464445597	23.38316622	2.707780725	-2.513520232	17.70469893
2.763041556	-8.461076731	23.3827301	2.763041556	-2.515020302	17.70594028
2.818302387	-8.457879461	23.38218867	2.818302387	-2.495298114	17.70843526
2.873563218	-8.457919106	23.38293595	2.873563218	-2.507022356	17.70787238
2.92882405	-8.458010368	23.38302304	2.92882405	-2.507870785	17.70802516
2.984084881	-8.458380275	23.38315282	2.984084881	-2.509323904	17.70926322
3.039345712	-8.460008348	23.38300306	3.039345712	-2.50522659	17.70987159
3.094606543	-8.454455221	23.38284839	3.094606543	-2.483321401	17.71319386
3.149867374	-8.452177922	23.38289695	3.149867374	-2.469794092	17.70565928
3.205128205	-8.45199166	23.38288619	3.205128205	-2.420113131	17.70697037
3.260389036	-8.452755467	23.38309607	3.260389036	-2.401827989	17.70648834
3.315649867	-8.44705876	23.38266415	3.315649867	-2.365632335	17.70234471
3.370910698	-8.442767663	23.3833337	3.370910698	-2.293472181	17.70623426
3.42617153	-8.447898574	23.38368507	3.42617153	-2.296076577	17.70632684
3.481432361	-8.446789052	23.38393238	3.481432361	-2.312621168	17.70432144
3.536693192	-8.448251401	23.38324396	3.536693192	-2.30309831	17.70501184
3.591954023	-8.45139825	23.38359355	3.591954023	-2.296936352	17.70523822
3.647214854	-8.449972506	23.38325469	3.647214854	-2.279466496	17.70902342
3.702475685	-8.447990927	23.38335549	3.702475685	-2.220890474	17.70439945
3.757736516	-8.443777386	23.38311267	3.757736516	-2.179728535	17.7058008
3.812997347	-8.441834632	23.3827118	3.812997347	-2.174163564	17.70676104
3.868258179	-8.440528821	23.38225273	3.868258179	-2.196162946	17.70551811
3.92351901	-8.444025035	23.38220564	3.92351901	-2.192354441	17.70445505
3.978779841	-8.446598032	23.3822255	3.978779841	-2.195715908	17.70454915
4.034040672	-8.45149216	23.38193328	4.034040672	-2.193594186	17.70488845
4.089301503	-8.445556794	23.38201667	4.089301503	-2.164409963	17.70786446
4.144562334	-8.446134971	23.38157545	4.144562334	-2.167272184	17.70819838
4.199823165	-8.449724426	23.38188474	4.199823165	-2.173837696	17.70723566
4.255083996	-8.448975339	23.38183911	4.255083996	-2.168944135	17.70735816
4.310344828	-8.453068187	23.38185028	4.310344828	-2.179997167	17.70620797
4.365605659	-8.449991417	23.38182121	4.365605659	-2.162751938	17.70696102
4.42086649	-8.450358163	23.38174471	4.42086649	-2.129919265	17.70266567
4.476127321	-8.453921259	23.38210399	4.476127321	-2.160339662	17.70742056
4.531388152	-8.454976864	23.38231954	4.531388152	-2.140096093	17.70368355
4.586648983	-8.456657059	23.38245806	4.586648983	-2.113381547	17.70309356
4.641909814	-8.456206388	23.38230711	4.641909814	-2.100786732	17.70303538
4.697170645	-8.459135483	23.38210031	4.697170645	-2.098709272	17.70366175
4.752431477	-8.46055755	23.38219209	4.752431477	-2.081088925	17.70391503
4.807692308	-8.459105198	23.38238295	4.807692308	-2.074477274	17.70424204
4.862953139	-8.46116937	23.38246408	4.862953139	-2.080500255	17.70334336
4.91821397	-8.461985516	23.38261692	4.91821397	-2.085556045	17.7037161
4.973474801	-8.462412761	23.38242476	4.973474801	-2.078822736	17.70528188
5.028735632	-8.461186501	23.38249256	5.028735632	-2.081156319	17.70500719
5.083996463	-8.461323585	23.38254323	5.083996463	-2.09571565	17.70513925
5.139257294	-8.459055359	23.38236618	5.139257294	-2.082560999	17.70730729
5.194518126	-8.459224224	23.38219128	5.194518126	-2.080210889	17.7064208
5.249778957	-8.458998108	23.38196984	5.249778957	-2.077345258	17.70490595
5.305039788	-8.458779363	23.3821481	5.305039788	-2.083665578	17.70343963
5.360300619	-8.455678288	23.38240374	5.360300619	-2.083358678	17.70141463
5.41556145	-8.44967143	23.3819353	5.41556145	-2.058517673	17.70154042
5.470822281	-8.451378728	23.38214244	5.470822281	-2.067172411	17.70122049
5.526083112	-8.452771631	23.38223593	5.526083112	-2.068040091	17.70278633
5.581343943	-8.45159304	23.38185006	5.581343943	-2.070237038	17.7016858
5.636604775	-8.450345107	23.38180441	5.636604775	-2.054155014	17.70266524
5.691865606	-8.449879542	23.38193537	5.691865606	-2.05361666	17.70303905
5.747126437	-8.452295346	23.38219473	5.747126437	-2.072894506	17.70286652
5.802387268	-8.453813559	23.38228205	5.802387268	-2.071003181	17.70279015
5.857648099	-8.451812498	23.38214634	5.857648099	-2.074156691	17.70254861
5.91290893	-8.453954949	23.38253139	5.91290893	-2.076964929	17.70269828
5.968169761	-8.454886975	23.38246251	5.968169761	-2.084397984	17.70262672
6.023430592	-8.456157934	23.38246179	6.023430592	-2.084618903	17.70210857
6.078691424	-8.458337046	23.38221159	6.078691424	-2.089526088	17.70170523
6.133952255	-8.454547262	23.38198529	6.133952255	-2.07078644	17.70363529
6.189213086	-8.452587647	23.38183877	6.189213086	-2.058287217	17.70423263
6.244473917	-8.451033692	23.38188484	6.244473917	-2.066666477	17.70406332
6.299734748	-8.452138478	23.38223561	6.299734748	-2.072376664	17.70250496
6.354995579	-8.451049631	23.38203185	6.354995579	-2.058187716	17.7041387
6.41025641	-8.453079873	23.38190346	6.41025641	-2.058464091	17.70379594
6.465517241	-8.45158565	23.38176952	6.465517241	-2.052222692	17.70538628
6.520778073	-8.453136117	23.38179648	6.520778073	-2.071308718	17.70699195
6.576038904	-8.450642552	23.38180008	6.576038904	-2.060447568	17.71098826
6.631299735	-8.4462242	23.38138128	6.631299735	-2.01572918	17.70765394
6.686560566	-8.444058176	23.3806893	6.686560566	-1.98892973	17.70343462
6.741821397	-8.440885939	23.38020639	6.741821397	-1.970241591	17.70466534
6.797082228	-8.438562976	23.38013847	6.797082228	-1.960927538	17.70376153
6.852343059	-8.440021101	23.3806698	6.852343059	-1.957224273	17.70328643
6.90760389	-8.44368955	23.38093762	6.90760389	-1.971169211	17.70037081
6.962864721	-8.44600311	23.38163948	6.962864721	-1.968298273	17.70203404
7.018125553	-8.449945933	23.38155043	7.018125553	-1.961112315	17.70300448
7.073386384	-8.450587625	23.38177426	7.073386384	-1.955446512	17.70342493
7.128647215	-8.447950397	23.38170889	7.128647215	-1.894794164	17.70155716
7.183908046	-8.434206162	23.38117788	7.183908046	-1.793511189	17.6999389
7.239168877	-8.437587572	23.38129427	7.239168877	-1.771997706	17.70164575
7.294429708	-8.437349554	23.3812387	7.294429708	-1.759246931	17.70216404
7.349690539	-8.441510592	23.38150647	7.349690539	-1.755221396	17.70186972
7.40495137	-8.44633699	23.38168478	7.40495137	-1.749396209	17.70189489
7.460212202	-8.445233644	23.38168512	7.460212202	-1.697582281	17.69932889
7.515473033	-8.443874415	23.38177	7.515473033	-1.649033157	17.70073373
7.570733864	-8.444643377	23.38181711	7.570733864	-1.641734726	17.70171293
7.625994695	-8.443398308	23.38211351	7.625994695	-1.605580635	17.7037426
7.681255526	-8.444916028	23.38188275	7.681255526	-1.61631245	17.70363207
7.736516357	-8.449577913	23.38191975	7.736516357	-1.634837535	17.70254569
7.791777188	-8.45020542	23.38229312	7.791777188	-1.625871943	17.70462056
7.847038019	-8.449052775	23.38174069	7.847038019	-1.603326618	17.70720022
7.902298851	-8.442253182	23.38183353	7.902298851	-1.571050485	17.70259906
7.957559682	-8.447602016	23.38190701	7.957559682	-1.531895793	17.70344889
8.012820513	-8.445577144	23.38216679	8.012820513	-1.525033682	17.70305984
8.068081344	-8.450325775	23.38191864	8.068081344	-1.533283829	17.70231393
8.123342175	-8.452185193	23.38195852	8.123342175	-1.527227821	17.70324574
8.178603006	-8.449805817	23.38179872	8.178603006	-1.500533281	17.70672971
8.233863837	-8.443744339	23.38140579	8.233863837	-1.436898024	17.70361862
8.289124668	-8.436832813	23.38111214	8.289124668	-1.394985702	17.70538971
8.3443855	-8.432285359	23.38169416	8.3443855	-1.356607695	17.70106215
8.399646331	-8.437853425	23.38174188	8.399646331	-1.323975931	17.70144616
8.454907162	-8.433553154	23.38183869	8.454907162	-1.319317504	17.70183341
8.510167993	-8.435234834	23.38163987	8.510167993	-1.300255778	17.70327101
8.565428824	-8.443010857	23.38209185	8.565428824	-1.323797889	17.70108726
8.620689655	-8.440964292	23.3817377	8.620689655	-1.310410347	17.70262259
8.675950486	-8.431874311	23.38152971	8.675950486	-1.273672181	17.7063923
8.731211317	-8.428744536	23.38143303	8.731211317	-1.246549479	17.70033256
8.786472149	-8.434055857	23.38176685	8.786472149	-1.212609998	17.70161636
8.84173298	-8.425141064	23.38157626	8.84173298	-1.143741046	17.70017372
8.896993811	-8.407593536	23.38163047	8.896993811	-1.072382834	17.70444254
8.952254642	-8.395371795	23.38207106	8.952254642	-1.056206553	17.70567295
9.007515473	-8.358604049	23.38240503	9.007515473	-1.085071708	17.70270998
9.062776304	-8.353907503	23.38251723	9.062776304	-1.108773506	17.70117742
9.118037135	-8.350717785	23.38219903	9.118037135	-1.116745817	17.6994908
9.173297966	-8.348740332	23.38238575	9.173297966	-1.113584863	17.69920289
9.228558798	-8.348376701	23.38236118	9.228558798	-1.099581666	17.70122876
9.283819629	-8.346363476	23.38234377	9.283819629	-1.102659828	17.69999077
9.33908046	-8.344753211	23.38226311	9.33908046	-1.088424019	17.7008405
9.394341291	-8.340125023	23.38185037	9.394341291	-1.073987029	17.70065025
9.449602122	-8.334823127	23.38205586	9.449602122	-1.046766457	17.70317452
9.504862953	-8.334506221	23.38218476	9.504862953	-1.049421462	17.70395488
9.560123784	-8.331489626	23.38221909	9.560123784	-1.05799071	17.70324404
9.615384615	-8.325297957	23.38231841	9.615384615	-1.034856049	17.69677005
9.670645447	-8.33183957	23.38260527	9.670645447	-1.007950804	17.69790018
9.725906278	-8.332852128	23.38237022	9.725906278	-0.981199909	17.70040235
9.781167109	-8.33122865	23.38236317	9.781167109	-0.967644602	17.70146923
9.83642794	-8.33401255	23.38255376	9.83642794	-0.957799994	17.70222494
9.891688771	-8.334989241	23.38247989	9.891688771	-0.945199802	17.70355874
9.946949602	-8.334290699	23.38271341	9.946949602	-0.95300992	17.70310996
10.00221043	-8.338053199	23.38249401	10.00221043	-0.968081383	17.70214088
10.05747126	-8.340619876	23.38256066	10.05747126	-0.975140607	17.70167727
10.1127321	-8.333841131	23.38243337	10.1127321	-0.93440789	17.6990801
10.16799293	-8.323819792	23.38161769	10.16799293	-0.82484048	17.70215104
10.22325376	-8.320538684	23.38180818	10.22325376	-0.794514791	17.6985564
10.27851459	-8.317953887	23.38178682	10.27851459	-0.759362477	17.70167079
10.33377542	-8.327803813	23.3821101	10.33377542	-0.766669694	17.70110114
10.38903625	-8.330231353	23.3819057	10.38903625	-0.755073006	17.70293798
10.44429708	-8.319885372	23.38223723	10.44429708	-0.649979239	17.70217286
10.49955791	-8.316445408	23.3827442	10.49955791	-0.642160376	17.70217526
10.55481874	-8.306613016	23.38290513	10.55481874	-0.638048252	17.70225721
10.61007958	-8.308009136	23.38288227	10.61007958	-0.604880748	17.70439274
10.66534041	-8.307068814	23.38271771	10.66534041	-0.586550481	17.69842886
10.72060124	-8.308113911	23.3823692	10.72060124	-0.549714349	17.69919691
10.77586207	-8.306455819	23.38287187	10.77586207	-0.540399984	17.70041673
10.8311229	-8.306472091	23.3826171	10.8311229	-0.496033294	17.70396784
10.88638373	-8.310746522	23.38278915	10.88638373	-0.464302599	17.69898598
10.94164456	-8.282283224	23.38268029	10.94164456	-0.404665407	17.70283891
10.99690539	-8.243244857	23.38256765	10.99690539	-0.333104775	17.70028446
11.05216622	-8.213209832	23.38254765	11.05216622	-0.300195779	17.70262117
11.10742706	-8.203313282	23.3829762	11.10742706	-0.253393498	17.69958332
11.16268789	-8.204384782	23.38285642	11.16268789	-0.250493598	17.69819521
11.21794872	-8.192622202	23.38242241	11.21794872	-0.213024798	17.70047591
11.27320955	-8.188389251	23.38245365	11.27320955	-0.199258411	17.70138826
11.32847038	-8.19316834	23.38219077	11.32847038	-0.204182708	17.70098388
11.38373121	-8.197983891	23.38246647	11.38373121	-0.203135933	17.70113558
11.43899204	-8.198469691	23.38215542	11.43899204	-0.170237662	17.70391761
11.49425287	-8.206418939	23.38191882	11.49425287	-0.193787432	17.70286175
11.5495137	-8.208818594	23.38216449	11.5495137	-0.185251511	17.7033181
11.60477454	-8.199805389	23.38215426	11.60477454	-0.155505883	17.70035142
11.66003537	-8.203937351	23.38177477	11.66003537	-0.109079039	17.70157582
11.7152962	-8.205570451	23.38174214	11.7152962	-0.097438384	17.70193356
11.77055703	-8.200986399	23.38193828	11.77055703	-0.085900901	17.70304065
11.82581786	-8.184535398	23.38188534	11.82581786	-0.019621652	17.70034616
11.88107869	-8.135949732	23.38166017	11.88107869	0.008236415	17.70141218
11.93633952	-8.12478557	23.38128024	11.93633952	0.002571551	17.70061702
11.99160035	-8.11832578	23.38170031	11.99160035	-0.006110512	17.70006408
12.04686118	-8.120205936	23.38181315	12.04686118	-0.003452873	17.70000342
12.10212202	-8.115598682	23.38194736	12.10212202	0.005561049	17.7002197
12.15738285	-8.110407144	23.38152354	12.15738285	0.020815291	17.70134133
12.21264368	-8.104892419	23.38182188	12.21264368	0.024378208	17.70139845
12.26790451	-8.106196424	23.38179704	12.26790451	0.0176654	17.7005842
12.32316534	-8.108642985	23.3818495	12.32316534	0.012715836	17.69969337
12.37842617	-8.105534952	23.38149446	12.37842617	0.018340757	17.70005326
12.433687	-8.101332551	23.38130744	12.433687	0.038810541	17.70105869
12.48894783	-8.107135542	23.38150834	12.48894783	0.016031982	17.70012713
12.54420866	-8.107615675	23.38177665	12.54420866	0.023846197	17.70018933
12.5994695	-8.110035334	23.3813231	12.5994695	0.030107398	17.70098798
12.65473033	-8.109270315	23.38148648	12.65473033	0.022510587	17.70025137
12.70999116	-8.10717671	23.38134144	12.70999116	0.03703564	17.70208186
12.76525199	-8.107174395	23.3815355	12.76525199	0.030833031	17.70236328
12.82051282	-8.105562046	23.38156691	12.82051282	0.06917746	17.69936122
12.87577365	-8.097097585	23.38139162	12.87577365	0.12098804	17.70109746
12.93103448	-8.091058347	23.380981	12.93103448	0.155946224	17.70381067
12.98629531	-8.093692441	23.38119468	12.98629531	0.143889013	17.70257573
13.04155615	-8.09092269	23.38112588	13.04155615	0.175922423	17.70053972
13.09681698	-8.096231956	23.38122707	13.09681698	0.209493282	17.70000004
13.15207781	-8.104122036	23.3819049	13.15207781	0.195588255	17.69855044
13.20733864	-8.099514897	23.38164612	13.20733864	0.213048482	17.69863112
13.26259947	-8.093147345	23.3817562	13.26259947	0.232958808	17.70017598
13.3178603	-8.086639236	23.38159788	13.3178603	0.260027054	17.70090836
13.37312113	-8.076204271	23.38123331	13.37312113	0.257986766	17.70063503
13.42838196	-8.064999239	23.38081358	13.42838196	0.264725308	17.70016035
13.48364279	-7.996759396	23.38140075	13.48364279	0.385571513	17.70089178
13.53890363	-7.985137037	23.38193059	13.53890363	0.366852492	17.699893
13.59416446	-7.97885802	23.38205125	13.59416446	0.345839075	17.69890337
13.64942529	-7.980700697	23.38224877	13.64942529	0.356428334	17.69961312
13.70468612	-7.970364099	23.38208404	13.70468612	0.363924981	17.70010355
13.75994695	-7.968528358	23.38210703	13.75994695	0.36101106	17.69999277
13.81520778	-7.952004776	23.38067415	13.81520778	0.408960408	17.69801335
13.87046861	-7.904297052	23.38146285	13.87046861	0.43757654	17.69824586
13.92572944	-7.8742144	23.38155016	13.92572944	0.48552957	17.7022391
13.98099027	-7.853338006	23.38128141	13.98099027	0.502494099	17.70355961
14.03625111	-7.812268478	23.3816103	14.03625111	0.472394439	17.70083086
14.09151194	-7.809807768	23.38178099	14.09151194	0.409547651	17.69885778
14.14677277	-7.804896905	23.38185283	14.14677277	0.418386069	17.69944895
14.2020336	-7.790017714	23.38216009	14.2020336	0.465665033	17.70288035
14.25729443	-7.768907894	23.38213603	14.25729443	0.507821289	17.70160082
14.31255526	-7.761575528	23.3822282	14.31255526	0.537331315	17.70028453
14.36781609	-7.766721351	23.38260128	14.36781609	0.545505904	17.69956279
14.42307692	-7.765833318	23.38229889	14.42307692	0.56207992	17.69966763
14.47833775	-7.76082737	23.38227949	14.47833775	0.588152738	17.70176214
14.53359859	-7.770313594	23.38226831	14.53359859	0.562682571	17.70012534
14.58885942	-7.781302724	23.3826522	14.58885942	0.551447922	17.69949747
14.64412025	-7.787408798	23.38260965	14.64412025	0.514529874	17.69838113
14.69938108	-7.789736652	23.38271056	14.69938108	0.507249277	17.69702978
14.75464191	-7.793517309	23.38199082	14.75464191	0.496044315	17.69943582
14.80990274	-7.79466554	23.38205555	14.80990274	0.438579242	17.69860722
14.86516357	-7.793464793	23.38202143	14.86516357	0.445139251	17.70008215
14.9204244	-7.795587356	23.38188482	14.9204244	0.439508919	17.69982919
14.97568523	-7.794900939	23.38236414	14.97568523	0.442108107	17.69925039
15.03094607	-7.795937269	23.38257186	15.03094607	0.422589018	17.69820076
15.0862069	-7.796469712	23.38281895	15.0862069	0.41385751	17.69900482
15.14146773	-7.795653585	23.38263576	15.14146773	0.416386604	17.69981171
15.19672856	-7.794183299	23.38266691	15.19672856	0.444845564	17.70219573
15.25198939	-7.790818794	23.38306063	15.25198939	0.460421205	17.70263453
15.30725022	-7.788597203	23.38325549	15.30725022	0.476177462	17.70328523
15.36251105	-7.788387843	23.38281057	15.36251105	0.462596461	17.70105485
15.41777188	-7.788209395	23.38284793	15.41777188	0.453508053	17.70021596
15.47303271	-7.784591889	23.38288866	15.47303271	0.466171426	17.70149725
15.52829355	-7.779552203	23.38296167	15.52829355	0.476055838	17.70225147
15.58355438	-7.775075318	23.38333236	15.58355438	0.468247085	17.70421271
15.63881521	-7.778206764	23.3830853	15.63881521	0.469903799	17.70576217
15.69407604	-7.771326259	23.38271775	15.69407604	0.468564068	17.70684498
15.74933687	-7.772293053	23.38294368	15.74933687	0.470686409	17.70770526
15.8045977	-7.77131193	23.38285256	15.8045977	0.486786592	17.70649336
15.85985853	-7.763048037	23.38252597	15.85985853	0.483060407	17.70649162
15.91511936	-7.762932115	23.38212041	15.91511936	0.471164928	17.70557121
15.97038019	-7.756531866	23.3819616	15.97038019	0.461860693	17.70515526
16.02564103	-7.755623555	23.38214772	16.02564103	0.468528286	17.70639537
16.08090186	-7.766049171	23.38259484	16.08090186	0.463009303	17.70554996
16.13616269	-7.775605392	23.38235124	16.13616269	0.448681721	17.7033722
16.19142352	-7.778219762	23.38252041	16.19142352	0.450017458	17.70225942
16.24668435	-7.77735752	23.38187126	16.24668435	0.45419601	17.70214577
16.30194518	-7.780023552	23.38248001	16.30194518	0.452458174	17.70177891
16.35720601	-7.783817588	23.38218394	16.35720601	0.451803146	17.70127734
16.41246684	-7.787692545	23.38216574	16.41246684	0.449686725	17.7008371
16.46772767	-7.786487023	23.38220778	16.46772767	0.456030438	17.70120255
16.52298851	-7.78885325	23.38257075	16.52298851	0.452443413	17.70089681
16.57824934	-7.788838119	23.38267156	16.57824934	0.444109568	17.70054119
16.63351017	-7.787802232	23.38202188	16.63351017	0.454081059	17.70207939
16.688771	-7.782275787	23.38243084	16.688771	0.47348898	17.70294592
16.74403183	-7.771235029	23.38197203	16.74403183	0.47147755	17.70211354
16.79929266	-7.760656217	23.38246571	16.79929266	0.482696295	17.70947849
16.85455349	-7.75120382	23.38252562	16.85455349	0.534672271	17.70495593
16.90981432	-7.757086418	23.38262276	16.90981432	0.60314521	17.71089286
16.96507515	-7.765276047	23.38250315	16.96507515	0.592148307	17.7084993
17.02033599	-7.772362895	23.38260477	17.02033599	0.585840872	17.70874979
17.07559682	-7.780719056	23.38268576	17.07559682	0.572901922	17.70700043
17.13085765	-7.771402973	23.3826163	17.13085765	0.619425031	17.70430993
17.18611848	-7.775175352	23.38286682	17.18611848	0.681123669	17.70690176
17.24137931	-7.763194836	23.38331679	17.24137931	0.726407662	17.70047411
17.29664014	-7.762581266	23.3827929	17.29664014	0.78723165	17.70427492
17.35190097	-7.768014955	23.38299969	17.35190097	0.805182581	17.70608338
17.4071618	-7.770428914	23.38315867	17.4071618	0.857625682	17.70148322
17.46242263	-7.774557338	23.38296261	17.46242263	0.895936915	17.70348197
17.51768347	-7.761997601	23.38364175	17.51768347	0.935331492	17.70852423
17.5729443	-7.752143599	23.38365795	17.5729443	0.96097732	17.70049739
17.62820513	-7.745689437	23.38320201	17.62820513	1.009464833	17.70293349
17.68346596	-7.702622439	23.3834006	17.68346596	1.036040447	17.70555479
17.73872679	-7.649099182	23.3838453	17.73872679	1.048810045	17.70749045
17.79398762	-7.622422098	23.38416848	17.79398762	1.09488098	17.6996215
17.84924845	-7.580215124	23.38367329	17.84924845	1.129194943	17.70220557
17.90450928	-7.57237091	23.38376147	17.90450928	1.115377187	17.7005662
17.95977011	-7.571372969	23.38393852	17.95977011	1.108515954	17.69941929
18.01503095	-7.56944835	23.38346647	18.01503095	1.113425401	17.6996591
18.07029178	-7.569368552	23.3830686	18.07029178	1.121720927	17.70116422
18.12555261	-7.560493817	23.38315485	18.12555261	1.136817805	17.70335308
18.18081344	-7.56171541	23.38340302	18.18081344	1.149894696	17.70451205
18.23607427	-7.557409642	23.3835943	18.23607427	1.16095078	17.70632658
18.2913351	-7.546745255	23.38395854	18.2913351	1.185557207	17.69720468
18.34659593	-7.539745214	23.38364193	18.34659593	1.245507257	17.69984901
18.40185676	-7.543269246	23.38355667	18.40185676	1.229682189	17.69941288
18.4571176	-7.539622322	23.38404556	18.4571176	1.274918226	17.70402536
18.51237843	-7.543207561	23.38415316	18.51237843	1.260211285	17.70325579
18.56763926	-7.54924887	23.3839313	18.56763926	1.248894773	17.70263629
18.62290009	-7.55063715	23.38437004	18.62290009	1.255504228	17.70345758
18.67816092	-7.555851153	23.38461626	18.67816092	1.264669148	17.70566395
18.73342175	-7.55090436	23.38429016	18.73342175	1.27579378	17.7073557
18.78868258	-7.550130314	23.38435325	18.78868258	1.372962474	17.70186365
18.84394341	-7.546870618	23.38464459	18.84394341	1.421605584	17.69702556
18.89920424	-7.544500875	23.38256515	18.89920424	1.473444282	17.70319723
18.95446508	-7.536808734	23.38143638	18.95446508	1.559120537	17.69879894
19.00972591	-7.530430538	23.38256913	19.00972591	1.5925738	17.70192176
19.06498674	-7.53875151	23.38268355	19.06498674	1.609299499	17.70386272
19.12024757	-7.548628166	23.38303787	19.12024757	1.571669576	17.70123614
19.1755084	-7.545045711	23.38390108	19.1755084	1.59918915	17.70479932
19.23076923	-7.546280169	23.38376101	19.23076923	1.62808401	17.69779518
19.28603006	-7.539182407	23.38357002	19.28603006	1.695901918	17.70367359
19.34129089	-7.542409903	23.38366739	19.34129089	1.699765733	17.70509622
19.39655172	-7.541800961	23.38380534	19.39655172	1.694884239	17.70430446
19.45181256	-7.53044721	23.38365348	19.45181256	1.737080621	17.70065928
19.50707339	-7.53710459	23.38347091	19.50707339	1.765488671	17.70058356
19.56233422	-7.547103757	23.3841728	19.56233422	1.766906463	17.70111129
19.61759505	-7.533669762	23.38386478	19.61759505	1.79792652	17.70505377
19.67285588	-7.542364011	23.38423165	19.67285588	1.805288448	17.70589908
19.72811671	-7.539766694	23.38378288	19.72811671	1.81766365	17.70942342
19.78337754	-7.545082828	23.38412662	19.78337754	1.822373636	17.70907521
19.83863837	-7.539979062	23.38407824	19.83863837	1.849767539	17.70399917
19.8938992	-7.542733186	23.38444581	19.8938992	1.882870059	17.7042362
19.94916004	-7.549249301	23.38460324	19.94916004	1.895524089	17.70411829
20.00442087	-7.545744546	23.38481793	20.00442087	1.899905167	17.70539654
20.0596817	-7.542994409	23.38421821	20.0596817	1.904655731	17.70721576
20.11494253	-7.546539349	23.38411551	20.11494253	1.904091933	17.70647082
20.17020336	-7.535950714	23.38400916	20.17020336	1.948640676	17.70688777
20.22546419	-7.537209347	23.38423971	20.22546419	2.005533893	17.70766102
20.28072502	-7.521006179	23.38401107	20.28072502	2.060870389	17.70426783
20.33598585	-7.464117736	23.38386971	20.33598585	2.111271027	17.70600079
20.39124668	-7.457421447	23.38471147	20.39124668	2.110359749	17.70450178
20.44650752	-7.439890381	23.38536902	20.44650752	2.139649107	17.70890154
20.50176835	-7.440649803	23.38585118	20.50176835	2.160538281	17.71085814
