Joint_angle	int_1_CON_PRE_R	int_1_CON_POST_R	int_1_STR_PRE_L	int_1_STR_POST_L	int_3_CON_PRE_L	int_3_CON_POST_L	int_3_STR_PRE_R	int_3_STR_POST_R	int_4_CON_PRE_L	int_4_CON_POST_L	int_4_STR_PRE_R	int_4_STR_POST_R	int_5_CON_PRE_L	int_5_CON_POST_L	int_5_STR_PRE_R	int_5_STR_POST_R	int_6_CON_PRE_L	int_6_CON_POST_L	int_6_STR_PRE_R	int_6_STR_POST_R	int_7_CON_PRE_R	int_7_CON_POST_R	int_7_STR_PRE_L	int_7_STR_POST_L	int_8_CON_PRE_L	int_8_CON_POST_L	int_8_STR_PRE_R	int_8_STR_POST_R	int_9_CON_PRE_L	int_9_CON_POST_L	int_9_STR_PRE_R	int_9_STR_POST_R	int_10_CON_PRE_L	int_10_CON_POST_L	int_10_STR_PRE_R	int_10_STR_POST_R	int_11_CON_PRE_L	int_11_CON_POST_L	int_11_STR_PRE_R	int_11_STR_POST_R	int_13_CON_PRE_R	int_13_CON_POST_R	int_13_STR_PRE_L	int_13_STR_POST_L	int_15_CON_PRE_L	int_15_CON_POST_L	int_15_STR_PRE_R	int_15_STR_POST_R	int_16_CON_PRE_R	int_16_CON_POST_R	int_16_STR_PRE_L	int_16_STR_POST_L	int_19_CON_PRE_L	int_19_CON_POST_L	int_19_STR_PRE_R	int_19_STR_POST_R	int_20_CON_PRE_R	int_20_CON_POST_R	int_20_STR_PRE_L	int_20_STR_POST_L	int_21_CON_PRE_L	int_21_CON_POST_L	int_21_STR_PRE_R	int_21_STR_POST_R	int_22_CON_PRE_R	int_22_CON_POST_R	int_22_STR_PRE_L	int_22_STR_POST_L	int_24_CON_PRE_R	int_24_CON_POST_R	int_24_STR_PRE_L	int_24_STR_POST_L	int_25_CON_PRE_L	int_25_CON_POST_L	int_25_STR_PRE_R	int_25_STR_POST_R	int_26_CON_PRE_L	int_26_CON_POST_L	int_26_STR_PRE_R	int_26_STR_POST_R	int_28_CON_PRE_L	int_28_CON_POST_L	int_28_STR_PRE_R	int_28_STR_POST_R	int_29_CON_PRE_R	int_29_CON_POST_R	int_29_STR_PRE_L	int_29_STR_POST_L	int_30_CON_PRE_R	int_30_CON_POST_R	int_30_STR_PRE_L	int_30_STR_POST_L	int_31_CON_PRE_L	int_31_CON_POST_L	int_31_STR_PRE_R	int_31_STR_POST_R
-7.5	46.5926172567377	56.3142260159761	59.3948587407897	59.1964014350066	33.5991144256126	34.6827221160347	33.1060383849558	18.8060954430094	36.665060606726	58.9156120938072	49.2919479529998	59.036866845429	27.1280757312392	13.1268664621571	26.5931081356776	32.4252222285326	36.1079934794781	46.5113678276235	39.5656759403984	58.2870285151937	42.289465419566	52.7784571737534	38.0669970776432	43.8373660791482	NaN	NaN	NaN	NaN	56.0289988968748	55.2403619228604	44.2698749887629	50.0582360749946	45.8081172188163	52.3551132186873	26.1562164597094	38.5444736033735	45.640904470714	58.371018657864	22.5959565464278	48.2220149051641	63.8769499827593	70.4392638199414	56.0234463260488	54.9013511068966	77.9235095915345	80.698839774847	125.955139424587	76.0025625284716	36.1998219742004	34.0624067426335	34.5666156656109	39.1181246629561	NaN	48.1317001891286	103.022283254456	69.3732036263658	70.2842270599792	73.7961271014482	80.093320334815	76.3866892204216	39.4749361839145	41.2133523711714	NaN	25.9227113324229	32.8075230699597	50.6290176770921	27.3601882899429	NaN	39.3727211724028	41.5864571436509	42.2036937889188	31.4220528337354	62.7814509751312	52.5315849536007	48.5079314225288	53.0567910805973	63.4432271802148	55.5305435960446	54.6641709008684	61.0149323164706	49.9955296126158	53.750048102398	51.4362533722995	58.5022674947431	39.0036420031607	57.3947563646439	49.0549346448093	50.4245877643815	38.4574785537059	61.8521651022974	70.1303771033152	60.7753648264007	35.3844087116776	40.3113201967286	24.6749952763516	28.2000307324278
-5	58.2892040998688	69.9115005994454	70.2771592245459	72.9205325958742	40.6336017158788	41.4749351003162	39.3588792152134	26.7871726538311	47.013761707079	69.681009567407	62.7126390580842	71.8057953758571	33.6303905284845	19.5998590635781	32.1230405041503	37.3155506627683	50.4691416795889	61.9030442899886	53.3912805562307	72.3437360925548	51.4511804209113	62.5248401982431	47.2681234766996	54.0225175678611	NaN	NaN	NaN	NaN	68.6360511736146	68.8432437024086	55.4373341399138	61.2622838980043	58.4725371593596	64.6892299299254	41.5891720247574	49.7581194463363	59.1307660654601	71.9206133876897	36.366075481081	61.1283694099242	81.2686876900154	87.9108604661485	69.8800646742413	69.9788069456214	99.4358034828822	102.287673062792	137.246005146052	95.9280281115871	43.8502625121146	41.7999060118932	42.1191510245217	47.030658741929	58.2014653187846	66.9386505415659	113.805406076445	83.5059357129502	87.8110517512207	91.0821139196312	97.6165232437698	93.1760460348533	57.3515348236344	60.1285391055171	NaN	59.6717814491221	46.4825235021437	65.8450837959921	43.7971724341106	36.4321748661178	49.7247469667562	52.2498242904876	51.9890328626134	40.1928823120471	78.623935636344	65.6500514036752	63.8217373552748	66.6785438028749	75.8309042043528	70.6989048558728	69.2980086262919	74.7261943714222	62.1135314500842	63.4846488019816	63.5863237455555	68.8460890173436	52.1462902530467	70.1624363524066	59.9943726039784	60.0842504649063	52.0385261686974	74.3690759791118	86.578670108637	76.1929193217731	46.459993829452	49.7309306041015	34.9601187782496	39.4473229002474
-2.5	67.7854846191497	79.7575159526832	78.324953888471	82.9178743896723	46.6060930575721	46.8643815041066	44.9115754380841	34.4888038243641	56.7583014456941	77.3061369707547	74.8382654830137	81.3444454190226	39.6637928089626	25.2178173305888	37.1468996448043	41.2187183750985	63.9187107663542	74.9672586074632	67.6618630201891	84.9705168256132	58.7054811300012	69.1902598486348	54.1477341853634	62.223910736636	NaN	NaN	NaN	NaN	78.4223382515855	79.7041464813808	65.3594841124753	69.6818639905698	68.4596333231668	73.862197627632	53.8482822722306	61.133364851101	71.5352880107843	82.4641178317693	50.0886431540698	72.0133056284509	95.3317405334461	101.320716355586	80.7628676332846	82.2156537455119	112.075645952231	117.226087254157	141.323671188546	109.964910271947	50.6428977439403	48.592474009401	47.966960516625	53.0374495409322	76.8589550938707	84.6724137562112	118.259197607912	92.5304739992148	101.287340289354	103.339539046103	109.470857070291	104.635042426397	74.8742602827877	80.2825656832349	44.5617437743943	80.2315691860386	62.5969929835487	80.2808574038849	61.6259337829605	52.8390612073547	58.683884047182	61.6752471284089	59.5781446956544	48.3963320124232	90.134862334004	76.2973523740225	78.4617051743242	77.722593136857	84.6109809556328	82.5666849926461	80.7743610166131	84.2725993397989	70.901194804591	69.5504069519583	71.5747553701181	74.4573555380949	62.0734140187508	78.558702762429	67.8024589774299	66.4086698086246	64.9546626687692	84.2515406629171	99.4463090005661	87.5785231854054	57.7981991309891	57.5622144553181	42.1127324243893	50.3001717015111
0	74.8610518480466	86.3768312290795	84.1262659374979	89.5851240888094	51.630761497423	50.5588750247449	49.3797518018175	41.5514479928383	65.4826779216812	82.2965475089356	84.441081553452	87.9749494923736	45.0426469292839	30.7777363573669	41.4331710926547	44.3915009140854	76.102390004431	85.0059669793135	80.560141687567	95.4819360869871	63.9999822713708	73.2167925652529	59.2002516907413	67.9994679442313	NaN	NaN	NaN	NaN	85.7257668623645	87.5991922541851	72.8771903570511	75.0956956467755	76.2133232473901	79.8734017027696	64.5305177615014	71.4423558678589	81.9041412633485	89.8306466145265	63.8774395962866	80.5291810884191	106.094835374996	111.02299505809	89.3595415487953	91.2485759642882	116.795423473468	126.338343812997	140.33333475257	118.63782343502	55.8923563753569	54.0276146191931	52.1399217307519	56.9159792064426	92.8214725136633	99.7582909361088	118.806184289147	97.212364038333	110.005035047259	110.842746795967	115.472439065366	110.953592321184	91.7938060687932	98.5179607797385	63.0519369683139	98.5290601658904	79.0013643703754	92.7036577818466	80.321052185796	69.0410324610432	65.4192887748533	69.2722762466296	64.8224948155861	55.3736258436142	97.3424937622154	84.3602275529007	90.4640928803138	85.7930652703837	90.3390525420218	90.3691304546324	88.5281436985086	89.9041065041231	76.7040366152469	72.6117782306052	75.9495800081023	76.5205810250713	68.8785095766386	83.3075381993885	72.7967275587065	70.1031451939858	76.6064388817803	91.6202186339248	108.752296037461	95.551257094341	68.149863250778	63.6194558286041	47.7465274193473	60.2844778898105
2.5	79.9982674491418	90.6702396070348	88.1254675995559	93.6713273178101	54.9509714653918	52.6267969723867	52.5924105324587	47.1025516994501	71.7594965099841	85.0487912884476	91.444712589537	91.9754277619768	48.9840384335572	35.5493258227111	44.4400903975806	46.7125910357334	85.6568508603884	91.9654838966755	91.0870863138657	103.501125767534	67.4591425776111	74.9369466198066	62.4442003593965	71.367905175465	NaN	NaN	NaN	NaN	90.4224612388587	92.4937537776411	77.7475546461761	77.6518285840212	81.4504379017784	83.310006979675	73.1659236808906	79.6864426293068	89.5403401096584	94.3211487743295	75.5879704026743	86.5939692457301	113.519825140074	117.590441444066	95.8587817057292	97.2506015211038	115.794908782504	130.895385984715	136.225358994193	123.052721810626	59.3823621921856	58.1515775559393	54.5616930960725	58.9802195685811	105.676690113914	111.068395741477	117.857328817074	98.2686558442358	113.681423242939	114.003469241311	116.515717546715	112.54522962332	106.257310500216	112.943731361968	81.4862427080078	113.465364725033	93.7127145387943	101.838266430355	97.5294078520318	84.4550770387834	69.9819486686771	74.5266567089291	68.0874984898196	60.4512670274125	101.486606065034	90.0242663237458	99.0743196336231	90.8002115252284	93.4628182906718	93.9122602046905	92.3873873427401	92.2457588696535	80.0546047045066	73.5900817089357	77.768891184533	76.4795485468777	72.5507127041463	85.3315667470652	75.6203471248924	71.8931908163071	86.3548673832687	96.3783774119101	114.759681778189	100.564469635094	76.3626633934583	68.0367582695295	51.9306710810043	68.6926791869983
5	83.2030406453973	93.1673779532512	90.3578875098304	95.8458719334338	57.0945114957625	53.2624881464828	54.4695395700768	50.7494914763941	76.4769418067918	86.0096161406336	95.6140537603222	93.7784764534434	51.5387494464315	38.9788413051556	45.9867884478362	48.1502123112627	92.0103249319611	96.1353352578221	97.4921208711196	108.496599567126	69.2993894593644	74.816135856953	64.0983206975817	72.5625984884579	NaN	NaN	NaN	NaN	92.8485671413134	94.6257789298895	80.1959581310372	77.8125794532945	83.5638954468811	84.5214182608191	79.3437272800494	84.9538025923118	94.5422673424782	96.4093020046735	84.1399829838363	90.1576109294009	117.742506028118	121.62123055767	100.445433281228	100.533809107412	111.752599070689	132.0725033686	130.912386179166	124.426259836261	61.0024211209066	60.897415371425	55.5865192554202	59.5126890518674	115.294151603784	117.820954756013	116.97683845022	96.7422982232919	113.002949564624	113.787058495765	114.159844629095	110.304146051457	116.983362477155	122.819888023733	98.4091899206782	124.668568419211	105.060343043871	107.342925545058	110.921294281182	97.7455435440293	72.2158044688533	77.4318547527183	69.8058377209639	63.1763694360911	103.27964921945	93.3568189387678	103.3677464265	92.9909765237491	94.2084951105458	93.3873868619568	93.1296876306359	92.2808542495855	81.3130545598324	73.3005983982552	77.7063721568875	75.4601525596141	73.5365827621031	85.5545645530935	76.9739417742558	72.4027822834491	93.4898596104772	98.623731432436	117.782174897817	103.167470024933	81.7033808710912	70.8400704951492	54.7348959035089	74.7726713843115
7.5	84.8516193103719	93.9755818609251	90.5607568313416	96.4354295502802	57.8613411597399	52.7954145678941	55.21877404388	52.5947437273541	79.2185670777743	85.3601397692509	97.1108830180901	93.7109385764417	52.4958191003192	40.9395928021708	46.193000352784	48.537765032529	94.8735778608594	97.7876452098641	100.627930176129	110.374983673927	69.3897483601593	73.0913166395934	64.3962496274637	71.8525276490098	NaN	NaN	NaN	NaN	92.9313027759216	94.2620138804315	80.2556863593827	76.2266332379923	82.716776294572	83.6952515198823	82.6746128921196	87.0738812880256	96.8687610555201	96.4140926782111	89.1204421212373	91.2874735441741	119.154100649082	123.218837275643	102.937133566007	101.335142139821	106.518788715474	130.589726905292	124.677425018486	123.555457933138	60.922763820044	62.2682251865326	55.4250774885983	58.7762093638576	121.400025697076	119.906313941357	116.066689767563	93.1843257048935	109.044326334837	111.118891364102	109.296577582331	105.173478337758	123.351246777971	128.508060133016	112.162684831784	131.61481908098	112.037238270499	109.314992838965	119.570908863767	107.601999447656	72.4228924136274	78.2181947717819	70.1568536380575	63.5509217391417	103.318680397121	94.4203153001965	104.285093238742	92.6789937403231	92.4975217273863	89.3310539842426	91.5891637942548	90.8456674062012	80.9177254639119	72.103517660192	76.4729213508162	73.9266521349401	72.3102077122974	84.5021117285256	77.1785122633241	71.9073898172867	97.4703013582546	98.4295266612562	118.205944748961	103.715079183223	83.867309638996	71.9670453404382	56.1071452722423	78.4401709691682
10	84.7305891821513	92.9512451129754	88.7106033778725	95.4226953392495	57.3765156164532	51.4917976950171	54.9383845777002	53.0011474235241	80.2351194395225	83.2658002059163	96.188897837129	91.9772145221596	52.0288344317343	41.5083957488806	45.1458610770493	47.6723788751171	94.7272349976281	97.4502201646165	100.683981768962	109.324617511133	67.8091909346575	69.9916986250111	63.4430655654581	69.5617473963534	NaN	NaN	NaN	NaN	90.6745965702627	91.6741920950702	78.3873907609902	73.4906700079553	79.2387217742152	81.02399303283	83.2394705427107	86.2568501055721	96.8717638455473	94.6010490095787	91.1536454691494	90.0236953171389	117.985999468431	122.300865821386	102.820033297791	99.9152645944962	100.844261110049	126.673738641647	117.571397781976	120.709351094472	59.3438241949813	62.2768825181563	54.2292743769307	57.0050913075294	124.036769190562	117.90377339599	113.709205779607	87.7184135578412	103.260107392538	106.789916014997	102.649857408745	98.0465253800626	125.489098075032	130.782057178619	121.73450382591	134.456958594816	114.574665281777	108.34914357596	123.069140097068	113.135155291686	70.8147133326185	77.1866488762807	69.2043504035548	61.86251903217	101.649099962191	93.2386414905888	102.228176680376	90.1521863185447	88.3748693686036	82.7245700303733	88.4269384408312	88.3320338956876	79.2413370708562	70.0231793193153	74.3135850446485	71.7855421076599	69.2581103839481	82.3444049365194	76.2854437478401	70.3930947533119	98.0853988537186	96.0657390734311	116.268917444672	102.306161494608	83.1472837884827	71.3106880587673	55.960748767268	79.8195445409782
12.5	82.7988023695662	89.9900464079698	84.697394131136	92.7009670102706	55.723128616812	49.5472881662863	53.7536454873048	52.3606821414559	79.7064698922418	79.9415074725536	93.3296038592786	88.771229347327	50.4725703506521	40.9566625919264	43.2096920391857	45.5219991050853	92.3116027361985	95.572412160269	98.3849871064284	105.825771736779	64.6203083884689	65.7011323091868	61.3250890078667	65.9151507126515	NaN	NaN	NaN	NaN	86.3139830388534	87.1088042373046	75.1542184956347	70.1139205436356	73.5366268884797	76.7579208948142	81.5449994930282	82.9948161472665	94.7515989915739	91.0776347275662	90.9277557250806	86.3955503535791	114.229854043554	118.745404313283	100.047017496059	96.4862405347201	94.1512019059778	120.232473095333	108.516042520485	115.873487822059	56.6155209870327	60.8993262523223	52.1832000590961	54.3825673718444	123.183504005408	112.675279755496	107.938334849231	80.1254080663638	96.9957352526431	101.275373567864	94.8694392923699	89.6584731071482	124.058786872182	130.450295649142	126.151572676909	133.693434020153	113.029799747125	105.115849767636	122.186271607563	114.222014386863	67.8079118135423	74.6784996897377	67.1419001605733	58.5926426637405	98.0888891463817	89.8980224536552	97.8792464937547	85.5878091944536	81.9887685653466	74.4304048261554	84.2381897697508	84.7882853242543	76.4499851325573	66.9506920285282	71.3145579011348	68.8036772742616	64.8660596731398	78.9723879578329	74.3259534837533	67.7626269853971	95.5401230552209	91.8810571357436	112.237072232856	98.889296057452	80.2323746680093	68.8753633421386	54.3398060133523	79.1258061084699
15	79.2279338943481	85.3472100302787	79.3218868337273	88.3493436735416	53.092979672897	47.1164132086851	51.6573530088797	51.0242969737269	77.7314409772664	75.7743719886582	88.8017956113269	84.3174783298105	48.1596602475986	39.6154421097049	40.738069456661	42.2303317425047	88.5439254139367	92.5467559463866	94.534091741175	100.65580486947	60.2784922616831	60.6697985074955	58.2727794697651	61.191438522242	NaN	NaN	NaN	NaN	80.0745888693942	80.8994590166131	70.7554721128391	66.4361290259449	67.1055912596292	71.3576175569085	77.7493707898824	78.0974471674754	90.7387128477161	86.0374387687648	89.0205687282904	80.6436854602084	108.222352795918	112.769750966213	94.993797183729	91.429206355875	86.619552132189	111.58173133916	98.63789958874	108.963777161904	53.0476181713671	58.2806528614747	49.4328930325461	51.147847118191	118.836738330026	105.345707347865	98.0996690754128	70.4698949132795	90.89121679846	94.9625274937913	85.5658654548591	80.7423341325796	120.289424572749	127.997192740523	126.083219863246	130.332232033237	108.27835241491	100.266511365936	117.917525791	111.406251088828	63.666494758518	71.0457286144523	63.9389126801392	54.3533780501311	92.8613318174558	84.8693074739172	92.0274429894302	79.3406227269532	73.4969498675	65.6107233585113	78.9543042735453	80.1131517694813	72.8167616239606	62.930394427964	67.5346976152113	64.894764196765	59.5404638189269	74.4244104346589	71.3327122993231	64.0637230302804	90.5409885511752	86.5753986818686	106.602110405103	93.7188423741671	76.0057225004168	64.8617504188856	51.586985389297	76.5102738892622
