Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.056935	66.966	0.36513	66.27	0.36627
0.11387	67.037	0.3661	66.34	0.36724
0.1708	67.185	0.36705	66.488	0.36819
0.22774	67.222	0.36534	66.524	0.36647
0.28467	67.259	0.36569	66.561	0.36682
0.34161	67.396	0.36605	66.696	0.36718
0.39854	67.331	0.36734	66.633	0.36848
0.45548	67.267	0.36677	66.57	0.36791
0.51241	67.299	0.36624	66.601	0.36738
0.56935	67.59	0.36458	66.889	0.36571
0.62628	67.643	0.36591	66.942	0.36704
0.68322	67.613	0.36506	66.913	0.36619
0.74015	67.61	0.36458	66.91	0.36571
0.79708	67.753	0.36156	67.051	0.36269
0.85402	67.948	0.36133	67.245	0.36246
0.91095	68.094	0.36247	67.389	0.36359
0.96789	68.169	0.36224	67.463	0.36336
1.0248	68.185	0.36186	67.479	0.36297
1.0818	68.15	0.36086	67.445	0.36198
1.1387	68.129	0.36338	67.424	0.3645
1.1956	68.187	0.36371	67.481	0.36483
1.2526	68.252	0.36248	67.546	0.3636
1.3095	68.221	0.36143	67.515	0.36254
1.3664	68.208	0.3627	67.503	0.36381
1.4234	68.311	0.3626	67.605	0.3637
1.4803	68.371	0.36242	67.664	0.36353
1.5372	68.267	0.36407	67.562	0.36518
1.5942	68.544	0.36219	67.835	0.36329
1.6511	68.358	0.36292	67.651	0.36402
1.708	68.238	0.36185	67.532	0.36295
1.765	68.354	0.36202	67.647	0.36313
1.8219	68.295	0.36325	67.589	0.36436
1.8788	68.387	0.36164	67.68	0.36274
1.9358	68.343	0.36284	67.636	0.36394
1.9927	68.351	0.36354	67.645	0.36465
2.0496	68.35	0.36383	67.644	0.36493
2.1066	68.366	0.36308	67.659	0.36418
2.1635	68.393	0.36251	67.686	0.36361
2.2205	68.399	0.36239	67.692	0.36349
2.2774	68.432	0.36262	67.725	0.36372
2.3343	68.299	0.36234	67.593	0.36345
2.3913	68.374	0.36332	67.667	0.36442
2.4482	68.313	0.36315	67.607	0.36425
2.5051	68.347	0.36358	67.641	0.36468
2.5621	68.389	0.36252	67.683	0.36362
2.619	68.578	0.36239	67.869	0.36348
2.6759	68.598	0.36196	67.89	0.36305
2.7329	68.555	0.36202	67.847	0.36312
2.7898	68.622	0.36225	67.914	0.36334
2.8467	68.791	0.3624	68.081	0.36349
2.9037	68.693	0.36314	67.984	0.36423
2.9606	68.771	0.36231	68.061	0.3634
3.0175	68.98	0.36309	68.269	0.36417
3.0745	69.001	0.36266	68.29	0.36374
3.1314	68.918	0.36286	68.207	0.36395
3.1883	68.857	0.36318	68.147	0.36427
3.2453	68.93	0.36306	68.219	0.36414
3.3022	68.857	0.36418	68.147	0.36527
3.3591	68.853	0.36461	68.144	0.36569
3.4161	68.912	0.36471	68.202	0.36579
3.473	69.055	0.36485	68.344	0.36593
3.5299	68.94	0.36504	68.23	0.36612
3.5869	68.883	0.36537	68.174	0.36646
3.6438	68.884	0.36647	68.175	0.36756
3.7008	68.994	0.36664	68.285	0.36772
3.7577	68.921	0.36579	68.212	0.36688
3.8146	68.815	0.36665	68.107	0.36774
3.8716	69.005	0.36678	68.296	0.36786
3.9285	68.939	0.36677	68.23	0.36785
3.9854	68.955	0.36673	68.246	0.36781
4.0424	68.959	0.36737	68.25	0.36845
4.0993	69.095	0.36665	68.385	0.36773
4.1562	69.149	0.36625	68.439	0.36732
4.2132	69.107	0.36639	68.397	0.36747
4.2701	69.032	0.36688	68.323	0.36796
4.327	69.12	0.368	68.411	0.36907
4.384	69.268	0.36687	68.557	0.36794
4.4409	69.255	0.36647	68.545	0.36754
4.4978	69.238	0.36717	68.528	0.36824
4.5548	69.404	0.36672	68.693	0.36779
4.6117	69.395	0.36689	68.683	0.36795
4.6686	69.565	0.36516	68.851	0.36622
4.7256	69.431	0.36544	68.719	0.36651
4.7825	69.456	0.3663	68.744	0.36737
4.8394	69.468	0.36659	68.756	0.36766
4.8964	69.453	0.36702	68.741	0.36809
4.9533	69.435	0.36575	68.723	0.36682
5.0102	69.209	0.36813	68.5	0.36919
5.0672	69.412	0.36667	68.702	0.36774
5.1241	69.227	0.36833	68.519	0.3694
5.1811	69.244	0.36742	68.536	0.36849
5.238	69.007	0.36691	68.301	0.36797
5.2949	68.917	0.3679	68.212	0.36896
5.3519	69.163	0.36964	68.457	0.3707
5.4088	69.23	0.36968	68.523	0.37074
5.4657	69.282	0.36941	68.575	0.37047
5.5227	69.188	0.36928	68.481	0.37034
5.5796	69.301	0.36926	68.593	0.37032
5.6365	69.409	0.3696	68.7	0.37066
5.6935	69.488	0.36925	68.779	0.3703
5.7504	69.469	0.3686	68.76	0.36966
5.8073	69.505	0.36823	68.796	0.36928
5.8643	69.486	0.37008	68.778	0.37114
5.9212	69.647	0.36959	68.936	0.37064
5.9781	69.646	0.36929	68.936	0.37034
6.0351	69.598	0.36907	68.888	0.37012
6.092	69.684	0.36904	68.974	0.37008
6.1489	69.667	0.36982	68.957	0.37086
6.2059	69.706	0.36993	68.995	0.37098
6.2628	69.703	0.36935	68.992	0.3704
6.3197	69.798	0.3691	69.086	0.37015
6.3767	69.852	0.37024	69.14	0.37128
6.4336	69.948	0.37015	69.236	0.37119
6.4905	69.987	0.3697	69.274	0.37074
6.5475	69.963	0.3697	69.25	0.37074
6.6044	70.031	0.36977	69.318	0.37081
6.6614	70.006	0.37027	69.293	0.37131
6.7183	69.972	0.37036	69.26	0.3714
6.7752	70.018	0.37046	69.305	0.3715
6.8322	70.04	0.36994	69.328	0.37098
6.8891	70.029	0.37031	69.317	0.37135
6.946	70.01	0.3708	69.298	0.37184
7.003	70.061	0.37028	69.349	0.37131
7.0599	70.124	0.37053	69.411	0.37156
7.1168	70.226	0.36871	69.512	0.36974
7.1738	70.161	0.37047	69.447	0.3715
7.2307	70.243	0.37135	69.529	0.37238
7.2876	70.289	0.37158	69.575	0.37262
7.3446	70.323	0.37102	69.609	0.37205
7.4015	70.422	0.3715	69.707	0.37253
7.4584	70.471	0.37132	69.755	0.37235
7.5154	70.433	0.37118	69.717	0.37221
7.5723	70.396	0.37104	69.681	0.37207
7.6292	70.516	0.37126	69.8	0.37229
7.6862	70.554	0.37129	69.837	0.37232
7.7431	70.663	0.37036	69.945	0.37139
7.8	70.593	0.3707	69.876	0.37172
7.857	70.681	0.3701	69.963	0.37113
7.9139	70.679	0.3711	69.961	0.37212
7.9708	70.725	0.37031	70.008	0.37133
8.0278	70.761	0.37009	70.043	0.37111
8.0847	70.75	0.37058	70.032	0.3716
8.1417	70.854	0.3701	70.135	0.37112
8.1986	70.849	0.37009	70.13	0.37111
8.2555	70.827	0.37084	70.109	0.37185
8.3125	70.852	0.37101	70.133	0.37203
8.3694	70.871	0.37034	70.153	0.37136
8.4263	70.925	0.37068	70.206	0.3717
8.4833	70.866	0.37115	70.148	0.37217
8.5402	71.063	0.37084	70.342	0.37185
8.5971	71.087	0.36999	70.366	0.371
8.6541	70.931	0.37098	70.212	0.37199
8.711	71.05	0.3702	70.33	0.37121
8.7679	71.084	0.3701	70.364	0.37111
8.8249	71.061	0.36988	70.341	0.3709
8.8818	71.189	0.37067	70.467	0.37168
8.9387	71.152	0.3712	70.431	0.37221
8.9957	71.257	0.37094	70.536	0.37195
9.0526	71.367	0.37105	70.644	0.37206
9.1095	71.273	0.37134	70.551	0.37236
9.1665	71.268	0.37168	70.547	0.37269
9.2234	71.261	0.37241	70.539	0.37342
9.2803	71.128	0.37383	70.408	0.37485
9.3373	71.146	0.37399	70.426	0.375
9.3942	71.127	0.37319	70.407	0.37421
9.4512	71.158	0.37279	70.438	0.3738
9.5081	71.278	0.37417	70.557	0.37518
9.565	71.228	0.37431	70.507	0.37532
9.622	71.2	0.37429	70.48	0.3753
9.6789	71.287	0.37445	70.566	0.37546
9.7358	71.28	0.37438	70.559	0.37539
9.7928	71.304	0.37439	70.583	0.3754
9.8497	71.358	0.37395	70.637	0.37496
9.9066	71.334	0.37379	70.613	0.3748
9.9636	71.332	0.3739	70.61	0.37491
10.02	71.292	0.37446	70.571	0.37547
10.077	71.35	0.37402	70.628	0.37503
10.134	71.363	0.37379	70.641	0.3748
10.191	71.253	0.37418	70.533	0.37519
10.248	71.282	0.37427	70.561	0.37528
10.305	71.339	0.37358	70.618	0.37459
10.362	71.328	0.37399	70.607	0.37499
10.419	71.353	0.37454	70.632	0.37555
10.476	71.336	0.3746	70.615	0.37561
10.533	71.376	0.37438	70.655	0.37539
10.59	71.324	0.37462	70.604	0.37562
10.647	71.303	0.37488	70.583	0.37589
10.704	71.426	0.37373	70.704	0.37473
10.761	71.285	0.37495	70.564	0.37596
10.818	71.156	0.37549	70.437	0.3765
10.875	71.116	0.37551	70.398	0.37652
10.931	71.059	0.37553	70.341	0.37654
10.988	71.24	0.3748	70.52	0.37581
11.045	71.215	0.37523	70.496	0.37624
11.102	71.29	0.37465	70.57	0.37566
11.159	71.314	0.37475	70.594	0.37576
11.216	71.22	0.37527	70.501	0.37628
11.273	71.278	0.37499	70.558	0.376
11.33	71.225	0.37538	70.505	0.37639
11.387	71.152	0.3755	70.433	0.37651
11.444	71.251	0.37372	70.532	0.37472
11.501	71.147	0.37414	70.428	0.37515
11.558	71.185	0.37377	70.466	0.37478
11.615	71.177	0.37312	70.458	0.37412
11.672	71.274	0.37167	70.554	0.37267
11.729	71.275	0.37219	70.555	0.37319
11.785	71.342	0.37195	70.621	0.37296
11.842	71.359	0.37158	70.638	0.37259
11.899	71.362	0.37171	70.641	0.37271
11.956	71.308	0.37137	70.587	0.37238
12.013	71.385	0.37162	70.663	0.37263
12.07	71.365	0.37142	70.644	0.37242
12.127	71.278	0.37132	70.558	0.37232
12.184	71.246	0.37177	70.526	0.37277
12.241	71.203	0.37173	70.483	0.37273
12.298	71.23	0.37104	70.51	0.37205
12.355	71.191	0.37083	70.472	0.37183
12.412	71.167	0.37164	70.448	0.37265
12.469	71.211	0.37037	70.491	0.37137
12.526	71.181	0.37059	70.462	0.37159
12.583	71.289	0.37086	70.568	0.37186
12.639	71.246	0.37058	70.526	0.37158
12.696	71.147	0.37111	70.428	0.37211
12.753	71.193	0.37006	70.473	0.37106
12.81	71.157	0.37003	70.437	0.37103
12.867	71.044	0.37001	70.326	0.37102
12.924	71.008	0.37012	70.289	0.37113
12.981	71.016	0.36941	70.298	0.37042
13.038	71.23	0.36836	70.51	0.36936
13.095	71.02	0.36937	70.302	0.37037
13.152	71.046	0.36871	70.328	0.36972
13.209	71.077	0.36907	70.358	0.37008
13.266	71.051	0.36867	70.332	0.36968
13.323	71.069	0.36839	70.35	0.3694
13.38	71.042	0.36856	70.323	0.36956
13.437	71.096	0.36799	70.377	0.369
