Time	Fascicle Length R1_F2	Pennation Angle R1_F2
0.051935	41.209	0.32564
0.10387	41.247	0.3252
0.1558	41.248	0.32427
0.20774	41.299	0.32402
0.25967	41.261	0.32345
0.31161	41.296	0.32276
0.36354	41.328	0.32274
0.41548	41.372	0.32283
0.46741	41.404	0.32276
0.51935	41.45	0.32203
0.57128	41.484	0.32207
0.62321	41.526	0.32231
0.67515	41.587	0.32118
0.72708	41.61	0.3204
0.77902	41.648	0.32022
0.83095	41.663	0.31964
0.88289	41.691	0.31979
0.93482	41.763	0.3193
0.98676	41.778	0.31905
1.0387	41.816	0.31849
1.0906	41.791	0.31769
1.1426	41.846	0.31828
1.1945	41.891	0.31693
1.2464	41.866	0.31747
1.2984	41.906	0.31657
1.3503	41.982	0.31634
1.4022	41.996	0.31525
1.4542	42.036	0.31436
1.5061	42.092	0.31361
1.558	42.157	0.31338
1.61	42.165	0.31222
1.6619	42.18	0.31225
1.7138	42.236	0.31221
1.7658	42.242	0.31163
1.8177	42.296	0.31134
1.8696	42.365	0.31036
1.9216	42.355	0.31005
1.9735	42.388	0.31063
2.0254	42.453	0.31038
2.0774	42.48	0.30962
2.1293	42.547	0.30911
2.1813	42.556	0.30911
2.2332	42.571	0.30908
2.2851	42.632	0.30974
2.3371	42.635	0.31027
2.389	42.654	0.31073
2.4409	42.761	0.30994
2.4929	42.792	0.30926
2.5448	42.822	0.30932
2.5967	42.815	0.30955
2.6487	42.855	0.30995
2.7006	42.911	0.30892
2.7525	42.907	0.30864
2.8045	42.947	0.3093
2.8564	43.031	0.30845
2.9083	43.022	0.30764
2.9603	43.055	0.30669
3.0122	43.117	0.30673
3.0641	43.186	0.30588
3.1161	43.175	0.30486
3.168	43.231	0.30534
3.2199	43.276	0.30521
3.2719	43.289	0.30493
3.3238	43.319	0.30318
3.3757	43.376	0.30289
3.4277	43.414	0.30264
3.4796	43.427	0.30198
3.5316	43.434	0.30265
3.5835	43.499	0.30281
3.6354	43.488	0.30167
3.6874	43.52	0.30137
3.7393	43.585	0.30182
3.7912	43.615	0.302
3.8432	43.6	0.30112
3.8951	43.611	0.30163
3.947	43.695	0.30107
3.999	43.763	0.29982
4.0509	43.739	0.30008
4.1028	43.83	0.29861
4.1548	43.834	0.29879
4.2067	43.871	0.29766
4.2586	43.891	0.29793
4.3106	43.966	0.29841
4.3625	43.971	0.29701
4.4144	43.964	0.29586
4.4664	44.037	0.29528
4.5183	44.06	0.2956
4.5702	44.09	0.29499
4.6222	44.143	0.29467
4.6741	44.212	0.29346
4.726	44.208	0.29224
4.778	44.257	0.29165
4.8299	44.331	0.29192
4.8818	44.382	0.29142
4.9338	44.374	0.29091
4.9857	44.498	0.29052
5.0377	44.49	0.2905
5.0896	44.495	0.29029
5.1415	44.514	0.29055
5.1935	44.574	0.29013
5.2454	44.605	0.28935
5.2973	44.584	0.28963
5.3493	44.67	0.28948
5.4012	44.696	0.28814
5.4531	44.747	0.28778
5.5051	44.734	0.2878
5.557	44.775	0.28674
5.6089	44.787	0.28619
5.6609	44.872	0.28617
5.7128	44.883	0.28614
5.7647	44.841	0.28657
5.8167	44.934	0.28584
5.8686	44.978	0.28592
5.9205	45.048	0.28606
5.9725	45.056	0.2857
6.0244	45.086	0.28508
6.0763	45.129	0.28432
6.1283	45.156	0.28364
6.1802	45.213	0.28347
6.2321	45.213	0.28422
6.2841	45.248	0.28367
6.336	45.259	0.28328
6.388	45.315	0.2832
6.4399	45.317	0.28378
6.4918	45.36	0.28276
6.5438	45.313	0.28239
6.5957	45.429	0.28252
6.6476	45.469	0.28267
6.6996	45.474	0.28193
6.7515	45.507	0.28142
6.8034	45.573	0.28046
6.8554	45.551	0.2815
6.9073	45.593	0.28069
6.9592	45.584	0.28127
7.0112	45.597	0.28155
7.0631	45.645	0.28047
7.115	45.577	0.28079
7.167	45.587	0.28054
7.2189	45.578	0.27994
7.2708	45.627	0.2796
7.3228	45.617	0.2786
7.3747	45.592	0.27789
7.4266	45.62	0.27831
7.4786	45.684	0.27843
7.5305	45.684	0.27814
7.5824	45.703	0.27789
7.6344	45.783	0.27773
7.6863	45.84	0.27765
7.7382	45.851	0.27788
7.7902	45.864	0.27789
7.8421	45.918	0.27769
7.8941	45.945	0.27711
7.946	45.986	0.27672
7.9979	46.024	0.27621
8.0499	46.033	0.27625
8.1018	46.095	0.27524
8.1537	46.072	0.27567
8.2057	46.176	0.2751
8.2576	46.168	0.27499
8.3095	46.243	0.27422
8.3615	46.242	0.2741
8.4134	46.28	0.27371
8.4653	46.321	0.27275
8.5173	46.392	0.27189
8.5692	46.462	0.27189
8.6211	46.498	0.27136
8.6731	46.538	0.2715
8.725	46.596	0.27146
8.7769	46.621	0.27069
8.8289	46.682	0.27018
8.8808	46.692	0.2702
8.9327	46.732	0.27047
8.9847	46.693	0.2705
9.0366	46.763	0.27052
9.0885	46.743	0.27106
9.1405	46.829	0.27001
9.1924	46.88	0.26956
9.2444	46.919	0.27001
9.2963	46.911	0.27131
9.3482	46.992	0.27114
9.4002	46.979	0.27069
9.4521	46.967	0.27006
9.504	47.017	0.27011
9.556	47.038	0.27062
9.6079	47.032	0.27081
9.6598	47.067	0.26945
9.7118	47.098	0.26898
9.7637	47.163	0.26845
9.8156	47.203	0.26815
9.8676	47.253	0.26689
9.9195	47.285	0.26759
9.9714	47.332	0.26831
10.023	47.355	0.26774
10.075	47.446	0.26724
10.127	47.518	0.26809
10.179	47.508	0.26784
10.231	47.543	0.26668
10.283	47.608	0.26665
10.335	47.647	0.26678
10.387	47.647	0.26619
10.439	47.72	0.26596
10.491	47.746	0.26612
10.543	47.83	0.2654
10.595	47.823	0.2658
10.647	47.872	0.2656
10.699	47.905	0.266
10.75	47.974	0.26536
10.802	48.061	0.26485
10.854	48.065	0.26475
10.906	48.071	0.26456
10.958	48.162	0.26402
11.01	48.165	0.26447
11.062	48.143	0.26416
11.114	48.245	0.26336
11.166	48.256	0.26342
11.218	48.228	0.2631
11.27	48.237	0.26328
11.322	48.277	0.26328
11.374	48.321	0.26258
11.426	48.335	0.26224
11.478	48.372	0.26166
11.529	48.359	0.26077
11.581	48.459	0.26077
11.633	48.466	0.2613
11.685	48.455	0.26084
11.737	48.545	0.26058
11.789	48.586	0.2612
11.841	48.623	0.2604
11.893	48.719	0.26031
11.945	48.717	0.26006
11.997	48.736	0.26014
12.049	48.753	0.25976
12.101	48.725	0.26052
12.153	48.804	0.26054
12.205	48.81	0.26074
12.257	48.871	0.26091
12.308	48.868	0.26204
12.36	48.945	0.26205
12.412	48.917	0.26187
12.464	48.954	0.26236
12.516	48.909	0.26259
12.568	48.965	0.26243
12.62	48.96	0.26217
12.672	48.98	0.26147
12.724	48.989	0.26129
12.776	49.014	0.26137
12.828	48.917	0.26234
12.88	49.023	0.26164
12.932	49.002	0.26183
12.984	49.038	0.26151
13.036	49.057	0.26103
13.088	49	0.26201
13.139	49.047	0.26118
13.191	49.087	0.26061
13.243	49.131	0.25971
13.295	49.147	0.25938
13.347	49.148	0.25988
13.399	49.152	0.2598
13.451	49.179	0.25966
13.503	49.136	0.25965
13.555	49.151	0.25935
13.607	49.213	0.25945
13.659	49.134	0.25955
13.711	49.157	0.25937
13.763	49.168	0.25971
13.815	49.18	0.25964
13.867	49.2	0.25947
13.918	49.234	0.25885
13.97	49.22	0.25891
14.022	49.241	0.25846
14.074	49.244	0.258
14.126	49.26	0.25723
14.178	49.25	0.25603
14.23	49.236	0.25562
14.282	49.29	0.2551
14.334	49.224	0.25548
14.386	49.223	0.2557
14.438	49.226	0.25572
14.49	49.243	0.25607
14.542	49.218	0.25632
