GMfas1			EXT		
2.431476569	24.40122772	7.828804497	2.431476569	9.295689645	29.84939815
2.486737401	24.47126617	7.832906609	2.486737401	9.294725441	29.84924043
2.541998232	24.52015258	7.831133055	2.541998232	9.291511715	29.84926483
2.597259063	24.57530744	7.827943997	2.597259063	9.29301916	29.84950754
2.652519894	24.61489786	7.828819217	2.652519894	9.284481218	29.84983726
2.707780725	24.65628426	7.827703091	2.707780725	9.287475984	29.84872467
2.763041556	24.71372607	7.822176661	2.763041556	9.292796366	29.84848844
2.818302387	24.75187418	7.821021608	2.818302387	9.287906646	29.84854902
2.873563218	24.8031682	7.822235941	2.873563218	9.291770113	29.84924214
2.92882405	24.91316702	7.820157377	2.92882405	9.297527909	29.84946753
2.984084881	24.95376751	7.818398734	2.984084881	9.297738952	29.85015079
3.039345712	25.02438805	7.820290642	3.039345712	9.301118667	29.84996012
3.094606543	25.11609135	7.818711416	3.094606543	9.305970248	29.85068194
3.149867374	25.15079178	7.81549596	3.149867374	9.303128816	29.85050707
3.205128205	25.20862258	7.818842561	3.205128205	9.303899393	29.85030151
3.260389036	25.25347422	7.820421414	3.260389036	9.304415671	29.85033767
3.315649867	25.28801272	7.819319819	3.315649867	9.306804327	29.84955938
3.370910698	25.34194266	7.823917227	3.370910698	9.307525086	29.84976863
3.42617153	25.41137481	7.821642504	3.42617153	9.308553649	29.84979089
3.481432361	25.41038655	7.818085012	3.481432361	9.29915714	29.84964866
3.536693192	25.45407538	7.817913918	3.536693192	9.296724687	29.84900713
3.591954023	25.50201506	7.813834493	3.591954023	9.300726936	29.84918895
3.647214854	25.56092361	7.813958269	3.647214854	9.294228902	29.84932474
3.702475685	25.6153519	7.813540503	3.702475685	9.297660631	29.84999017
3.757736516	25.67148282	7.814237589	3.757736516	9.300740369	29.85016268
3.812997347	25.7496613	7.812120758	3.812997347	9.300203396	29.85010506
3.868258179	25.81385426	7.812035882	3.868258179	9.301886412	29.85078618
3.92351901	25.83313911	7.811336559	3.92351901	9.296676236	29.85086468
3.978779841	25.86629981	7.810733983	3.978779841	9.29493502	29.85070333
4.034040672	25.91209218	7.811815926	4.034040672	9.294514351	29.85026473
4.089301503	25.94202371	7.810820628	4.089301503	9.294175978	29.8500079
4.144562334	26.02199453	7.812255591	4.144562334	9.300018376	29.85031976
4.199823165	26.06316146	7.811132585	4.199823165	9.293857161	29.85023357
4.255083996	26.08759198	7.810002146	4.255083996	9.287704193	29.84942901
4.310344828	26.11832007	7.811463114	4.310344828	9.28477467	29.84908293
4.365605659	26.16706368	7.810108971	4.365605659	9.285669666	29.84957131
4.42086649	26.20008758	7.809812101	4.42086649	9.289230123	29.84884693
4.476127321	26.2554433	7.811360934	4.476127321	9.29014561	29.84934233
4.531388152	26.27400382	7.810464839	4.531388152	9.281230333	29.84962474
4.586648983	26.32188899	7.809525594	4.586648983	9.287656786	29.84966162
4.641909814	26.36026121	7.811634569	4.641909814	9.28391823	29.84942815
4.697170645	26.39440715	7.810117036	4.697170645	9.284666638	29.85013486
4.752431477	26.42424384	7.810100802	4.752431477	9.278447051	29.85009114
4.807692308	26.47293872	7.811919958	4.807692308	9.279440975	29.85028091
4.862953139	26.55918494	7.811220965	4.862953139	9.292216237	29.85065998
4.91821397	26.56562396	7.811149212	4.91821397	9.290069792	29.85047991
4.973474801	26.6127017	7.809283727	4.973474801	9.285317509	29.85052793
5.028735632	26.67005587	7.810741579	5.028735632	9.293085196	29.85098781
5.083996463	26.71904574	7.810249997	5.083996463	9.293116088	29.85029916
5.139257294	26.76945067	7.80892308	5.139257294	9.290920525	29.85091403
5.194518126	26.83317356	7.809745469	5.194518126	9.298028232	29.85139452
5.249778957	26.85392632	7.809044291	5.249778957	9.30021858	29.85097017
5.305039788	26.87613686	7.809325575	5.305039788	9.293527165	29.85054164
5.360300619	26.94688406	7.811373482	5.360300619	9.297163884	29.85160049
5.41556145	26.97403443	7.809590865	5.41556145	9.298100741	29.85175191
5.470822281	27.06063183	7.80980131	5.470822281	9.301240685	29.85232953
5.526083112	27.0981208	7.808560043	5.526083112	9.303369953	29.85233346
5.581343943	27.16108902	7.809265928	5.581343943	9.302427424	29.85196315
5.636604775	27.21920622	7.808236653	5.636604775	9.305851498	29.85261044
5.691865606	27.25188757	7.809833167	5.691865606	9.297903837	29.85151492
5.747126437	27.2887645	7.81029353	5.747126437	9.297332481	29.85143346
5.802387268	27.30934031	7.81039577	5.802387268	9.29909972	29.85181358
5.857648099	27.36755829	7.812634628	5.857648099	9.297364918	29.85158087
5.91290893	27.42706522	7.812188996	5.91290893	9.293887268	29.85162174
5.968169761	27.4500019	7.811837395	5.968169761	9.298799165	29.85206744
6.023430592	27.49531997	7.81351409	6.023430592	9.300145221	29.85211503
6.078691424	27.55641473	7.812076429	6.078691424	9.297399464	29.8524818
6.133952255	27.62505584	7.812103082	6.133952255	9.304315323	29.85281082
6.189213086	27.66451279	7.813503496	6.189213086	9.305361626	29.8527594
6.244473917	27.70706401	7.813712822	6.244473917	9.303582637	29.85268991
6.299734748	27.74703962	7.81162822	6.299734748	9.308764138	29.85216435
6.354995579	27.80301037	7.812557902	6.354995579	9.307068858	29.85254355
6.41025641	27.8616572	7.812436777	6.41025641	9.305988465	29.85282851
6.465517241	27.88253721	7.811767703	6.465517241	9.303205958	29.8522157
6.520778073	27.88522399	7.811250936	6.520778073	9.299806663	29.85196018
6.576038904	27.96200593	7.813088526	6.576038904	9.305334803	29.85237465
6.631299735	27.99559471	7.812033988	6.631299735	9.301775265	29.85153612
6.686560566	27.96979331	7.811156251	6.686560566	9.298025134	29.85163007
6.741821397	28.05082836	7.813539079	6.741821397	9.301593279	29.85157715
6.797082228	28.10646565	7.811553787	6.797082228	9.299755614	29.85265809
6.852343059	28.13293692	7.812645449	6.852343059	9.295982225	29.85279341
6.90760389	28.16027025	7.813719988	6.90760389	9.29852767	29.85266163
6.962864721	28.20320683	7.812102038	6.962864721	9.298530681	29.85318183
7.018125553	28.22780159	7.812609036	7.018125553	9.298157892	29.85316423
7.073386384	28.24518158	7.810895845	7.073386384	9.295188504	29.85339228
7.128647215	28.23305386	7.810747939	7.128647215	9.293777218	29.85356956
7.183908046	28.26236664	7.811684085	7.183908046	9.292400357	29.85319554
7.239168877	28.33395089	7.810952298	7.239168877	9.292459979	29.8534371
7.294429708	28.36848432	7.811156574	7.294429708	9.290459212	29.85344523
7.349690539	28.40503731	7.809586317	7.349690539	9.286831303	29.85369472
7.40495137	28.42789291	7.80713539	7.40495137	9.283348035	29.85413574
7.460212202	28.46866837	7.80547297	7.460212202	9.285838805	29.85400085
7.515473033	28.45600337	7.806786247	7.515473033	9.280294346	29.85441763
7.570733864	28.54100138	7.808185353	7.570733864	9.285481174	29.8541032
7.625994695	28.59675644	7.810523782	7.625994695	9.290532986	29.85436446
7.681255526	28.64726011	7.80824168	7.681255526	9.292185498	29.85431638
7.736516357	28.70968206	7.811430271	7.736516357	9.301843175	29.85429149
7.791777188	28.78174687	7.808915253	7.791777188	9.303399689	29.85443691
7.847038019	28.78415204	7.810636644	7.847038019	9.303331144	29.85431738
7.902298851	28.80957161	7.81211139	7.902298851	9.30100317	29.85466219
7.957559682	28.87151596	7.810564608	7.957559682	9.304666088	29.85428072
8.012820513	28.90366398	7.810036964	8.012820513	9.305976819	29.8541973
8.068081344	28.97066212	7.810846755	8.068081344	9.307821082	29.85413706
8.123342175	29.04003079	7.808799882	8.123342175	9.309971038	29.8539842
8.178603006	29.09529202	7.807807924	8.178603006	9.308792649	29.85394983
8.233863837	29.12275324	7.807644569	8.233863837	9.309518671	29.85398468
8.289124668	29.17656194	7.809069327	8.289124668	9.308509031	29.85407868
8.3443855	29.19116969	7.80817803	8.3443855	9.307958629	29.85378707
8.399646331	29.21576012	7.809028499	8.399646331	9.306281172	29.85365804
8.454907162	29.25108606	7.808498713	8.454907162	9.308443284	29.85383178
8.510167993	29.23971576	7.808098323	8.510167993	9.308089994	29.85397918
8.565428824	29.29735762	7.810247616	8.565428824	9.307624843	29.85360039
8.620689655	29.34961861	7.811869452	8.620689655	9.308841993	29.85340129
8.675950486	29.3891377	7.811687459	8.675950486	9.309969745	29.85350196
8.731211317	29.42200233	7.81385443	8.731211317	9.309766468	29.85357092
8.786472149	29.4497735	7.810432446	8.786472149	9.310529948	29.85346019
8.84173298	29.46914107	7.809357885	8.84173298	9.309482895	29.85326195
8.896993811	29.53249965	7.809270761	8.896993811	9.311332033	29.85374356
8.952254642	29.56880777	7.808950299	8.952254642	9.311739781	29.85388233
9.007515473	29.58787491	7.807137831	9.007515473	9.310041753	29.85353839
9.062776304	29.56618473	7.80783065	9.062776304	9.307033773	29.85344055
9.118037135	29.58527655	7.808097701	9.118037135	9.308215917	29.85326539
9.173297966	29.57643458	7.808481607	9.173297966	9.303069314	29.85317885
9.228558798	29.56238911	7.809883543	9.228558798	9.304795805	29.85345806
9.283819629	29.60468115	7.812094578	9.283819629	9.304472999	29.85330485
9.33908046	29.65082925	7.809372603	9.33908046	9.306180545	29.85326975
9.394341291	29.66205361	7.810475983	9.394341291	9.306239258	29.85345712
9.449602122	29.68136967	7.809651237	9.449602122	9.306431512	29.85293291
9.504862953	29.68050727	7.808045527	9.504862953	9.305584468	29.85287468
9.560123784	29.66711172	7.806595915	9.560123784	9.301519431	29.85346496
9.615384615	29.67468706	7.805448844	9.615384615	9.302009969	29.85328984
9.670645447	29.67207299	7.804622751	9.670645447	9.29843092	29.85316281
9.725906278	29.69360589	7.804622845	9.725906278	9.303005149	29.85280913
9.781167109	29.75037507	7.806439625	9.781167109	9.307122375	29.85346137
9.83642794	29.7985548	7.805396232	9.83642794	9.304826778	29.85292824
9.891688771	29.83031589	7.805657811	9.891688771	9.307128029	29.85366495
9.946949602	29.87598103	7.806424498	9.946949602	9.308088644	29.85341682
10.00221043	29.89314954	7.8039092	10.00221043	9.309677342	29.85358156
10.05747126	29.88264144	7.803796814	10.05747126	9.305710754	29.85305388
10.1127321	29.90252761	7.807023186	10.1127321	9.307643325	29.85358028
10.16799293	29.99780887	7.809439392	10.16799293	9.308498698	29.85354127
10.22325376	30.01983686	7.808099827	10.22325376	9.310615127	29.8536076
10.27851459	30.02691031	7.809069134	10.27851459	9.308705969	29.85355217
10.33377542	30.01692768	7.808686505	10.33377542	9.309387786	29.85359052
10.38903625	30.03792406	7.807686185	10.38903625	9.309108708	29.85359871
10.44429708	30.04758512	7.810494835	10.44429708	9.312544698	29.85340755
10.49955791	30.11554749	7.809920526	10.49955791	9.313115927	29.85341999
10.55481874	30.16939425	7.812665596	10.55481874	9.315070983	29.85319168
10.61007958	30.21867839	7.812865002	10.61007958	9.314884742	29.85356858
10.66534041	30.25159502	7.811853311	10.66534041	9.314712184	29.85317342
10.72060124	30.24343887	7.808870099	10.72060124	9.312942887	29.85315074
10.77586207	30.25541579	7.808060091	10.77586207	9.313206862	29.85321453
10.8311229	30.28293517	7.808857474	10.8311229	9.313809972	29.85347414
10.88638373	30.30818537	7.808397228	10.88638373	9.311238956	29.85291074
10.94164456	30.31177937	7.807491618	10.94164456	9.310394434	29.85258421
10.99690539	30.3412973	7.808373471	10.99690539	9.309938448	29.85259733
11.05216622	30.34483745	7.806148397	11.05216622	9.306895163	29.85241301
11.10742706	30.36827448	7.806009626	11.10742706	9.308147583	29.85248884
11.16268789	30.41733377	7.80364899	11.16268789	9.311315493	29.85332307
11.21794872	30.46683644	7.803339567	11.21794872	9.311724552	29.85352101
11.27320955	30.4822766	7.801889542	11.27320955	9.311071663	29.85369171
11.32847038	30.52062254	7.80523798	11.32847038	9.313007853	29.85345092
11.38373121	30.53542369	7.804328041	11.38373121	9.314541671	29.8531772
11.43899204	30.56838089	7.804763387	11.43899204	9.31387713	29.85375077
11.49425287	30.62937319	7.803464226	11.49425287	9.31471513	29.85356372
11.5495137	30.67809313	7.804267745	11.5495137	9.315521438	29.85364574
11.60477454	30.71131362	7.800580272	11.60477454	9.314998338	29.85401084
11.66003537	30.73495291	7.804384315	11.66003537	9.316954119	29.85390143
11.7152962	30.76832502	7.804463913	11.7152962	9.316708938	29.85411449
11.77055703	30.7662765	7.804504101	11.77055703	9.313740037	29.8531508
11.82581786	30.7754019	7.803451841	11.82581786	9.315884254	29.85311479
11.88107869	30.81883399	7.801463055	11.88107869	9.316111742	29.85335495
11.93633952	30.83306605	7.801012294	11.93633952	9.316780246	29.85380257
11.99160035	30.88101438	7.801882647	11.99160035	9.316164396	29.85416912
12.04686118	30.89093612	7.80359461	12.04686118	9.316347344	29.85383897
12.10212202	30.90376311	7.802960735	12.10212202	9.315533259	29.85400814
12.15738285	30.92219905	7.80466235	12.15738285	9.315427743	29.85444914
12.21264368	30.91182445	7.801915528	12.21264368	9.313905725	29.85472083
12.26790451	30.93559058	7.793535726	12.26790451	9.315493481	29.85440435
12.32316534	30.96081973	7.795393911	12.32316534	9.315720359	29.85447409
12.37842617	31.01671242	7.799397539	12.37842617	9.315604675	29.85466287
12.433687	31.04217331	7.802949325	12.433687	9.314139063	29.85450919
12.48894783	31.01290171	7.804742767	12.48894783	9.313842712	29.85429467
12.54420866	31.01695403	7.8059437	12.54420866	9.312492381	29.85440663
12.5994695	30.99671333	7.805941539	12.5994695	9.305814411	29.85420335
12.65473033	30.99923871	7.804700399	12.65473033	9.307478124	29.85481665
12.70999116	31.0213184	7.806351087	12.70999116	9.30901306	29.85418097
12.76525199	31.03635413	7.805308576	12.76525199	9.310989147	29.85447917
12.82051282	31.03427224	7.804561878	12.82051282	9.308548012	29.85392311
12.87577365	31.00613383	7.803636863	12.87577365	9.308218965	29.85364515
12.93103448	30.99420276	7.808147667	12.93103448	9.307467209	29.85292879
12.98629531	30.98249743	7.809591674	12.98629531	9.307352263	29.85371911
13.04155615	30.9932979	7.812876964	13.04155615	9.300711835	29.85295448
13.09681698	30.96798457	7.8113758	13.09681698	9.294203455	29.85165911
13.15207781	30.99651935	7.810983078	13.15207781	9.302035581	29.85265062
13.20733864	31.02052129	7.809171929	13.20733864	9.303183566	29.85326778
13.26259947	31.00968865	7.806273359	13.26259947	9.304642687	29.85339954
13.3178603	31.007256	7.806560178	13.3178603	9.29672531	29.85339807
13.37312113	30.99540009	7.804520829	13.37312113	9.295625987	29.85337845
13.42838196	31.00688572	7.802900458	13.42838196	9.292822062	29.85414866
13.48364279	30.99301092	7.803020234	13.48364279	9.291001706	29.85364329
13.53890363	31.00332787	7.803773735	13.53890363	9.290423227	29.85349365
13.59416446	31.01634618	7.805799462	13.59416446	9.295743985	29.85377108
13.64942529	31.01599821	7.804783239	13.64942529	9.297127748	29.85413843
13.70468612	31.02411287	7.805275626	13.70468612	9.301015372	29.85422924
13.75994695	31.02036425	7.803340864	13.75994695	9.300762083	29.85413303
13.81520778	30.99767501	7.807076514	13.81520778	9.279024722	29.85410943
13.87046861	30.99109855	7.80976289	13.87046861	9.285687465	29.85443675
13.92572944	31.02371987	7.803978279	13.92572944	9.29361046	29.85445608
13.98099027	31.00961418	7.807118989	13.98099027	9.295082506	29.85530091
14.03625111	31.00828743	7.806937597	14.03625111	9.295139632	29.85442404
14.09151194	31.00039262	7.804079846	14.09151194	9.289493227	29.85463061
14.14677277	30.98886622	7.801455987	14.14677277	9.292696562	29.85507321
14.2020336	30.98453644	7.804126747	14.2020336	9.290495898	29.85440414
14.25729443	30.99581039	7.803036872	14.25729443	9.300174776	29.85495209
14.31255526	31.01179287	7.800901488	14.31255526	9.300367808	29.85523911
14.36781609	31.01847597	7.801689993	14.36781609	9.301977714	29.85545261
14.42307692	31.01996545	7.801198772	14.42307692	9.303593133	29.85539176
14.47833775	31.02207315	7.806717918	14.47833775	9.30415649	29.85476346
14.53359859	31.00507127	7.806477055	14.53359859	9.29976015	29.85525215
14.58885942	31.00480163	7.806325776	14.58885942	9.299892767	29.85583928
14.64412025	31.00736839	7.803196978	14.64412025	9.304132971	29.8549606
14.69938108	31.02757101	7.800943573	14.69938108	9.306488023	29.85496293
14.75464191	31.04011338	7.799242335	14.75464191	9.311379828	29.85508907
14.80990274	31.03951029	7.796994952	14.80990274	9.307053457	29.85477034
14.86516357	31.02818859	7.797428763	14.86516357	9.305044226	29.85497457
14.9204244	31.01910767	7.796490645	14.9204244	9.30169602	29.85473025
14.97568523	31.01746053	7.796968663	14.97568523	9.299411787	29.85464228
15.03094607	30.99641167	7.79755205	15.03094607	9.286299088	29.85469779
15.0862069	30.95255886	7.79850575	15.0862069	9.2608341	29.85307973
15.14146773	30.87464861	7.801367061	15.14146773	9.16456661	29.85189353
15.19672856	30.80062834	7.795496155	15.19672856	9.127248511	29.85266882
15.25198939	30.77081031	7.794556051	15.25198939	9.093282112	29.85250836
15.30725022	30.77547334	7.799381115	15.30725022	9.072037348	29.8530421
15.36251105	30.7465485	7.798376729	15.36251105	9.057094127	29.85282131
15.41777188	30.76640281	7.793697622	15.41777188	9.06077583	29.85304579
15.47303271	30.77748502	7.798269448	15.47303271	9.064154705	29.85387937
15.52829355	30.79453943	7.793415077	15.52829355	9.071178228	29.85400165
15.58355438	30.78232824	7.796045945	15.58355438	9.070178662	29.85431114
15.63881521	30.80626435	7.794119688	15.63881521	9.076033511	29.85412833
15.69407604	30.79310976	7.793701473	15.69407604	9.063523321	29.8545556
15.74933687	30.77956429	7.793463488	15.74933687	9.064445386	29.85457875
15.8045977	30.79491735	7.797806381	15.8045977	9.068675859	29.85433043
15.85985853	30.81665846	7.797268623	15.85985853	9.074918986	29.85500422
15.91511936	30.82144045	7.799097919	15.91511936	9.080345809	29.85507149
15.97038019	30.86000422	7.796497785	15.97038019	9.079753533	29.85556952
16.02564103	30.9152501	7.799002907	16.02564103	9.079549359	29.85527918
16.08090186	30.92476278	7.799789342	16.08090186	9.081064625	29.85564596
16.13616269	30.9413569	7.799641123	16.13616269	9.085826193	29.85530852
16.19142352	30.91834671	7.805065841	16.19142352	9.087156307	29.85579333
16.24668435	30.91922345	7.805115834	16.24668435	9.089309516	29.85519895
16.30194518	30.93131147	7.8042961	16.30194518	9.090597702	29.85522489
16.35720601	30.96756988	7.80609516	16.35720601	9.089708609	29.85538785
16.41246684	30.96348399	7.804996108	16.41246684	9.089107	29.85516693
16.46772767	31.00095124	7.803881148	16.46772767	9.089350721	29.85539706
16.52298851	30.99686476	7.801275059	16.52298851	9.090518244	29.85530836
16.57824934	31.01713535	7.798889351	16.57824934	9.091053737	29.85530864
16.63351017	31.01532239	7.800903059	16.63351017	9.089607041	29.85542203
16.688771	31.01111614	7.798402562	16.688771	9.088574761	29.85544389
16.74403183	31.01047138	7.794693038	16.74403183	9.085450081	29.85522239
16.79929266	31.01679744	7.790583571	16.79929266	9.086150631	29.85562664
16.85455349	31.02434558	7.788578233	16.85455349	9.085241697	29.85531809
16.90981432	31.00969379	7.783479645	16.90981432	9.08171547	29.85490245
16.96507515	31.00764545	7.789166712	16.96507515	9.080075931	29.85479127
17.02033599	31.02080776	7.788742705	17.02033599	9.082485853	29.855186
17.07559682	31.01719292	7.795539412	17.07559682	9.081111781	29.85501853
17.13085765	31.02296362	7.798401687	17.13085765	9.085341343	29.85514807
17.18611848	31.02754227	7.797742814	17.18611848	9.082713227	29.85540796
17.24137931	31.04601957	7.79645532	17.24137931	9.089795521	29.8553092
17.29664014	31.03484942	7.797980742	17.29664014	9.084242379	29.85470283
17.35190097	31.02295342	7.791921031	17.35190097	9.085058041	29.85502135
17.4071618	31.01161364	7.795229207	17.4071618	9.081218495	29.85492833
17.46242263	31.00270092	7.797408893	17.46242263	9.074393046	29.85492221
17.51768347	30.99626126	7.797332468	17.51768347	9.062539345	29.85490709
17.5729443	30.98853343	7.796178	17.5729443	9.051517583	29.85546066
17.62820513	30.99989682	7.797743905	17.62820513	9.067442105	29.85538561
17.68346596	30.98770303	7.794789923	17.68346596	9.051208978	29.85573776
17.73872679	30.99712472	7.79337623	17.73872679	9.057341587	29.85589635
17.79398762	31.00014426	7.789046942	17.79398762	9.063044366	29.8554902
17.84924845	30.99786941	7.780549303	17.84924845	9.055020741	29.8556039
17.90450928	30.98791221	7.790391768	17.90450928	9.055757739	29.85579575
17.95977011	31.00394142	7.780094414	17.95977011	9.061636719	29.85584512
18.01503095	31.01077402	7.774333022	18.01503095	9.065229408	29.85604837
18.07029178	31.00583223	7.780366042	18.07029178	9.067191353	29.85654484
18.12555261	31.00149683	7.787897366	18.12555261	9.063896735	29.85680661
18.18081344	31.00660808	7.786423294	18.18081344	9.065893448	29.85617434
18.23607427	31.00245981	7.793993969	18.23607427	9.066626257	29.85647956
18.2913351	31.00543744	7.790890033	18.2913351	9.066502542	29.8566313
18.34659593	31.00502639	7.792812188	18.34659593	9.060257683	29.85714103
18.40185676	30.99519734	7.790438263	18.40185676	9.059377507	29.85663835
18.4571176	31.00139036	7.793392904	18.4571176	9.053609247	29.85560848
18.51237843	30.97767002	7.793870108	18.51237843	9.044533573	29.85411316
18.56763926	30.96682943	7.798194294	18.56763926	9.048922698	29.8539873
18.62290009	30.97396024	7.797808995	18.62290009	9.050374978	29.8536535
18.67816092	30.99025226	7.796804043	18.67816092	9.061457029	29.85426416
18.73342175	31.00098362	7.792536894	18.73342175	9.072185406	29.8542459
18.78868258	31.01439572	7.773814134	18.78868258	9.071096032	29.85479215
18.84394341	31.01674291	7.788087015	18.84394341	9.076589626	29.85549362
18.89920424	31.02226807	7.783563912	18.89920424	9.075060272	29.85538478
18.95446508	30.99464319	7.782955964	18.95446508	9.061290131	29.85509734
19.00972591	30.99576714	7.786573087	19.00972591	9.054829634	29.85622438
19.06498674	30.99640769	7.794049877	19.06498674	9.051663672	29.85608199
19.12024757	31.02586731	7.779211994	19.12024757	9.068510852	29.85580074
19.1755084	31.03017538	7.771307008	19.1755084	9.078090056	29.85574735
19.23076923	31.01592295	7.779500102	19.23076923	9.078648079	29.85569714
19.28603006	31.02019878	7.754078165	19.28603006	9.08028363	29.85553447
19.34129089	31.00209491	7.781509553	19.34129089	9.076984441	29.85555282
19.39655172	30.99195422	7.785452408	19.39655172	9.074194593	29.85555325
19.45181256	30.99451688	7.788093658	19.45181256	9.075723104	29.85557591
19.50707339	30.99139007	7.790794797	19.50707339	9.076635469	29.85547432
19.56233422	30.99158399	7.793073764	19.56233422	9.077778267	29.85540105
19.61759505	30.99081668	7.797248778	19.61759505	9.072316476	29.85548177
19.67285588	30.99222816	7.79390527	19.67285588	9.074202918	29.85512222
19.72811671	30.99049334	7.794011784	19.72811671	9.072134458	29.85525903
19.78337754	30.97746948	7.787142746	19.78337754	9.057384301	29.85535956
19.83863837	30.95763065	7.783154771	19.83863837	9.037726417	29.85596807
19.8938992	30.94008398	7.782980242	19.8938992	9.01027009	29.85490814
19.94916004	30.88067444	7.780133348	19.94916004	8.96580612	29.85563894
20.00442087	30.84819093	7.774563525	20.00442087	8.938497792	29.85588914
20.0596817	30.80150345	7.750371034	20.0596817	8.90376547	29.85527398
20.11494253	30.77043876	7.711721814	20.11494253	8.86613552	29.85511193
20.17020336	30.74286982	7.704840978	20.17020336	8.831537467	29.85506819
20.22546419	30.72189098	7.700094844	20.22546419	8.797271334	29.85515422
20.28072502	30.71263918	7.697794608	20.28072502	8.759077861	29.85509148
20.33598585	30.67184526	7.694665632	20.33598585	8.732964576	29.8552959
20.39124668	30.57096326	7.695225367	20.39124668	8.661089	29.854604
20.44650752	30.54600979	7.696800574	20.44650752	8.637982909	29.85471815
20.50176835	30.55397632	7.697064016	20.50176835	8.631003262	29.85532615
20.55702918	30.55119202	7.695875296	20.55702918	8.62968256	29.85602671
20.61229001	30.55053321	7.696101045	20.61229001	8.629756576	29.85643543
20.66755084	30.54499058	7.697679376	20.66755084	8.631177008	29.8556484
20.72281167	30.54416147	7.696278744	20.72281167	8.628893156	29.85637425
20.7780725	30.55220836	7.695814891	20.7780725	8.632825902	29.85632748
20.83333333	30.54989618	7.689529268	20.83333333	8.630493543	29.85549098
20.88859416	30.53518088	7.691258593	20.88859416	8.627595126	29.85593924
20.943855	30.52140621	7.692250731	20.943855	8.622716883	29.85575117
20.99911583	30.53294866	7.695509046	20.99911583	8.621239704	29.85496647
21.05437666	30.50650689	7.695817866	21.05437666	8.604480239	29.85458343
21.10963749	30.51871901	7.697057104	21.10963749	8.611495746	29.85437293
21.16489832	30.53038143	7.697059162	21.16489832	8.606633858	29.85389104
21.22015915	30.50349402	7.695930401	21.22015915	8.593607307	29.85359126
21.27541998	30.51019588	7.698902223	21.27541998	8.59328048	29.8533421
21.33068081	30.51278844	7.697775466	21.33068081	8.598981509	29.85344145
21.38594164	30.50648972	7.694088054	21.38594164	8.601728509	29.8539158
