GMfas1			EXT		
t	x	y	t	x	y
0	15.97011035	1.522688732	0	12.64968576	23.9052698
0.055260831	15.97562211	1.539922535	0.055260831	12.64628472	23.90590806
0.110521662	16.02101214	1.533713478	0.110521662	12.64740636	23.90626678
0.165782493	16.11317493	1.573183805	0.165782493	12.64884069	23.90689229
0.221043324	16.19639845	1.612180136	0.221043324	12.65337561	23.90657522
0.276304156	16.29512635	1.624559765	0.276304156	12.65293627	23.90653396
0.331564987	16.37039476	1.685063477	0.331564987	12.65522321	23.90666086
0.386825818	16.4538465	1.72844828	0.386825818	12.65954703	23.90635191
0.442086649	16.53772551	1.739181226	0.442086649	12.65915081	23.90626383
0.49734748	16.60460883	1.746105839	0.49734748	12.65472976	23.90665635
0.552608311	16.69105936	1.735857137	0.552608311	12.65670365	23.90649786
0.607869142	16.7663799	1.713499561	0.607869142	12.65422998	23.90616435
0.663129973	16.82544846	1.688737185	0.663129973	12.65194924	23.90595132
0.718390805	16.93131438	1.681096279	0.718390805	12.6529073	23.90555341
0.773651636	17.02869606	1.682031913	0.773651636	12.65115047	23.90631322
0.828912467	17.13394457	1.690674418	0.828912467	12.65311631	23.90626957
0.884173298	17.23627562	1.695172838	0.884173298	12.65129518	23.90651191
0.939434129	17.29687043	1.691190257	0.939434129	12.65123329	23.906735
0.99469496	17.34515306	1.688755087	0.99469496	12.6503949	23.90671449
1.049955791	17.39072406	1.688021475	1.049955791	12.64600679	23.90664249
1.105216622	17.44898683	1.68117563	1.105216622	12.64579022	23.90664775
1.160477454	17.49418899	1.6800213	1.160477454	12.64309354	23.90674993
1.215738285	17.53907602	1.682886214	1.215738285	12.64266556	23.90691994
1.270999116	17.61973075	1.688474104	1.270999116	12.64229906	23.90733325
1.326259947	17.68242325	1.691013045	1.326259947	12.64497344	23.9071207
1.381520778	17.75609415	1.685025821	1.381520778	12.64674588	23.90722203
1.436781609	17.81860069	1.689833726	1.436781609	12.64514668	23.90733162
1.49204244	17.88628963	1.676516911	1.49204244	12.64742843	23.90701284
1.547303271	17.9854734	1.672020219	1.547303271	12.64410851	23.90700299
1.602564103	18.08721336	1.66993103	1.602564103	12.64582008	23.90704285
1.657824934	18.20809997	1.670249425	1.657824934	12.64654004	23.90673282
1.713085765	18.28655375	1.662639226	1.713085765	12.64930454	23.90660836
1.768346596	18.41753655	1.657693933	1.768346596	12.65723378	23.90657286
1.823607427	18.54270046	1.658758946	1.823607427	12.66527512	23.90732417
1.878868258	18.56396366	1.677548396	1.878868258	12.65923067	23.90724682
1.934129089	18.66009908	1.707654725	1.934129089	12.65827479	23.90707456
1.98938992	18.68156719	1.736390013	1.98938992	12.65396775	23.90669175
2.044650752	18.70564072	1.744399368	2.044650752	12.65163747	23.9066963
2.099911583	18.74985412	1.740051353	2.099911583	12.65044952	23.90659263
2.155172414	18.76908624	1.74193428	2.155172414	12.64870248	23.90625471
2.210433245	18.8090578	1.743616428	2.210433245	12.64613347	23.9063341
2.265694076	18.86473299	1.742778172	2.265694076	12.64690229	23.90627175
2.320954907	18.90310969	1.73946418	2.320954907	12.64461463	23.90611235
2.376215738	18.89381964	1.745377511	2.376215738	12.6428799	23.90629498
2.431476569	18.94809513	1.733681455	2.431476569	12.64386956	23.90628878
2.486737401	19.01682325	1.725898687	2.486737401	12.64411202	23.90633806
2.541998232	19.05672993	1.727426605	2.541998232	12.6452361	23.90625439
2.597259063	19.11012651	1.717704397	2.597259063	12.64370295	23.90615236
2.652519894	19.13748286	1.7045949	2.652519894	12.6409749	23.90611985
2.707780725	19.24134848	1.700886528	2.707780725	12.6424512	23.90599023
2.763041556	19.23556966	1.697081758	2.763041556	12.63940847	23.90600846
2.818302387	19.23016398	1.708331958	2.818302387	12.63872953	23.9060466
2.873563218	19.25794848	1.701213901	2.873563218	12.63420587	23.90621204
2.92882405	19.34814502	1.708952353	2.92882405	12.63996616	23.90574243
2.984084881	19.38695959	1.704122422	2.984084881	12.63762724	23.90576698
3.039345712	19.48040552	1.702741498	3.039345712	12.63950565	23.90592892
3.094606543	19.54212281	1.699095202	3.094606543	12.64256326	23.90562587
3.149867374	19.60139365	1.698337914	3.149867374	12.64173925	23.90577601
3.205128205	19.67234272	1.698386128	3.205128205	12.64056855	23.90608646
3.260389036	19.7326747	1.699683203	3.260389036	12.64019086	23.90628574
3.315649867	19.74530709	1.701537865	3.315649867	12.64051259	23.90625475
3.370910698	19.82358274	1.693580645	3.370910698	12.64042794	23.9062513
3.42617153	19.90676458	1.68690654	3.42617153	12.64329205	23.9060775
3.481432361	19.9504626	1.689623185	3.481432361	12.64446011	23.90614286
3.536693192	19.97868437	1.685882771	3.536693192	12.64212929	23.90613277
3.591954023	20.08747573	1.680553924	3.591954023	12.64401591	23.90610806
3.647214854	20.17496067	1.680694716	3.647214854	12.64412047	23.90601845
3.702475685	20.19606345	1.675840619	3.702475685	12.64195278	23.90617657
3.757736516	20.22011397	1.677424813	3.757736516	12.6403301	23.90621646
3.812997347	20.23945436	1.678080469	3.812997347	12.64021043	23.90613198
3.868258179	20.30965898	1.677708113	3.868258179	12.6413948	23.90605772
3.92351901	20.37026505	1.672431512	3.92351901	12.64222276	23.90608429
3.978779841	20.46312771	1.670295984	3.978779841	12.64461054	23.90607202
4.034040672	20.5321516	1.667196275	4.034040672	12.64406828	23.90598826
4.089301503	20.63843422	1.671041127	4.089301503	12.64626939	23.90551845
4.144562334	20.6651695	1.665618134	4.144562334	12.64674123	23.90575285
4.199823165	20.70425654	1.669293575	4.199823165	12.64477571	23.90594217
4.255083996	20.77416981	1.667502712	4.255083996	12.64484825	23.90583339
4.310344828	20.83374913	1.662522518	4.310344828	12.64676191	23.90573022
4.365605659	20.91232656	1.660879545	4.365605659	12.64614716	23.9056522
4.42086649	20.97535174	1.669049494	4.42086649	12.64821243	23.90584013
4.476127321	21.0067412	1.654126743	4.476127321	12.64705408	23.90582622
4.531388152	21.08276941	1.647063771	4.531388152	12.64864419	23.9056874
4.586648983	21.15233368	1.64277238	4.586648983	12.6476118	23.90576079
4.641909814	21.18160002	1.642254142	4.641909814	12.64548615	23.90603474
4.697170645	21.2326131	1.646098038	4.697170645	12.64787442	23.90587825
4.752431477	21.28112756	1.638749046	4.752431477	12.64638326	23.90598133
4.807692308	21.34936447	1.632692363	4.807692308	12.64752997	23.9058193
4.862953139	21.40973206	1.624149159	4.862953139	12.64787717	23.90578548
4.91821397	21.41730926	1.622307736	4.91821397	12.64672585	23.90596382
4.973474801	21.48184982	1.618581399	4.973474801	12.64597993	23.90602383
5.028735632	21.52155054	1.619534118	5.028735632	12.64348186	23.90616589
5.083996463	21.58571424	1.620120943	5.083996463	12.64588316	23.90584929
5.139257294	21.6224583	1.620940826	5.139257294	12.64455228	23.90626567
5.194518126	21.70399688	1.614178488	5.194518126	12.6461832	23.90599082
5.249778957	21.75912582	1.609386153	5.249778957	12.64607111	23.90609963
5.305039788	21.82035948	1.606341093	5.305039788	12.64624778	23.90595895
5.360300619	21.91489141	1.601516218	5.360300619	12.64684125	23.90581325
5.41556145	21.94624733	1.599136528	5.41556145	12.64492341	23.90608934
5.470822281	22.05267089	1.595084047	5.470822281	12.64482442	23.90604732
5.526083112	22.1484106	1.591779394	5.526083112	12.64653247	23.90567639
5.581343943	22.1987432	1.590735154	5.581343943	12.64651766	23.90588465
5.636604775	22.28459636	1.591876161	5.636604775	12.64750618	23.90574747
5.691865606	22.37850468	1.584802555	5.691865606	12.64910801	23.90569644
5.747126437	22.41617581	1.578981869	5.747126437	12.64910673	23.90583396
5.802387268	22.44525268	1.576118985	5.802387268	12.64844205	23.90556176
5.857648099	22.46536719	1.573990392	5.857648099	12.64816379	23.90567751
5.91290893	22.52923641	1.565082214	5.91290893	12.64754506	23.90582935
5.968169761	22.58533582	1.562488978	5.968169761	12.64783387	23.90568059
6.023430592	22.65254935	1.564574764	6.023430592	12.64974975	23.90569888
6.078691424	22.65817829	1.570394112	6.078691424	12.6463275	23.90594573
6.133952255	22.73821897	1.562528837	6.133952255	12.64898437	23.90571845
6.189213086	22.78321894	1.556115934	6.189213086	12.64843566	23.90554241
6.244473917	22.83394186	1.557722469	6.244473917	12.64928213	23.9058922
6.299734748	22.86589013	1.546963881	6.299734748	12.64748833	23.90598164
6.354995579	22.87091427	1.536994735	6.354995579	12.64421424	23.90627693
6.41025641	22.86947716	1.544696251	6.41025641	12.64307229	23.90631754
6.465517241	22.95208196	1.548271614	6.465517241	12.64640638	23.90611107
6.520778073	22.96046158	1.55070456	6.520778073	12.64641361	23.90628984
6.576038904	23.02570766	1.552187944	6.576038904	12.64680993	23.90592973
6.631299735	23.08033408	1.552967071	6.631299735	12.64538198	23.90637844
6.686560566	23.17215888	1.547987072	6.686560566	12.64737504	23.90605341
6.741821397	23.23126387	1.542683877	6.741821397	12.64743067	23.90585519
6.797082228	23.2998398	1.537330996	6.797082228	12.64790573	23.90591809
6.852343059	23.34669823	1.541208519	6.852343059	12.64857616	23.90589897
6.90760389	23.40246941	1.532466513	6.90760389	12.64594069	23.90600242
6.962864721	23.44210109	1.536677565	6.962864721	12.64663054	23.90603009
7.018125553	23.4456614	1.540832691	7.018125553	12.64393928	23.9063935
7.073386384	23.50983214	1.542581478	7.073386384	12.64287926	23.9065425
7.128647215	23.55781225	1.539162116	7.128647215	12.64264737	23.90636058
7.183908046	23.64471704	1.533707229	7.183908046	12.64135423	23.90618984
7.239168877	23.69694519	1.53059027	7.239168877	12.64292525	23.90554788
7.294429708	23.78143126	1.526788875	7.294429708	12.64394286	23.90566599
7.349690539	23.89901234	1.52648541	7.349690539	12.64566057	23.90545759
7.40495137	23.97196027	1.520114524	7.40495137	12.64705217	23.90528841
7.460212202	24.04382056	1.51312753	7.460212202	12.64796441	23.90525253
7.515473033	24.08738072	1.515677905	7.515473033	12.64819316	23.90557129
7.570733864	24.17034729	1.514925297	7.570733864	12.64995246	23.90540013
7.625994695	24.21009532	1.517246652	7.625994695	12.64921203	23.9054751
7.681255526	24.2231329	1.515463675	7.681255526	12.64779775	23.90557641
7.736516357	24.29123644	1.51291396	7.736516357	12.64794265	23.90547085
7.791777188	24.37276256	1.503233683	7.791777188	12.64814334	23.90555859
7.847038019	24.40708726	1.499477252	7.847038019	12.64708314	23.90550947
7.902298851	24.36699916	1.497987873	7.902298851	12.64322952	23.90577728
7.957559682	24.38864292	1.499515913	7.957559682	12.64188134	23.90593083
8.012820513	24.43522561	1.49502279	8.012820513	12.64560036	23.9058057
8.068081344	24.52522068	1.492679897	8.068081344	12.64621203	23.90552713
8.123342175	24.57855546	1.490500539	8.123342175	12.64789965	23.90544445
8.178603006	24.62079246	1.487166281	8.178603006	12.64719404	23.90559734
8.233863837	24.69298315	1.48545024	8.233863837	12.64709661	23.90578994
8.289124668	24.72922658	1.480267725	8.289124668	12.64593433	23.9058202
8.3443855	24.75457397	1.470796523	8.3443855	12.64591003	23.9058185
8.399646331	24.84281786	1.468440241	8.399646331	12.64729893	23.90549496
8.454907162	24.91765752	1.468147137	8.454907162	12.6452355	23.90560898
8.510167993	24.9649985	1.469207325	8.510167993	12.6455342	23.90568746
8.565428824	24.94822126	1.477880205	8.565428824	12.64485261	23.90572527
8.620689655	25.01292407	1.478768571	8.620689655	12.64676396	23.90609685
8.675950486	25.05417243	1.478328809	8.675950486	12.64709903	23.90589462
8.731211317	25.07565027	1.4760016	8.731211317	12.64602999	23.90589099
8.786472149	25.08941474	1.476045674	8.786472149	12.64634369	23.90586181
8.84173298	25.1263794	1.46949353	8.84173298	12.64611069	23.90546055
8.896993811	25.19534377	1.465762962	8.896993811	12.64490177	23.90563346
8.952254642	25.20879889	1.465587571	8.952254642	12.64362458	23.90544975
9.007515473	25.23689827	1.465479268	9.007515473	12.64435	23.90559411
9.062776304	25.27323563	1.46327485	9.062776304	12.64417234	23.90560265
9.118037135	25.29491691	1.463505068	9.118037135	12.64341017	23.9053125
9.173297966	25.36954118	1.45570289	9.173297966	12.64651275	23.90536443
9.228558798	25.44661045	1.449834335	9.228558798	12.64860622	23.90515573
9.283819629	25.5205352	1.449163632	9.283819629	12.64871972	23.90513579
9.33908046	25.54694153	1.436161519	9.33908046	12.64800563	23.90533515
9.394341291	25.60831193	1.437493432	9.394341291	12.64807495	23.90551571
9.449602122	25.68423383	1.432740311	9.449602122	12.64920145	23.90489491
9.504862953	25.75625351	1.436053689	9.504862953	12.64917437	23.90516546
9.560123784	25.82203435	1.437578136	9.560123784	12.64930582	23.90526719
9.615384615	25.89332872	1.436820456	9.615384615	12.64906149	23.90547151
9.670645447	25.9424681	1.432639139	9.670645447	12.64949652	23.90508466
9.725906278	25.95625796	1.430144611	9.725906278	12.64822582	23.90512118
9.781167109	26.02822726	1.426387143	9.781167109	12.64721401	23.90528148
9.83642794	26.10735899	1.423516624	9.83642794	12.64887275	23.90503812
9.891688771	26.1676534	1.421367834	9.891688771	12.64971044	23.90535466
9.946949602	26.18885112	1.418645449	9.946949602	12.64735781	23.90547848
10.00221043	26.24351877	1.412876886	10.00221043	12.64781791	23.90553196
10.05747126	26.29562363	1.413229415	10.05747126	12.64981668	23.90538333
10.1127321	26.35784458	1.414382489	10.1127321	12.64958705	23.90558204
10.16799293	26.36889397	1.401781598	10.16799293	12.64890116	23.90552125
10.22325376	26.40497392	1.390403444	10.22325376	12.64913982	23.90546938
10.27851459	26.45615926	1.395142297	10.27851459	12.64927488	23.9055122
10.33377542	26.49587618	1.395269808	10.33377542	12.64880791	23.90569979
10.38903625	26.51515237	1.387014787	10.38903625	12.6493629	23.90562591
10.44429708	26.55882439	1.373162135	10.44429708	12.65014944	23.90539991
10.49955791	26.65226371	1.378038251	10.49955791	12.64968023	23.90574403
10.55481874	26.70768233	1.391321254	10.55481874	12.64962031	23.90542536
10.61007958	26.74730712	1.397579166	10.61007958	12.64876702	23.90586277
10.66534041	26.80084742	1.394851319	10.66534041	12.65017326	23.90543232
10.72060124	26.82543881	1.393795283	10.72060124	12.64833674	23.90581598
10.77586207	26.87158675	1.388394961	10.77586207	12.64932614	23.90576746
10.8311229	26.91248554	1.387676403	10.8311229	12.6498197	23.9055704
10.88638373	26.98218482	1.382664886	10.88638373	12.65013662	23.90559987
10.94164456	27.03735277	1.381619588	10.94164456	12.64933516	23.9056273
10.99690539	27.08201366	1.3813096	10.99690539	12.64835875	23.90574329
11.05216622	27.10049206	1.376222365	11.05216622	12.64944957	23.90574972
11.10742706	27.17428763	1.378623873	11.10742706	12.64972765	23.90554765
11.16268789	27.20497415	1.375540033	11.16268789	12.64773523	23.90583874
11.21794872	27.2524569	1.372518537	11.21794872	12.64889571	23.90572351
11.27320955	27.33352251	1.368761161	11.27320955	12.64908944	23.90564272
11.32847038	27.37267296	1.370350906	11.32847038	12.64958007	23.90571736
11.38373121	27.41641128	1.369968034	11.38373121	12.64887516	23.90572768
11.43899204	27.46732863	1.365173363	11.43899204	12.64910701	23.90575189
11.49425287	27.493314	1.362212916	11.49425287	12.6491379	23.90568178
11.5495137	27.46924764	1.359336429	11.5495137	12.64894285	23.90578203
11.60477454	27.49435741	1.361919127	11.60477454	12.6482996	23.90590793
11.66003537	27.5502491	1.359627691	11.66003537	12.64862096	23.90579432
11.7152962	27.64627306	1.354349914	11.7152962	12.64966888	23.90605243
