Joint_angle	INT_1_STR_PRE_L	INT_2_STR_PRE_R	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_18_STR_PRE_R	INT_19_STR_PRE_R	INT_20_STR_PRE_R	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_CON_PRE_R	INT_2_CON_PRE_L	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_18_CON_PRE_L	INT_19_CON_PRE_L	INT_20_CON_PRE_L	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_STR_POST_L	INT_2_STR_POST_R	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_18_STR_POST_R	INT_19_STR_POST_R	INT_20_STR_POST_R	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_CON_POST_R	INT_2_CON_POST_L	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_18_CON_POST_L	INT_19_CON_POST_L	INT_20_CON_POST_L	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	2.8777132578576	1.20309183624586	9.42913029582132	11.3981522583267	2.45420915296116	7.70765344673299	-4.87735960038538	2.02729434731336	9.82471428634217	16.1903295855521	10.2734849175655	-5.80717165774885	4.77347715906137	-8.41769779618988	6.93765070592794	3.41527214078811	-7.12839110072949	12.7260536150771	13.5730663305029	5.53201033718958	9.09240727816315	-2.73134775140212	-4.66290275210287	14.3319076870293	7.54190556180195	8.33232054434535	6.79050652204901	11.9067992301411	12.8366320700419	7.56480263978111	5.40650544806874	1.94054918745738	0.26419288932334	7.93460761113685	11.3943475148211	8.21781940688735	4.81086934477462	3.64182137252185	-10.5053963930168	10.2040696488675	-1.04810737942132	-6.92719507222284	23.2463039436607	9.68280663881953	6.28453127558311	5.31675573588907	-1.18268767902498	-1.82019453583126	5.74860193660793	17.1364197192304	0.655099736670842	2.89785076092283	5.26872858968839	13.9810496401649	3.29080402634762	2.55747947597279	3.11845892228263	10.6174443229362	8.57158701270626	1.9076915029049	1.11189205387348	-1.42063043818143	7.26485333210999	NaN	11.1432192016824	-1.71200298860669	-3.4892700102478	NaN	12.0503839977009	-3.19031914363681	4.19330991647207	-10.1005942000896	-1.31140334902935	11.2245848412325	5.91229721301519	7.90363361174975	4.25114596618893	-2.89884631911384	12.0325653163125	2.52147080722117	6.33840754647771	5.78764780595116	8.05180647894725	8.33514534622977	5.65418897785654	7.61256789059365	-5.6225511434679	6.04309750132263	NaN	14.3101575945894	12.4078042149408	8.31215264693451	17.7082260973006	12.1350076850735	3.14801728900115	4.07368654397173	-3.00138995258761	0.399760830052692	9.15560545396656	14.2940651361292
0.5	2.92152519554235	1.31045780623457	9.55542535778454	11.9027151834436	2.57043613217311	7.92926036939851	-4.79662696121938	2.07777054964898	9.88716456865295	16.2376074278804	10.3808786715103	-5.66867437048866	4.89807885037638	-8.19935288703963	7.07989970716673	3.49273073569531	-7.00006034511551	12.9192836500722	13.7405663883396	5.70652552397704	9.37793301337541	-2.61598249081441	-4.58669697651231	14.5975712299565	7.84243737786506	8.55811399727712	6.95056263085081	12.0248013184042	13.0477894417067	7.78472523562309	5.64809835145341	2.06193905753867	0.378108280432812	8.19312965474016	11.6942218917046	8.4271732704163	5.00995894735902	3.85421934799749	-10.3327114104127	10.5612948658874	-0.753741054074119	-6.89729875238334	23.5446306669405	9.96676446509898	6.47733498426203	5.22721593759067	-0.897138118031876	-1.64849013215988	5.90150353275804	17.3845625150263	0.626214341583193	3.07126553883629	5.50094009543884	14.0971772003284	3.41569849854593	2.71646706685406	3.16101264334493	10.634436203496	8.62739177023509	1.95308868692736	1.16520941184809	-1.15385622278386	7.3055817780219	NaN	11.1219590649887	-1.67958551417395	-3.28576568735337	NaN	12.0530086399295	-3.03823241824264	4.37047733239334	-9.85899115099664	-1.21339273339852	11.4142953433341	6.20958796732412	8.12229877144452	4.61119251248819	-2.70864355727999	12.2739753918101	2.68891445449275	6.52385486690187	5.94422493059117	8.29275196839708	8.57494839156452	5.83903528399242	7.75235857385577	-5.52936941030384	6.2955294152849	NaN	14.500750496941	12.6777361174377	8.41482037559188	17.9417961465186	12.4779174751485	3.39537514680406	4.31433372830679	-2.73696503403103	0.641728724498456	9.44482453410939	14.5245947285379
1	2.92972960794463	1.42795752659037	9.68217659924053	12.7822344286159	2.66176426425629	8.0271953734698	-4.70939682781944	2.11692505806931	10.0278797543192	16.2595817145812	10.5064601925814	-5.5039082153677	5.00707474511316	-7.98245024447441	7.24679535868562	3.5541869910194	-6.87744570724032	13.1306928676798	13.8606186294112	5.81714955507093	9.32291673079757	-2.56608475342646	-4.4509663812344	14.901003115423	8.16989690158481	8.809226720686	7.11561865323142	12.1139869287095	13.3083807860134	7.99725231540727	5.9124204726284	2.21077197575917	0.516576482709112	8.4066400739537	11.9916966892471	8.59898616848248	5.18171549866842	4.12189392994644	-10.1934289577062	10.9038072229526	-0.533219135931724	-6.84788011657948	23.8115689877863	10.1714985603164	6.64340906602328	5.45755088548158	-0.730771112922113	-1.49136686497162	6.03883806275091	17.6815650124042	0.593521821421689	3.19133612559759	5.79046398880757	14.194993357631	3.40572088907745	2.94621092211868	3.16370827052655	10.77094132232	8.80472381823421	2.02045921583399	1.20427132382233	-1.01469886027418	7.33886366383604	NaN	11.1122252435658	-1.63639498337846	-3.10532473946574	NaN	12.2241964352695	-2.89109709054355	4.68360413923764	-9.76700542417158	-1.07836941869146	11.5418764359295	6.50978568242713	8.37677565883926	4.96743405273794	-2.58974415363333	12.4883948025804	2.8470730967891	6.665485807926	6.13846708639601	8.48572509468425	8.88657088768348	6.04875862527881	7.87481142296865	-5.42930251069561	6.51761785297687	NaN	14.6802753220725	12.9223711186616	8.48953812537381	18.1733875144984	12.5613381375168	3.69701639912755	4.43972235113691	-2.47496385931586	0.878613762382159	9.64198011907375	14.7510904344852
1.5	2.97031578732906	1.53175098832718	9.75946474754822	13.7187512187924	2.7647612513524	8.13979461901616	-4.63252878876614	2.1739214249486	10.1958706835241	16.3490536628727	10.625115471548	-5.39055606281569	5.14134736700449	-7.66633416527805	7.49356672813509	3.64070389193487	-6.69079489403626	13.3725812801918	14.0291034270238	5.94283730251002	9.39489384121913	-2.45991423958305	-4.33356005167304	15.1881738100556	8.436448556416	8.95071381967111	7.33340806722364	12.2974181131577	13.5773887257279	8.18104512975285	6.13010522282118	2.35137950765316	0.618844002909384	8.65148131187611	12.2495524173011	8.76994222608168	5.37412905844992	4.41269422069053	-10.0461919528153	11.2448629706159	-0.296711218920358	-6.78450549302151	23.9132906814911	10.4301091243932	6.79923868675719	5.32627102711611	-0.626649968100885	-1.36345883349154	6.18970389697963	17.9784232418178	0.640905609683713	3.14106758859536	5.99949898329571	14.3157600083002	3.55006169752973	3.14687870900116	3.18282418187845	10.8546821522624	8.94307249169491	2.13451457699733	1.30093624196552	-0.754783482696425	7.44117314279046	NaN	11.1364128328395	-1.57743198136173	-2.92001137351996	NaN	12.3721135511197	-2.72438433867957	4.94000102981473	-9.68241056704439	-0.917029268721976	11.6918502357831	6.81329086646436	8.63419028494691	5.27896373413621	-2.47970293318376	12.6535790226587	2.97816385518092	6.82903013237851	6.30636255452898	8.69223515689391	9.18397868417991	6.19054538759064	7.86400854106608	-5.341315506797	6.74727751778629	NaN	14.7960918336417	13.1080815769604	8.57643840151613	18.2497681540818	12.5279417022016	3.97807024482702	4.35774141265099	-2.23316111817	1.12497919547046	9.86641881150827	14.9964993330932
2	2.96108175643993	1.66257856119202	9.88057567852209	14.3695598112398	2.84864877147945	8.23812364639372	-4.52729615111384	2.19923799964716	10.3090261265958	16.4872941185715	10.7485658391286	-5.28541346072981	5.26675321780887	-7.45626882476559	7.75422411373451	3.67433034219903	-6.55020487006186	13.6266212782548	14.2286380586127	6.11942088759924	9.58046093896034	-2.37937633877542	-4.25161060171278	15.4293908301048	8.72807203142374	9.1947194874277	7.53535951025113	12.391316583812	13.8013109976495	8.39197148779378	6.376204775323	2.51835219497818	0.753703561351315	8.85522520743797	12.4422493103242	8.92127439078071	5.5912994769289	4.64386777351511	-9.83911415048053	11.5714629702136	-0.103642283941404	-6.68059126615297	24.1656311126721	10.6285598350802	6.98757475629554	5.28501668706752	-0.524221018377176	-1.2329935090491	6.30018858253604	18.2221700081638	0.65142175008998	3.15840303189597	6.22063620234493	14.4368335905604	3.65135369153951	3.21336481128073	3.26441045083394	10.9621851397445	8.99707561892285	2.22748546611366	1.34266281467175	-0.553139304155906	7.5426855312819	NaN	11.1969111066809	-1.54147335655272	-2.7386517094178	NaN	12.4711239005787	-2.56174701321582	5.20919053529796	-9.5430917527767	-0.874229206031728	11.8962981126378	7.08572414800164	8.8571139932838	5.69031175326612	-2.35192301136697	12.9515521998908	3.11430044086494	7.0301859625669	6.46031740572379	8.90614020642239	9.5688258076035	6.37041539402055	7.95510765982178	-5.23054660861958	6.99982473023297	NaN	15.0111577079779	13.2788890766052	8.61451199066647	18.4988793682608	12.6632764650448	4.21923768495409	4.34775704069143	-2.04950165277501	1.38285622075446	10.1185023371014	15.2359539709482
2.5	3.08195367547862	1.79800518856678	10.084216809826	14.608714499283	2.9565543180058	8.3948642654123	-4.44929296166433	2.25486210513201	10.473743137665	16.6493273953546	10.8526172984903	-5.15225666172002	5.37180986228739	-7.19672755335137	7.98275846800986	3.71787037480787	-6.31649804173533	13.9678843133234	14.4419078800601	6.27306952854085	9.59001683882051	-2.30755089738631	-4.15626268606449	15.683259832003	9.01343511028096	9.45847725602954	7.79057853637926	12.476815570777	14.0647297434017	8.55966644021338	6.64049638905536	2.673966131013	0.85069727893827	9.05684834891841	12.6901535455175	9.06310127300755	5.71605749361567	4.90995054544317	-9.65442917584685	11.8963948646581	0.129887705492081	-6.63447868704632	24.3164451109269	10.8120411457142	7.19300472005102	5.5036690696356	-0.347667848046207	-1.09229916829389	6.44896318238449	18.4845062913589	0.72398757862701	3.23616184808158	6.34917255373631	14.5535789451429	3.72161972936541	3.30125714730893	3.32102904655545	10.9833187761977	9.07573306995802	2.29305471036887	1.46817318434873	-0.493943626920398	7.59873994503511	NaN	11.295828626214	-1.43782617462006	-2.60119961854122	NaN	12.6551316118773	-2.42636951749019	5.42600552038359	-9.41604862676991	-0.896397845077644	12.0781818278763	7.34706242831577	9.0963067638319	6.02905522085412	-2.19742698878647	13.2677719123162	3.2233391330412	7.2556900189815	6.61005200714006	9.16580451636931	9.88498823216496	6.54581339241317	8.04161352580649	-5.1284385495009	7.21708165323776	NaN	15.3296154620964	13.4240140686168	8.70641253234714	18.6470064303632	12.8122813166408	4.48324038833076	4.53351960867897	-1.82289344136186	1.56606657532723	10.3869827034882	15.4063886486713
3	3.23196991499983	1.95937938896896	10.304090318976	15.8834690898342	3.0400457449401	8.53976568368314	-4.33287257993634	2.36301625905916	10.6567195655968	16.9029879951454	10.9576124952912	-4.9718019701027	5.4822933303012	-7.08914493960508	8.20292742804872	3.78917107396706	-6.13395924981117	14.0873222677401	14.5906949553402	6.44743545578626	9.82305825553083	-2.18058528133515	-4.05983490908972	15.9651074920121	9.31000857920017	9.72086626705266	7.98211091983077	12.625204213677	14.3206707538418	8.71462668568066	6.88849287243656	2.82225473987481	0.983549071031746	9.23945731303367	12.9448038986629	9.19418657785321	5.92126112009158	5.16522944620516	-9.52891724877984	12.2743748980107	0.336057043504454	-6.53918593330238	24.5478450310608	11.0234300771522	7.43166656106862	5.6548403895028	-0.13365641758287	-0.954351866333027	6.61297930938491	18.7867135539127	0.801176512926801	3.24718660689122	6.51263616019412	14.6366224556835	3.85982775287211	3.44125495380879	3.34607186411179	11.0689858464885	9.15962639499365	2.36125971005113	1.53984050034236	-0.463913052472009	7.68412857639066	NaN	11.2584030017086	-1.30681858201498	-2.41602874221176	NaN	12.7983268125166	-2.25876485049872	5.46142702834272	-9.27064673886817	-0.863173382347867	12.2797811566515	7.60352210358356	9.34802214118915	6.30483229926567	-1.99057024106321	13.5604556195717	3.33002006929234	7.56920757727222	6.81479197520209	9.40178056536349	10.2025590059047	6.69494898631038	8.13403502502982	-5.10000965988978	7.39942214110813	NaN	15.5763938776298	13.551707554522	8.7880495520832	18.754146501179	12.9399606382818	4.72886691440324	4.55734225754259	-1.56715733576196	1.827701334145	10.6126980631391	15.5832686808562
3.5	3.3966724092055	2.10908728474377	10.5219311367018	17.0624780377554	3.13704074460958	8.75459486738946	-4.1967102690282	2.43643192945668	10.8815406869479	16.9448003819098	11.0664942281906	-4.84041435620943	5.60498894868111	-6.98589426291671	8.4363482696526	3.84246679328606	-5.92583034952554	14.0344733120403	14.758955902137	6.62358677361878	9.92076956022274	-2.05718902219737	-3.92166306742053	16.2124710702309	9.55149872360206	9.85464572912471	8.23077654816466	12.7941285683739	14.5404671659925	8.89616462564644	7.14279950037069	2.92374070565219	1.11382071586361	9.46588867037309	13.1798161457647	9.35428518968874	6.11122112685951	5.43796791576546	-9.36952204671885	12.721410332774	0.544771062986825	-6.39426763719035	24.62713518979	11.205368206894	7.62882282936988	5.98467221581648	0.0827816529807706	-0.832848502673201	6.73149970420992	19.0840177344658	0.828016948812568	3.25252494796796	6.77941961303974	14.7247788176623	3.99874310032293	3.51161090497374	3.35012235809192	11.116841671445	9.26846852654361	2.43816851531192	1.63960084906099	-0.207502655506289	7.74969199681568	NaN	11.2604513684956	-1.27941144621452	-2.23482146812305	NaN	13.0081434946533	-2.11913366009125	5.6759031469734	-9.09295405477408	-0.879656311166819	12.4398918140202	7.86056751538641	9.6676586944627	6.66272720962517	-1.72962563022613	13.8780148935254	3.46758354313849	7.67886551797013	6.99098203575287	9.63322181481988	10.485477427509	6.86537021731429	8.25900964011097	-5.00711608657399	7.65564286686717	NaN	15.7172032759141	13.7528189523093	8.87184190038666	18.8667837909117	13.1147028744402	4.95918410666714	4.68483437724251	-1.31374128161173	2.04488154428945	10.8029135914201	15.8182405135037
4	3.48294713542771	2.28415393169951	10.8160410096199	17.5117079546423	3.24986348524057	8.9001126390373	-4.11263888450675	2.49140499043849	11.0947974972089	17.0872588971	11.1912337721053	-4.7496286229158	5.73593483910968	-6.46661137231613	8.67391208704377	3.90752019422971	-5.66206238863198	14.0215577884756	14.881108276485	6.75946403308044	9.9504982707542	-1.96750631112027	-3.80372490892956	16.434078408248	9.78846310837417	10.1453589938775	8.53673381264766	12.9499177215915	14.7898413750103	9.05479141906624	7.40405253352533	3.02719094430254	1.23996279195576	9.76793083764947	13.3907888763979	9.56267899057991	6.29978895528192	5.71195048380987	-9.18482226946846	13.1312128366174	0.784845415853333	-6.24592668201934	24.7802626969422	11.3991345497581	7.83532504646645	6.0595512481522	0.286955631396424	-0.682391736094075	6.827473255188	19.4110710660888	0.931754071474217	3.32135781354148	6.96408555598971	14.8697739084144	4.18415080938341	3.63303118828495	3.39649054851973	11.3053966717489	9.42398430943661	2.57125801854333	1.73425487522265	-0.117910688973822	7.83435721481712	NaN	11.2005646994033	-1.19450474788159	-2.08239899253089	NaN	13.0429826851991	-1.95323465085107	5.65513275291507	-8.92856393724908	-0.787312013216301	12.6201239395819	8.08446293842527	9.96128082183526	6.97745822991838	-1.4747791227004	14.0725060770132	3.58172132328027	7.77376711957854	7.15940916798228	9.82702790299729	10.7878727455222	7.11273766531669	8.4075868067541	-4.86828863058587	7.89613999549481	NaN	15.7684429003243	13.9522694033295	8.96684648133583	18.9133562774765	13.2295246128153	5.21818228207869	5.01188811262627	-0.997109907531005	2.24611905547437	11.0189191361032	16.007574707935
4.5	3.58163730994928	2.4420039305904	11.0890777387319	17.7154256246509	3.35537542709655	8.97202645997733	-4.01220703038919	2.57768034996636	11.1685355813493	17.120059779345	11.3049312842533	-4.74372288077426	5.87971745541856	-6.02521264633045	8.96904953084425	3.97631632925553	-5.43997605881805	14.1113761682206	15.006343308143	6.84702821465065	10.1418013990536	-1.82673978228791	-3.67618869878482	16.6539591117602	10.0521626481608	10.384875287301	8.8643893095114	13.0470886209942	14.9554620191946	9.20873192472938	7.67415078339601	3.14912762773529	1.36507964538569	10.0477652074471	13.5900470477583	9.76885409747947	6.59007648466514	6.02532236788004	-9.03411842092952	13.4891106528351	1.03476442160895	-6.15046344992768	24.8557149555414	11.5882710121922	8.08572858220724	6.2048302000596	0.514578575608155	-0.517767146704159	6.97098164912909	19.7251676546748	1.00227192380492	3.39314790195849	7.18637864799751	14.9722500408668	4.39502783099709	3.72578454750622	3.49404381762032	11.3172540134603	9.56369390893477	2.68366775553794	1.8479750427034	-0.0898590128818455	7.88113944413899	NaN	11.2131262858173	-1.09366974922764	-1.90543164891337	NaN	12.8798968213663	-1.77266524408881	5.69101142416246	-8.7826830058483	-0.68537762897428	12.7805511998539	8.3437647178798	10.2132816460282	7.26722623802466	-1.27671217296431	14.3865224206861	3.70292305532124	7.94643060434063	7.3083789186327	10.0119649904543	11.0872596816841	7.26558812359382	8.51743561554249	-4.80639881719385	8.09663127453111	NaN	15.8575131259481	14.1917069328259	9.09019409113264	19.0464950219024	13.4498582901341	5.48930489284993	5.17523654016163	-0.704591932462016	2.48064430332008	11.2265597445653	16.1891691382444
