Joint_angle	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_STR_PRE_L	INT_2_STR_PRE_R	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_18_STR_PRE_R	INT_19_STR_PRE_R	INT_20_STR_PRE_L	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_CON_PRE_R	INT_2_CON_PRE_L	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_18_CON_PRE_L	INT_19_CON_PRE_L	INT_20_CON_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_STR_POST_L	INT_2_STR_POST_R	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_18_STR_POST_R	INT_19_STR_POST_R	INT_20_STR_POST_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_CON_POST_R	INT_31_CON_POST_L	INT_1_CON_POST_R	INT_2_CON_POST_L	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_18_CON_POST_L	INT_19_CON_POST_L	INT_20_CON_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L
0	423.479695249326	283.515666078067	319.999729136956	269.61432496738	270.655145190672	399.189048204647	257.592536683005	542.845187546105	419.63003549327	457.217670595816	323.648827178338	461.609268728994	381.348831066896	606.829720201691	471.890099354034	332.526614224237	446.211558700093	373.488233478957	353.482467983975	492.26245812848	540.985688427256	383.292840797024	490.162990184732	294.628887074867	293.706859462128	444.17460445212	293.806982161921	326.093521027099	244.609781164668	288.3065921403	320.253297586003	238.5283729148	358.597009667275	236.220265224803	520.246352716271	300.712464605151	481.360673877505	288.562536925825	439.887789870422	536.660739855278	294.564268725495	450.834191797917	353.936422844233	331.955082268008	451.908728722313	428.824221814947	263.636053306031	567.027549995793	277.677110057016	257.491211501363	454.279228101894	231.40086072865	285.005130250675	284.890351178501	279.773595959262	350.683045389038	275.982207520275	467.099709736373	422.715612730035	432.092198218284	375.823583253862	326.436392725646	294.051606141351	461.40622960257	354.009250882516	305.434524657437	400.674855302682	317.60152479725	556.802607285073	541.662544015742	551.546316565252	335.098865102044	495.750602185819	314.165911294165	263.221464084564	360.379738444822	244.515522495329	333.881982847889	235.135543469557	252.747679348639	223.078932039403	209.11348400941	460.529381462256	277.511226438822	417.093368539887	415.78894676836	446.436153812233	248.132342566109	544.215260798136	488.375413680222	319.587981944199	447.782634620775	344.974029756848	485.99970020149	429.428766807203	444.83056678036	265.010650846358	483.893513156862	265.938237310915	215.23090034116
0.5	430.616126566437	290.068358713611	328.270740684877	275.327432409866	279.083349354475	417.22031886104	261.409739212289	561.062152369141	434.149755748994	467.322663325381	332.037267653792	482.052204319454	393.019339080311	614.170782228777	480.725365204779	339.637278345491	460.38270908667	380.086756319691	357.708872131589	507.808044623216	552.349665258146	393.408319805185	507.786957139048	299.950225003612	300.415756116335	452.887518218786	304.38116345531	330.614454246131	248.408865293209	294.5161062406	330.284374314214	242.34313358222	365.888069972174	244.873452887077	527.677552523665	306.014068187878	504.313740213003	293.215997954499	447.647012893601	546.310879633455	297.755177871747	463.520923870144	360.130337286318	334.811369341435	466.750681983151	435.791023271365	267.008056457933	588.137112623624	281.182488947513	262.685238053142	465.610150260851	235.536775305807	290.543295722764	291.591917072282	290.831663410537	362.369999315792	287.424933787674	473.771248478745	433.213381330677	439.853137744552	390.174237744129	340.180506775684	298.174383973563	479.706775878269	360.565089934241	310.143853601548	411.688799436978	324.397459623484	580.46945135055	576.297631972437	564.429506183316	340.23195921327	512.315212005787	321.156449127237	268.083583054929	366.53287089659	249.194303852128	341.205270333821	238.478168210631	259.269725205117	225.656711226954	215.458132264409	468.667408169706	283.155912541133	420.521559745916	426.922321335388	465.702221433964	251.020566208185	552.887107391134	496.503436815573	323.306935768003	458.170375068426	348.876206863028	494.493142519307	439.999384673464	457.40873199125	268.91426011181	502.110637543823	270.968130203153	218.92255010288
1	438.107098908347	296.606891587185	336.615334366065	280.96036829034	289.789489017561	434.231467388737	265.220740102878	575.465241345457	449.024821357009	477.075649199329	340.352605395096	501.708063133492	404.257803020302	621.840272160257	489.298948336296	346.950191602785	475.26616451445	386.704083780938	362.171737379002	524.138061122673	563.769735042841	404.530448027077	526.577733344884	305.49363216109	307.618273834993	461.957254107021	314.863276136251	335.173949590651	252.160253499433	300.560543863701	340.29111819633	245.998570765351	372.976958902098	253.758870487166	535.297636089861	311.25344459886	526.674665486477	297.857357541239	455.720530988637	556.018283553855	301.151277350374	476.176742180886	365.901704730934	337.96339536283	481.573738565169	442.80494122112	270.517190388795	608.616339577438	284.91342036106	267.328651593311	477.140061454782	239.787408789131	296.188238347051	298.467568679504	302.451501808347	373.702797557324	299.52066652101	480.808213656463	443.88771126534	447.897697262187	403.908362824324	354.258679987974	302.44524454229	498.419508363143	367.268861902963	314.554269392924	423.375353687837	331.337949744199	601.039036071293	611.583876684497	577.41279677671	346.029057657228	529.935148444501	328.188756472764	273.216681854797	372.728512706066	253.839676260848	348.956557705697	241.856585534014	265.714926823735	228.348729197406	222.207954915848	476.865689014319	288.385548637552	424.284992710256	438.079103805318	485.358139127391	254.089289893788	561.370759282441	505.125871173902	326.921111052918	468.644845074112	353.019830796133	502.663790309215	451.336831785199	470.060230823832	272.86525298908	520.667341581302	276.06913896068	222.79803462294
1.5	445.987791153786	303.031414847979	344.641552851995	286.39036671818	300.240374851561	461.670177899169	268.982724344751	588.634646771351	463.989120564856	486.246960154649	348.606104490605	520.638587191419	414.947987618932	629.688377148817	497.888997108996	354.398063828345	490.831689498242	393.283249514244	366.964256759188	541.386249665858	575.070706507889	416.53249085674	546.749586515576	310.862487118497	315.430082409994	471.327844294993	325.312546647617	339.755843164704	255.815753072093	306.42321194087	350.310612469178	249.521286178223	379.864696000705	262.904334552153	542.453150574751	316.4370111898	548.48927645087	302.465145314836	464.113521407961	565.732969194286	304.81377931351	488.82016704775	371.385361652788	341.389715299212	496.305748825861	449.902782979977	274.085852888324	628.340193355374	288.622228480724	271.889784864285	488.870916977823	244.195894376454	301.817524682374	305.554477095186	314.464993967981	384.566159055757	312.221904616311	488.242981681115	454.79803860842	455.800000858849	417.550286431814	368.732614577696	306.875177600484	517.009889157181	374.171054984155	318.584786868068	435.728498978845	338.433894268941	619.903825557479	648.500500352903	590.445012750327	352.521968758043	547.605976139419	335.32084850294	278.522971003342	378.946407580489	258.561014121616	356.366868815059	245.291291593742	272.045528559733	231.161373208683	228.974653690516	485.148043448308	293.530368036172	428.36272635096	449.143688279538	505.35728871577	257.345504459217	569.606105189969	514.174745944118	330.407578449387	479.149456214844	357.49443281856	510.468655585127	463.513344716792	483.469718858656	276.846080428846	539.455341920722	281.223825430089	226.851409553136
2	454.231440974626	309.296601904462	352.43285651676	291.71999061949	309.352428242912	503.545936285856	272.661511837561	600.783744686158	478.979400670088	495.082438091277	356.871306499977	538.727853803823	425.322821409728	637.758033725825	506.65752474643	361.848493137594	507.075818232958	399.821443680802	372.098571409302	559.498571701531	586.20222951061	429.203173225071	568.478374509778	316.448904079694	323.813604608795	480.90205635583	335.681934324521	344.312783507442	259.369580292723	312.101494876017	360.402509334861	252.898299168825	386.623126987288	272.303855228432	549.464810686116	321.605058779192	569.849039854739	307.033676928387	472.771357340718	575.453980524995	308.793383994335	501.500763218403	376.696970123369	345.056859916526	510.876999406433	457.079881654852	277.676962397264	647.338842671618	292.314587864687	276.383749551276	500.901619890336	248.760974501221	307.596524262935	312.940516573696	326.669152966068	394.933506485567	325.512281469228	496.09211020973	465.870224369586	464.139796571461	430.886570683603	383.61324333516	311.44148649882	535.527439658019	381.440910299461	322.241627100953	448.683926769664	345.665495594096	637.412085400314	687.485742492573	603.500034602596	359.787786013267	565.348809296146	342.646131861904	283.852869562844	385.127151179074	263.396353945957	363.77126703302	248.789963558704	278.264638769161	234.077024394288	235.9349596279	493.495937920118	298.597858579092	432.801207749608	459.944841770189	525.600554082559	260.787924835477	577.58152043657	523.513498478896	333.736735511148	489.547064682885	362.362190338591	517.881027137882	476.634077385258	496.90640424696	280.82622748327	558.396130149492	286.407157666271	231.04087822666
2.5	462.86537992372	315.410759432747	360.11748454324	297.019706619803	318.515099181174	543.586332585583	276.245688851262	612.152597523701	494.240483124303	503.743385533634	365.342269852549	555.965760634076	435.447029318601	646.174548122391	515.523184129567	369.399613603694	524.289779879942	406.414849001673	377.459052107741	578.374408484085	597.205328297809	442.569067636933	592.234839905293	322.191768892577	332.810014573227	490.614214106595	346.368941341762	348.815704703988	262.896196637554	317.571572367171	370.604603603581	256.181078184433	393.386783728688	281.967762674499	556.413731426521	326.822882089467	590.880064982135	311.564963310666	481.54624484752	585.214171876646	313.041592472788	514.325512242784	381.914335268975	348.976756341712	525.31968060355	464.346447401036	281.316185138226	665.629330662949	296.015580232206	280.862113240726	513.491925886995	253.42683539008	313.433511504274	320.691076856495	338.918663785353	404.894735205186	339.353946757869	504.356390918404	476.951764189939	472.984223573848	443.719636319549	398.880287957887	316.110820137174	554.545646041111	388.99053639219	325.801777776679	462.330538340709	353.009120516869	653.644575990082	728.541964235854	616.765978966279	368.012617947708	583.075431933361	350.20408126407	289.172110409285	391.24584832834	268.365058008684	371.188816718046	252.355389828087	284.411290670817	237.062210979343	243.110076627487	501.841026406917	303.632212171461	437.533787008119	470.386410327525	546.016691344878	264.38187800739	585.325354295152	533.059745720803	336.979361522964	499.698719857152	367.65564163407	524.918710168228	490.786359877073	510.228752604346	284.77036223923	577.47534325765	291.588108078279	235.322289524288
3	471.931323065006	321.424186901522	367.78247040186	302.355881956817	328.371761093621	579.833506107739	279.780015754693	623.109093963219	510.112631284601	512.310332627589	374.262800078863	572.264426459551	445.509961524279	655.071035571568	524.536027023642	377.213150675801	542.885639728471	413.239146455032	382.919552692047	598.043820780324	608.215502180466	456.778927998947	618.292652284868	328.24093070305	342.348611150107	500.438513180932	357.595217381026	353.271775393911	266.498529255342	323.008843247074	380.918204463873	259.437146252779	400.350459411406	291.96128206236	563.144788383355	332.194946090127	611.711611587378	316.096838165385	490.342676333321	595.029520461471	317.521042821076	527.45427630702	387.144790380568	353.132463798059	539.725633421158	471.651831047426	285.073750506682	683.375396599643	299.751096823418	285.439881588758	526.666542722435	258.119502414395	319.294002188131	328.841147059445	351.295194332004	414.662439532019	353.749643890692	513.021333216465	487.913853732993	482.213812895804	456.206861525736	414.480655850051	320.880950234525	574.030980550901	396.615154820595	329.361347354717	476.943901104906	360.399051250212	669.139204314423	771.254427561144	630.048562001719	377.477470099986	600.70247167494	357.955042690058	294.587149187971	397.31260415587	273.437474556073	378.630489917369	255.97117632827	290.56024157338	240.102761777654	250.525647442938	510.28707891394	308.698567713957	442.460078549132	480.479090768864	566.613338341726	268.085364587026	592.859112220236	542.804123180239	340.209381780954	509.593203448117	373.273933648139	531.692552454412	506.11218165884	523.490831475995	288.696769099795	596.584838870688	296.758938362773	239.687115390579
3.5	481.54625621252	327.404197535204	375.577261266896	307.840075942814	339.015927243625	614.951164191324	283.30060501209	633.942630115636	526.735649297055	520.793892786631	383.749317585625	587.952575800415	455.635835949991	664.645795174949	533.845862503062	385.371109478747	563.317813061181	420.444699602781	388.447040320884	618.633457375919	619.441100595545	471.839005328329	646.64485554205	334.794907432474	352.435222198862	510.408693970342	369.434615719607	357.730668733773	270.293115766722	328.529059677348	391.350018748475	262.747240986107	407.67924173496	302.425499214751	569.776568418503	337.827030720684	632.437962595028	320.673594013303	499.184181572919	605.122377660407	322.219030219903	541.049229298518	392.488893126831	357.604394584475	554.233005878705	478.944616209591	289.064128064751	700.685858965663	303.573317819845	290.201855289737	540.377645032268	262.780811258592	325.23223333939	337.406167470901	363.935815925423	424.450486723767	368.901005965345	522.104671772452	498.74273474407	491.787873913595	468.638965151371	430.385581102247	325.74283098415	593.415172208028	404.356592404537	333.079869486779	492.850196557751	367.80670489984	684.397908045138	815.357009069874	643.085432893805	388.530217711808	618.442986701625	365.85328003576	300.261357762631	403.356273099177	278.623051940823	386.149193794655	259.597309726568	296.840119915116	243.249151908578	258.242522019929	519.063311091021	313.911899344044	447.639034109397	490.336610188958	587.414349764973	271.881654410859	600.337501024512	552.818345328772	343.493021356887	519.331658851104	379.112014037641	538.349263809181	522.794672332853	536.711037284609	292.670121467065	615.76197253337	301.95285296358	244.160012809762
4	491.862630310456	333.379264230465	383.612725717197	313.580186921731	350.376534680399	651.825623193106	286.861000120661	644.834678510227	543.898867515497	528.876365797106	393.748852499011	603.425521404945	466.022382865615	674.937982553654	543.735654492021	394.040697460683	585.528055566913	428.05732748312	394.120925872367	640.204103456264	630.943639806572	487.626255431195	676.92090555147	341.972538075042	363.283140407775	520.572081814664	381.932147322666	362.246991590744	274.373056391691	334.176492700541	401.885758694641	266.192391245014	415.49512386549	313.476488465714	576.493024600682	343.772642726633	653.15233916465	325.351397156578	508.156463943139	615.6522085048	327.130361936647	555.229193019343	398.034415683635	362.432988663694	568.964395629801	486.245466073673	293.385539080329	717.611356364065	307.545832218616	295.217958993344	554.480685613033	267.384044349239	331.350071491009	346.397192045971	376.824413734032	434.336187338442	384.954002085887	531.609477988546	509.513069191164	501.709397665853	481.196599962639	446.578941812639	330.759794695628	612.287548187328	412.392007072023	336.898176080988	510.31805080018	375.195066599857	699.651532637776	860.038366202327	655.014993726562	401.490060830905	636.399344959429	373.873016360547	306.298667759893	409.444196682045	283.952016099148	393.839284308971	263.227297081305	303.391840871208	246.575966127765	266.319360715998	528.348162778274	319.32213269868	453.094236295171	500.13032016632	608.562743767745	275.780078554433	607.925742827956	563.235157498121	346.879075439656	529.055994581304	385.164803012725	544.994435284405	541.009160803377	549.907379895181	296.775665233117	635.157641096149	307.212167068491	248.819179944465
4.5	502.968220984277	339.329264679278	391.974832235902	319.611571370509	362.432302287951	696.498844183263	290.486197627446	655.931184143669	561.228370265246	536.467731940187	404.186368188189	618.776823632892	476.546964900043	685.901009547932	554.135998770887	403.087927183199	609.024635438558	436.187931777481	400.020759496534	663.040828521442	642.773296712924	503.791586973576	707.914208859442	349.727903596663	375.105633940931	530.95205207562	395.162904591749	366.910079610246	278.769641550195	339.965575729449	412.448453798685	269.783058305069	423.788357535603	325.185919078805	583.356506717603	350.068343585424	673.670519515168	330.175470330567	517.408942693182	626.669320971385	332.251564297763	569.953351429867	403.787690150461	367.651805800896	583.935549278875	493.557794308168	298.062286197153	734.162632582869	311.693447157252	300.512737993017	568.715133779059	271.955511135489	337.728622497911	355.728948745911	389.742039920322	444.288291899519	401.975924755357	541.381890051744	520.403590128151	512.085691510723	493.898912041275	463.112045282094	336.008570472902	631.063847509287	420.729804066719	340.763542184255	529.51339013746	382.6177252746	714.8992216658	903.373333153989	665.732331678965	416.517981415618	654.804754198445	381.998019282072	312.767349738499	415.661820604948	289.46127099302	401.805933212126	266.858251517722	310.311288809069	250.193127517325	274.84369313355	538.399416008653	324.947688837104	458.925346497927	509.989256332049	630.183362664355	279.831816125728	615.716402825024	574.14040757126	350.371225749836	538.970687645765	391.420580980435	551.741746987487	560.902478956814	563.160898017481	301.103061063834	654.932450470022	312.552529935639	253.724783269926
