Joint_angle	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_1_STR_PRE_L	INT_2_STR_PRE_R	INT_3_STR_PRE_R	INT_4_STR_PRE_R	INT_5_STR_PRE_R	INT_6_STR_PRE_R	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_9_STR_PRE_R	INT_10_STR_PRE_R	INT_11_STR_PRE_R	INT_13_STR_PRE_L	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_18_STR_PRE_R	INT_19_STR_PRE_R	INT_20_STR_PRE_L	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_1_CON_PRE_R	INT_2_CON_PRE_L	INT_3_CON_PRE_L	INT_4_CON_PRE_L	INT_5_CON_PRE_L	INT_6_CON_PRE_L	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_9_CON_PRE_L	INT_10_CON_PRE_L	INT_11_CON_PRE_L	INT_13_CON_PRE_R	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_18_CON_PRE_L	INT_19_CON_PRE_L	INT_20_CON_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_1_STR_POST_L	INT_2_STR_POST_R	INT_3_STR_POST_R	INT_4_STR_POST_R	INT_5_STR_POST_R	INT_6_STR_POST_R	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_9_STR_POST_R	INT_10_STR_POST_R	INT_11_STR_POST_R	INT_13_STR_POST_L	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_18_STR_POST_R	INT_19_STR_POST_R	INT_20_STR_POST_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_CON_POST_R	INT_31_CON_POST_L	INT_1_CON_POST_R	INT_2_CON_POST_L	INT_3_CON_POST_L	INT_4_CON_POST_L	INT_5_CON_POST_L	INT_6_CON_POST_L	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_9_CON_POST_L	INT_10_CON_POST_L	INT_11_CON_POST_L	INT_13_CON_POST_R	INT_15_CON_POST_L	INT_16_CON_POST_R	INT_18_CON_POST_L	INT_19_CON_POST_L	INT_20_CON_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L
0	33.2083095695245	18.7089289918406	6.86455445565816	7.98909333707592	27.9831014448543	18.4095436995124	9.87906440916854	19.0769838069184	-1.66902933103634	6.48895077611887	21.9669703186055	54.6582154073566	30.2364679380039	4.7379152181779	14.114380927875	-17.5015443351056	22.1925821335098	12.5021793876963	-6.20536741011403	26.4785735397188	30.9778760859012	16.7858042872904	21.7738364539787	-3.73025450745696	-5.13535169376551	11.7496666898185	38.6631207623086	24.0771993823331	20.0568417272929	39.2858478113245	30.7929462903383	44.7662705843617	16.2870501546423	10.1825848274522	-2.3932326717621	40.9867015503895	34.3841446667411	26.4829490827784	16.0521721412546	10.2873644456066	-17.6140744033311	30.4609814357681	5.05476957289561	13.7122029296224	43.0474744607463	25.7792540229976	22.1833172229785	13.4784222245927	5.51702320856109	6.37558719122044	31.6851625053406	16.3545807328058	6.59529191556041	13.6221416967892	15.50969344666	34.9754745274515	17.2368878114716	7.71883741916392	13.6267106886557	22.7266826534454	18.0348327918592	5.62336572194051	15.121913042119	-5.846460332191	16.73993196056	12.5854894553885	32.1460470398601	0.341503905890541	-9.81665182615466	37.00014449203	31.3856252674521	0.202783114212236	9.32678560712318	-16.7556921404556	3.42262653611987	24.7796337193121	38.4330194338867	17.8198829204942	13.037846055096	0.108922938911519	32.7082559467933	16.285125538746	20.8324529573023	28.9611600113971	23.0472626276187	14.1874957476795	13.3714086889322	18.3459575094784	-1.96929291041588	18.8788102570116	21.8432223553431	42.5694045815364	23.5332150425615	-1.73188778259951	29.0589124459017	29.2618184724783	11.4242266150011	25.1601501987007	-0.0931078144075408	5.09344735455267
0.5	33.7718567792771	19.3060699644733	6.92622622789115	8.18387521271431	28.2475827429827	19.0362565056174	10.2384141245448	19.525610038023	-1.44174113381649	6.56855594463444	22.0494190814773	54.750130242678	30.4904895622033	4.65168722112812	14.3729949768864	-17.3627543920322	22.4861166696785	12.664664552577	-5.71757750840222	26.8055387796507	31.3435548172911	17.1702799159221	22.0520005534083	-3.49573077037914	-4.96658251639061	12.0130040553374	39.1374562547834	24.500201677639	20.3722615868197	39.6187976799608	31.2442757369407	45.1350610394683	16.7900721759405	10.4774573061172	-2.27445591134	41.4415492338441	35.1222021624831	26.9339843220764	16.5631384065162	10.6781638778169	-17.3435190087122	31.2354539265237	5.67787147752881	14.3841088886156	43.5587378817259	26.399237180313	22.5545926622848	13.6481136101209	6.19484673049828	6.75275025467728	32.1344416340225	17.0100029883666	6.56634787964802	13.6304887219926	15.9616269931611	35.2224487775425	17.6072535131856	7.81496814036338	13.8985981135556	22.7991279035772	18.1424239671441	5.74924318743654	14.9977650383241	-5.81739070331556	16.8186008829419	13.1286060739034	31.8036945618847	0.423825447397856	-9.56352381757112	36.726004400027	31.8694715376083	0.451756222090173	8.43010500365533	-16.7517767300537	3.58935064801974	25.3293802313738	38.9759851012727	18.2815033938042	13.6529419447158	0.498258473266151	33.2078010704563	16.7196735148277	21.2689561534143	29.449730661511	23.6358651682152	14.6018616057675	13.7399483348669	18.6365239743734	-1.81291452246459	19.4062171228018	22.3338340301396	43.0965950915577	24.1811403220567	-1.47076665205847	29.4759289072185	29.8357323698711	11.8788402547535	25.5213554935113	0.488612288025634	5.58763539748698
1	34.4253398966007	19.959079337643	6.94090608202428	8.39398997628646	28.530459805821	20.2620398433553	10.495035616537	19.7350678009952	-1.21009744201666	6.6205532463687	22.2787174093022	54.8360611749113	30.7953001189486	4.66973811343464	14.5989914496657	-17.264437178477	22.8643857557809	12.7977934161646	-5.29501154367114	27.1581735467805	31.6008784310213	17.3665826258594	22.3010736910916	-3.39302455183207	-4.68023118118267	12.2738242350539	39.7359813914741	24.9772079741496	20.7032576530704	39.8485388818421	31.6878302904464	45.6439483298655	17.3420373584665	10.8316162449879	-2.01983439370514	41.9377629946977	35.8470415281276	27.3128879982808	17.0652039739616	11.1731233565409	-16.9910189577306	31.9800882411556	6.14436680910743	14.9914844679468	43.9731613159952	26.838863968213	22.8619996664956	13.886450977843	6.58904713948923	7.09757286247783	32.4313771360807	17.6444629195631	6.52809226996291	13.6780812014433	16.5772272447582	35.4310881640207	17.658369290517	7.99091307032833	14.0729809397442	22.7623999116268	18.4753054666113	5.88837709731107	14.8524002503749	-5.85719517250475	16.8650667338248	13.5582975379021	31.6884973575867	0.497390953198431	-9.3590130080731	36.5871102284094	32.2881335538773	0.706176496864779	10.8053109028574	-16.8599823175183	3.82702423824312	25.8327782007177	39.5083106706643	18.7625542938509	14.2890831115312	0.769042054324157	33.6518267883281	17.1259510428015	21.6231899142504	29.9274760328272	24.1069194674915	15.1450954262663	14.1993642930934	18.8969924387198	-1.64858755898042	19.8945859037953	22.796388443092	43.5583132541177	24.6720317326207	-1.30432410991973	30.0069586545203	30.0481804397991	12.432720842127	25.8437151799569	1.0650865902045	6.09612371134221
1.5	35.0516113176307	20.4831454220373	7.00453446367782	8.58679326930581	28.6926940153522	21.6994590877542	10.7795682734343	19.9708852364612	-0.99980947599769	6.70846562589915	22.553574501451	54.8956804926743	31.07281065932	4.69636720606308	14.8670160853906	-17.1017202479448	23.3733487651153	12.9785193508747	-4.87951166626351	27.5471339959657	31.9575984322989	17.6014866965129	22.5253141554265	-3.17999843287866	-4.42591106246492	12.5474378192072	40.3191078440315	25.2661775836549	21.1332649217312	40.315334565991	32.2121263722969	46.0920803478596	17.7912408989531	11.1501496268585	-1.95459417530376	42.451093359675	36.476456182781	27.6944917615843	17.4415504281058	11.7011593822219	-16.7036940724531	32.7253799695674	6.63111617213509	15.3263390228822	44.1124287512159	27.4212477665719	23.1721379020471	14.1201876711583	6.87183794679218	7.38045777973699	32.7781432274656	18.2952303755627	6.61699371775185	13.6283062491606	17.0000259038192	35.6806759102512	18.1562828786269	8.2260141410783	14.2250125018985	22.5293757105119	18.669570841702	6.11503662397627	14.8493188680244	-5.74920918625747	16.9401380615929	14.0400784224645	31.6239716064719	0.597722162438194	-9.05751463112513	36.1660197854309	32.6894061445393	0.99729536570134	11.1691719448178	-16.788028217687	4.22567649574747	26.2280261076432	40.0967940061957	19.2390328579187	14.7935216804557	1.00459973364322	34.0003989475016	17.4404249200758	22.0022780428524	30.4298127902428	24.6033772998047	15.606386328016	14.5250627110236	18.9011933897436	-1.50479091076768	20.3854858405255	23.260659442044	43.8842093109874	25.0882784406568	-1.10876661569116	30.325500011756	29.9677457755824	12.9417282285838	25.9332836193629	1.59781948373893	6.64401890091822
2	35.5745701348083	21.0522400419638	6.98864731588893	8.8210468366342	28.9095904031603	22.926191175567	11.0032387311266	20.1858025383022	-0.731818365489926	6.7275909179137	22.7433310376799	55.0399830160623	31.3643528645083	4.75760261429384	15.1157431965397	-16.8823119204898	23.9138400732701	13.0414406377556	-4.49912218449096	27.9883067325452	32.3817736610498	17.9646108306867	22.8322706954316	-3.01041182367776	-4.24359895704919	12.7408012174755	40.7679264439445	25.7282285453735	21.5214554517756	40.5626328474308	32.715090078703	46.5138505455184	18.2961609605814	11.5179956096349	-1.88787561857988	42.9085161372214	36.9619008118506	28.0283063236871	17.7834032447537	12.1289551778182	-16.3640217844363	33.4250636312011	7.05085099167863	15.7106559067889	44.541071206666	27.858881477274	23.5359118282303	14.4292857553968	7.15282360519887	7.66353358253438	33.2541250273356	18.8763667110044	6.6472717733643	13.527699002069	17.488190262101	35.9291340507114	18.4987740580594	8.33126030267129	14.5342617342516	22.2404207669898	18.7594824628531	6.30485468994717	14.7975128963891	-5.6907511611301	16.9593332380032	14.4002552154806	31.6478989522679	0.66603164936269	-8.72644046715458	36.1271941292151	32.8638873697208	1.28155810662895	11.5603421615909	-16.456582315485	4.32207409094802	26.7490131649776	40.6678730819534	19.6555707747096	15.486620234762	1.29912886003666	34.6182173109876	17.7680586341386	22.4357184255419	30.9120128621809	25.1179514796506	16.2287337555622	14.8981717097974	19.0917223551123	-1.3285035236993	20.905909002	23.6328075561422	44.4221758823313	25.5216628543168	-0.910510088213115	30.6735095333888	30.1974800909757	13.3858711918692	25.9291649219385	2.0083056684929	7.16231813142855
2.5	36.1000048534444	21.6123979196139	7.18418368785622	9.06514655767392	29.270463678771	23.5263302479885	11.2682615741244	20.522814965061	-0.528350515819144	6.81274256478317	23.0066725426798	55.3545911913728	31.620223282996	4.83721156780772	15.3312717329809	-16.6949507904259	24.383823254488	13.1248724425263	-4.16911431073528	28.5506550632524	32.8401462980356	18.2628691117867	23.1515114729587	-2.86874849179433	-4.03045587923181	13.0382425990811	41.2571477639538	26.2348779575111	22.0140063069034	40.7784937223026	33.1909408854829	47.0362801966899	18.8540389291803	11.8668145318033	-1.79667580983284	43.3688559443722	37.6029337642808	28.3440174715757	18.1143149415995	12.619381592324	-16.0190560788035	34.133011831233	7.55314961725664	16.2386151036307	44.8017496594437	28.2687091127009	23.9024228525299	14.8741370954844	7.59225580470995	7.96881474758662	33.6725911936232	19.4320251689357	6.7834453371943	13.4877862665946	17.7977105414533	36.1585188132742	18.7061574220495	8.38408673257853	14.7980712425095	22.0041779447204	18.8861658657726	6.43530159470333	14.7535574818391	-5.73242772444537	17.0303586601034	14.734934669796	31.6662562794219	0.840855943277552	-8.43474487151445	36.0270270272184	33.1392194423278	1.52872553577534	11.963123833478	-16.193453904574	4.27440840938534	27.3029888437401	41.0660440886346	20.0733682481056	16.0689961570535	1.63733084899963	35.2635463024777	18.030154241521	22.9716236279418	31.5238758180535	25.7377359567885	16.7542521076495	15.3099666023155	19.2611998960199	-1.16124879346711	21.3505695145264	24.0651608533199	45.1695393717343	25.9137386928546	-0.781481290453433	30.9741068673538	30.4223495479757	13.8667689223024	26.3907006742505	2.48885464871853	7.554214255641
3	36.7037360534633	22.192460385234	7.42840633453395	9.37115683848571	29.6794825880724	24.6025132462277	11.4712040205139	20.832747644465	-0.239248812733956	6.98703705007479	23.30517712452	55.8280392496893	31.8948747329203	4.92370030901948	15.5576359730726	-16.5617238052264	24.8383683383405	13.2668071432605	-3.77747254268489	28.7578786072799	33.1735309230625	18.5958679873982	23.5208777349849	-2.60175253647895	-3.81786420286082	13.3369303811497	41.8253778707328	26.7557565198314	22.3816057531348	41.1462773694517	33.7335581276024	47.5178359045908	19.3835724004322	12.2192334811371	-1.64600346748468	43.8929981580352	38.2386431167044	28.6358522261305	18.576057173661	13.0787033348427	-15.7308708618276	34.960347926956	7.98133119841227	16.7024910690222	45.1814832472236	28.7410614602657	24.3523646514708	15.156949308177	8.10694273266484	8.26748735940558	34.141298282243	19.9794814194054	6.916951094555	13.507874716534	18.1735721854257	36.3339191329456	19.1192864091754	8.47185876339129	15.0234624506605	21.725964732521	19.00180442229	6.57815644344894	14.6840541324233	-5.68827062690931	16.9940853761416	15.1931963423588	31.555007625413	1.07295931791177	-8.13053637583234	35.53537069051	33.5431990335603	1.83723019435204	12.0860478679149	-16.0998998337901	4.35370820232653	27.8651387791666	41.5105964791477	20.5652364623165	16.5229465295466	2.10933624700245	35.8583115120281	18.296767551733	23.677215045892	32.1459487159309	26.297530072742	17.2533699704197	15.6522451492386	19.4978065662514	-1.10586887648596	21.7370270489852	24.6803717298128	45.7415403949808	26.0774503748806	-0.525547084587647	31.3208832335719	30.5672781409717	14.3116578444893	26.6868275578333	3.02259732071715	8.12756057111172
3.5	37.2434219720508	22.6596772379784	7.6849307719664	9.63872378070951	30.1027185129229	26.0683661823068	11.7117992403321	21.2725017866977	0.0960515806497669	7.104850964392	23.6758590595809	56.0265793149565	32.1503113692236	5.07395970729207	15.8078756379079	-16.3688478450848	25.3218468201881	13.3832202951353	-3.39759777906949	28.6275509739095	33.5570970399899	18.9578226336484	23.9590638323265	-2.35082774588098	-3.5324881057063	13.5173266616833	42.3875861689428	27.0363787561558	22.8561722741494	41.5709657223039	34.3332389344141	48.0453050122796	19.9119686031478	12.4640719618281	-1.62108415694715	44.3903918669749	38.8259485925619	28.9838032538949	19.0438389300703	13.5825719207144	-15.3937316511896	35.9562575266629	8.42398279153192	17.6816080860748	45.29469190616	29.1277910603004	24.7316227956151	15.6718801882001	8.6408922922344	8.53483418826256	34.5192908836998	20.5358249691077	6.96639205307518	13.502554836583	18.7610617411273	36.5338070056507	19.5319957550825	8.5247465671096	15.0941575457168	21.5615295103525	19.1701967672934	6.72446160779602	14.6182081097361	-5.63888632311518	16.9761061652874	15.652859876889	31.5065703480246	1.12216306694218	-7.78302114668995	34.8910984854555	33.9502371718074	2.08201763630696	12.4281250398058	-16.0028067093122	4.3422201818033	28.2910977005172	42.0752002268001	21.0948098255343	17.1316196184809	2.64705347634675	36.501612121697	18.6418501979572	23.9067564235374	32.6569127466248	26.8431701071478	17.7217385919765	16.1099604799283	19.7814367311765	-0.97906740373264	22.2744355136347	25.2434520114903	46.020367903244	26.5449518015065	-0.119558605638268	31.598993505671	30.8652661397446	14.7272177438096	26.934648868991	3.55107991028392	8.58575787298243
4	37.7226801224089	23.1262857196502	7.82900762898295	9.95909216289892	30.6798804232474	26.7949528847348	12.014302838716	21.5758356378604	0.307045822666127	7.1981959588717	24.0300422300587	56.1340992924213	32.4603728196521	5.05095117229695	16.0713904805023	-16.0704498486216	25.8096996346038	13.5276122995089	-2.99240202290689	28.6324360797092	33.8141096960345	19.2634693868887	24.294030064031	-2.1673322562437	-3.28808763573852	13.6934203625616	43.0074562045495	27.579940983888	23.428744444537	41.983901595965	34.8291043381872	48.528950991467	20.4512373532361	12.6898738869788	-1.46621855413622	44.9552938761026	39.3779975406591	29.4352540841023	19.4222418627505	14.088477595925	-14.9806364888657	36.8495573824126	8.9278007690008	18.5162807446226	45.5440143722944	29.5499612699146	25.1031585506108	16.0247834197141	9.1303571323829	8.87707151732206	34.9199848797901	21.0066408457353	7.1558629668085	13.47294713895	19.1811285827596	36.8266863954968	20.0654596103494	8.68802073587173	15.2012656588221	21.4715696563455	19.4337811010936	6.98436188094079	14.5751073814796	-5.66780705816147	16.9999843525307	16.0938269437738	31.4155362859175	1.26085420738194	-7.33897895130998	34.3686016190083	34.0883438024857	2.37964200175897	12.4791435128848	-15.8877546751742	4.52027475839023	28.7145496365413	42.5397943640041	21.5653501980957	17.6939285675486	3.15425801609193	36.9074795463464	18.9248626022672	24.1267947092573	33.2078249832698	27.2976207522665	18.2111756966861	16.7510448389704	20.1320343319558	-0.800389489869125	22.7442560604546	25.8164619109483	46.0726023519893	26.9459077128771	0.223954199178649	31.8844814935276	31.0456423437021	15.1932215240418	27.5395552878615	4.24699162243151	9.01399880127369
4.5	38.1780822068964	23.6227253219614	8.00392932777954	10.2502488927655	31.2399098174661	27.2873899111525	12.2910996842381	21.7259453282551	0.549377998077324	7.34191158611236	24.1538158758817	56.3584094997518	32.7994311448356	5.05870881908426	16.356379597836	-15.8166044775595	26.407722334968	13.691634679074	-2.54054961725583	28.8095256590441	34.1028633717761	19.4438352678131	24.6012959999362	-1.87890506945314	-3.01424709315201	13.9482064363259	43.572092744946	28.0475781332699	24.0474942812485	42.2463664120413	35.1482098149482	49.1239083256079	21.0237849387975	12.9553297531108	-1.45642357313218	45.3886640191563	39.8880797730692	29.8771415739581	19.9424928467975	14.6610438581531	-14.7120190715096	37.6603719041669	9.45851042081867	18.9931222168602	45.6620564232407	29.9668580786665	25.5984925535056	16.4923657280625	9.67108611815166	9.237107007613	35.2750318197433	21.5412348064799	7.28004352107114	13.5005990712038	19.6731733485296	37.0615992305364	20.6478372293249	8.7998302478288	15.4623666467392	21.4385879851967	19.6860864729074	7.19225742836797	14.602318964792	-5.70186663084003	16.994997525038	16.5844523032733	31.3285444751829	1.42097800137389	-6.89818993129147	33.8230210601773	34.175864981495	2.69825492248297	12.762086491667	-15.7941514983371	4.71335651655392	29.1484814537207	42.9738758105411	22.0911805473371	18.2172858251398	3.55849477430425	37.5701396006422	19.214733969505	24.4946233732781	33.7058734868403	27.7401941631701	18.6863874985765	17.0630996653641	20.4084611994167	-0.714052101630134	23.1495216955479	26.3150661138636	46.2504408475765	27.411162186272	0.513931883953479	32.1577586800016	31.4765107553708	15.6805303914771	28.0084046277565	4.90407738723437	9.54378019419158
