Time	Fascicle Length R1_F1	Pennation Angle R1_F1	Fascicle Length R1_F2	Pennation Angle R1_F2	
0.055261	88.544	0.20906	80.467	0.2304
0.11052	88.588	0.20884	80.511	0.23015
0.16578	88.674	0.20836	80.593	0.22963
0.22104	88.771	0.20802	80.686	0.22926
0.2763	88.857	0.20746	80.767	0.22866
0.33156	88.947	0.20733	80.853	0.22849
0.38683	89.063	0.20705	80.964	0.22816
0.44209	89.099	0.20683	80.998	0.22791
0.49735	89.109	0.20629	81.01	0.22736
0.55261	89.156	0.20686	81.059	0.22792
0.60787	89.188	0.20632	81.092	0.22736
0.66313	89.221	0.20642	81.126	0.22744
0.71839	89.248	0.20629	81.154	0.22729
0.77365	89.302	0.20651	81.212	0.22747
0.82891	89.352	0.20609	81.26	0.22703
0.88417	89.396	0.20594	81.302	0.22685
0.93943	89.44	0.20565	81.347	0.22655
0.99469	89.446	0.20563	81.358	0.2265
1.05	89.517	0.20506	81.428	0.22589
1.1052	89.579	0.20455	81.486	0.22538
1.1605	89.621	0.20424	81.528	0.22505
1.2157	89.735	0.20352	81.634	0.22431
1.271	89.739	0.20351	81.643	0.22428
1.3263	89.779	0.20345	81.681	0.22421
1.3815	89.836	0.2031	81.736	0.22383
1.4368	89.865	0.20309	81.767	0.22383
1.492	89.876	0.20275	81.783	0.22347
1.5473	89.849	0.20264	81.761	0.22335
1.6026	89.833	0.20269	81.751	0.2234
1.6578	89.894	0.20238	81.813	0.22305
1.7131	90.011	0.20207	81.926	0.22271
1.7683	90.097	0.20181	82.007	0.2224
1.8236	90.152	0.20175	82.059	0.22233
1.8789	90.204	0.20124	82.11	0.22178
1.9341	90.193	0.20109	82.103	0.22163
1.9894	90.101	0.20172	82.024	0.22227
2.0447	90.129	0.20172	82.056	0.22224
2.0999	90.254	0.20124	82.173	0.22173
2.1552	90.344	0.20108	82.259	0.22155
2.2104	90.402	0.20082	82.312	0.22127
2.2657	90.484	0.20016	82.39	0.22059
2.321	90.541	0.2004	82.447	0.2208
2.3762	90.581	0.20041	82.486	0.2208
2.4315	90.607	0.20035	82.513	0.22074
2.4867	90.675	0.19995	82.58	0.22032
2.542	90.662	0.20039	82.573	0.22075
2.5973	90.736	0.20031	82.646	0.22065
2.6525	90.801	0.20013	82.708	0.22045
2.7078	90.826	0.20002	82.734	0.22033
2.763	90.864	0.19993	82.77	0.22024
2.8183	90.902	0.19972	82.807	0.22003
2.8736	90.948	0.20013	82.855	0.22042
2.9288	90.938	0.20005	82.848	0.22034
2.9841	91.017	0.19974	82.925	0.22
3.0393	91.036	0.19922	82.943	0.21947
3.0946	91.088	0.19878	82.991	0.21901
3.1499	91.128	0.19854	83.03	0.21875
3.2051	91.175	0.19875	83.077	0.21895
3.2604	91.221	0.19843	83.121	0.21861
3.3156	91.315	0.19842	83.21	0.21858
3.3709	91.379	0.19867	83.273	0.21881
3.4262	91.397	0.19892	83.293	0.21905
3.4814	91.366	0.19907	83.267	0.21922
3.5367	91.447	0.1988	83.346	0.21893
3.592	91.504	0.19858	83.399	0.21869
3.6472	91.522	0.19835	83.419	0.21845
3.7025	91.472	0.19833	83.376	0.21845
3.7577	91.521	0.19831	83.426	0.2184
3.813	91.56	0.1983	83.463	0.21838
3.8683	91.59	0.19791	83.493	0.21799
3.9235	91.652	0.19759	83.555	0.21763
3.9788	91.681	0.19751	83.586	0.21755
4.034	91.742	0.19747	83.647	0.21749
4.0893	91.773	0.19771	83.677	0.21774
4.1446	91.801	0.19784	83.706	0.21787
4.1998	91.797	0.19784	83.706	0.21786
4.2551	91.8	0.19795	83.712	0.21797
4.3103	91.867	0.19779	83.777	0.21779
4.3656	91.924	0.19801	83.836	0.218
4.4209	91.932	0.19804	83.844	0.21801
4.4761	92.068	0.19754	83.971	0.21749
4.5314	92.144	0.19804	84.045	0.21798
4.5866	92.114	0.19783	84.02	0.21777
4.6419	92.135	0.19789	84.043	0.21783
4.6972	92.139	0.1979	84.049	0.21784
4.7524	92.18	0.19786	84.092	0.21779
4.8077	92.246	0.19792	84.154	0.21784
4.863	92.314	0.19773	84.22	0.21764
4.9182	92.393	0.19789	84.294	0.21778
4.9735	92.383	0.19785	84.286	0.21777
5.0287	92.469	0.19771	84.369	0.21761
5.084	92.508	0.19778	84.409	0.21766
5.1393	92.57	0.19811	84.469	0.21797
5.1945	92.658	0.19815	84.553	0.21799
5.2498	92.668	0.19808	84.564	0.21792
5.305	92.758	0.19771	84.65	0.21753
5.3603	92.86	0.19734	84.745	0.21713
5.4156	92.956	0.1976	84.836	0.21739
5.4708	92.929	0.1978	84.815	0.21759
5.5261	92.946	0.19811	84.835	0.21789
5.5813	92.975	0.19811	84.865	0.21787
5.6366	93.068	0.19783	84.954	0.21757
5.6919	93.181	0.19746	85.061	0.2172
5.7471	93.265	0.19721	85.14	0.21695
5.8024	93.356	0.19703	85.226	0.21675
5.8576	93.388	0.19668	85.258	0.21639
5.9129	93.395	0.19729	85.268	0.21701
5.9682	93.378	0.19758	85.257	0.21731
6.0234	93.42	0.19747	85.298	0.21718
6.0787	93.492	0.19726	85.367	0.21694
6.134	93.519	0.19711	85.392	0.21676
6.1892	93.61	0.19664	85.474	0.21623
6.2445	93.681	0.19592	85.54	0.21549
6.2997	93.718	0.1966	85.577	0.21617
6.355	93.766	0.19687	85.624	0.21642
6.4103	93.78	0.19662	85.635	0.21618
6.4655	93.909	0.19679	85.756	0.21632
6.5208	93.991	0.19666	85.835	0.21616
6.576	94.072	0.19678	85.91	0.21625
6.6313	94.015	0.19698	85.862	0.21647
6.6866	94.08	0.19674	85.922	0.2162
6.7418	94.11	0.19677	85.951	0.21624
6.7971	94.075	0.19681	85.921	0.21629
6.8523	94.114	0.19674	85.961	0.2162
6.9076	94.178	0.19665	86.024	0.21609
6.9629	94.188	0.19654	86.036	0.21598
7.0181	94.138	0.19674	85.993	0.2162
7.0734	94.229	0.19693	86.081	0.21636
7.1286	94.312	0.19676	86.159	0.21618
7.1839	94.302	0.19691	86.153	0.21632
7.2392	94.319	0.1968	86.171	0.21621
7.2944	94.339	0.19693	86.192	0.21634
7.3497	94.407	0.19728	86.258	0.21666
7.405	94.494	0.19714	86.343	0.2165
7.4602	94.502	0.19716	86.352	0.2165
7.5155	94.549	0.19719	86.398	0.21653
7.5707	94.594	0.19694	86.441	0.21627
7.626	94.578	0.19705	86.428	0.21639
7.6813	94.584	0.19725	86.437	0.21658
7.7365	94.607	0.19701	86.46	0.21636
7.7918	94.607	0.19728	86.462	0.21664
7.847	94.609	0.19713	86.467	0.2165
7.9023	94.608	0.19716	86.468	0.21653
7.9576	94.682	0.19784	86.541	0.21719
8.0128	94.658	0.19808	86.523	0.21743
8.0681	94.722	0.1982	86.585	0.21753
8.1233	94.741	0.19814	86.606	0.21747
8.1786	94.739	0.19789	86.605	0.21725
8.2339	94.804	0.19782	86.666	0.21717
8.2891	94.765	0.19834	86.634	0.21771
8.3444	94.806	0.19855	86.674	0.21791
8.3996	94.816	0.19875	86.684	0.21813
8.4549	94.883	0.19899	86.749	0.21836
