100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
20	17.10934871	100	18.03867339	100	17.10934871	5.630367659	7.9	100	16.35	100	7.9	4.65
21	10.140122	14.64324125	9.731148593	12.64545566	9.731148593	5.630367659	7.1	10	7.95	10.45	7.1	4.65
22	11.51212037	10.21639297	25.99258682	24.95575506	10.21639297	5.630367659	6.8	8.6	25.5	24.5	6.8	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
24	12.66038994	10.72365037	11.89404328	15.88411975	10.72365037	5.630367659	8.3	5.8	9.2	12.6	5.8	4.65
25	8.607481514	18.08882454	26.52781788	16.56629881	8.607481514	5.630367659	5.3	15.05	23.6	14.25	5.3	4.65
26	17.52054885	27.32843385	29.61767634	34.21117038	17.52054885	5.630367659	11.55	24.15	25.45	30.5	11.55	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
28	13.23952977	24.18319568	36.56777357	18.56285669	13.23952977	5.630367659	8.8	16.45	27.1	15.35	8.8	4.65
100	100	100	100	100	100	5.630367659	100	100	100	100	100	4.65
30	11.99396843	9.044295272	22.89066359	20.75088406	9.044295272	5.630367659	9.1	7.65	22.85	20	7.65	4.65
31	6.623970386	5.630367659	14.06405712	13.75983533	5.630367659	5.630367659	5.1	4.65	11.15	13.15	4.65	4.65
