mass_C			ExtMarker		
2.635424902	38.3932289	0	2.635424902	18.96198662	0
2.659383311	38.39310882	0	2.659383311	18.96380228	0
2.683341719	38.39388254	0	2.683341719	18.96365699	0
2.707300127	38.39269321	0	2.707300127	18.96517167	0
2.731258535	38.38948997	0	2.731258535	18.96575104	0
2.755216943	38.39540758	0	2.755216943	18.97000977	0
2.779175352	38.39331896	0	2.779175352	18.96938631	0
2.80313376	38.38777189	0	2.80313376	18.96590955	0
2.827092168	38.38615303	0	2.827092168	18.96770947	0
2.851050576	38.38885567	0	2.851050576	18.96618941	0
2.875008984	38.38699167	0	2.875008984	18.96343818	0
2.898967393	38.37376817	0	2.898967393	18.95959249	0
2.922925801	38.35800856	0	2.922925801	18.94806324	0
2.946884209	38.28027407	0	2.946884209	18.9435153	0
2.970842617	38.24833032	0	2.970842617	18.933911	0
2.994801025	38.22863147	0	2.994801025	18.91674265	0
3.018759434	38.22693435	0	3.018759434	18.88856906	0
3.042717842	38.21939972	0	3.042717842	18.88222632	0
3.06667625	38.21648683	0	3.06667625	18.87798082	0
3.090634658	38.2308355	0	3.090634658	18.87896066	0
3.114593066	38.23851168	0	3.114593066	18.88412177	0
3.138551475	38.24521475	0	3.138551475	18.88087719	0
3.162509883	38.24576816	0	3.162509883	18.88423047	0
3.186468291	38.24671258	0	3.186468291	18.88445192	0
3.210426699	38.25070882	0	3.210426699	18.88603485	0
3.234385107	38.25179565	0	3.234385107	18.88914054	0
3.258343516	38.24711892	0	3.258343516	18.88462667	0
3.282301924	38.25691701	0	3.282301924	18.88619205	0
3.306260332	38.31833056	0	3.306260332	18.89294695	0
3.33021874	38.36175233	0	3.33021874	18.89444683	0
3.354177148	38.37703702	0	3.354177148	18.89423367	0
3.378135557	38.41271282	0	3.378135557	18.90343839	0
3.402093965	38.41360909	0	3.402093965	18.8995207	0
3.426052373	38.40849657	0	3.426052373	18.89692249	0
3.450010781	38.40377047	0	3.450010781	18.89495381	0
3.473969189	38.39679205	0	3.473969189	18.89295357	0
3.497927598	38.39614702	0	3.497927598	18.89243143	0
3.521886006	38.39074926	0	3.521886006	18.89078136	0
3.545844414	38.36715988	0	3.545844414	18.88035945	0
3.569802822	38.34364928	0	3.569802822	18.87342258	0
3.593761231	38.31830406	0	3.593761231	18.87498016	0
3.617719639	38.25416203	0	3.617719639	18.866269	0
3.641678047	38.23276753	0	3.641678047	18.86359551	0
3.665636455	38.21280295	0	3.665636455	18.87068405	0
3.689594863	38.18076694	0	3.689594863	18.86696687	0
3.713553272	38.1449361	0	3.713553272	18.87046966	0
3.73751168	38.11247028	0	3.73751168	18.87084454	0
3.761470088	38.045098	0	3.761470088	18.87709077	0
3.785428496	37.96356343	0	3.785428496	18.88074949	0
3.809386904	37.93901425	0	3.809386904	18.88203298	0
3.833345313	37.92621985	0	3.833345313	18.88192082	0
3.857303721	37.89845702	0	3.857303721	18.87899729	0
3.881262129	37.8582864	0	3.881262129	18.87855652	0
3.905220537	37.82634729	0	3.905220537	18.87480712	0
3.929178945	37.83694538	0	3.929178945	18.87414897	0
3.953137354	37.82179603	0	3.953137354	18.88220482	0
3.977095762	37.82414149	0	3.977095762	18.89117185	0
4.00105417	37.82534405	0	4.00105417	18.88902637	0
4.025012578	37.83429559	0	4.025012578	18.89401987	0
4.048970986	37.82991799	0	4.048970986	18.89276577	0
4.072929395	37.80779289	0	4.072929395	18.88664536	0
4.096887803	37.7940018	0	4.096887803	18.8845615	0
4.120846211	37.74787283	0	4.120846211	18.87552772	0
4.144804619	37.67737328	0	4.144804619	18.86236712	0
4.168763027	37.60340987	0	4.168763027	18.85137513	0
4.192721436	37.50786545	0	4.192721436	18.81643684	0
4.216679844	37.42994206	0	4.216679844	18.79169445	0
4.240638252	37.3127725	0	4.240638252	18.7888563	0
4.26459666	37.24594107	0	4.26459666	18.79643598	0
4.288555068	37.1494431	0	4.288555068	18.79331165	0
4.312513477	37.05811822	0	4.312513477	18.79829312	0
4.336471885	37.02918891	0	4.336471885	18.80064453	0
4.360430293	36.96805306	0	4.360430293	18.80290302	0
4.384388701	36.95157239	0	4.384388701	18.80956954	0
4.408347109	36.92483983	0	4.408347109	18.81001481	0
4.432305518	36.92475599	0	4.432305518	18.81392158	0
4.456263926	36.93412989	0	4.456263926	18.81569427	0
4.480222334	36.93373843	0	4.480222334	18.81543506	0
4.504180742	36.93128423	0	4.504180742	18.8130274	0
4.52813915	36.93167586	0	4.52813915	18.81483285	0
4.552097559	36.92867238	0	4.552097559	18.8143687	0
4.576055967	36.92510128	0	4.576055967	18.81475018	0
4.600014375	36.90739235	0	4.600014375	18.81281661	0
4.623972783	36.87962867	0	4.623972783	18.80768093	0
4.647931191	36.8540003	0	4.647931191	18.80903932	0
4.6718896	36.79321684	0	4.6718896	18.8009381	0
4.695848008	36.76067412	0	4.695848008	18.80028673	0
4.719806416	36.71689591	0	4.719806416	18.79538079	0
4.743764824	36.69751723	0	4.743764824	18.80148326	0
4.767723232	36.65961032	0	4.767723232	18.78767742	0
4.791681641	36.60468367	0	4.791681641	18.78996052	0
4.815640049	36.56613883	0	4.815640049	18.79346525	0
4.839598457	36.50065965	0	4.839598457	18.78702487	0
4.863556865	36.46713336	0	4.863556865	18.78918567	0
4.887515273	36.37868338	0	4.887515273	18.78094346	0
4.911473682	36.31904709	0	4.911473682	18.73533443	0
4.93543209	36.2761542	0	4.93543209	18.73635151	0
4.959390498	36.19562592	0	4.959390498	18.72185443	0
4.983348906	36.18293217	0	4.983348906	18.73128734	0
5.007307315	36.14754821	0	5.007307315	18.72633494	0
5.031265723	36.06506122	0	5.031265723	18.72685347	0
5.055224131	36.05084114	0	5.055224131	18.73081708	0
5.079182539	36.0251948	0	5.079182539	18.7237996	0
5.103140947	35.981291	0	5.103140947	18.7180663	0
5.127099356	35.96384451	0	5.127099356	18.71924816	0
5.151057764	35.94972462	0	5.151057764	18.72274507	0
5.175016172	35.90922084	0	5.175016172	18.72257929	0
5.19897458	35.89660448	0	5.19897458	18.72732253	0
5.222932988	35.89491158	0	5.222932988	18.73119357	0
5.246891397	35.88580569	0	5.246891397	18.73026986	0
5.270849805	35.86238128	0	5.270849805	18.72638328	0
5.294808213	35.83959557	0	5.294808213	18.72797972	0
5.318766621	35.82057656	0	5.318766621	18.71941598	0
5.342725029	35.79896085	0	5.342725029	18.71853832	0
5.366683438	35.77966737	0	5.366683438	18.72479368	0
5.390641846	35.76052008	0	5.390641846	18.7226115	0
5.414600254	35.76132744	0	5.414600254	18.72660028	0
5.438558662	35.7656683	0	5.438558662	18.73278756	0
5.46251707	35.76450562	0	5.46251707	18.73606789	0
5.486475479	35.76502271	0	5.486475479	18.7365707	0
5.510433887	35.76568257	0	5.510433887	18.73709186	0
5.534392295	35.76588727	0	5.534392295	18.73692072	0
5.558350703	35.76061601	0	5.558350703	18.73319471	0
5.582309111	35.75614608	0	5.582309111	18.73170985	0
5.60626752	35.74370707	0	5.60626752	18.72466291	0
5.630225928	35.73448107	0	5.630225928	18.72451102	0
5.654184336	35.7241523	0	5.654184336	18.72603713	0
5.678142744	35.70200222	0	5.678142744	18.72613886	0
5.702101152	35.71788574	0	5.702101152	18.73348253	0
5.726059561	35.71349109	0	5.726059561	18.73624129	0
5.750017969	35.70297287	0	5.750017969	18.73683025	0
5.773976377	35.69239633	0	5.773976377	18.73697948	0
5.797934785	35.69104098	0	5.797934785	18.73772992	0
5.821893193	35.6904311	0	5.821893193	18.7402986	0
5.845851602	35.67640472	0	5.845851602	18.73135099	0
5.86981001	35.67018363	0	5.86981001	18.72844663	0
5.893768418	35.63936444	0	5.893768418	18.72809096	0
5.917726826	35.60911933	0	5.917726826	18.72773277	0
5.941685234	35.6275959	0	5.941685234	18.73987998	0
5.965643643	35.62941304	0	5.965643643	18.74089182	0
5.989602051	35.62042698	0	5.989602051	18.73965911	0
6.013560459	35.62085568	0	6.013560459	18.74249444	0
6.037518867	35.62196448	0	6.037518867	18.74401467	0
6.061477275	35.61754764	0	6.061477275	18.74084191	0
6.085435684	35.61636241	0	6.085435684	18.74238991	0
6.109394092	35.61665037	0	6.109394092	18.74134153	0
6.1333525	35.61526914	0	6.1333525	18.74158177	0
6.157310908	35.61498084	0	6.157310908	18.74280686	0
6.181269316	35.60671349	0	6.181269316	18.73973555	0
6.205227725	35.6149283	0	6.205227725	18.74281284	0
6.229186133	35.60845341	0	6.229186133	18.74060016	0
6.253144541	35.61100003	0	6.253144541	18.74233875	0
6.277102949	35.61695769	0	6.277102949	18.74460371	0
6.301061357	35.62015293	0	6.301061357	18.7461856	0
6.325019766	35.61991246	0	6.325019766	18.74538353	0
6.348978174	35.620379	0	6.348978174	18.74536823	0
6.372936582	35.62124411	0	6.372936582	18.74538119	0
6.39689499	35.62102703	0	6.39689499	18.74441667	0
6.420853399	35.62089121	0	6.420853399	18.74553045	0
6.444811807	35.61967774	0	6.444811807	18.74465494	0
6.468770215	35.62244261	0	6.468770215	18.7461794	0
6.492728623	35.62880501	0	6.492728623	18.74855441	0
6.516687031	35.62415705	0	6.516687031	18.74684066	0
6.54064544	35.61988634	0	6.54064544	18.7457511	0
6.564603848	35.62287211	0	6.564603848	18.74656609	0
6.588562256	35.62952986	0	6.588562256	18.74733314	0
6.612520664	35.6206051	0	6.612520664	18.74641885	0
6.636479072	35.62243968	0	6.636479072	18.74575794	0
6.660437481	35.62507936	0	6.660437481	18.74683573	0
6.684395889	35.62529978	0	6.684395889	18.74724234	0
6.708354297	35.62210621	0	6.708354297	18.74701656	0
6.732312705	35.61465051	0	6.732312705	18.74443651	0
6.756271113	35.62043326	0	6.756271113	18.74619174	0
6.780229522	35.61775168	0	6.780229522	18.74583331	0
6.80418793	35.61003563	0	6.80418793	18.74438737	0
6.828146338	35.60469447	0	6.828146338	18.74449425	0
6.852104746	35.61240122	0	6.852104746	18.74448713	0
6.876063154	35.61932072	0	6.876063154	18.7450372	0
6.900021563	35.61652507	0	6.900021563	18.74481074	0
6.923979971	35.60295965	0	6.923979971	18.74114035	0
6.947938379	35.58943152	0	6.947938379	18.74219808	0
6.971896787	35.61058692	0	6.971896787	18.74364362	0
