mass_B			mass_A		
t	x	y	t	x	y
0	35.36587956	0	0	46.34160677	0
0.024985009	35.36551993	0	0.024985009	46.34213865	0
0.049970018	35.36559863	0	0.049970018	46.34376741	0
0.074955027	35.36587602	0	0.074955027	46.34368097	0
0.099940036	35.3662518	0	0.099940036	46.34481524	0
0.124925045	35.36615322	0	0.124925045	46.34315729	0
0.149910054	35.36585773	0	0.149910054	46.34231728	0
0.174895063	35.36604188	0	0.174895063	46.34073965	0
0.199880072	35.36634284	0	0.199880072	46.34230075	0
0.224865081	35.36601757	0	0.224865081	46.34239832	0
0.24985009	35.36590605	0	0.24985009	46.34285605	0
0.274835099	35.36615304	0	0.274835099	46.34248231	0
0.299820108	35.36545292	0	0.299820108	46.34158294	0
0.324805117	35.36526183	0	0.324805117	46.3423847	0
0.349790126	35.36582056	0	0.349790126	46.34286426	0
0.374775135	35.36602269	0	0.374775135	46.34137107	0
0.399760144	35.3662617	0	0.399760144	46.3421342	0
0.424745153	35.36556574	0	0.424745153	46.34259909	0
0.449730162	35.36588688	0	0.449730162	46.34090524	0
0.474715171	35.36580302	0	0.474715171	46.34245237	0
0.49970018	35.3662392	0	0.49970018	46.34129119	0
0.524685189	35.36595283	0	0.524685189	46.34354221	0
0.549670198	35.36597025	0	0.549670198	46.34357076	0
0.574655207	35.3659506	0	0.574655207	46.34170594	0
0.599640216	35.36659028	0	0.599640216	46.34192082	0
0.624625225	35.36602898	0	0.624625225	46.34213	0
0.649610234	35.36658233	0	0.649610234	46.3423857	0
0.674595243	35.36629159	0	0.674595243	46.34263118	0
0.699580252	35.3667426	0	0.699580252	46.34284621	0
0.724565261	35.36646205	0	0.724565261	46.34238978	0
0.74955027	35.36613604	0	0.74955027	46.34232658	0
0.774535279	35.36370149	0	0.774535279	46.34264384	0
0.799520288	35.34472269	0	0.799520288	46.3412189	0
0.824505297	35.3014643	0	0.824505297	46.34080259	0
0.849490306	35.24454927	0	0.849490306	46.33904407	0
0.874475315	35.20745813	0	0.874475315	46.33920342	0
0.899460324	35.1593457	0	0.899460324	46.335292	0
0.924445333	35.0350817	0	0.924445333	46.32093907	0
0.949430342	35.01322149	0	0.949430342	46.32340821	0
0.974415351	34.85129579	0	0.974415351	46.31269532	0
0.99940036	34.77519882	0	0.99940036	46.31364946	0
1.024385369	34.64981593	0	1.024385369	46.31506855	0
1.049370378	34.60170045	0	1.049370378	46.30713587	0
1.074355387	34.52879679	0	1.074355387	46.31535181	0
1.099340396	34.47453032	0	1.099340396	46.32422278	0
1.124325405	34.38295339	0	1.124325405	46.34186011	0
1.149310414	34.3363635	0	1.149310414	46.340892	0
1.174295423	34.27145228	0	1.174295423	46.33967333	0
1.199280432	34.17428817	0	1.199280432	46.34988564	0
1.224265441	34.09525308	0	1.224265441	46.34494903	0
1.24925045	33.9208022	0	1.24925045	46.34561401	0
1.274235459	33.89389428	0	1.274235459	46.34398603	0
1.299220468	33.76487749	0	1.299220468	46.3356774	0
1.324205477	33.69257504	0	1.324205477	46.334023	0
1.349190486	33.65689503	0	1.349190486	46.33462497	0
1.374175495	33.49053449	0	1.374175495	46.33674961	0
1.399160504	33.42950687	0	1.399160504	46.33847515	0
1.424145513	33.35452231	0	1.424145513	46.3382206	0
1.449130522	33.27090083	0	1.449130522	46.3340549	0
1.474115531	33.18624796	0	1.474115531	46.32928847	0
1.49910054	33.11608506	0	1.49910054	46.33151319	0
1.524085549	33.0813028	0	1.524085549	46.34925634	0
1.549070558	33.02569674	0	1.549070558	46.35317309	0
1.574055567	32.98984251	0	1.574055567	46.34656629	0
1.599040576	32.98462794	0	1.599040576	46.34807723	0
1.624025585	32.97905621	0	1.624025585	46.34580623	0
1.649010594	32.96820303	0	1.649010594	46.34492825	0
1.673995603	32.88717767	0	1.673995603	46.34593701	0
1.698980612	32.86535599	0	1.698980612	46.34232661	0
1.723965621	32.82374727	0	1.723965621	46.34434544	0
1.74895063	32.78422081	0	1.74895063	46.34187616	0
1.773935639	32.69210297	0	1.773935639	46.33855064	0
1.798920648	32.62935383	0	1.798920648	46.33783812	0
1.823905657	32.55798349	0	1.823905657	46.3346618	0
1.848890666	32.44163734	0	1.848890666	46.32846408	0
