MTJ			mass_A		
t	x	y	t	x	y
0.00000000	27.14327176	0.00000000	0.00000000	49.33324205	0.00000000
0.02529212	27.14363932	0.00000000	0.02529212	49.33313901	0.00000000
0.05058425	27.14360579	0.00000000	0.05058425	49.33346439	0.00000000
0.07587637	27.14404931	0.00000000	0.07587637	49.33308705	0.00000000
0.10116850	27.14422136	0.00000000	0.10116850	49.33307251	0.00000000
0.12646062	27.14477056	0.00000000	0.12646062	49.33335583	0.00000000
0.15175274	27.14431569	0.00000000	0.15175274	49.33303318	0.00000000
0.17704487	27.14327320	0.00000000	0.17704487	49.33319820	0.00000000
0.20233699	27.14336495	0.00000000	0.20233699	49.33279964	0.00000000
0.22762912	27.14290272	0.00000000	0.22762912	49.33313944	0.00000000
0.25292124	27.14268713	0.00000000	0.25292124	49.33325578	0.00000000
0.27821336	27.14173644	0.00000000	0.27821336	49.33270751	0.00000000
0.30350549	27.14305352	0.00000000	0.30350549	49.33251799	0.00000000
0.32879761	27.14270748	0.00000000	0.32879761	49.33293634	0.00000000
0.35408974	27.14284645	0.00000000	0.35408974	49.33276359	0.00000000
0.37938186	27.14266700	0.00000000	0.37938186	49.33307311	0.00000000
0.40467398	27.14318638	0.00000000	0.40467398	49.33263802	0.00000000
0.42996611	27.14346622	0.00000000	0.42996611	49.33327967	0.00000000
0.45525823	27.14342347	0.00000000	0.45525823	49.33305220	0.00000000
0.48055036	27.14321983	0.00000000	0.48055036	49.33294822	0.00000000
0.50584248	27.14226271	0.00000000	0.50584248	49.33291263	0.00000000
0.53113460	27.14279368	0.00000000	0.53113460	49.33273838	0.00000000
0.55642673	27.14190765	0.00000000	0.55642673	49.33303870	0.00000000
0.58171885	27.14163917	0.00000000	0.58171885	49.33275998	0.00000000
0.60701098	27.14105876	0.00000000	0.60701098	49.33295393	0.00000000
0.63230310	27.14122591	0.00000000	0.63230310	49.33294637	0.00000000
0.65759522	27.14007962	0.00000000	0.65759522	49.33284461	0.00000000
0.68288735	27.13980709	0.00000000	0.68288735	49.33224561	0.00000000
0.70817947	27.14091611	0.00000000	0.70817947	49.33268925	0.00000000
0.73347160	27.14190178	0.00000000	0.73347160	49.33262927	0.00000000
0.75876372	27.14276330	0.00000000	0.75876372	49.33242190	0.00000000
0.78405585	27.14352190	0.00000000	0.78405585	49.33260787	0.00000000
0.80934797	27.14366166	0.00000000	0.80934797	49.33285818	0.00000000
0.83464009	27.14466845	0.00000000	0.83464009	49.33241966	0.00000000
0.85993222	27.14757987	0.00000000	0.85993222	49.33265926	0.00000000
