mass_B			ExtMarker		
t	x	y	t	x	y
0	29.76837408	0	0	42.8951075	0
0.025152171	29.7472253	0	0.025152171	42.88471553	0
0.050304341	29.71276114	0	0.050304341	42.86183558	0
0.075456512	29.63514692	0	0.075456512	42.80459152	0
0.100608683	29.60340666	0	0.100608683	42.75381327	0
0.125760853	29.60460992	0	0.125760853	42.74481229	0
0.150913024	29.60404601	0	0.150913024	42.73628719	0
0.176065194	29.60102271	0	0.176065194	42.72332841	0
0.201217365	29.60399865	0	0.201217365	42.72675873	0
0.226369536	29.59711735	0	0.226369536	42.7212506	0
0.251521706	29.59796166	0	0.251521706	42.7151895	0
0.276673877	29.5966641	0	0.276673877	42.70709852	0
0.301826048	29.5992191	0	0.301826048	42.70944003	0
0.326978218	29.60061615	0	0.326978218	42.70702796	0
0.352130389	29.59714916	0	0.352130389	42.68959731	0
0.37728256	29.59833601	0	0.37728256	42.66603996	0
0.40243473	29.59634642	0	0.40243473	42.64788513	0
0.427586901	29.59821673	0	0.427586901	42.64460748	0
0.452739071	29.60017332	0	0.452739071	42.64236618	0
0.477891242	29.60370354	0	0.477891242	42.63154772	0
0.503043413	29.60714566	0	0.503043413	42.63626532	0
0.528195583	29.6110598	0	0.528195583	42.64600527	0
0.553347754	29.61383358	0	0.553347754	42.64894203	0
0.578499925	29.61796922	0	0.578499925	42.65214365	0
0.603652095	29.61689541	0	0.603652095	42.65228636	0
0.628804266	29.6146796	0	0.628804266	42.64573591	0
0.653956436	29.61699211	0	0.653956436	42.65132609	0
0.679108607	29.6180988	0	0.679108607	42.65239882	0
0.704260778	29.61571063	0	0.704260778	42.65487948	0
0.729412948	29.6126412	0	0.729412948	42.65450892	0
0.754565119	29.6136306	0	0.754565119	42.65664385	0
0.77971729	29.60948325	0	0.77971729	42.65709673	0
0.80486946	29.607431	0	0.80486946	42.65500548	0
0.830021631	29.60617256	0	0.830021631	42.65625973	0
0.855173802	29.60901641	0	0.855173802	42.65829324	0
0.880325972	29.61421885	0	0.880325972	42.6608182	0
0.905478143	29.62406822	0	0.905478143	42.66533998	0
0.930630313	29.6406054	0	0.930630313	42.66626753	0
0.955782484	29.6794553	0	0.955782484	42.67512414	0
0.980934655	29.69689438	0	0.980934655	42.67256204	0
1.006086825	29.69896752	0	1.006086825	42.67261897	0
1.031238996	29.71041499	0	1.031238996	42.67398055	0
