mass_B			ExtMarker		
t	x	y	t	x	y
0	34.20268381	0	0	12.3288744	0
0.018610191	34.20235087	0	0.018610191	12.32920347	0
0.037220382	34.2049517	0	0.037220382	12.32865174	0
0.055830573	34.20476835	0	0.055830573	12.32652264	0
0.074440764	34.20297173	0	0.074440764	12.32662391	0
0.093050955	34.20336299	0	0.093050955	12.32760749	0
0.111661146	34.20393411	0	0.111661146	12.32810598	0
0.130271337	34.20495474	0	0.130271337	12.32872656	0
0.148881528	34.20463148	0	0.148881528	12.32931584	0
0.167491719	34.20870988	0	0.167491719	12.33211051	0
0.186101909	34.21618474	0	0.186101909	12.33271246	0
0.2047121	34.21412465	0	0.2047121	12.33290708	0
0.223322291	34.21151676	0	0.223322291	12.3306337	0
0.241932482	34.20959627	0	0.241932482	12.33031392	0
0.260542673	34.208186	0	0.260542673	12.33040494	0
0.279152864	34.2066461	0	0.279152864	12.32980193	0
0.297763055	34.20680407	0	0.297763055	12.33002173	0
0.316373246	34.20673126	0	0.316373246	12.33020428	0
0.334983437	34.20547071	0	0.334983437	12.32898507	0
0.353593628	34.20362271	0	0.353593628	12.32781171	0
0.372203819	34.20232744	0	0.372203819	12.32776594	0
0.39081401	34.20302393	0	0.39081401	12.32814061	0
0.409424201	34.20325277	0	0.409424201	12.32856804	0
0.428034392	34.20398955	0	0.428034392	12.3295591	0
0.446644583	34.20476948	0	0.446644583	12.32959427	0
0.465254774	34.205443	0	0.465254774	12.32924523	0
0.483864965	34.20493938	0	0.483864965	12.32952894	0
0.502475155	34.20448986	0	0.502475155	12.32912826	0
0.521085346	34.20364383	0	0.521085346	12.32864589	0
0.539695537	34.20384862	0	0.539695537	12.32925623	0
0.558305728	34.20484263	0	0.558305728	12.32934376	0
0.576915919	34.20577846	0	0.576915919	12.32936013	0
0.59552611	34.20628987	0	0.59552611	12.3297744	0
0.614136301	34.20605712	0	0.614136301	12.32950295	0
0.632746492	34.20742136	0	0.632746492	12.33081197	0
0.651356683	34.20669958	0	0.651356683	12.32975837	0
0.669966874	34.20530135	0	0.669966874	12.32862313	0
0.688577065	34.20489417	0	0.688577065	12.32820108	0
0.707187256	34.20506476	0	0.707187256	12.32906143	0
0.725797447	34.20711516	0	0.725797447	12.32987795	0
0.744407638	34.20871279	0	0.744407638	12.32937815	0
0.763017829	34.20647918	0	0.763017829	12.32884521	0
0.78162802	34.20826352	0	0.78162802	12.32783245	0
0.80023821	34.20911288	0	0.80023821	12.32967623	0
0.818848401	34.20723965	0	0.818848401	12.32821746	0
0.837458592	34.20714897	0	0.837458592	12.32764783	0
0.856068783	34.20581645	0	0.856068783	12.32827171	0
0.874678974	34.2043185	0	0.874678974	12.32741958	0
0.893289165	34.20051973	0	0.893289165	12.32593278	0
0.911899356	34.20072452	0	0.911899356	12.32502092	0
0.930509547	34.19972628	0	0.930509547	12.32956519	0
0.949119738	34.20151352	0	0.949119738	12.33439913	0
0.967729929	34.19727046	0	0.967729929	12.32593193	0
0.98634012	34.19894671	0	0.98634012	12.32901045	0
1.004950311	34.19810496	0	1.004950311	12.32979162	0
1.023560502	34.1953838	0	1.023560502	12.33073461	0
1.042170693	34.1959929	0	1.042170693	12.32777744	0
1.060780884	34.19816496	0	1.060780884	12.32829302	0
1.079391075	34.20169106	0	1.079391075	12.32736756	0
1.098001265	34.20285225	0	1.098001265	12.32626133	0
1.116611456	34.20362864	0	1.116611456	12.32642313	0
1.135221647	34.2032233	0	1.135221647	12.3312172	0
1.153831838	34.20490743	0	1.153831838	12.33701518	0
1.172442029	34.20600584	0	1.172442029	12.32839214	0
1.19105222	34.20700984	0	1.19105222	12.32889653	0
1.209662411	34.20667365	0	1.209662411	12.33536801	0
1.228272602	34.21079246	0	1.228272602	12.3537535	0
1.246882793	34.20958806	0	1.246882793	12.34908903	0
