mass_B			mass_A		
t	x	y	t	x	y
0.0000000	36.2314540	0.0000000	0.0000000	43.7091988	0.0000000
0.0186057	36.2312689	0.0000000	0.0186057	43.7094336	0.0000000
0.0372114	36.2312704	0.0000000	0.0372114	43.7097838	0.0000000
0.0558171	36.2314424	0.0000000	0.0558171	43.7094593	0.0000000
0.0744228	36.2310303	0.0000000	0.0744228	43.7093651	0.0000000
0.0930284	36.2314739	0.0000000	0.0930284	43.7092456	0.0000000
0.1116341	36.2314701	0.0000000	0.1116341	43.7093356	0.0000000
0.1302398	36.2310274	0.0000000	0.1302398	43.7091725	0.0000000
0.1488455	36.2315289	0.0000000	0.1488455	43.7095284	0.0000000
0.1674512	36.2315631	0.0000000	0.1674512	43.7091118	0.0000000
0.1860569	36.2316260	0.0000000	0.1860569	43.7090457	0.0000000
0.2046626	36.2314370	0.0000000	0.2046626	43.7095090	0.0000000
0.2232683	36.2317465	0.0000000	0.2232683	43.7090437	0.0000000
0.2418740	36.2313853	0.0000000	0.2418740	43.7093345	0.0000000
0.2604797	36.2320574	0.0000000	0.2604797	43.7089304	0.0000000
0.2790853	36.2316085	0.0000000	0.2790853	43.7090771	0.0000000
0.2976910	36.2317448	0.0000000	0.2976910	43.7092211	0.0000000
0.3162967	36.2318575	0.0000000	0.3162967	43.7094312	0.0000000
0.3349024	36.2315480	0.0000000	0.3349024	43.7090663	0.0000000
0.3535081	36.2311229	0.0000000	0.3535081	43.7090632	0.0000000
0.3721138	36.2316005	0.0000000	0.3721138	43.7092146	0.0000000
0.3907195	36.2314469	0.0000000	0.3907195	43.7093603	0.0000000
0.4093252	36.2317208	0.0000000	0.4093252	43.7095457	0.0000000
0.4279309	36.2315572	0.0000000	0.4279309	43.7094063	0.0000000
0.4465366	36.2318765	0.0000000	0.4465366	43.7089728	0.0000000
0.4651422	36.2325589	0.0000000	0.4651422	43.7090096	0.0000000
0.4837479	36.2324236	0.0000000	0.4837479	43.7095716	0.0000000
0.5023536	36.2323750	0.0000000	0.5023536	43.7093682	0.0000000
0.5209593	36.2316353	0.0000000	0.5209593	43.7088048	0.0000000
0.5395650	36.2318110	0.0000000	0.5395650	43.7091870	0.0000000
0.5581707	36.2319793	0.0000000	0.5581707	43.7092356	0.0000000
0.5767764	36.2316497	0.0000000	0.5767764	43.7092613	0.0000000
0.5953821	36.2315912	0.0000000	0.5953821	43.7089199	0.0000000
0.6139878	36.2315317	0.0000000	0.6139878	43.7091656	0.0000000
0.6325934	36.2311498	0.0000000	0.6325934	43.7091407	0.0000000
0.6511991	36.2309683	0.0000000	0.6511991	43.7096070	0.0000000
0.6698048	36.2309513	0.0000000	0.6698048	43.7088265	0.0000000
0.6884105	36.2307849	0.0000000	0.6884105	43.7092233	0.0000000
0.7070162	36.2309106	0.0000000	0.7070162	43.7087874	0.0000000
0.7256219	36.2312902	0.0000000	0.7256219	43.7089380	0.0000000
0.7442276	36.2309266	0.0000000	0.7442276	43.7090903	0.0000000
0.7628333	36.2305988	0.0000000	0.7628333	43.7087333	0.0000000
0.7814390	36.2302544	0.0000000	0.7814390	43.7088142	0.0000000
0.8000447	36.2298923	0.0000000	0.8000447	43.7090598	0.0000000
0.8186503	36.2301622	0.0000000	0.8186503	43.7091116	0.0000000
0.8372560	36.2296502	0.0000000	0.8372560	43.7094422	0.0000000
0.8558617	36.2283953	0.0000000	0.8558617	43.7090293	0.0000000
0.8744674	36.2256015	0.0000000	0.8744674	43.7089664	0.0000000
0.8930731	36.2202971	0.0000000	0.8930731	43.7090745	0.0000000
0.9116788	36.2091459	0.0000000	0.9116788	43.7081664	0.0000000
0.9302845	36.1034738	0.0000000	0.9302845	43.7080929	0.0000000
0.9488902	35.9597894	0.0000000	0.9488902	43.7086059	0.0000000
0.9674959	35.7656017	0.0000000	0.9674959	43.7036474	0.0000000
0.9861015	35.6134287	0.0000000	0.9861015	43.7016456	0.0000000
1.0233129	33.4894246	0.0000000	1.0047072	43.6655144	0.0000000
1.0419186	33.2111886	0.0000000	1.0233129	43.6394578	0.0000000
1.0605243	32.6099135	0.0000000	1.0419186	43.6390240	0.0000000
1.0791300	32.0941777	0.0000000	1.0605243	43.6271433	0.0000000
1.0977357	31.6298512	0.0000000	1.0791300	43.6140481	0.0000000
1.1163414	31.2149465	0.0000000	1.0977357	43.6015679	0.0000000
1.1349471	31.0111579	0.0000000	1.1163414	43.6110851	0.0000000
1.1535528	30.6275103	0.0000000	1.1349471	43.6204048	0.0000000
1.1721584	30.3054276	0.0000000	1.1535528	43.6158019	0.0000000
1.1907641	30.0150111	0.0000000	1.1721584	43.6178537	0.0000000
1.2093698	29.7974101	0.0000000	1.1907641	43.6282531	0.0000000
1.2279755	29.6942009	0.0000000	1.2093698	43.6295147	0.0000000
1.2465812	29.5195781	0.0000000	1.2279755	43.6298017	0.0000000
1.2651869	29.3651324	0.0000000	1.2465812	43.6273366	0.0000000
1.2837926	29.2227822	0.0000000	1.2651869	43.6279442	0.0000000
1.3023983	29.1630169	0.0000000	1.2837926	43.6270524	0.0000000
1.3210040	29.0165982	0.0000000	1.3023983	43.6278097	0.0000000
1.3396097	28.8796279	0.0000000	1.3210040	43.6263292	0.0000000
1.3582153	28.7665404	0.0000000	1.3396097	43.6242224	0.0000000
1.3768210	28.6503518	0.0000000	1.3582153	43.6227032	0.0000000
1.3954267	28.6086666	0.0000000	1.3768210	43.6252792	0.0000000
1.4140324	28.4320569	0.0000000	1.3954267	43.6255587	0.0000000
1.4326381	28.3577358	0.0000000	1.4140324	43.6206165	0.0000000
1.4512438	28.3282656	0.0000000	1.4326381	43.6196283	0.0000000
1.4698495	28.2686206	0.0000000	1.4512438	43.6237087	0.0000000
1.4884552	28.2201236	0.0000000	1.4698495	43.6233837	0.0000000
1.5070609	28.1573716	0.0000000	1.4884552	43.6243016	0.0000000
1.5256665	28.1301305	0.0000000	1.5070609	43.6253297	0.0000000
1.5442722	28.0678799	0.0000000	1.5256665	43.6265285	0.0000000
1.5628779	28.0121634	0.0000000	1.5442722	43.6272607	0.0000000
1.5814836	27.9722319	0.0000000	1.5628779	43.6286957	0.0000000
1.6000893	27.9630589	0.0000000	1.5814836	43.6294587	0.0000000
1.6186950	27.9354447	0.0000000	1.6000893	43.6304746	0.0000000
1.6373007	27.8750784	0.0000000	1.6186950	43.6318370	0.0000000
1.6559064	27.8503960	0.0000000	1.6373007	43.6316384	0.0000000
1.6745121	27.8230525	0.0000000	1.6559064	43.6310278	0.0000000
1.6931178	27.7857223	0.0000000	1.6745121	43.6299774	0.0000000
1.7117234	27.7330907	0.0000000	1.6931178	43.6297013	0.0000000
1.7303291	27.7179025	0.0000000	1.7117234	43.6301574	0.0000000
1.7489348	27.6789345	0.0000000	1.7303291	43.6305954	0.0000000
1.7675405	27.6480022	0.0000000	1.7489348	43.6300107	0.0000000
1.7861462	27.6056441	0.0000000	1.7675405	43.6308905	0.0000000
1.8047519	27.5935867	0.0000000	1.7861462	43.6300394	0.0000000
1.8233576	27.5474717	0.0000000	1.8047519	43.6305282	0.0000000
1.8419633	27.4965653	0.0000000	1.8233576	43.6297747	0.0000000
1.8605690	27.4473457	0.0000000	1.8419633	43.6280788	0.0000000
1.8791747	27.3980200	0.0000000	1.8605690	43.6271661	0.0000000
1.8977803	27.3718880	0.0000000	1.8791747	43.6263164	0.0000000
1.9163860	27.3251712	0.0000000	1.8977803	43.6285092	0.0000000
1.9349917	27.2789907	0.0000000	1.9163860	43.6278136	0.0000000
1.9535974	27.2408142	0.0000000	1.9349917	43.6282172	0.0000000
1.9722031	27.2196564	0.0000000	1.9535974	43.6281894	0.0000000
1.9908088	27.1696337	0.0000000	1.9722031	43.6297369	0.0000000
2.0094145	27.1040810	0.0000000	1.9908088	43.6284320	0.0000000
2.0280202	27.0726754	0.0000000	2.0094145	43.6276030	0.0000000
2.0466259	27.0073757	0.0000000	2.0280202	43.6282356	0.0000000
2.0652315	26.9281637	0.0000000	2.0466259	43.6287443	0.0000000
2.0838372	26.8552232	0.0000000	2.0652315	43.6258564	0.0000000
2.1024429	26.7717720	0.0000000	2.0838372	43.6239453	0.0000000
2.1210486	26.7383455	0.0000000	2.1024429	43.6217266	0.0000000
2.1396543	26.6367528	0.0000000	2.1210486	43.6234927	0.0000000
2.1582600	26.5419890	0.0000000	2.1396543	43.6231768	0.0000000
2.1768657	26.4602960	0.0000000	2.1582600	43.6238681	0.0000000
2.1954714	26.4194158	0.0000000	2.1768657	43.6233163	0.0000000
2.2140771	26.3098008	0.0000000	2.1954714	43.6237980	0.0000000
2.2326828	26.2120006	0.0000000	2.2140771	43.6228457	0.0000000
2.2512884	26.1400062	0.0000000	2.2326828	43.6201921	0.0000000
2.2698941	26.0600157	0.0000000	2.2512884	43.6185490	0.0000000
2.2884998	26.0309030	0.0000000	2.2698941	43.6146184	0.0000000
2.3071055	25.9516989	0.0000000	2.2884998	43.6176623	0.0000000
2.3257112	25.8711068	0.0000000	2.3071055	43.6160052	0.0000000
2.3443169	25.7879666	0.0000000	2.3257112	43.6186229	0.0000000
2.3629226	25.7143305	0.0000000	2.3443169	43.6183061	0.0000000
2.3815283	25.6863417	0.0000000	2.3629226	43.6156405	0.0000000
2.4001340	25.6167998	0.0000000	2.3815283	43.6176477	0.0000000
2.4187397	25.5521080	0.0000000	2.4001340	43.6145881	0.0000000
2.4373453	25.4939344	0.0000000	2.4187397	43.6128267	0.0000000
2.4559510	25.4615893	0.0000000	2.4373453	43.6087312	0.0000000
2.4745567	25.3972215	0.0000000	2.4559510	43.6115161	0.0000000
2.4931624	25.3297590	0.0000000	2.4745567	43.6105412	0.0000000
2.5117681	25.1945426	0.0000000	2.4931624	43.6135461	0.0000000
2.5303738	25.0975682	0.0000000	2.5117681	43.6067755	0.0000000
2.5489795	25.0408150	0.0000000	2.5303738	43.6039932	0.0000000
2.5675852	24.9987605	0.0000000	2.5489795	43.6079836	0.0000000
2.5861909	24.9835806	0.0000000	2.5675852	43.6109164	0.0000000
2.6047965	24.9217959	0.0000000	2.5861909	43.6174277	0.0000000
2.6234022	24.8816463	0.0000000	2.6047965	43.6177368	0.0000000
2.6420079	24.8402704	0.0000000	2.6234022	43.6184751	0.0000000
2.6606136	24.8345332	0.0000000	2.6420079	43.6197532	0.0000000
2.6792193	24.7863544	0.0000000	2.6606136	43.6213221	0.0000000
2.6978250	24.7411234	0.0000000	2.6792193	43.6224688	0.0000000
2.7164307	24.7158253	0.0000000	2.6978250	43.6216392	0.0000000
2.7350364	24.6869291	0.0000000	2.7164307	43.6240970	0.0000000
2.7536421	24.6561220	0.0000000	2.7350364	43.6254267	0.0000000
2.7722478	24.6177347	0.0000000	2.7536421	43.6233573	0.0000000
2.7908534	24.5844072	0.0000000	2.7722478	43.6239492	0.0000000
2.8094591	24.5635923	0.0000000	2.7908534	43.6231194	0.0000000
2.8280648	24.5291796	0.0000000	2.8094591	43.6243719	0.0000000
2.8466705	24.4749646	0.0000000	2.8280648	43.6243845	0.0000000
2.8652762	24.4298480	0.0000000	2.8466705	43.6244365	0.0000000
2.8838819	24.3791683	0.0000000	2.8652762	43.6254661	0.0000000
2.9024876	24.3699522	0.0000000	2.8838819	43.6208226	0.0000000
2.9210933	24.3226556	0.0000000	2.9024876	43.6232189	0.0000000
2.9396990	24.2845951	0.0000000	2.9210933	43.6207936	0.0000000
2.9583047	24.2386362	0.0000000	2.9396990	43.6193320	0.0000000
2.9769103	24.2020459	0.0000000	2.9583047	43.6203492	0.0000000
2.9955160	24.1779117	0.0000000	2.9769103	43.6191430	0.0000000
3.0141217	24.1326742	0.0000000	2.9955160	43.6228609	0.0000000
3.0327274	24.0839787	0.0000000	3.0141217	43.6186334	0.0000000
3.0513331	24.0542370	0.0000000	3.0327274	43.6174685	0.0000000
3.0699388	24.0280202	0.0000000	3.0513331	43.6176263	0.0000000
3.0885445	24.0017467	0.0000000	3.0699388	43.6187556	0.0000000
3.1071502	23.9710208	0.0000000	3.0885445	43.6197985	0.0000000
3.1257559	23.9288837	0.0000000	3.1071502	43.6217286	0.0000000
3.1443615	23.9246824	0.0000000	3.1257559	43.6217547	0.0000000
3.1629672	23.8993225	0.0000000	3.1443615	43.6234928	0.0000000
3.1815729	23.8688460	0.0000000	3.1629672	43.6229986	0.0000000
3.2001786	23.8514613	0.0000000	3.1815729	43.6256201	0.0000000
3.2187843	23.8373488	0.0000000	3.2001786	43.6225713	0.0000000
3.2373900	23.8122279	0.0000000	3.2187843	43.6197022	0.0000000
3.2559957	23.7925464	0.0000000	3.2373900	43.6219352	0.0000000
3.2746014	23.7787606	0.0000000	3.2559957	43.6225251	0.0000000
3.2932071	23.7654176	0.0000000	3.2746014	43.6203610	0.0000000
3.3118128	23.7309805	0.0000000	3.2932071	43.6228223	0.0000000
3.3304184	23.7245708	0.0000000	3.3118128	43.6231898	0.0000000
3.3490241	23.7113876	0.0000000	3.3304184	43.6240723	0.0000000
3.3676298	23.6989652	0.0000000	3.3490241	43.6231817	0.0000000
3.3862355	23.6901319	0.0000000	3.3676298	43.6237347	0.0000000
3.4048412	23.6627800	0.0000000	3.3862355	43.6252647	0.0000000
3.4234469	23.6428253	0.0000000	3.4048412	43.6289531	0.0000000
3.4420526	23.6295555	0.0000000	3.4234469	43.6262604	0.0000000
3.4606583	23.6006295	0.0000000	3.4420526	43.6289806	0.0000000
3.4792640	23.5701820	0.0000000	3.4606583	43.6278398	0.0000000
3.4978696	23.5569935	0.0000000	3.4792640	43.6263400	0.0000000
3.5164753	23.5448641	0.0000000	3.4978696	43.6240191	0.0000000
3.5350810	23.5310611	0.0000000	3.5164753	43.6234350	0.0000000
3.5536867	23.5070721	0.0000000	3.5350810	43.6252726	0.0000000
3.5722924	23.4879802	0.0000000	3.5536867	43.6263575	0.0000000
3.5908981	23.4770288	0.0000000	3.5722924	43.6276208	0.0000000
3.6095038	23.4624111	0.0000000	3.5908981	43.6264271	0.0000000
3.6281095	23.4341315	0.0000000	3.6095038	43.6268120	0.0000000
3.6467152	23.4146896	0.0000000	3.6281095	43.6267798	0.0000000
3.6653209	23.4007240	0.0000000	3.6467152	43.6270741	0.0000000
3.6839265	23.3954250	0.0000000	3.6653209	43.6240548	0.0000000
3.7025322	23.3974957	0.0000000	3.6839265	43.6242397	0.0000000
3.7211379	23.3825198	0.0000000	3.7025322	43.6278197	0.0000000
3.7397436	23.3458594	0.0000000	3.7211379	43.6280940	0.0000000
3.7583493	23.3254483	0.0000000	3.7397436	43.6257531	0.0000000
3.7769550	23.3157793	0.0000000	3.7583493	43.6261751	0.0000000
3.7955607	23.3197632	0.0000000	3.7769550	43.6279444	0.0000000
3.8141664	23.3106463	0.0000000	3.7955607	43.6265410	0.0000000
3.8327721	23.2705263	0.0000000	3.8141664	43.6275108	0.0000000
3.8513778	23.2562098	0.0000000	3.8327721	43.6271919	0.0000000
3.8699834	23.2435212	0.0000000	3.8513778	43.6316728	0.0000000
3.8885891	23.2469692	0.0000000	3.8699834	43.6311317	0.0000000
3.9071948	23.2381833	0.0000000	3.8885891	43.6316377	0.0000000
3.9258005	23.2350089	0.0000000	3.9071948	43.6299541	0.0000000
3.9444062	23.2050950	0.0000000	3.9258005	43.6291948	0.0000000
3.9630119	23.2003341	0.0000000	3.9444062	43.6279697	0.0000000
3.9816176	23.1981293	0.0000000	3.9630119	43.6282898	0.0000000
4.0002233	23.1987396	0.0000000	3.9816176	43.6269389	0.0000000
4.0188290	23.2013664	0.0000000	4.0002233	43.6252306	0.0000000
4.0374346	23.2051918	0.0000000	4.0188290	43.6239996	0.0000000
4.0560403	23.2058199	0.0000000	4.0374346	43.6246124	0.0000000
4.0746460	23.2130385	0.0000000	4.0560403	43.6260511	0.0000000
4.0932517	23.2164667	0.0000000	4.0746460	43.6265488	0.0000000
4.1118574	23.2174174	0.0000000	4.0932517	43.6286289	0.0000000
4.1304631	23.2156884	0.0000000	4.1118574	43.6286171	0.0000000
4.1490688	23.2194374	0.0000000	4.1304631	43.6293682	0.0000000
4.1676745	23.2280227	0.0000000	4.1490688	43.6303360	0.0000000
4.1862802	23.2301253	0.0000000	4.1676745	43.6317402	0.0000000
4.2048859	23.2282770	0.0000000	4.1862802	43.6333907	0.0000000
4.2234915	23.2218508	0.0000000	4.2048859	43.6336886	0.0000000
4.2420972	23.2206816	0.0000000	4.2234915	43.6336425	0.0000000
4.2607029	23.2276980	0.0000000	4.2420972	43.6338966	0.0000000
4.2793086	23.2208531	0.0000000	4.2607029	43.6346811	0.0000000
4.2979143	23.2146141	0.0000000	4.2793086	43.6336772	0.0000000
4.3165200	23.2146498	0.0000000	4.2979143	43.6344126	0.0000000
4.3351257	23.2122064	0.0000000	4.3165200	43.6350719	0.0000000
4.3537314	23.2093107	0.0000000	4.3351257	43.6358449	0.0000000
4.3723371	23.2065285	0.0000000	4.3537314	43.6350677	0.0000000
4.3909428	23.2061738	0.0000000	4.3723371	43.6353861	0.0000000
4.4095484	23.2057326	0.0000000	4.3909428	43.6348559	0.0000000
4.4281541	23.2041770	0.0000000	4.4095484	43.6335656	0.0000000
4.4467598	23.2011153	0.0000000	4.4281541	43.6332938	0.0000000
4.4653655	23.1990355	0.0000000	4.4467598	43.6338992	0.0000000
4.4839712	23.1961603	0.0000000	4.4653655	43.6348468	0.0000000
4.5025769	23.1953754	0.0000000	4.4839712	43.6346686	0.0000000
4.5211826	23.1948500	0.0000000	4.5025769	43.6357473	0.0000000
4.5397883	23.1958857	0.0000000	4.5211826	43.6369059	0.0000000
4.5583940	23.1987075	0.0000000	4.5397883	43.6361730	0.0000000
4.5769996	23.1989417	0.0000000	4.5583940	43.6392500	0.0000000
4.5956053	23.1988936	0.0000000	4.5769996	43.6374072	0.0000000
4.6142110	23.1970800	0.0000000	4.5956053	43.6375249	0.0000000
4.6328167	23.1957273	0.0000000	4.6142110	43.6357722	0.0000000
4.6514224	23.1933756	0.0000000	4.6328167	43.6356781	0.0000000
4.6700281	23.1934416	0.0000000	4.6514224	43.6347849	0.0000000
4.6886338	23.1944547	0.0000000	4.6700281	43.6342196	0.0000000
4.7072395	23.1940702	0.0000000	4.6886338	43.6337728	0.0000000
4.7258452	23.1949783	0.0000000	4.7072395	43.6344276	0.0000000
4.7444509	23.1966212	0.0000000	4.7258452	43.6348429	0.0000000
4.7630565	23.1968329	0.0000000	4.7444509	43.6346629	0.0000000
4.7816622	23.1980223	0.0000000	4.7630565	43.6346336	0.0000000
4.8002679	23.1980555	0.0000000	4.7816622	43.6337311	0.0000000
4.8188736	23.2003662	0.0000000	4.8002679	43.6331469	0.0000000
4.8374793	23.2008692	0.0000000	4.8188736	43.6331145	0.0000000
4.8560850	23.2028986	0.0000000	4.8374793	43.6336397	0.0000000
4.8746907	23.2036478	0.0000000	4.8560850	43.6329106	0.0000000
4.8932964	23.2109270	0.0000000	4.8746907	43.6336145	0.0000000
4.9119021	23.2093524	0.0000000	4.8932964	43.6337252	0.0000000
4.9305077	23.2103182	0.0000000	4.9119021	43.6336401	0.0000000
4.9491134	23.2122059	0.0000000	4.9305077	43.6321550	0.0000000
4.9677191	23.2105604	0.0000000	4.9491134	43.6328110	0.0000000
4.9863248	23.2092113	0.0000000	4.9677191	43.6335362	0.0000000
5.0049305	23.2066588	0.0000000	4.9863248	43.6333456	0.0000000
5.0235362	23.2050444	0.0000000	5.0049305	43.6324158	0.0000000
5.0421419	23.2036187	0.0000000	5.0235362	43.6332044	0.0000000
5.0607476	23.2042695	0.0000000	5.0421419	43.6325945	0.0000000
5.0793533	23.2038208	0.0000000	5.0607476	43.6320953	0.0000000
5.0979590	23.2068940	0.0000000	5.0793533	43.6329675	0.0000000
5.1165646	23.2072271	0.0000000	5.0979590	43.6330710	0.0000000
5.1351703	23.2098082	0.0000000	5.1165646	43.6334923	0.0000000
5.1537760	23.2080907	0.0000000	5.1351703	43.6337647	0.0000000
5.1723817	23.2106157	0.0000000	5.1537760	43.6346573	0.0000000
