Joint_angle	INT_16_STR_PRE_L	INT_20_STR_PRE_L	INT_16_CON_PRE_R	INT_20_CON_PRE_R	INT_16_STR_POST_L	INT_20_STR_POST_L	INT_16_CON_POST_R	INT_20_CON_POST_R
0	20.9249488821	25.2543030376	25.9920589945306	9.0549685376971	NaN	22.0053800377462	NaN	NaN
0.5	21.1045894420926	25.5224052900315	26.2209625216861	9.43541712723498	NaN	22.3481000614663	NaN	NaN
1	21.2853247613848	25.817519840818	26.4560950452699	9.85058239198901	NaN	22.7141298816991	NaN	NaN
1.5	21.3710993771288	26.114275403174	26.6926328693241	10.2393020499952	NaN	23.0227182888678	NaN	NaN
2	21.5567497303089	26.4253584826405	26.8752525570016	10.6801253834429	NaN	23.3127144160557	NaN	NaN
2.5	21.6812708037633	26.7576773729911	27.080617331173	11.0734854185363	NaN	23.6238563759607	NaN	NaN
3	21.9635176631335	27.0605592148726	27.3408612291838	11.4772254447719	NaN	23.9262393277979	NaN	NaN
3.5	22.2546415246943	27.3672086392601	27.5661765147123	11.8716660061684	NaN	24.2021169114354	NaN	NaN
4	22.1343081849725	27.6608480143437	27.7553869470289	12.2510563937336	NaN	24.4208185246018	NaN	NaN
4.5	22.0838233119216	27.9318256515531	27.9869318149881	12.6139606371105	NaN	24.6398470544108	NaN	NaN
5	22.2626689682392	28.2565534798401	28.2382946841729	13.039682206727	NaN	24.8780183908825	NaN	NaN
5.5	22.4172411267149	28.5415910983332	28.5135221388688	13.4346590618143	NaN	25.136459863503	NaN	NaN
6	22.7397273552355	28.8443722212898	28.7369136579807	13.7881456422222	NaN	25.4141065406895	NaN	NaN
6.5	23.0389830165909	29.1049849171869	28.9557205423882	14.2076885709795	NaN	25.6769413622251	NaN	NaN
