Joint_angle	STR_PP_21__21	STR_PP_22__22	STR_PP_24__24	STR_PP_25__25	STR_PP_26__26	STR_PP_28__28	STR_PP_30__30	STR_PP_31__31	CON_PP_21__21	CON_PP_22__22	CON_PP_24__24	CON_PP_25__25	CON_PP_26__26	CON_PP_28__28	CON_PP_30__30	CON_PP_31__31
0	-1.19208953244715	1.57726518392486	-1.61214244034981	1.20076880804049	-3.85519374649735	-5.48693843300615	7.78965563691939	-2.1255553934879	-4.67061156117149	-4.02264181837799	-5.52050500013785	-1.55015081863035	-3.96195904113481	5.14255299986331	-2.22412207678294	0.0885169957359686
0.5	-1.20344272702534	1.58483299820765	-1.49990852042437	1.15926131122963	-3.92546058691503	-5.50838899062978	7.90740482622255	-2.03027991937203	-4.7611267022483	-3.70694743092987	-5.65003113204572	-1.69102148566917	-3.91914951738777	5.07744708388028	-2.10123287593223	0.128318772398138
1	-1.15175389228822	1.59352024685761	-1.49132053839753	1.19797663505946	-3.96472282557896	-5.5113721381194	8.01938780060931	-1.98318483117934	-4.74664802170297	-3.57864032155179	-5.7638280194869	-1.68787172292821	-4.00480005982142	4.98157547059507	-2.16177400495158	0.126912425185971
1.5	-1.13578992395754	1.56113641562288	-1.50872220082899	1.2648897505242	-4.05865835874256	-5.50300178305542	8.16047962369644	-1.93812183428142	-4.74718746610283	-3.55582977599619	-5.83561772842781	-1.77595067487065	-4.10229183247079	5.09686425095157	-2.09419241752813	0.119222003226582
2	-1.12150939508712	1.55940154445952	-1.4465053158448	1.25982959932265	-4.14512807202072	-5.49072557727877	8.28150880837615	-1.83252614193163	-4.82198074296569	-3.45202331955602	-5.92590169583128	-1.90568400630739	-4.21845434296038	5.11141465248629	-2.00704014691451	0.10411663534709
2.5	-1.1606099104842	1.56123119918175	-1.36478262562785	1.20141216536025	-4.23665656254264	-5.47030923492743	8.30546730434817	-1.73119391799127	-4.79340631583158	-3.27041360663167	-5.97938767334304	-2.0010300706928	-4.25505752973112	5.0438932836098	-2.01263143701752	0.119590200932045
3	-1.13280542648554	1.5695951181785	-1.32871324550786	1.19886649398584	-4.28154829390071	-5.45245091280156	8.41976658397414	-1.63586006270137	-4.96566857804317	-2.91571417481342	-6.00390636222098	-2.09122034088562	-4.18764088002765	4.98729651252747	-2.06415760033945	0.0919857954990135
3.5	-1.1662377825343	1.62678625298596	-1.26467126673041	1.25097699394313	-4.37006182512276	-5.45443355302897	8.59173094217171	-1.5696955943162	-5.21272385168088	-2.44065779011565	-6.05480223834917	-2.21998909206342	-4.14809485911261	4.97650574409647	-2.01240839934278	0.0812442337653358
4	-1.10400644531619	1.62028417805118	-1.11415847602447	1.15285339740072	-4.42575665822314	-5.50846080791159	8.68794468479651	-1.4885660689847	-5.43994994213821	-2.25632814915715	-6.08989498031326	-2.31020403327089	-4.19658327990584	4.93963170837072	-2.0154389539268	0.0416769486013386
4.5	-1.04699085552932	1.64629706171839	-1.10284916470996	1.13497586364554	-4.47087139802408	-5.50530394985479	8.75278058478312	-1.38886408996449	-5.7930664560643	-2.00976599895855	-6.13662749670552	-2.41278556208555	-4.24185665608335	4.841429855037	-2.06205669292557	0.0134317185404065
