Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	12.7260536150332	13.5730663306918	5.53201033725183	7.32480337538438	-2.73134775060402	-4.66290275210598	14.3319076869629	7.54190556198508	23.2463039437093	9.68280663857922	6.2845312759804	4.83109769523803	-1.18268767834269	-1.82019453615328	5.74860193679735	17.1364197191787	14.5510702496075	14.4847225643901	-3.1903191434624	1.96396323737095	-10.1005941992172	-1.31140334869232	11.2245848411854	5.91229721290362	17.7082260972877	12.1350076882078	3.14801728894392	8.81011668468625	-3.0013899522906	0.399760830235643	9.15560545391369	14.29406513606
0.5	12.9192836480154	13.7405663870916	5.70652552220727	7.44036749848974	-2.61598249133668	-4.58669697762364	14.5975712271093	7.84243737501944	23.5446306638436	9.96676446317457	6.47733498328131	4.79767369608322	-0.897138119547478	-1.64849013403417	5.90150353117005	17.3845625120062	14.5110515865664	14.8027602077469	-3.03823241936697	2.00530028875325	-9.85899115109304	-1.21339273436639	11.4142953420333	6.20958796432937	17.9417961446982	12.4779174759174	3.39537514407974	8.95477138076419	-2.73696503685665	0.641728723203265	9.4448245320459	14.5245947259601
1	13.1306928616735	13.8606186270271	5.81714955390775	7.54241369014601	-2.56608475420383	-4.4509663840064	14.9010031097388	8.16989689631401	23.8115689829129	10.1714985554367	6.64340906355509	4.94165271064904	-0.730771115307533	-1.49136686841954	6.03883806099483	17.6815650063833	14.3910607418618	15.0481942179633	-2.89109709345061	2.15273448524891	-9.76700542473127	-1.07836942015022	11.5418764337049	6.50978567644956	18.1733875093302	12.5613381402783	3.69701639454068	9.08779042673675	-2.47496386378084	0.878613756793015	9.64198011469474	14.751090430102
1.5	13.3725812771638	14.0291034216128	5.94283729685743	7.60930269920541	-2.45991424074803	-4.33356005493233	15.1881738020459	8.4364485493254	23.9132906812394	10.4301091188621	6.79923868084926	4.9151793970411	-0.626649968323974	-1.36345883568026	6.18970389304596	17.9784232336075	14.2812299848605	15.3165975921484	-2.724384343458	2.32291761259227	-9.68241056950946	-0.917029272787815	11.6918502303886	6.81329085830621	18.249768153639	12.5279417030322	3.97807023745185	9.10635192843092	-2.23316112492663	1.12497918940687	9.86641880420108	14.9964993252008
2	13.6266212654953	14.2286380516425	6.11942088121684	7.73414875327217	-2.37937634198493	-4.25161060442269	15.4293908206368	8.72807201970269	24.1656311052092	10.6285598285792	6.98757475043637	4.95353920184818	-0.524221025982065	-1.2329935137207	6.30018857807111	18.2221699994539	14.3160247908338	15.5101173632061	-2.56174701895429	2.51529465125817	-9.54309175802774	-0.874229204319647	11.8962981040922	7.0857241374804	18.4988793642618	12.6632764631819	4.21923767593307	9.07940254938947	-2.04950166103027	1.38285621053726	10.1185023254531	15.2359539635234
2.5	13.9678843006849	14.4419078716242	6.27306952058133	7.87974458576445	-2.30755090119066	-4.15626269200713	15.6832598202744	9.01343509732006	24.3164451025244	10.81204113358	7.19300471126921	5.15275175681144	-0.347667855522261	-1.09229917491945	6.44896317456815	18.4845062774822	13.9811737540751	15.7745830589592	-2.42636952336463	2.68749388446265	-9.41604863251499	-0.896397847194024	12.0781818199479	7.34706241643578	18.6470064217428	12.8122813122444	4.48324037632483	9.25012521797085	-1.82289345297153	1.56606656272636	10.3869826929106	15.4063886403902
3	14.0873222520611	14.5906949458434	6.44743544469036	8.05430304247791	-2.18058528723476	-4.05983491546959	15.9651074762642	9.31000856579097	24.5478450217011	11.0234300638307	7.43166654760734	5.30784487586161	-0.133656431436037	-0.954351874191119	6.61297930263477	18.7867135316626	14.0094958731655	16.0558032575127	-2.25876486113829	2.74513967379525	-9.27064674657915	-0.863173378668236	12.2797811469117	7.60352208821276	18.7541464949988	12.9399606351959	4.72886690073716	9.3585838062596	-1.56715734973642	1.82770132333635	10.6126980492419	15.5832686695495
3.5	14.0344733347144	14.758955894218	6.62358676354818	8.24533660012149	-2.05718902754523	-3.92166307586099	16.212471050888	9.55149870795062	24.627135186143	11.2053681954227	7.62882281574205	5.58270025952977	0.0827816384151845	-0.832848509886247	6.73149970055059	19.08401771345	13.5923234173601	16.2276362410709	-2.11913367150572	2.92331494839427	-9.09295406502184	-0.879656313704515	12.4398918014942	7.86056749821578	18.8667837916953	13.114702865865	4.95918409019401	9.45484740018838	-1.31374130533267	2.0448815293662	10.8029135736085	15.8182404968795
4	14.0215577593454	14.8811082642774	6.75946402247781	8.40343555466522	-1.96750631691593	-3.8037249179056	16.4340783928767	9.78846309081521	24.7802626872371	11.3991345314619	7.8353250280793	5.67340009844303	0.286955620627722	-0.682391752443934	6.82747324406857	19.411071045531	13.2437645864621	16.2610925078438	-1.95323466279643	2.97011187308186	-8.92856394658991	-0.787312020935708	12.6201239278933	8.08446292136333	18.9133562664566	13.2295246051111	5.218182263659	9.72561400117716	-0.997109925832518	2.24611904092359	11.0189191253296	16.0075746960786
4.5	14.1113761791976	15.0063432950664	6.84702821016011	8.53542775298328	-1.82673979431323	-3.67618871095501	16.6539590899573	10.0521626242064	24.8557149423818	11.5882710026955	8.08572855855734	5.88160056294358	0.514578554377294	-0.517767161541229	6.97098163741843	19.725167627422	12.7931036303308	16.1048989252158	-1.77266525898705	3.12317996351499	-8.78268301716497	-0.685377635606685	12.7805511828856	8.34376469759192	19.0464950055017	13.4498582679426	5.48930487068853	9.93204703456325	-0.704591961261706	2.48064428741866	11.2265597277226	16.1891691215721
