Joint_angle	STR_PP_21__21	STR_PP_22__22	STR_PP_24__24	STR_PP_25__25	STR_PP_26__26	STR_PP_28__28	STR_PP_30__30	STR_PP_31__31	CON_PP_21__21	CON_PP_22__22	CON_PP_24__24	CON_PP_25__25	CON_PP_26__26	CON_PP_28__28	CON_PP_30__30	CON_PP_31__31
0	-0.306738019554467	0.772706921437176	-1.7969308965539	0.269399085898363	-0.791457365822445	-1.64097480270912	4.23712585170821	-1.59124972883292	-0.80502347150248	-0.302663964629315	-1.83122461068908	-1.9313600935495	-2.28075719087415	-0.940239875641947	1.7542146212922	-3.00808756481048
0.5	-0.330346131647592	0.748468667079708	-1.79447886915852	0.296862141905779	-0.835163075634143	-1.66826086899703	4.27972875163442	-1.57100601936477	-0.873383570490906	-0.288252223967772	-1.86542417735265	-1.96265774331257	-2.28457980010668	-0.984000259953479	1.73343158612993	-2.98851878453054
1	-0.337649031598303	0.730981511956492	-1.81059165052252	0.291526217197258	-0.864895380913289	-1.67433370517111	4.33532207740825	-1.55991643712731	-0.951974537305121	-0.243543972401803	-1.91506450563881	-1.96008787881473	-2.32898708897698	-1.01911872069914	1.71328704687402	-2.97044587673492
1.5	-0.303378416428569	0.709583132177319	-1.82143197689432	0.316175250691318	-0.870392364410408	-1.67669874156232	4.38523222875726	-1.56505922322149	-0.996004676775913	-0.178429841799646	-1.95139013920993	-1.93481006032621	-2.37131609235493	-1.03557411724188	1.69723061309875	-2.95708345334158
2	-0.301067737867459	0.709810798594156	-1.82103553982038	0.333749625970516	-0.880723375210579	-1.68942091679607	4.43227191876252	-1.54529846299558	-1.05170888307042	-0.159748216666431	-1.9781610405959	-1.89812151167716	-2.38985417141983	-1.09302356051655	1.68923922422573	-2.95090523297528
2.5	-0.260486911196501	0.716422855587876	-1.83051481275631	0.318156956689848	-0.910600027213662	-1.70069150252546	4.46455270675888	-1.53237572646349	-1.15931599160525	-0.123877644832592	-2.01697769757395	-1.9049259265857	-2.41582825104678	-1.15490366763011	1.66620143569208	-2.92689081437353
3	-0.28211328469982	0.703634665137535	-1.84663077955178	0.32235945636013	-0.933731685049131	-1.71115239821678	4.50764320972287	-1.5275031598058	-1.19150183694437	-0.0674912312274838	-2.03995075070969	-1.92203928679881	-2.43762827531451	-1.22228846738217	1.65862165119299	-2.90966890053538
3.5	-0.312020469142085	0.704718162725348	-1.84856644409158	0.30964947926241	-0.960702572881531	-1.70696544171527	4.55889755755848	-1.53786332686104	-1.33108251767475	-0.0339935466054855	-2.06841147235965	-1.91405389831321	-2.4535959255988	-1.28768922224388	1.65437226173341	-2.90600168859528
4	-0.342551623819402	0.688958615657609	-1.85765466366942	0.315780950186517	-0.990885598010222	-1.71869428993126	4.60228445667084	-1.55625314357847	-1.43834966676835	-0.0385492912225032	-2.09661822871792	-1.96744320247449	-2.49197065066624	-1.32084613735656	1.64554737320635	-2.90149884143998
4.5	-0.333078698395866	0.677061474400486	-1.90248077756466	0.298731583802937	-1.01421169375042	-1.72858044715729	4.63089776782409	-1.56279247124779	-1.59941813975556	-0.100633523837466	-2.12493294842666	-1.98614002403078	-2.52871410311924	-1.36541796907365	1.6316903270393	-2.88453915432007
