Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	-1.5470130100922	-2.31440524067457	-0.228282443961881	NaN
0.5	-1.4603740928079	-2.36951457959355	-0.0215517133771073	NaN
1	-1.29744692780467	-2.4239117838852	0.173967451233999	NaN
1.5	-1.13773717390797	-2.57467499219536	0.286647821745547	NaN
2	-1.02489135381181	-2.57164432669277	0.422096589845204	NaN
2.5	-0.859056862490213	-2.65248802740982	0.57226314123443	NaN
3	-0.716577656933403	-2.63048506605023	0.665860361277268	NaN
3.5	-0.561286973793848	-2.56467649001806	0.841140443927799	NaN
4	-0.4117928568037	-2.87422026205635	0.97776120759189	NaN
4.5	-0.235660673925324	-3.15625000306649	1.12639380429226	NaN
5	-0.0644368153284915	-3.22876721593379	1.24671682766736	NaN
5.5	0.0520030759157919	-3.34942251215394	1.4750409358811	NaN
6	0.210904183628138	-3.25032780274523	1.70048697654982	NaN
6.5	0.40206721921286	-3.16987902579735	1.96945776282343	NaN
