Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	9.43176149144045	11.7880096094682	13.3396664985119	11.5077273362817	16.2547377075826	23.7802343651371	2.07916439391533	8.09716529994415	7.93480448518841	15.2845311632809	7.1236747555505	12.7063110987348	13.0719636871519	18.099226002892	16.8395924496919	2.20641932266926	11.4934750611681	8.45801349449363	21.8650605661689	15.4811675379315	21.1865234488682	19.8345299027018	3.22364740132832	15.0195541898839	8.06171964560752	7.07703157719931	15.4775816135077	6.75123868151769	11.620341406922	16.8178964583233	9.29684205758821	4.14448266734661
0.5	9.7409887654245	12.1139173039613	13.5483102092973	11.8780797198997	16.6007013222233	24.1030780010212	2.20299241275774	8.20402894102881	8.13700045234521	15.5027729056543	7.34407225887514	13.1994639586085	13.2370598184861	18.3269991091719	17.1103487977268	2.38715336923622	12.0311100529594	8.61385391398369	22.1318445742195	15.9577773809251	21.3986537477389	20.1557853140419	3.42929063271089	15.1166305593883	8.30700472850708	7.29789629222392	15.6253934270873	7.08690499619598	11.8180029892788	16.9876290717003	9.42386618998569	4.31492038635838
1	10.034052807127	12.4890522092322	13.8525052831676	12.2594048772091	17.0088088936536	24.3646518917278	2.28079841844396	8.28017211085876	8.39307928210116	15.8006352207371	7.59519166080065	13.5565826272197	13.5237259928858	18.5690005962781	17.3810914284257	2.50367320134075	12.6262343380396	8.80669540640167	22.3942750450854	16.2963005005094	21.7837375509229	20.4384335347094	3.70094965712758	15.2225831176525	8.56597656088297	7.6928381641473	15.7154182038665	7.43787901639541	12.0165863221734	17.1491366290952	9.61734368833379	4.48884519022027
1.5	10.304899025181	12.8159891066894	14.1355370099384	12.6498678234325	17.3622180882248	24.6412575471699	2.37085067530546	8.42277827718686	8.80516435410556	16.0326343074237	7.84364560787867	14.057218759842	13.8572569991271	18.8394452244747	17.6440658133708	2.62664676695744	13.2447145626291	9.04798777613041	22.6348117437079	16.6313437541971	22.1783898145948	20.6351396535147	3.9493052280327	15.3192716058944	8.99673790056465	8.22852611513815	15.8296831502373	7.88843031527171	12.2337108291385	17.290267797388	9.8025135740379	4.63603612735318
2	10.5445010020071	13.1097068264464	14.3512810189268	13.0031235723222	17.7351248248589	24.9532827834235	2.51100115513879	8.54036412940428	9.04994305694743	16.328222017863	8.06391497568438	14.4889689561446	14.1901070683733	19.1084943004529	17.9463967958227	2.81627298839857	13.7272418961293	9.34717930120712	22.8779002756349	16.9537625565086	22.5261862826117	20.9894592191636	4.13928551889904	15.4485247221383	9.24113457283011	8.61187969877176	15.9795648613438	8.37811801840439	12.5053083525456	17.4444192241301	9.95923118597506	4.78977441792807
2.5	10.7136753128926	13.3858016468834	14.599113513001	13.3495226635191	18.1200418146639	25.2482806189097	2.64863151674575	8.66130737919821	9.38933806404094	16.6347435859648	8.28151594754519	14.765219589672	14.4527599573108	19.3655748598776	18.1947255957402	2.98410294009142	14.5326420950964	9.56924162839061	23.1405127423421	17.2697010981563	22.8722517900293	21.4182194821038	4.35338721557463	15.5888518708265	9.58625313926763	8.9960039569126	16.1072339372426	8.66390764937859	12.7433589143635	17.658444552169	10.0865631293045	5.0204137050174
3	11.0830452935792	13.7189236859072	14.8277696939984	13.6727585189661	18.4430161049419	25.5422557893019	2.74602922101292	8.77044177545957	9.65897061893588	16.9115270150606	8.45599564368916	15.1070427645014	14.6813037863868	19.624525455658	18.4411344920683	3.11059192554541	15.0450122721551	9.73563170194461	23.3674027097655	17.7024571380271	23.1750241041311	21.778920859481	4.54400417630035	15.7318445090665	9.96153026786084	9.41738549384092	16.2540986384162	9.01999684854729	12.9555834961565	17.7833460177494	10.2453456831298	5.22874219459078
3.5	11.6426260081808	14.0269270780181	15.0402268574199	13.9647753552221	18.7722814642147	25.7978076678702	2.87399390179917	8.93757418436161	10.0796663150769	17.2252766166993	8.66461380432952	15.341872433806	14.9000275988356	19.8972171121097	18.7461672028195	3.23878751011728	16.0040078596389	9.92967462001161	23.6287584725806	18.0409340211743	23.4539929223908	22.1860521372841	4.77340957925276	15.8691847048057	10.3232965790633	9.76278721640682	16.4163576358143	9.39550411704255	13.168736365434	17.9626745219214	10.4535534788737	5.38142982849422
4	12.1238034616738	14.3926918071206	15.2803679507401	14.2997086471066	19.1326205325087	26.0729528822536	3.0307262374921	9.10368450598531	10.420829885314	17.5214828643061	8.87580705772223	15.7040293588447	15.136584621685	20.1326369894455	19.0520904649243	3.33644927968106	16.8874976455756	10.3518151516823	23.8591626338809	18.5009667887071	23.7505204233794	22.4922231719159	4.99149702950552	16.0468268165293	10.7481310350247	10.1637541223189	16.5486138037287	9.61428680061329	13.3037777467541	18.1551977213832	10.6346822328419	5.57803745245411
4.5	12.5055597692275	14.7419855620843	15.5836915380432	14.6450154449203	19.4408612774382	26.331780042571	3.19803576110996	9.25276609393183	10.8356006990773	17.8184774933218	9.02364225089786	15.9726599060004	15.3494395588071	20.3582050109978	19.3168688827536	3.4607315430444	17.9160138358932	10.9111829574049	24.0764904689927	18.8613177244021	24.0562812363399	22.7891894461393	5.22846242566357	16.1915192903143	11.0873105316143	10.4413893061699	16.6674494328664	9.89061567049902	13.4551104976055	18.2972725270754	10.8164982962136	5.78712299755347
