Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L
0	22.473486448148	20.0914818429349	12.1983801639677	22.4908777613909	6.47054832835283	12.3813885571844	5.62379081490224	10.3189459809988
0.5	22.8158776962799	20.53868035339	12.5058654427808	22.9091197826251	6.80376496512866	12.8394174202309	5.87738897272817	10.5389669400129
1	23.1549954514371	21.0000574011556	12.7853042814394	23.240736108375	7.17557382063723	13.3479890396391	6.13380499266492	10.8118552527746
1.5	23.5018815476839	21.439375450174	13.0793503075955	23.6893568650843	7.55513614112846	13.948691283582	6.37917974001408	11.0714081119683
2	23.8225836915021	21.9163632887606	13.3498321624417	24.135481251684	7.86876681822497	14.5745211420467	6.63101606190884	11.3210003076405
2.5	24.1695927258139	22.3541147344663	13.6274618173818	24.5647067118068	8.19962518269404	15.1736182872894	6.83069484899636	11.520297507873
3	24.4784227986693	22.7394426656626	13.9020706060052	24.9551245722641	8.5448300354841	15.7911791104191	7.02496006774732	11.7458062704654
3.5	24.766009578905	23.1554199769874	14.2236232590728	25.4227079993934	8.95209532433398	16.3528576228988	7.26128581784343	11.9762992198484
4	25.1055773590814	23.5837851613301	14.5523279661459	25.8073588727476	9.34300047964223	16.877414796493	7.48056090247729	12.2474524016536
4.5	25.43028388444	23.9818449785864	14.8618091247921	26.2812704202639	9.66929726690529	17.3732028734839	7.71910422164689	12.522535330514
5	25.7643008445284	24.359682318027	15.1802279397458	26.604142228446	9.98427077348651	17.8001963607576	7.98040263777909	12.7874252297672
5.5	26.0955306946412	24.727401922294	15.5182053245151	27.1043573133776	10.3177520903125	18.2819300820895	8.17985589466582	13.0710949279836
6	26.3464145935449	25.1072876876001	15.8475386075215	27.5327492763327	10.7001534274731	18.7533190115698	8.40281635601878	13.3646411251675
6.5	26.6267056535715	25.4605628356137	16.1779749820989	27.889523264576	11.0777744681864	19.2101110205495	8.65384316849605	13.6522873039584
7	26.936387046248	25.8171087071904	16.4686659433883	28.3033516680771	11.4133965433422	19.7300766439155	8.88925623083736	13.8981584176052
