Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	3.66959607536584	-1.7813759322966	7.50721677679871	0.663769586484552
0.5	3.71929798370871	-1.9704955487857	7.60600682422372	0.620744474698645
1	3.78336241783571	-2.15960196848468	7.72553141096939	0.585948352043417
1.5	3.85574743203491	-2.34239538422535	7.86218190355726	0.560943941995362
2	3.92296788504457	-2.51479014720372	7.99510005836218	0.543402319759604
2.5	3.98477197045132	-2.67876401343014	8.12422300061325	0.528948121445534
3	4.04130375909569	-2.84175701549193	8.26119384506885	0.513716726106262
3.5	4.09333902453119	-3.01313729173932	8.40956307628941	0.496335295866178
4	4.14241484203251	-3.19833217610953	8.56919022867286	0.478046166813293
4.5	4.19044260275374	-3.39419882069723	8.73482664107982	0.460974439871404
5	4.23886283916745	-3.58924314235604	8.89614829980659	0.446084322040512
5.5	4.28790760056548	-3.76908521372074	9.0411932484378	0.430986371271398
6	4.336196266466	-3.92470858321299	9.160496182696	0.409709015937466
6.5	4.38111739729621	-4.05548313670939	9.2493315184401	0.375279534332247
