Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	2.16219558728544	2.63834171845286	3.79443222455657	2.56569017936033	3.8952482340102	6.69215690533467	0.587053880667448	2.19147359929054	1.85545756773097	3.41104863989003	1.99750132800267	2.83508926525869	3.10379086818775	5.05118210262554	4.82417973237566	0.600223870457619	2.68272091191532	1.86627331823942	6.30298441512932	3.41883371384291	4.99795996915457	5.61417328009179	0.892720274654816	4.13360096598304	1.87769744041284	1.56360935361011	4.47175980444025	1.48747362029341	2.71720277828042	4.67393340444985	2.64693489594702	1.12551340117257
0.5	2.23308476826011	2.71128497988822	3.85378036641181	2.64826160687022	3.97815416477353	6.78301052073858	0.62201682982603	2.22039592451005	1.90273863661251	3.45975364696793	2.0593014972533	2.945123748776	3.14299108913939	5.11474965174155	4.90174558146045	0.649389905145281	2.80821164711768	1.9006597397067	6.3798895506015	3.52408739032327	5.04800209827309	5.70510477961699	0.949668774023916	4.16031780256053	1.93482807662677	1.61240751573892	4.51446537324885	1.56142964701069	2.76342229816642	4.72110451966351	2.68310036015385	1.17179901802999
1	2.30026858947275	2.79524606436419	3.94030783626824	2.73327945467473	4.07595213146472	6.85662180194253	0.643985423416322	2.24100384595754	1.96261955787444	3.52622757632068	2.12971618574572	3.02480567187198	3.21105675055143	5.18228809677142	4.97930750082458	0.681087408830231	2.94712110281115	1.9432105032144	6.45553970317789	3.59884623853769	5.13884444141297	5.78510849515356	1.02489893684811	4.18947749609418	1.99514656550603	1.6996665308126	4.54047519753908	1.63875835972295	2.80985735243599	4.76598977445442	2.73818598372214	1.21903161935926
1.5	2.36235905879184	2.86841967758979	4.02081544901484	2.8203346061616	4.16064230400402	6.93446327392714	0.669411756710657	2.27959977885843	2.05898064236327	3.57800280976711	2.19938347212052	3.13650985685292	3.29024993959361	5.25776453236482	5.05464398546792	0.714540555636944	3.09148212706901	1.99645202521158	6.52487859469828	3.67283659930968	5.23194401106766	5.84078625720008	1.09367570609996	4.21608758207565	2.0954774502931	1.81802218341193	4.57348845548835	1.73802653898347	2.86062791871273	4.8052121399582	2.79090631919871	1.25900412873407
2	2.41728690418618	2.93415831703416	4.08218325157963	2.89909427601156	4.25000482300959	7.02227241017747	0.708983366971172	2.31142403848993	2.11621916631872	3.64396911562832	2.26114771175925	3.23284390198207	3.36928144779902	5.3328514933814	5.14125528573369	0.766125575494346	3.2041100451932	2.06246908236779	6.59495309660036	3.74403899852269	5.31399016785014	5.94107658159082	1.14628668873141	4.25165992992349	2.15240116212278	1.90272086570136	4.61679205600446	1.84591748684553	2.92413599643031	4.84805302107428	2.83552591295714	1.30075469694822
2.5	2.4560694739968	2.99595267478754	4.15267853734349	2.97632522878369	4.34224545166514	7.10528975018747	0.747843419651703	2.34415696774575	2.1955825628003	3.71237553037542	2.32216372458718	3.29448218547354	3.43164542445148	5.40459824766201	5.21239612641058	0.811781241282266	3.39210053064089	2.11146746673766	6.67065571264684	3.81381030840878	5.39562798619975	6.0624373813462	1.20557757934852	4.29028001345181	2.23278453903564	1.98758982190507	4.65367801507289	1.90888438182308	2.97979973515297	4.90753371371608	2.8717790150406	1.36338919907828
3	2.54074614261707	3.0705106198529	4.21771917247611	3.04839185286185	4.41964227322378	7.18801929508299	0.77534374642984	2.37369386607027	2.25863285791725	3.77414528499043	2.37108839292434	3.37075130922198	3.48591058817465	5.47686689686621	5.28298695615271	0.846190706264472	3.51169414191353	2.14818168514082	6.7360606962869	3.90937938841223	5.46705281950482	6.16453408063262	1.25836487409509	4.32963367868611	2.32019230496916	2.08069045391333	4.69610994557722	1.98734010161342	3.02942454419031	4.94224561325045	2.91698652528808	1.41996477815073
3.5	2.66902790132563	3.1394466171716	4.27815204066771	3.11349808166757	4.49854667219355	7.25993588104145	0.811474685697454	2.41892775325511	2.35700743218355	3.84416477989695	2.42958559657613	3.42314756092998	3.53784409931202	5.55297043932618	5.37037224325594	0.88106442639407	3.73553571317768	2.19099754501353	6.8114010455552	3.9841280258535	5.53286234175462	6.27977278568608	1.32189379920228	4.36743170908027	2.40445319550293	2.15700399840805	4.74298957319555	2.07007412754028	3.07926641615582	4.9920835634422	2.97626606093568	1.46143002048499
4	2.77933600947575	3.22131050903293	4.34645952819268	3.18817269226767	4.5848975038506	7.33736636041069	0.855728197427396	2.46388501557141	2.43678438565634	3.91026912469054	2.48880486452326	3.50395364245419	3.59401190584038	5.61867207047942	5.45801265409824	0.907631871992942	3.94175328545953	2.2841434842246	6.87781905676821	4.08572085024868	5.60281400622998	6.36643464508986	1.38228845911707	4.41632141614723	2.50340361869118	2.24559419300209	4.78120082805029	2.11827764777419	3.11084335556374	5.0455885077333	3.02783583232342	1.51482257470726
4.5	2.86685219660155	3.29948793815341	4.43273910604117	3.26516011420837	4.65876361223921	7.4102046656019	0.902968187396408	2.50423350198891	2.53377349820569	3.9765494125539	2.53025832847651	3.5638916980113	3.6445519184888	5.68162421844461	5.53386595522049	0.941441030741123	4.18182183542583	2.40756882654425	6.94046758927685	4.1653001148455	5.6749438347505	6.450491092609	1.4479109628235	4.45614290098272	2.58240369567027	2.30693530270679	4.8155346408502	2.17916009081472	3.14622973163125	5.08507312353535	3.0796012898628	1.57160374666266
