Joint_angle	INT_15_STR_PRE_R	INT_16_STR_PRE_L	INT_15_CON_PRE_L	INT_16_CON_PRE_R	INT_15_STR_POST_R	INT_16_STR_POST_L	INT_15_CON_POST_L	INT_16_CON_POST_R
0	15.8358914482718	20.9317691351489	11.8363544583641	25.9930328758235	15.7892909716618	NaN	10.4898834156236	NaN
0.5	16.1930233888195	21.1045894420926	12.1068474816274	26.2209625216861	16.2271337692398	NaN	10.7209954826168	NaN
1	16.5656717336823	21.2853247613848	12.3165686614871	26.4560950452699	16.6710419402059	NaN	10.9693844889719	NaN
1.5	16.9147323122982	21.3710993771288	12.5059194862062	26.6926328693241	17.0293428766397	NaN	11.2150050548941	NaN
2	17.2723314077089	21.5567497303089	12.7506727615208	26.8752525570016	17.3946277452122	NaN	11.444841155367	NaN
2.5	17.6457512712705	21.6812708037633	12.9582581337608	27.080617331173	17.8096165326297	NaN	11.7096633913952	NaN
3	18.0119239562995	21.9635176631335	13.181951613233	27.3408612291838	18.1945545586387	NaN	12.0010041973613	NaN
3.5	18.3640184301967	22.2546415246943	13.3787554039906	27.5661765147123	18.5868365208142	NaN	12.2180060768864	NaN
4	18.7075877743657	22.1343081849725	13.5728306311694	27.7553869470289	18.9715033081271	NaN	12.4660521005352	NaN
4.5	19.0383367820028	22.0838233119216	13.7274474559282	27.9869318149881	19.3977635065665	NaN	12.7436797022742	NaN
5	19.3605165214731	22.2626689682392	13.8784033368017	28.2382946841729	19.8189556919568	NaN	13.0445488642894	NaN
5.5	19.6873358256562	22.4172411267149	14.0887827497405	28.5135221388688	20.2953935407177	NaN	13.2926626048365	NaN
6	20.0015054927966	22.7397273552355	14.2440513091685	28.7369136579807	20.7673883321317	NaN	13.5392113555819	NaN
6.5	20.3521821768812	23.0389830165909	14.4035649576684	28.9557205423882	21.2362501307842	NaN	13.7391023679608	NaN
