Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	-2.42701475810612	-2.92282487295947	-2.26688799762506	NaN
0.5	-2.29737406214785	-3.03091817138267	-1.87228187804588	NaN
1	-2.04929728211799	-3.19774114468758	-1.52035884008957	NaN
1.5	-1.80775387073916	-3.5436005764269	-1.28287557816979	NaN
2	-1.64864924712775	-3.57215976235699	-1.00125259437887	NaN
2.5	-1.3962445978959	-3.73856970217913	-0.700743317239871	NaN
3	-1.17117914974219	-3.71734144413197	-0.519936591470131	NaN
3.5	-0.938929981027828	-3.62522471495577	-0.164519517906687	NaN
4	-0.719182220786912	-4.29869737458079	0.126020350363284	NaN
4.5	-0.457282171107011	-4.88275661591757	0.412551279772009	NaN
5	-0.2026729277051	-5.04236978927379	0.646746580076458	NaN
5.5	-0.0417375598145906	-5.26794546952104	1.06498719525326	NaN
6	0.181631214186906	-5.10130988469352	1.51296215533707	NaN
6.5	0.455934572906298	-4.94608731896026	2.02413142482041	NaN
