Joint_angle	STR_PP_7__7	STR_PP_8__8	CON_PP_7__7	CON_PP_8__8
0	14.093758396749	-10.9639416008312	13.6956509679794	-1.27465838662976
0.5	14.169669524232	-10.9546466038227	13.9342437719882	-0.841205216898977
1	14.287287510054	-10.798297661153	14.1895082550742	-0.404544801372541
1.5	14.4099767261661	-10.8446084248588	14.4913272275772	0.227177998725999
2	14.5265377498688	-10.8283583682767	14.6571863009021	0.890431497223695
2.5	14.6770820853047	-10.8566657907982	14.9960321071887	1.61418451314909
3	14.7326472150169	-10.9017858052783	15.348655104917	2.32965317938166
3.5	14.652717333056	-10.9967276393806	15.7758132322921	2.93017831107148
4	14.6855226967293	-10.9525479003964	16.1976801335853	3.40768658254798
4.5	14.721398343384	-11.0959196310975	16.4131591632095	3.85274546440931
5	14.760212375792	-11.0513974589982	16.5483876753954	4.17906530589612
5.5	14.7446946020425	-11.316664341828	16.8701165500781	4.51859485869395
6	14.5743581083409	-11.4238010965966	17.2336370147616	4.83191736912511
6.5	14.4638191923027	-11.4606890482721	17.5445658757628	5.10225599538125
7	14.4995444295441	-11.6104950684021	17.7897955905435	5.58225092927442
