Joint_angle	STR_PP_15__15	STR_PP_16__16	CON_PP_15__15	CON_PP_16__16
0	2.95434421329415	0.963301402980868	-1.26175583159214	2.82287614661247
0.5	3.04214049655607	0.917641477663523	-1.05005236546621	2.81397944986488
1	3.20081917999646	0.840021288422136	-0.861245813350806	2.82627447509719
1.5	3.35734684973681	0.671142215842494	-0.733895631937685	2.80827431330179
2	3.46311455009065	0.66815467355373	-0.58286080619088	2.79915887070281
2.5	3.62414067537544	0.59329838708436	-0.421658299442782	2.82834745868642
3	3.76893610634835	0.611227678780281	-0.324706442342567	2.88027560004918
3.5	3.91897895952633	0.667372238115185	-0.134049142721274	2.91589580117392
4	4.06201562411528	0.33278911753721	0.0217827655313982	2.96288924529672
4.5	4.23160490109787	0.0420942297695248	0.175491817281141	2.9633900204598
5	4.39728530499971	-0.0319374406031514	0.301120098464928	2.97847299531637
5.5	4.50555173568686	-0.140695012519991	0.525547710689636	2.95806769168501
6	4.65276168789816	-0.0461477799797834	0.765934910362006	2.96856514319106
6.5	4.82850668974574	0.0426405471138338	1.04021879094477	2.99911994024518
