Joint_angle	STR_PP_7__7	STR_PP_8__8	CON_PP_7__7	CON_PP_8__8
0	6.8179087942637	-7.09479553121112	5.7848218721451	-0.732971800213996
0.5	6.85856601874573	-7.08286772186842	5.88338366423147	-0.509406521894263
1	6.92016880357863	-6.97398312241086	5.99038560713005	-0.283758028673709
1.5	6.9839082964193	-6.99846409304622	6.11780686467491	0.0433173742716093
2	7.04564834609203	-6.98474020943708	6.18381424416884	0.386742953110492
2.5	7.12325909267733	-6.99734950707332	6.32594109411769	0.761268228208884
3	7.15512731981116	-7.0152394965577	6.47429475018877	1.1316851601868
3.5	7.12045097468039	-7.07034836369326	6.65777945071527	1.4423050355468
4	7.13982982880929	-7.03460636782314	6.83832373206312	1.68921051532029
4.5	7.16133465812448	-7.12061199456692	6.92691300362784	1.91930028509561
5	7.18395599646448	-7.07840161790575	6.98031982942307	2.08747554902597
5.5	7.17960775021271	-7.24221140965996	7.11491111324689	2.26271988460439
6	7.10124165150002	-7.30275881589264	7.26998837663209	2.42440100671048
6.5	7.05161241389749	-7.31299858316628	7.40247205503197	2.56371799450464
7	7.07349706179079	-7.39866493887921	7.50438254574867	2.81180381686115
