Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	5.06711011243059	-16.1993344999029	NaN	NaN
0.5	5.11637307959353	-16.0869881627965	NaN	NaN
1	5.17077028388513	-15.966937448829	NaN	NaN
1.5	5.32153349219533	-15.8749733531789	NaN	NaN
2	5.31850282669274	-15.7452330991976	NaN	NaN
2.5	5.39934652740976	-15.6841919544547	NaN	NaN
3	5.37734356605023	-15.5833337701007	NaN	NaN
3.5	5.311534990018	-15.4955426330916	NaN	NaN
4	5.62107876205636	-15.4097916206101	NaN	NaN
4.5	5.90310850306645	-15.3178650144426	NaN	NaN
5	5.97562571593375	-15.216871273113	NaN	NaN
5.5	6.0962810121539	-15.1069320365189	NaN	NaN
6	5.99718630274521	-15.0562265790676	NaN	NaN
6.5	5.91673752579732	-14.8972963462074	NaN	NaN
