Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	0.958691520824082	10.3052001151788	2.78831034128007	0.953646216343529
0.5	0.917641477663523	10.2025860635055	2.81397944986488	0.976941009517297
1	0.840021288422136	10.0968628678097	2.82627447509719	0.946277676357333
1.5	0.671142215842494	9.99844977785191	2.80827431330179	0.873824263440575
2	0.66815467355373	9.85516370511039	2.79915887070281	0.775499419991284
2.5	0.59329838708436	9.80961215388316	2.82834745868642	0.665939803789136
3	0.611227678780281	9.70607830228671	2.88027560004918	0.620109676195597
3.5	0.667372238115185	9.6086633694464	2.91589580117392	0.62922171732518
4	0.33278911753721	9.55124547829869	2.96288924529672	0.544847188618895
4.5	0.0420942297695248	9.4976257444497	2.9633900204598	0.423206732134574
5	-0.0319374406031514	9.39460655061134	2.97847299531637	0.322542207773267
5.5	-0.140695012519991	9.2759452457467	2.95806769168501	0.261274798949692
6	-0.0461477799797834	9.23498623141648	2.96856514319106	0.216912266331789
6.5	0.0426405471138338	9.06126674790918	2.99911994024518	0.15405844271362
