Joint_angle	INT_7_STR_PRE_L	INT_8_STR_PRE_R	INT_3_STR_PRE_R	INT_7_CON_PRE_R	INT_8_CON_PRE_L	INT_3_CON_PRE_L	INT_7_STR_POST_L	INT_8_STR_POST_R	INT_3_STR_POST_R	INT_7_CON_POST_R	INT_8_CON_POST_L	INT_3_CON_POST_L
0	22.473486448148	20.0914818429349	9.45394312625587	12.1983801639677	22.4908777613909	11.4786223785077	6.47054832835283	12.3813885571844	13.4859731532907	5.62379081490224	10.3189459809988	20.1196969629671
0.5	22.8158776962799	20.53868035339	9.72197361388021	12.5058654427808	22.9091197826251	11.7294789641059	6.80376496512866	12.8394174202309	13.680956276467	5.87738897272817	10.5389669400129	20.3252090694753
1	23.1549954514371	21.0000574011556	9.98081462547941	12.7853042814394	23.240736108375	12.0199568156908	7.17557382063723	13.3479890396391	13.8041498537195	6.13380499266492	10.8118552527746	20.5855887329494
1.5	23.5018815476839	21.439375450174	10.2907009549156	13.0793503075955	23.6893568650843	12.2154085422747	7.55513614112846	13.948691283582	14.0092054910663	6.37917974001408	11.0714081119683	20.8613978818364
2	23.8225836915021	21.9163632887606	10.5756863407628	13.3498321624417	24.135481251684	12.4964987878085	7.86876681822497	14.5745211420467	14.1848431116676	6.63101606190884	11.3210003076405	21.1080530686744
2.5	24.1695927258139	22.3541147344663	10.7970775599532	13.6274618173818	24.5647067118068	12.7888092971758	8.19962518269404	15.1736182872894	14.4362403564073	6.83069484899636	11.520297507873	21.3327950928909
3	24.4784227986693	22.7394426656626	10.9963909537723	13.9020706060052	24.9551245722641	13.0197816192837	8.5448300354841	15.7911791104191	14.6577990253655	7.02496006774732	11.7458062704654	21.4929653153392
3.5	24.766009578905	23.1554199769874	11.1883252102782	14.2236232590728	25.4227079993934	13.2270158627318	8.95209532433398	16.3528576228988	14.7868950297135	7.26128581784343	11.9762992198484	21.6207913760485
4	25.1055773590814	23.5837851613301	11.3123550998297	14.5523279661459	25.8073588727476	13.4376807554929	9.34300047964223	16.877414796493	14.9869138049132	7.48056090247729	12.2474524016536	21.7618161695849
4.5	25.43028388444	23.9818449785864	11.442587214958	14.8618091247921	26.2812704202639	13.7066693676733	9.66929726690529	17.3732028734839	15.1546644518162	7.71910422164689	12.522535330514	21.9503325486124
5	25.7643008445284	24.359682318027	11.5310732852256	15.1802279397458	26.604142228446	13.9430676873737	9.98427077348651	17.8001963607576	15.3881683011542	7.98040263777909	12.7874252297672	22.1566381666595
5.5	26.0955306946412	24.727401922294	11.6963053265756	15.5182053245151	27.1043573133776	14.1880510804373	10.3177520903125	18.2819300820895	15.5289920195291	8.17985589466582	13.0710949279836	22.3760414923008
6	26.3464145935449	25.1072876876001	11.8667463491436	15.8475386075215	27.5327492763327	14.4304721022393	10.7001534274731	18.7533190115698	15.7479313086368	8.40281635601878	13.3646411251675	22.6169904113656
6.5	26.6267056535715	25.4605628356137	12.0054437206684	16.1779749820989	27.889523264576	14.7339407806555	11.0777744681864	19.2101110205495	15.9547962666215	8.65384316849605	13.6522873039584	22.8490443804598
7	26.936387046248	25.8171087071904	12.1503074279881	16.4686659433883	28.3033516680771	15.0444743714185	11.4133965433422	19.7300766439155	16.1596301193814	8.88925623083736	13.8981584176052	23.0857211273716
