Joint_angle	STR_PP_7__7	STR_PP_8__8	STR_PP_3__3	CON_PP_7__7	CON_PP_8__8	CON_PP_3__3
0	14.093758396749	-10.9639416008312	7.0421327278689	13.6956509679794	-1.27465838662976	-16.8236543185926
0.5	14.169669524232	-10.9546466038227	7.04247344013937	13.9342437719882	-0.841205216898977	-16.9564466942878
1	14.287287510054	-10.798297661153	6.97655798391439	14.1895082550742	-0.404544801372541	-17.3483767382915
1.5	14.4099767261661	-10.8446084248588	7.22876160553826	14.4913272275772	0.227177998725999	-17.5850290547005
2	14.5265377498688	-10.8283583682767	7.18544973548179	14.6571863009021	0.890431497223695	-17.8136209870069
2.5	14.6770820853047	-10.8566657907982	6.94861300102038	14.9960321071887	1.61418451314909	-17.7929168637435
3	14.7326472150169	-10.9017858052783	6.81995000545268	15.348655104917	2.32965317938166	-17.7467172885916
3.5	14.652717333056	-10.9967276393806	6.74211403921606	15.7758132322921	2.93017831107148	-17.8180666369
4	14.6855226967293	-10.9525479003964	6.47326106834203	16.1976801335853	3.40768658254798	-17.7253695928548
4.5	14.721398343384	-11.0959196310975	6.1161472233335	16.4131591632095	3.85274546440931	-17.8218834036323
5	14.760212375792	-11.0513974589982	5.78409086651635	16.5483876753954	4.17906530589612	-17.8598315425496
5.5	14.7446946020425	-11.316664341828	5.58139256623415	16.8701165500781	4.51859485869395	-18.0820062872148
6	14.5743581083409	-11.4238010965966	5.4064787277727	17.2336370147616	4.83191736912511	-18.1647127048672
6.5	14.4638191923027	-11.4606890482721	5.03711546878132	17.5445658757628	5.10225599538125	-18.2658148409513
7	14.4995444295441	-11.6104950684021	4.65376552592489	17.7897955905435	5.58225092927442	-18.3931142727485
