Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	20.6702512953907	26.9976456105258	9.771280291887	14.9638475493041	-5.26748259619311	-8.47769672394818	26.9179191385964	13.3068185718812	38.1036977834206	19.4930981389874	11.1020391046697	9.47422673211098	-2.4337641287019	-3.38401601872775	10.6146978909418	31.4487423732404	22.1528054344332	29.2750769319498	-5.23715735092405	4.12207626691354	-19.0944727574147	-2.28316332165522	23.4245687240398	11.1106256232568	27.8190654265772	23.0738661549434	5.1768085659331	18.1952017444987	-5.90069783208611	0.746449127505635	17.128328538929	27.9601454062946
0.5	20.9841045495402	27.3308133010276	10.0795293159185	15.1999336026348	-5.04499737977876	-8.33914580855903	27.4168833970838	13.8370721368799	38.5926938497306	20.0647524070915	11.4426395733413	9.40867919689994	-1.84615314239629	-3.0647916524767	10.8970281425671	31.9041338080495	22.0918803175252	29.9178629042139	-4.98749514809818	4.2088367903311	-18.6377389524992	-2.1125260878972	23.8204752744967	11.6693063054693	28.1859966140887	23.7258850698155	5.58358024022321	18.4939516331354	-5.38084151549524	1.19826108337833	17.6694002807062	28.4110766699139
1	21.3274852789214	27.569604429691	10.2749263515106	15.408403861381	-4.94876816038383	-8.09237188467037	27.9867834452205	14.4148365233058	39.0302402683466	20.4769161424449	11.7360203924516	9.69103528131676	-1.50379898200953	-2.77267581694716	11.1506140683473	32.4491925241022	21.9092041438103	30.4139096527007	-4.74596105102124	4.51827995644644	-18.4638463169331	-1.87744945880815	24.0867240571494	12.2334498645999	28.5498193532797	23.8845036132459	6.07961913261089	18.7686708524096	-4.86575024826666	1.64058212453182	18.0382394153644	28.8541173837646
1.5	21.7203717529908	27.9047308236952	10.4969306665326	15.5450514794799	-4.7440152753901	-7.87891359392809	28.5261420319026	14.8851360328271	39.1969752839617	20.9975421634734	12.0113036918566	9.63911867948129	-1.28953589530605	-2.5348755032354	11.4291853186956	32.9939864812029	21.7419958664239	30.956379789297	-4.47228908754206	4.87546985537259	-18.303925610627	-1.59655502069678	24.3997041412176	12.803808953275	28.6698109396575	23.8210026297387	6.54180272562382	18.807005221873	-4.39036886842943	2.10060533919685	18.4581198514603	29.3341535614123
2	22.1329953798225	28.3016172086375	10.808833138244	15.8000995981045	-4.58869562413926	-7.72992001094994	28.9791912939481	15.3996718593128	39.610593865082	21.397056406054	12.3440117837659	9.71434578335461	-1.07875506941468	-2.29232080337752	11.6331934525013	33.4413103311689	21.7949680913965	31.3475026541212	-4.20530725241606	5.27924158098052	-18.0405530606596	-1.5220397721363	24.8263660922663	13.3157764784553	29.0611568050614	24.0783321858494	6.93839446790507	18.7513476856453	-4.0292964927362	2.58212344419244	18.9297183047782	29.8025428154127
2.5	22.6872907575242	28.7258237128279	11.0802252416874	16.0975374581501	-4.45017819835045	-7.55656647395936	29.4560032685506	15.9031619480919	39.8577975061048	21.7664347504278	12.706917362286	10.105019918441	-0.715439562758022	-2.03074881928952	11.9079032711711	33.9227496375155	21.2851849799423	31.8820143477084	-3.98307454957505	5.64066299603873	-17.8003868435763	-1.56063554997393	25.2059389372425	13.8068938350324	29.29385974667	24.3616544574164	7.37253803046346	19.1039347748262	-3.58378738419647	2.92422101153273	19.4319920171191	30.1359244183444
3	22.8812874625385	29.0217701558297	11.3882106238459	16.4541430898425	-4.20532136469397	-7.38124961904947	29.9853642286577	16.4264314727155	40.2370918923766	22.191995780063	13.1285292412729	10.4091717835378	-0.275041529861174	-1.77428399306745	12.2107563244544	34.4773601241744	21.3283030724906	32.4503885717141	-3.70793844269791	5.76165321396841	-17.5255146632749	-1.50279149459981	25.6266562605111	14.2888431176832	29.462173427066	24.6044277365301	7.7764625896023	19.3279302070624	-3.08101317160409	3.41275571531388	19.8542608445586	30.4819135605296
3.5	22.7954477800029	29.3564513062516	11.6993495779355	16.8444057203708	-3.96734813327143	-7.13003722748444	30.4499578365006	16.8525128499226	40.3670587236805	22.558267460034	13.4768187958063	10.9481884600129	0.170350115063658	-1.5483909234146	12.4296022684982	35.0229724966966	20.693192383893	32.7976802640989	-3.47872296978794	6.13561748010131	-17.1895989735374	-1.53148841133834	25.9607909376313	14.7718931430586	29.6391230723358	24.936687834395	8.15521146224965	19.5267397773407	-2.58280016776304	3.81828312830959	20.2101165016154	30.941534137041
4	22.7744696986136	29.5994197200943	11.9393518016035	17.1673862199494	-3.79439244964791	-6.91561201030071	30.8661765732147	17.2706090492002	40.6180544965203	22.948351280297	13.8416185773478	11.1260591827013	0.590504415326108	-1.26866913148645	12.6068158207962	35.6231804836319	20.1625402853955	32.8652987344755	-3.20638682600329	6.23383749203873	-16.8788308567241	-1.37071628701506	26.336917083128	15.1926463859646	29.7122869632498	25.1550133197274	8.5811252485759	20.0859438272969	-1.9603065483781	4.19404171585023	20.6142202034115	31.3118844670278
4.5	22.9203569756487	29.848519731609	12.0940178577411	17.4370332032345	-3.52292016722896	-6.68373642950258	31.2791523579762	17.7358763240934	40.7417304982654	23.3291144136562	14.2839729336607	11.5343594347026	1.05891255145034	-0.962607201497043	12.871801682919	36.199610254032	19.4764461145327	32.5496158397991	-2.90996808606309	6.55510539094342	-16.6030530779329	-1.19324773774624	26.6717124731533	15.6799366650854	29.9214437286965	25.5739623287622	9.02697725816236	20.5122821862108	-1.38521962304474	4.63195646983225	21.0026747380364	31.6670952830861
