Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	-2.93195616275124	25.2853908757112	NaN	0.519405251659123
0.5	-3.03091817138267	25.0772917637738	NaN	0.554749465369207
1	-3.19774114468758	24.8609277647347	NaN	0.502972371756442
1.5	-3.5436005764269	24.6607009808641	NaN	0.382795868412479
2	-3.57215976235699	24.363177009686	NaN	0.220164295973026
2.5	-3.73856970217913	24.2740058415526	NaN	0.0400383399921154
3	-3.71734144413197	24.0626967554237	NaN	-0.0373990274661633
3.5	-3.62522471495577	23.8643497229062	NaN	-0.0264080006722871
4	-4.29869737458079	23.7505355639397	NaN	-0.167466401579084
4.5	-4.88275661591757	23.6465993493946	NaN	-0.368806694915985
5	-5.04236978927379	23.4337530732047	NaN	-0.535868617371435
5.5	-5.26794546952104	23.1896123344614	NaN	-0.638939844269101
6	-5.10130988469352	23.1120705461262	NaN	-0.714239467463829
6.5	-4.94608731896026	22.7509053531852	NaN	-0.819351802338666
