Joint_angle	STR_PP_16__16	STR_PP_20__20	CON_PP_16__16	CON_PP_20__20
0	2.72851717078589	-0.896031061968142	-1.81565128962853	-0.896373633577548
0.5	2.78393976331297	-0.823670989103142	-1.7143009735626	-0.83377407218293
1	2.69696663133756	-0.737994415392746	-1.7065178222711	-0.839257472273619
1.5	2.64144543417375	-0.739825732860972	-1.76419348565879	-0.845906632847946
2	2.61730205302151	-0.771069603270178	-1.84508545021851	-0.887736471718613
2.5	2.66982669368234	-0.691142166736237	-1.90179394041426	-0.9153032496924
3	2.65681922748719	-0.684923486711105	-1.95886128826607	-0.941834191051866
3.5	2.60569941080563	-0.707576953071134	-1.98114357090479	-0.983648743837604
4	2.53613034370964	-0.56404806017075	-2.00134994110951	-1.02680083678756
4.5	2.54156091473527	-0.383274706802379	-2.00123017834713	-1.10421014285512
5	2.54746346943359	-0.369713415902465	-2.07048027895077	-1.18769589080603
5.5	2.62554209066219	-0.378330745073614	-2.05675589672927	-1.2504772914928
6	2.58877510111652	-0.325924333067576	-2.09949963823114	-1.31026001898261
6.5	2.62632115463072	-0.355612177061575	-2.17843660967884	-1.27194741363533
