Joint_angle	STR_PP_7__7	STR_PP_8__8	STR_PP_3__3	CON_PP_7__7	CON_PP_8__8	CON_PP_3__3
0	7.28743787868988	0.365335897266768	-0.327721547924412	3.8385985421741	-1.59842437885742	-2.40776011026215
0.5	7.32234384800866	0.394292386487713	-0.310547645898232	3.91821702112397	-1.36041647482502	-2.41828909359398
1	7.3820227645073	0.524053108503495	-0.342184485883998	4.03360985669577	-1.12473316817849	-2.55547517981557
1.5	7.43486283459795	0.514750400812495	-0.227749883031692	4.16779742983785	-0.783583783429243	-2.62622869135586
2	7.48508312356999	0.545613852799484	-0.223854742718224	4.22959178503958	-0.40734612063676	-2.69724625759254
2.5	7.55446250294172	0.554139838382355	-0.294774032895248	4.3607713624211	-0.00754617562658666	-2.67059103706931
3	7.58868378717369	0.549049909121244	-0.326432961183912	4.5117109964602	0.384505884910801	-2.60920259055946
3.5	7.55471791434177	0.49744379331684	-0.341732948126207	4.68265053521397	0.71569144800737	-2.60793264692069
4	7.5655809874451	0.541158104305389	-0.428367951335737	4.85428060588843	0.969095439796497	-2.54893866525751
4.5	7.5808063541575	0.465306374045333	-0.567124448387951	4.94203407398185	1.18980058792704	-2.56970439738203
5	7.59640449929213	0.520271905303808	-0.715036697820722	4.99570916443088	1.35190417594742	-2.54250616609102
5.5	7.58965696463569	0.387776424639178	-0.794788049534283	5.12973722437014	1.54996819906291	-2.62108577335736
6	7.51120758053298	0.339270226990337	-0.866768048768343	5.28917810017784	1.72781093135933	-2.64309540331451
6.5	7.46106226598229	0.335771386760541	-1.03153935565973	5.41577232841376	1.89695676154816	-2.66828441442407
7	7.48005269736932	0.278488854836127	-1.19720923910297	5.51598134122825	2.17105127126742	-2.700127308576
