Joint_angle	STR_PP_7__7	STR_PP_8__8	STR_PP_3__3	CON_PP_7__7	CON_PP_8__8	CON_PP_3__3
0	8.5789087942637	-0.29679553121111	-0.684331065680269	3.7298218721451	-1.177971800214	-2.66157490880223
0.5	8.61956601874574	-0.284867721868409	-0.692624039380348	3.82838366423147	-0.954406521894263	-2.70358365271883
1	8.68116880357863	-0.175983122410855	-0.730189670531068	3.93538560713005	-0.72875802867371	-2.87420814244091
1.5	8.7449082964193	-0.200464093046207	-0.624046634390496	4.06280686467491	-0.401682625728391	-2.97320191647947
2	8.80664834609203	-0.186740209437069	-0.651259094710085	4.12881424416884	-0.0582570468895085	-3.0665592137119
2.5	8.88425909267733	-0.199349507073308	-0.769401239048932	4.27094109411769	0.316268228208884	-3.04059954252278
3	8.91612731981116	-0.217239496557688	-0.840886105299013	4.41929475018877	0.686685160186798	-2.99720640125733
3.5	8.88145097468039	-0.272348363693254	-0.889802568327923	4.60277945071527	0.997305035546795	-3.00304524326587
4	8.90082982880929	-0.236606367823136	-1.02812328802847	4.78332373206312	1.24421051532029	-2.93286467869011
4.5	8.92233465812448	-0.322611994566913	-1.20398911773767	4.87191300362784	1.47430028509561	-2.95709082096182
5	8.94495599646449	-0.280401617905738	-1.37068456277113	4.92531982942307	1.64247554902597	-2.95768847421543
5.5	8.94060775021271	-0.44421140965995	-1.47578690104392	5.05991111324689	1.81771988460439	-3.04590268586418
6	8.86224165150002	-0.504758815892636	-1.56769836050027	5.21498837663209	1.97940100671048	-3.06990377048172
6.5	8.81261241389749	-0.514998583166275	-1.74743995407185	5.34747205503197	2.11871799450464	-3.10197272579293
7	8.83449706179079	-0.600664938879206	-1.93283781997657	5.44938254574867	2.36680381686115	-3.14733870761071
