Joint_angle	INT_21_STR_PRE_R	INT_22_STR_PRE_L	INT_24_STR_PRE_L	INT_25_STR_PRE_R	INT_26_STR_PRE_R	INT_28_STR_PRE_R	INT_30_STR_PRE_L	INT_31_STR_PRE_R	INT_21_CON_PRE_L	INT_22_CON_PRE_R	INT_24_CON_PRE_R	INT_25_CON_PRE_L	INT_26_CON_PRE_L	INT_28_CON_PRE_L	INT_30_CON_PRE_R	INT_31_CON_PRE_L	INT_21_STR_POST_R	INT_22_STR_POST_L	INT_24_STR_POST_L	INT_25_STR_POST_R	INT_26_STR_POST_R	INT_28_STR_POST_R	INT_30_STR_POST_L	INT_31_STR_POST_R	INT_21_CON_POST_L	INT_22_CON_POST_R	INT_24_CON_POST_R	INT_25_CON_POST_L	INT_26_CON_POST_L	INT_28_CON_POST_L	INT_30_CON_POST_R	INT_31_CON_POST_L
0	74.2930536150332	63.8480663306918	62.1470103372518	56.2748033753844	49.121652249396	50.339097247894	67.5749076869629	64.2189055619851	84.2543039437093	59.3558066385792	62.8915312759804	55.823097695238	47.4123123216573	51.9678054638467	59.9056019367973	71.6264197191787	80.2360702496075	63.9627225643901	57.7266808565376	49.608963237371	42.7974058007828	56.1265966513077	59.1425848411854	59.1252972129036	81.3632260972877	64.7270076882078	63.9580172889439	57.2301166846863	47.8636100477094	53.9547608302356	62.6086054539137	65.41706513606
0.5	74.4862836480154	64.0155663870916	62.3215255222073	56.3903674984897	49.2370175086633	50.4153030223764	67.8405712271093	64.5194373750194	84.5526306638436	59.6397644631746	63.0843349832813	55.7896736960832	47.6978618804525	52.1395098659658	60.05850353117	71.8745625120062	80.1960515865664	64.2807602077469	57.878767580633	49.6503002887533	43.039008848907	56.2246072656336	59.3322953420333	59.4225879643294	81.5967961446982	65.0699174759174	64.2053751440797	57.3747713807642	48.1280349631434	54.1967287232033	62.8978245320459	65.6475947259601
1	74.6976928616735	64.1356186270271	62.4321495539077	56.492413690146	49.2869152457962	50.5510336159936	68.1440031097388	64.846896896314	84.8195689829129	59.8444985554367	63.2504090635551	55.933652710649	47.8642288846925	52.2966331315805	60.1958380609948	72.1715650063833	80.0760607418618	64.5261942179633	58.0259029065494	49.7977344852489	43.1309945752687	56.3596305798498	59.4598764337048	59.7227856764496	81.8283875093302	65.1533381402783	64.5070163945407	57.5077904267368	48.3900361362192	54.433613756793	63.0949801146947	65.874090430102
1.5	74.9395812771638	64.3041034216128	62.5578372968574	56.5593026992054	49.393085759252	50.6684399450677	68.4311738020459	65.1134485493254	84.9212906812394	60.1031091188621	63.4062386808493	55.9071793970411	47.968350031676	52.4245411643197	60.346703893046	72.4684232336075	79.9662299848605	64.7945975921484	58.192615656542	49.9679176125923	43.2155894304905	56.5209707272122	59.6098502303886	60.0262908583062	81.904768153639	65.1199417030322	64.7880702374518	57.5263519284309	48.6318388750734	54.6799791894069	63.3194188042011	66.1194993252008
2	75.1936212654953	64.5036380516425	62.7344208812168	56.6841487532722	49.4736236580151	50.7503893955773	68.6723908206368	65.4050720197027	85.1736311052092	60.3015598285792	63.5945747504364	55.9455392018482	48.0707789740179	52.5550064862793	60.4571885780711	72.7121699994539	80.0010247908338	64.9881173632061	58.3552529810457	50.1602946512582	43.3549082419723	56.5637707956804	59.8142981040922	60.2987241374804	82.1538793642618	65.2552764631819	65.0292376759331	57.4994025493895	48.8154983389697	54.9378562105373	63.5715023254531	66.3589539635234
2.5	75.5348843006849	64.7169078716242	62.8880695205813	56.8297445857645	49.5454490988093	50.8457373079929	68.9262598202744	65.6904350973201	85.3244451025244	60.48504113358	63.8000047112692	56.1447517568114	48.2473321444777	52.6957008250806	60.6059631745681	72.9745062774822	79.6661737540751	65.2525830589592	58.4906304766354	50.3324938844627	43.481951367485	56.541602152806	59.9961818199479	60.5600624164358	82.3020064217428	65.4042813122444	65.2932403763248	57.6701252179708	49.0421065470285	55.1210665627264	63.8399826929107	66.5293886403902
3	75.6543222520611	64.8656949458434	63.0624354446904	57.0043030424779	49.6724147127652	50.9421650845304	69.2081074762642	65.987008565791	85.5558450217011	60.6964300638307	64.0386665476073	56.2998448758616	48.461343568564	52.8336481258089	60.7699793026348	73.2767135316626	79.6944958731655	65.5338032575127	58.6582351388617	50.3901396737953	43.6273532534209	56.5748266213318	60.1977811469117	60.8165220882128	82.4091464949989	65.5319606351959	65.5388669007372	57.7785838062596	49.2978426502636	55.3827013233363	64.0656980492419	66.7062686695495
3.5	75.6014733347144	65.033955894218	63.2385867635482	57.1953366001215	49.7958109724548	51.080336924139	69.455471050888	66.2284987079506	85.635135186143	60.8783681954227	64.2358228157421	56.5747002595298	48.6777816384152	52.9551514901137	60.8884997005506	73.57401771345	79.2773234173601	65.7056362410709	58.7978663284943	50.5683149483943	43.8050459349782	56.5583436862955	60.3578918014942	61.0735674982158	82.5217837916953	65.706702865865	65.769184090194	57.8748474001884	49.5512586946673	55.5998815293662	64.2559135736085	66.9412404968795
4	75.5885577593454	65.1561082642774	63.3744640224778	57.3534355546652	49.8854936830841	51.1982750820944	69.6770783928767	66.4654630908152	85.7882626872371	61.0721345314619	64.4423250280793	56.665400098443	48.8819556206277	53.1056082475561	60.9844732440686	73.901071045531	78.9287645864621	65.7390925078438	58.9637653372036	50.6151118730819	43.9694360534101	56.6506879790643	60.5381239278933	61.2974629213633	82.5683562664566	65.8215246051111	66.028182263659	58.1456140011772	49.8678900741675	55.8011190409236	64.4719191253296	67.1305746960786
4.5	75.6783761791976	65.2813432950664	63.4620282101601	57.4854277529833	50.0262602056868	51.325811289045	69.8969590899573	66.7291626242064	85.8637149423818	61.2612710026955	64.6927285585573	56.8736005629436	49.1095785543773	53.2702328384588	61.1279816374184	74.215167627422	78.4781036303308	65.5828989252158	59.1443347410129	50.768179963515	44.115316982835	56.7526223643933	60.6985511828856	61.5567646975919	82.7014950055017	66.0418582679426	66.2993048706885	58.3520470345633	50.1604080387383	56.0356442874187	64.6795597277226	67.3121691215721
